Date,Drawdown,Drawdown_Pct,Peak_Value,Current_Value
0,0.0,0.0,1000.0,1000.0
1,0.0,0.0,1000.0,1000.0
2,0.0,0.0,1000.0,1000.0
3,0.0,0.0,1000.0,1000.0
4,0.0,0.0,1000.0,1000.0
5,0.0,0.0,1000.0,1000.0
6,0.0,0.0,1000.0,1000.0
7,0.0,0.0,1000.0,1000.0
8,-0.000999000999000941,-0.09990009990009412,1000.0,999.0009990009991
9,0.0,0.0,1091.2176391692265,1091.2176391692265
10,0.0,0.0,1106.585933486222,1106.585933486222
11,-0.024304022480898586,-2.430402248089859,1106.585933486222,1079.6914440817268
12,-0.052080074664354395,-5.20800746643544,1106.585933486222,1048.9548554477353
13,-0.041664078275183605,-4.166407827518361,1106.585933486222,1060.481050535235
14,-0.06249607105352497,-6.249607105352497,1106.585933486222,1037.4286603602359
15,-0.10416645418676872,-10.416645418676872,1106.585933486222,991.3168005420068
16,-0.1423585027593952,-14.235850275939521,1106.585933486222,949.0540168205158
17,-0.15971846583517946,-15.971846583517946,1106.585933486222,929.8437258750128
18,-0.1145824505759394,-11.45824505759394,1106.585933486222,979.7906054545073
19,-0.12152641726255296,-12.152641726255297,1106.585933486222,972.1065095965038
20,-0.1527744991485659,-15.27744991485659,1106.585933486222,937.5278217330163
21,-0.14930246944600878,-14.930246944600878,1106.585933486222,941.3699209625123
22,-0.13194241365172366,-13.194241365172365,1106.585933486222,960.5803145090042
23,-0.138886473056838,-13.888647305683799,1106.585933486222,952.896116050012
24,-0.0868063983924836,-8.680639839248359,1106.585933486222,1010.5271940884987
25,-0.1145824505759394,-11.45824505759394,1106.585933486222,979.7906054545073
26,-0.09722239478165438,-9.722239478165438,1106.585933486222,999.0009990009991
27,-0.0868063983924836,-8.680639839248359,1106.585933486222,1010.5271940884987
28,-0.09027842809504082,-9.027842809504081,1106.585933486222,1006.6850948590026
29,-0.10416645418676872,-10.416645418676872,1106.585933486222,991.3168005420068
30,-0.11111042087338228,-11.111042087338229,1106.585933486222,983.6327046840033
31,-0.138886473056838,-13.888647305683799,1106.585933486222,952.896116050012
32,-0.170134554942851,-17.0134554942851,1106.585933486222,918.3174281865244
33,-0.21527687506015108,-21.52768750601511,1106.585933486222,868.363571739788
34,-0.2604128903193911,-26.041289031939108,1106.585933486222,818.4166921602936
35,-0.23263683813593525,-23.263683813593524,1106.585933486222,849.153280794285
36,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
37,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
38,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
39,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
40,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
41,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
42,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
43,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
44,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
45,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
46,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
47,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
48,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
49,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
50,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
51,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
52,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
53,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
54,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
55,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
56,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
57,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
58,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
59,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
60,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
61,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
62,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
63,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
64,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
65,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
66,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
67,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
68,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
69,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
70,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
71,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
72,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
73,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
74,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
75,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
76,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
77,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
78,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
79,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
80,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
81,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
82,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
83,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
84,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
85,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
86,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
87,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
88,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
89,-0.205655925166527,-20.5655925166527,1106.585933486222,879.0099795588482
90,-0.2064494756908361,-20.64494756908361,1106.585933486222,878.1318477111371
91,-0.21323149905787186,-21.323149905787186,1106.585933486222,870.6269560526005
92,-0.22001361298107922,-22.00136129810792,1106.585933486222,863.1219641858781
93,-0.23357775027132233,-23.357775027132234,1106.585933486222,848.1120806606192
94,-0.2437507853218758,-24.37507853218758,1106.585933486222,836.8547431728144
95,-0.23018669330971864,-23.018669330971864,1106.585933486222,851.8645765939804
96,-0.23018669330971864,-23.018669330971864,1106.585933486222,851.8645765939804
97,-0.23357775027132233,-23.357775027132234,1106.585933486222,848.1120806606192
98,-0.2369687166767543,-23.696871667675428,1106.585933486222,844.3596849354439
99,-0.2573149226121189,-25.73149226121189,1106.585933486222,821.8448596475555
100,-0.24714184228347946,-24.714184228347946,1106.585933486222,833.1022472394533
101,-0.24035977363835798,-24.035977363835798,1106.585933486222,840.6071890020827
102,-0.2573149226121189,-25.73149226121189,1106.585933486222,821.8448596475555
103,-0.2573149226121189,-25.73149226121189,1106.585933486222,821.8448596475555
104,-0.2607059795737226,-26.07059795737226,1106.585933486222,818.0923637141943
105,-0.2708790599023619,-27.087905990236187,1106.585933486222,806.8349761222967
106,-0.25392391092860106,-25.392391092860105,1106.585933486222,825.5973054768237
107,-0.24035977363835798,-24.035977363835798,1106.585933486222,840.6071890020827
108,-0.25392391092860106,-25.392391092860105,1106.585933486222,825.5973054768237
109,-0.23018669330971864,-23.018669330971864,1106.585933486222,851.8645765939804
110,-0.1860971572138819,-18.60971572138819,1106.585933486222,900.6534370515664
111,-0.14879580230475636,-14.879580230475636,1106.585933486222,941.9305916939819
112,-0.1521867687101884,-15.218676871018841,1106.585933486222,938.1781959688064
113,-0.10471233347242356,-10.471233347242356,1106.585933486222,990.7127382031197
114,-0.10471233347242356,-10.471233347242356,1106.585933486222,990.7127382031197
115,-0.10132127651081987,-10.132127651081987,1106.585933486222,994.4652341364808
116,-0.10132127651081987,-10.132127651081987,1106.585933486222,994.4652341364808
117,-0.14540474534315267,-14.540474534315267,1106.585933486222,945.6830876273431
118,-0.14540474534315267,-14.540474534315267,1106.585933486222,945.6830876273431
119,-0.12844955109130599,-12.844955109130598,1106.585933486222,964.4454670859631
120,-0.14201368838154899,-14.201368838154899,1106.585933486222,949.4355835607042
121,-0.1725330199236389,-17.25330199236389,1106.585933486222,915.6633205768252
122,-0.1555778256717921,-15.55778256717921,1106.585933486222,934.4257000354453
123,-0.14540474534315267,-14.540474534315267,1106.585933486222,945.6830876273431
124,-0.10810339043402724,-10.810339043402724,1106.585933486222,986.9602422697585
125,-0.11827647076266656,-11.827647076266656,1106.585933486222,975.7028546778608
126,-0.12166752772427024,-12.166752772427024,1106.585933486222,971.9503587444997
127,-0.13862272197611702,-13.862272197611702,1106.585933486222,953.1879792858796
128,-0.1521867687101884,-15.218676871018841,1106.585933486222,938.1781959688064
129,-0.1555778256717921,-15.55778256717921,1106.585933486222,934.4257000354453
130,-0.17931504329067452,-17.93150432906745,1106.585933486222,908.1584289182887
131,-0.20984044209626818,-20.984044209626816,1106.585933486222,874.3794519859616
132,-0.19627630480602506,-19.627630480602505,1106.585933486222,889.3893355112206
133,-0.21662255601947553,-21.662255601947553,1106.585933486222,866.8744601192393
134,-0.19966736176762875,-19.966736176762875,1106.585933486222,885.6368395778594
135,-0.20984044209626818,-20.984044209626816,1106.585933486222,874.3794519859616
136,-0.2369687166767543,-23.696871667675428,1106.585933486222,844.3596849354439
137,-0.294622390062834,-29.462239006283404,1106.585933486222,780.560940952599
