Date,Cumulative_Returns,Cumulative_Returns_Pct
2014-09-17,0.0,0.0
2014-09-18,-1.396300029773556e-06,-0.0001396300029773556
2014-09-19,-2.6169255228735766e-05,-0.0026169255228735764
2014-09-22,-2.6169255228735766e-05,-0.0026169255228735764
2014-09-23,-2.6169255228735766e-05,-0.0026169255228735764
2014-09-24,-2.6169255228735766e-05,-0.0026169255228735764
2014-09-25,-2.6169255228735766e-05,-0.0026169255228735764
2014-09-26,-2.6169255228735766e-05,-0.0026169255228735764
2014-09-29,-2.6169255228735766e-05,-0.0026169255228735764
2014-09-30,-2.6169255228735766e-05,-0.0026169255228735764
2014-10-01,-2.6169255228735766e-05,-0.0026169255228735764
2014-10-02,-2.7506690187995996e-05,-0.0027506690187995998
2014-10-03,2.9941793054271908e-06,0.00029941793054271906
2014-10-06,4.942249357880559e-07,4.9422493578805596e-05
2014-10-07,-8.00577468460083e-06,-0.000800577468460083
2014-10-08,6.994307267418889e-06,0.0006994307267418889
2014-10-09,-8.705541738430757e-06,-0.0008705541738430757
2014-10-10,0.00011069542687902536,0.011069542687902535
2014-10-13,0.00010539606383741684,0.010539606383741684
2014-10-14,8.919780078250553e-05,0.008919780078250552
2014-10-15,8.039855586293546e-05,0.008039855586293545
2014-10-16,8.429819810684427e-05,0.008429819810684427
2014-10-17,8.809788849924116e-05,0.008809788849924116
2014-10-20,0.00013389387248616667,0.013389387248616668
2014-10-21,0.00014849190875001745,0.014849190875001746
2014-10-22,0.00012159589728969107,0.012159589728969106
2014-10-23,0.00017768906376106346,0.017768906376106345
2014-10-24,0.00021008334337005246,0.021008334337005247
2014-10-27,0.00017709028262440996,0.017709028262440994
2014-10-28,0.0002161833389017184,0.02161833389017184
2014-10-29,0.00023507926669668317,0.023507926669668316
2014-10-30,0.00023507926669668317,0.023507926669668316
2014-10-31,0.00024387713276346928,0.02438771327634693
2014-11-03,0.00022738733308579214,0.022738733308579215
2014-11-04,0.00022738733308579214,0.022738733308579215
2014-11-05,0.00022738733308579214,0.022738733308579215
2014-11-06,0.00022738733308579214,0.022738733308579215
2014-11-07,0.00022738733308579214,0.022738733308579215
2014-11-10,0.00022738733308579214,0.022738733308579215
2014-11-11,0.00022738733308579214,0.022738733308579215
2014-11-12,0.00018504086218968627,0.018504086218968627
2014-11-13,-9.750878256518187e-05,-0.009750878256518188
2014-11-14,-0.0023910992604771965,-0.23910992604771966
2014-11-17,-0.0034602557610692577,-0.34602557610692575
2014-11-18,-0.004639030616242497,-0.46390306162424966
