Date,Portfolio_Value,Normalized_Value
2014-09-17,10000.0,1.0
2014-09-18,9999.986036999702,0.9999986036999702
2014-09-19,9999.738307793617,0.9999738307793617
2014-09-22,9999.738307793617,0.9999738307793617
2014-09-23,9999.738307793617,0.9999738307793617
2014-09-24,9999.738307793617,0.9999738307793617
2014-09-25,9999.738307793617,0.9999738307793617
2014-09-26,9999.738307793617,0.9999738307793617
2014-09-29,9999.738307793617,0.9999738307793617
2014-09-30,9999.738307793617,0.9999738307793617
2014-10-01,9999.738307793617,0.9999738307793617
2014-10-02,9999.724933794021,0.9999724933794021
2014-10-03,10000.029934099197,1.0000029934099197
2014-10-06,10000.004934480667,1.0000004934480666
2014-10-07,9999.91993444252,0.9999919934442519
2014-10-08,10000.06993406105,1.0000069934061049
2014-10-09,9999.912934473037,0.9999912934473038
2014-10-10,10001.106933763504,1.0001106933763504
2014-10-13,10001.053934267044,1.0001053934267043
2014-10-14,10000.89193456459,1.000089193456459
2014-10-15,10000.803934267044,1.0000803934267044
2014-10-16,10000.842933824539,1.0000842933824539
2014-10-17,10000.88093393135,1.000088093393135
2014-10-20,10001.338934114456,1.0001338934114457
2014-10-21,10001.484934022903,1.0001484934022904
2014-10-22,10001.215933969497,1.0001215933969496
2014-10-23,10001.776933839797,1.0001776933839797
2014-10-24,10002.100934198379,1.000210093419838
2014-10-27,10001.770934274673,1.0001770934274672
2014-10-28,10002.16193406868,1.0002161934068678
2014-10-29,10002.350934198379,1.0002350934198379
2014-10-30,10002.350934198379,1.0002350934198379
2014-10-31,10002.438933542251,1.000243893354225
2014-11-03,10002.273995327949,1.0002273995327948
2014-11-04,10002.273995327949,1.0002273995327948
2014-11-05,10002.273995327949,1.0002273995327948
2014-11-06,10002.273995327949,1.0002273995327948
2014-11-07,10002.273995327949,1.0002273995327948
2014-11-10,10002.273995327949,1.0002273995327948
2014-11-11,10002.273995327949,1.0002273995327948
2014-11-12,10001.85043432331,1.0001850434323312
2014-11-13,9999.024415036201,0.9999024415036202
2014-11-14,9976.090747849465,0.9976090747849464
2014-11-17,9965.424745575905,0.9965424745575905
2014-11-18,9953.677753464699,0.9953677753464699
2014-11-19,9958.474192795753,0.9958474192795753
2014-11-20,9958.472193894386,0.9958472193894385
2014-11-21,9958.333614247322,0.9958333614247322
2014-11-24,9958.316225247383,0.9958316225247383
2014-11-25,9958.03422565937,0.995803422565937
2014-11-26,9958.314224438667,0.9958314224438667
2014-11-28,9958.101225094795,0.9958101225094795
2014-12-01,9958.035100308418,0.9958035100308418
2014-12-02,9958.035100308418,0.9958035100308418
2014-12-03,9958.035100308418,0.9958035100308418
2014-12-04,9958.035100308418,0.9958035100308418
2014-12-05,9958.035100308418,0.9958035100308418
2014-12-08,9958.035100308418,0.9958035100308418
2014-12-09,9958.035100308418,0.9958035100308418
2014-12-10,9958.035100308418,0.9958035100308418
2014-12-11,9958.035100308418,0.9958035100308418
2014-12-12,9958.035100308418,0.9958035100308418
2014-12-15,9958.035100308418,0.9958035100308418
2014-12-16,9958.035100308418,0.9958035100308418
2014-12-17,9958.035100308418,0.9958035100308418
2014-12-18,9958.035100308418,0.9958035100308418
2014-12-19,9958.01869430828,0.995801869430828
2014-12-22,9958.12169494915,0.995812169494915
2014-12-23,9958.022694018364,0.9958022694018364
2014-12-24,9957.96569481182,0.9957965694811821
2014-12-26,9957.990694430351,0.9957990694430351
2014-12-29,9957.781694796562,0.9957781694796562
2014-12-30,9957.509781277657,0.9957509781277657
2014-12-31,9957.509781277657,0.9957509781277657
2015-01-02,9957.493469277382,0.9957493469277382
2015-01-05,9957.479469338417,0.9957479469338417
2015-01-06,9956.962671934129,0.9956962671934129
2015-01-07,9956.962671934129,0.9956962671934129
2015-01-08,9956.946430934906,0.9956946430934907
2015-01-09,9956.651469606399,0.9956651469606399
2015-01-12,9956.651469606399,0.9956651469606399
2015-01-13,9956.651469606399,0.9956651469606399
2015-01-14,9956.651469606399,0.9956651469606399
2015-01-15,9956.651469606399,0.9956651469606399
2015-01-16,9956.651469606399,0.9956651469606399
2015-01-20,9956.635471606254,0.9956635471606254
2015-01-21,9956.527471804618,0.9956527471804618
2015-01-22,9956.995471262931,0.9956995471262932
2015-01-23,9957.158471369743,0.9957158471369743
2015-01-26,9957.467471385002,0.9957467471385002
2015-01-27,9956.78247191906,0.9956782471919059
2015-01-28,9956.540471339225,0.9956540471339226
2015-01-29,9956.825471186638,0.9956825471186638
2015-01-30,9956.78131130886,0.995678131130886
2015-02-02,9956.764810309409,0.9956764810309409
2015-02-03,9957.013810858725,0.9957013810858725
2015-02-04,9957.159810767173,0.9957159810767172
2015-02-05,9957.685811743735,0.9957685811743735
2015-02-06,9957.779811606406,0.9957779811606406
2015-02-09,9957.79681180477,0.995779681180477
2015-02-10,9958.04681180477,0.995804681180477
2015-02-11,9958.069810614585,0.9958069810614585
2015-02-12,9958.138810858725,0.9958138810858725
2015-02-13,9958.387811408042,0.9958387811408042
2015-02-17,9958.229810461997,0.9958229810461997
2015-02-18,9958.229810461997,0.9958229810461997
2015-02-19,9958.207848752021,0.9958207848752021
2015-02-20,9958.207848752021,0.9958207848752021
2015-02-23,9958.207848752021,0.9958207848752021
2015-02-24,9958.207848752021,0.9958207848752021
2015-02-25,9958.207848752021,0.9958207848752021
2015-02-26,9958.207848752021,0.9958207848752021
2015-02-27,9958.207848752021,0.9958207848752021
2015-03-02,9957.932178738594,0.9957932178738594
2015-03-03,9963.96416116047,0.9963964161160469
2015-03-04,9955.354175808907,0.9955354175808907
2015-03-05,9958.440174344063,0.9958440174344063
2015-03-06,9954.98515725422,0.9954985157254219
2015-03-09,9971.869159939766,0.9971869159939766
2015-03-10,9974.022175076485,0.9974022175076485
2015-03-11,9978.641163113594,0.9978641163113594
2015-03-12,9976.61616921711,0.997661616921711
2015-03-13,9967.599170926094,0.9967599170926095
2015-03-16,9972.838311371803,0.9972838311371803
