Short Window,Long Window,Signal Window,Signal
2,4,2,1
2,5,2,1
2,6,2,1
10,18,18,1
10,19,17,1
10,19,18,1
10,20,17,1
10,20,18,1
10,21,16,1
10,21,17,1
10,21,18,1
10,22,16,1
10,22,17,1
10,22,18,1
10,23,16,1
10,23,17,1
10,23,18,1
10,24,16,1
10,24,17,1
10,24,18,1
10,25,16,1
10,25,17,1
10,25,18,1
10,26,16,1
10,26,17,1
10,26,18,1
10,27,16,1
10,27,17,1
10,27,18,1
10,28,17,1
10,28,18,1
11,16,17,1
11,16,18,1
11,17,16,1
11,17,17,1
11,17,18,1
11,18,16,1
11,18,17,1
11,18,18,1
11,19,15,1
11,19,16,1
11,19,17,1
11,19,18,1
11,20,15,1
11,20,16,1
11,20,17,1
11,20,18,1
11,21,14,1
11,21,15,1
11,21,16,1
11,21,17,1
11,21,18,1
11,22,14,1
11,22,15,1
11,22,16,1
11,22,17,1
11,22,18,1
11,23,14,1
11,23,15,1
11,23,16,1
11,23,17,1
11,23,18,1
11,24,14,1
11,24,15,1
11,24,16,1
11,24,17,1
11,24,18,1
11,25,14,1
11,25,15,1
11,25,16,1
11,25,17,1
11,25,18,1
11,26,14,1
11,26,15,1
11,26,16,1
11,26,17,1
11,26,18,1
11,27,14,1
11,27,15,1
11,27,16,1
11,27,17,1
11,27,18,1
11,28,14,1
11,28,15,1
11,28,16,1
11,28,17,1
11,28,18,1
11,29,14,1
11,29,15,1
11,29,16,1
11,29,17,1
11,29,18,1
11,30,15,1
11,30,16,1
11,30,17,1
11,30,18,1
11,31,16,1
11,31,17,1
11,31,18,1
12,14,18,1
12,15,17,1
12,15,18,1
12,16,16,1
12,16,17,1
12,16,18,1
12,17,15,1
12,17,16,1
12,17,17,1
12,17,18,1
12,18,14,1
12,18,15,1
12,18,16,1
12,18,17,1
12,18,18,1
12,19,14,1
12,19,15,1
12,19,16,1
12,19,17,1
12,19,18,1
12,20,13,1
12,20,14,1
12,20,15,1
12,20,16,1
12,20,17,1
12,20,18,1
12,21,13,1
12,21,14,1
12,21,15,1
12,21,16,1
12,21,17,1
12,21,18,1
12,22,13,1
12,22,14,1
12,22,15,1
12,22,16,1
12,22,17,1
12,22,18,1
12,23,13,1
12,23,14,1
12,23,15,1
12,23,16,1
12,23,17,1
12,23,18,1
12,24,13,1
12,24,14,1
12,24,15,1
12,24,16,1
12,24,17,1
12,24,18,1
12,25,13,1
12,25,14,1
12,25,15,1
12,25,16,1
12,25,17,1
12,25,18,1
12,26,13,1
12,26,14,1
12,26,15,1
12,26,16,1
12,26,17,1
12,26,18,1
12,27,13,1
12,27,14,1
12,27,15,1
12,27,16,1
12,27,17,1
12,27,18,1
12,28,13,1
12,28,14,1
12,28,15,1
12,28,16,1
12,28,17,1
12,28,18,1
12,29,13,1
12,29,14,1
12,29,15,1
12,29,16,1
12,29,17,1
12,29,18,1
12,30,13,1
12,30,14,1
12,30,15,1
12,30,16,1
12,30,17,1
12,30,18,1
12,31,14,1
12,31,15,1
12,31,16,1
12,31,17,1
12,31,18,1
12,32,14,1
12,32,15,1
12,32,16,1
12,32,17,1
13,14,16,1
13,14,17,1
13,14,18,1
13,15,15,1
13,15,16,1
13,15,17,1
13,15,18,1
13,16,14,1
13,16,15,1
13,16,16,1
13,16,17,1
13,16,18,1
13,17,14,1
13,17,15,1
13,17,16,1
13,17,17,1
13,17,18,1
13,18,13,1
13,18,14,1
13,18,15,1
13,18,16,1
13,18,17,1
13,18,18,1
13,19,13,1
13,19,14,1
13,19,15,1
13,19,16,1
13,19,17,1
13,19,18,1
13,20,12,1
13,20,13,1
13,20,14,1
13,20,15,1
13,20,16,1
13,20,17,1
