Short Window,Long Window
6,42
6,48
6,49
6,50
6,51
6,52
6,59
6,60
6,61
7,42
16,41
16,42
16,43
16,44
16,45
16,46
16,47
16,48
16,49
16,50
16,51
16,52
16,53
16,54
16,55
16,56
16,57
16,58
16,59
16,60
16,61
17,38
17,39
17,40
17,41
17,42
17,63
17,64
17,65
17,66
17,67
17,68
17,69
17,70
17,74
17,75
17,76
17,77
17,78
17,79
17,80
17,81
17,82
17,83
17,84
17,85
17,86
18,19
18,34
18,35
18,36
18,37
18,38
18,39
18,71
18,72
18,73
18,74
18,75
18,86
18,87
18,88
18,89
19,36
20,34
20,35
20,36
21,32
21,33
21,34
21,35
22,30
22,31
22,32
23,27
23,28
23,29
23,30
24,25
24,27
24,28
25,27
26,27
45,54
45,55
45,56
46,52
46,53
46,54
47,51
47,52
48,50
48,51
49,50
67,78
67,79
68,78
68,81
69,76
69,77
69,78
70,74
70,75
70,76
70,84
70,85
71,73
71,74
71,87
72,73
