Short Window,Long Window
5,27
5,28
5,29
5,30
5,31
6,26
6,27
6,28
6,29
6,30
6,31
7,27
7,28
7,29
7,30
7,31
8,26
8,27
8,28
8,29
8,30
8,31
9,25
9,26
9,27
9,28
9,29
10,24
10,25
10,26
11,24
11,25
12,13
12,14
12,24
12,25
13,24
14,24
14,25
15,23
15,24
15,25
16,21
16,22
16,23
16,24
17,18
17,19
17,20
17,21
17,22
44,48
45,47
45,48
46,47
