Short Window,Long Window
5,82
5,83
5,84
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,80
6,81
6,82
7,11
7,81
8,11
8,81
9,11
9,81
10,11
10,80
10,81
11,81
12,81
14,81
14,82
15,81
16,80
16,81
17,79
17,80
18,79
18,80
19,78
19,79
20,78
21,77
21,78
22,76
22,77
23,76
24,27
24,28
24,75
24,76
25,26
25,27
25,75
26,75
27,75
28,75
29,75
30,74
30,75
31,74
32,74
33,48
33,49
33,50
33,51
33,52
33,53
33,54
33,73
33,74
34,47
34,48
34,55
34,56
34,72
34,73
35,46
35,47
35,71
35,72
35,73
36,45
36,46
36,69
36,70
36,71
36,72
37,44
37,45
37,69
38,43
38,44
38,68
38,69
39,42
39,43
39,67
39,68
40,41
40,42
40,66
40,67
41,67
42,67
44,69
48,73
49,73
50,73
51,73
52,73
53,73
54,73
55,73
56,73
57,72
57,73
58,69
58,70
58,71
58,72
59,69
60,68
60,69
61,66
61,67
61,68
62,65
62,66
63,64
63,65
