Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
43,45,0,9730,9731 days 00:00:00,1000.0,107960.54923546525,10696.054923546526,439625.58492980845,100.0,3277.1555952956023,74.29103669684936,5057 days 00:00:00,68,68,0,0.0,35.294117647058826,188.74036936947584,-18.191040723981892,47.30724336005716,-7.340243805664095,208 days 13:00:00,35 days 06:00:00,2.4383866951599877,1572.949253462725,0.7187797626890012,0.25840411222949017,1.143760090626241,1.0381901752002198
31,42,0,9730,9731 days 00:00:00,1000.0,106987.78355408178,10598.778355408178,439625.58492980845,100.0,3958.6057860592537,74.80698775060335,5100 days 00:00:00,78,78,0,0.0,34.61538461538461,176.77338709677423,-23.0744385533254,41.62743691609039,-6.70835113264538,179 days 22:13:20,31 days 10:21:10.588235294,2.2947764983848207,1358.817737872843,0.7270187840097552,0.25608100467077816,1.145126428016114,1.0452157004341414
24,50,0,9730,9731 days 00:00:00,1000.0,106828.43735252121,10582.843735252121,439625.58492980845,100.0,4497.202301344495,77.28392387060485,5177 days 00:00:00,84,84,0,0.0,35.714285714285715,186.44112903225803,-21.79360014731089,38.28501772817553,-6.52970455760128,166 days 21:36:00,27 days 00:26:40,2.0969604126748917,1259.8623494347771,0.7276224797041116,0.247787458382585,1.1451904774070665,1.046773937862239
36,37,0,9730,9731 days 00:00:00,1000.0,106777.74865016504,10577.774865016503,439625.58492980845,100.0,3749.5449024387676,73.34529040459834,5083 days 00:00:00,78,78,0,0.0,33.33333333333333,173.1121022922713,-23.074438553325404,43.468181549016634,-6.737083878941416,184 days 13:50:46.153846152,31 days 18:55:23.076923077,2.31357519970921,1356.1249826944234,0.7251687682767047,0.26106469692161416,1.1452183884548255,1.0458921637086522
42,46,0,9730,9731 days 00:00:00,1000.0,106226.84324952865,10522.684324952865,439625.58492980845,100.0,3228.272887982224,74.29103669684933,5057 days 00:00:00,68,68,0,0.0,35.294117647058826,188.74036936947584,-18.191040723981903,47.282815461062015,-7.362827224917856,208 days 14:00:00,35 days 07:05:27.272727273,2.434030385253423,1547.453577198951,0.7167909586876992,0.25743012363857976,1.1432857086673038,1.0352420144443728
31,48,0,9730,9731 days 00:00:00,1000.0,106037.72146061291,10503.772146061292,439625.58492980845,100.0,3715.473967007042,72.05071974352505,4893 days 00:00:00,71,71,0,0.0,35.2112676056338,189.76195721847944,-23.0744385533254,44.517643665650716,-7.146795804637845,193 days 20:09:36,35 days 22:57:23.478260870,2.2751276507352975,1479.4045276142658,0.7215263251153569,0.2653240512221285,1.1442027643260244,1.0369422195153841
42,44,0,9730,9731 days 00:00:00,1000.0,105934.03804065936,10493.403804065936,439625.58492980845,100.0,3255.629539208209,72.56452604706651,5011 days 00:00:00,68,68,0,0.0,38.23529411764706,195.81701682871585,-18.042520398912036,42.40726832020724,-7.460383575099224,194 days 00:55:23.076923078,35 days 18:17:08.571428571,2.4650947701835415,1543.1476182449906,0.7173122253909813,0.26338514269787555,1.1433014317790053,1.0365526310785782
38,47,0,9730,9731 days 00:00:00,1000.0,105930.60530764147,10493.060530764147,439625.58492980845,100.0,3195.685585508574,71.1731578280578,4999 days 00:00:00,67,67,0,0.0,38.80597014925373,195.81701682871585,-19.360124888492408,42.704627777314805,-7.752152850395667,195 days 00:00:00,35 days 21:39:30.731707317,2.464686859504982,1566.128437427484,0.7175135079427313,0.2685320400635392,1.1433060636167092,1.0362681953526218
33,46,0,9730,9731 days 00:00:00,1000.0,105894.68640182335,10489.468640182335,439625.58492980845,100.0,3387.429210616812,71.27545927776822,4893 days 00:00:00,70,70,0,0.0,35.714285714285715,189.76195721847944,-23.0744385533254,44.406017536233705,-7.249612290070215,196 days 09:36:00,35 days 08:32:00,2.4341342632423055,1498.495520026048,0.7212380278542625,0.26812535874601423,1.1441328195394274,1.036642845240228
41,45,0,9730,9731 days 00:00:00,1000.0,105780.23960302015,10478.023960302015,439625.58492980845,100.0,3253.2010609755093,72.58641364358432,5011 days 00:00:00,68,68,0,0.0,38.23529411764706,195.81701682871585,-18.042520398912036,42.40726832020724,-7.463720977893227,194 days 00:55:23.076923078,35 days 17:08:34.285714286,2.4629338339840356,1540.8858765150023,0.7171339905591261,0.26321629732233165,1.1432636906727636,1.036284746770265
35,38,0,9730,9731 days 00:00:00,1000.0,105738.46938298675,10473.846938298675,439625.58492980845,100.0,3729.6934113217403,73.34529040459834,5084 days 00:00:00,78,78,0,0.0,33.33333333333333,173.1121022922713,-23.074438553325404,43.42570247292138,-6.737083878941416,184 days 12:00:00,31 days 18:55:23.076923077,2.306511001925304,1342.8008895254713,0.7239791710809681,0.2604688380514246,1.1449752698116116,1.0441588758388434
28,45,0,9730,9731 days 00:00:00,1000.0,105585.96420290547,10458.596420290547,439625.58492980845,100.0,4193.355477550762,75.6910434056967,5083 days 00:00:00,79,79,0,0.0,34.177215189873415,176.77338709677417,-23.0744385533254,41.96287307917233,-6.711350612799085,180 days 00:00:00,30 days 20:46:09.230769231,2.1849056843464183,1323.87296459374,0.7254842262996124,0.25231142087595,1.1447802773415598,1.042839516828023
41,44,0,9730,9731 days 00:00:00,1000.0,105467.06885781925,10446.706885781925,439625.58492980845,100.0,3118.8114786336887,71.80112620693848,5004 days 00:00:00,67,67,0,0.0,38.80597014925373,195.81701682871585,-18.042520398912046,42.6369443256842,-7.724648236018517,195 days 00:55:23.076923078,35 days 17:33:39.512195122,2.5527233642699048,1559.2099829525264,0.7172877752732767,0.2659106151708039,1.1433905582790966,1.0357903168457336
42,43,0,9730,9731 days 00:00:00,1000.0,105467.06885781925,10446.706885781925,439625.58492980845,100.0,3118.8114786336887,71.80112620693848,5004 days 00:00:00,67,67,0,0.0,38.80597014925373,195.81701682871585,-18.042520398912046,42.6369443256842,-7.724648236018517,195 days 00:55:23.076923078,35 days 17:33:39.512195122,2.5527233642699048,1559.2099829525264,0.7172877752732767,0.2659106151708039,1.1433905582790966,1.0357903168457336
30,50,0,9730,9731 days 00:00:00,1000.0,105392.17477844736,10439.217477844735,439625.58492980845,100.0,3361.2480637713797,72.74496832932199,4905 days 00:00:00,70,70,0,0.0,35.714285714285715,189.76195721847944,-23.0744385533254,44.381851548534215,-7.247691651051016,196 days 13:26:24,35 days 08:32:00,2.434637451050785,1491.316782549248,0.7207516537517614,0.26241689099300186,1.1439842508156792,1.0358106118061399
34,39,0,9730,9731 days 00:00:00,1000.0,104927.07624477697,10392.707624477696,439625.58492980845,100.0,3719.321687046505,73.43397535832973,5085 days 00:00:00,78,78,0,0.0,33.33333333333333,173.1121022922713,-23.074438553325404,43.34361171886844,-6.720370609952217,184 days 11:04:36.923076922,31 days 19:23:04.615384615,2.315573207392203,1332.398413394576,0.723045608876261,0.25968570642071814,1.1447715924987476,1.0427893026835402
34,44,0,9730,9731 days 00:00:00,1000.0,104906.62116355523,10390.662116355523,439625.58492980845,100.0,3699.7888411814192,70.60637338382372,4893 days 00:00:00,72,72,0,0.0,34.72222222222222,189.76195721847944,-23.0744385533254,44.488398383710646,-7.017304957121433,193 days 16:19:12,35 days 04:05:06.382978723,2.3050569188981735,1443.1475161604894,0.7200718777250169,0.2700731124804178,1.1439214660505164,1.0350027887607205
27,45,0,9730,9731 days 00:00:00,1000.0,104823.11688081131,10382.311688081132,439625.58492980845,100.0,4599.396406219505,74.44091701679328,5049 days 00:00:00,85,85,0,0.0,36.470588235294116,186.0383064516129,-23.0744385533254,37.63395004954855,-6.848587017419307,159 days 17:01:56.129032258,27 days 12:53:20,2.0561936920204698,1221.448433891898,0.7258316425222215,0.25611353839981915,1.1452125985913104,1.0442302458401356
39,46,0,9730,9731 days 00:00:00,1000.0,104622.82713926288,10362.282713926288,439625.58492980845,100.0,3156.9104826082057,71.17315782805782,4999 days 00:00:00,67,67,0,0.0,38.80597014925373,195.81701682871585,-19.360124888492404,42.678508522752935,-7.764834409682651,195 days 00:55:23.076923078,35 days 19:54:08.780487805,2.467525327555359,1546.6093602875055,0.7161454482787117,0.26775242211069916,1.1430579142652184,1.0341609141738697
27,46,0,9730,9731 days 00:00:00,1000.0,104565.27882187744,10356.527882187744,439625.58492980845,100.0,4335.7896106924545,76.05488502463746,5085 days 00:00:00,81,81,0,0.0,34.5679012345679,176.77338709677423,-23.0744385533254,40.72496618808232,-6.710860455936081,175 days 07:42:51.428571430,29 days 06:47:32.830188679,2.093068731535997,1278.5836891589809,0.7244277450894392,0.2505339185001533,1.1445823511804174,1.0416413497937167
37,40,0,9730,9731 days 00:00:00,1000.0,104333.91890488852,10333.391890488852,439625.58492980845,100.0,3634.6017060158947,71.10312119006677,4899 days 00:00:00,73,73,0,0.0,34.24657534246575,189.76195721847944,-23.0744385533254,45.06222624049722,-7.043735171134685,193 days 07:40:48,34 days 07:00:00,2.3117124060945553,1415.5331356834047,0.7195645304085437,0.26784249354545947,1.14398080265353,1.034253991407233
38,39,0,9730,9731 days 00:00:00,1000.0,104333.91890488852,10333.391890488852,439625.58492980845,100.0,3634.6017060158947,71.10312119006677,4899 days 00:00:00,73,73,0,0.0,34.24657534246575,189.76195721847944,-23.0744385533254,45.06222624049722,-7.043735171134685,193 days 07:40:48,34 days 07:00:00,2.3117124060945553,1415.5331356834047,0.7195645304085437,0.26784249354545947,1.14398080265353,1.034253991407233
44,47,0,9730,9731 days 00:00:00,1000.0,104189.53168992822,10318.95316899282,439625.58492980845,100.0,2979.4180006890665,74.39047262617964,5032 days 00:00:00,65,65,0,0.0,33.84615384615385,180.7778506065041,-16.604243542435416,50.90193689838555,-7.318104963616282,221 days 00:00:00,40 days 04:27:54.418604651,2.4782119712132373,1587.5312567681262,0.7139632716906947,0.25592327978410506,1.142268324954471,1.031000035955646
45,46,0,9730,9731 days 00:00:00,1000.0,104189.53168992822,10318.95316899282,439625.58492980845,100.0,2979.4180006890665,74.39047262617964,5032 days 00:00:00,65,65,0,0.0,33.84615384615385,180.7778506065041,-16.604243542435416,50.90193689838555,-7.318104963616282,221 days 00:00:00,40 days 04:27:54.418604651,2.4782119712132373,1587.5312567681262,0.7139632716906947,0.25592327978410506,1.142268324954471,1.031000035955646
28,43,0,9730,9731 days 00:00:00,1000.0,104009.15702520382,10300.915702520382,439625.58492980845,100.0,4599.102677659253,74.93505837076604,5083 days 00:00:00,83,83,0,0.0,37.34939759036144,187.51532258064515,-23.0744385533254,37.54830957401235,-7.064265079249127,159 days 12:23:13.548387098,28 days 12:27:41.538461538,2.0083764006263585,1241.0741810265513,0.7251049568414645,0.2539601331365805,1.1451852864080312,1.043368905422119
26,48,0,9730,9731 days 00:00:00,1000.0,103838.28867343465,10283.828867343465,439625.58492980845,100.0,4041.3770786640243,76.93760325909041,5085 days 00:00:00,79,79,0,0.0,34.177215189873415,186.44112903225803,-23.0744385533254,42.29207000007648,-6.786695551047181,180 days 11:33:20.000000002,30 days 18:00:00,2.1897553654964987,1301.750489537148,0.7234107584725297,0.24725460718425588,1.144248956081149,1.0394383288586897
32,41,0,9730,9731 days 00:00:00,1000.0,103637.0807217957,10263.70807217957,439625.58492980845,100.0,3759.783136744768,73.3625855861505,5083 days 00:00:00,77,77,0,0.0,35.064935064935064,173.11210229227126,-23.0744385533254,41.07854153699995,-6.770805366629699,179 days 17:46:40,31 days 22:33:36,2.3526381304742277,1332.9491002830607,0.72347857185592,0.2591854945782261,1.1445102533765497,1.0400439776123254
35,43,0,9730,9731 days 00:00:00,1000.0,103463.99451237512,10246.399451237512,439625.58492980845,100.0,3659.364968112263,71.05694252853607,4899 days 00:00:00,72,72,0,0.0,34.72222222222222,189.76195721847944,-23.0744385533254,44.464619854995554,-7.036422080123892,193 days 14:24:00,35 days 04:35:44.680851063,2.29632537665775,1423.1110348940992,0.7183844178289145,0.2674904907656803,1.1435512055130557,1.0325745992189381
35,44,0,9730,9731 days 00:00:00,1000.0,103282.32492716053,10228.232492716053,439625.58492980845,100.0,3364.68752745445,71.42149040163225,4899 days 00:00:00,70,70,0,0.0,35.714285714285715,189.76195721847944,-23.0744385533254,44.42980010606996,-7.312030645161172,196 days 09:36:00,35 days 07:28:00,2.3735546087696306,1461.1760703880082,0.7182341733903103,0.2660153374984404,1.1435242763134212,1.0322594092947786
34,45,0,9730,9731 days 00:00:00,1000.0,103180.97170156802,10218.097170156803,439625.58492980845,100.0,3357.254184043937,71.42149040163227,4898 days 00:00:00,70,70,0,0.0,35.714285714285715,189.76195721847944,-23.0744385533254,44.41894620367125,-7.312030645161173,196 days 11:31:12,35 days 07:28:00,2.375884206428804,1459.7281671652581,0.7181104013819825,0.2659539800460023,1.1434807381798942,1.0320792103531151
33,39,0,9730,9731 days 00:00:00,1000.0,103128.35951135943,10212.835951135943,439625.58492980845,100.0,3909.536916098173,74.98360208672554,5085 days 00:00:00,81,81,0,0.0,34.5679012345679,186.03830645161295,-23.0744385533254,40.54404664353504,-6.593301924884684,172 days 14:34:17.142857144,30 days 12:40:45.283018868,2.290813732244159,1260.8439445846839,0.7228336897456228,0.25328942143681243,1.144341339929013,1.0391382549571915
40,45,0,9730,9731 days 00:00:00,1000.0,102859.03705869384,10185.903705869385,439625.58492980845,100.0,3103.947528274408,71.80112620693848,5004 days 00:00:00,67,67,0,0.0,38.80597014925373,195.81701682871585,-18.042520398912046,42.66790559136774,-7.797664470875702,195 days 01:50:46.153846152,35 days 17:33:39.512195122,2.469527588646739,1520.284135204386,0.7142194655671615,0.26435354869735445,1.1427043797178034,1.0312223919269572
