Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
37,48,0,7989,7990 days 00:00:00,1000.0,5155.077424076942,415.5077424076943,1227.6131034406146,100.0,461.5556745519868,43.2179892713665,3143 days 00:00:00,102,101,1,128.15895366669884,54.45544554455446,36.995387700534764,-13.665410291005111,6.501154756548595,-3.657598330105274,69 days 14:24:00,29 days 03:07:49.565217391,1.9618728758389967,39.870479905051916,0.5828216453826962,0.1800074194627365,1.1133208596371877,0.8068337391257788
37,50,0,7989,7990 days 00:00:00,1000.0,4975.085119972878,397.50851199728777,1227.6131034406146,100.0,408.0695707004699,43.61268046628406,2957 days 00:00:00,89,88,1,111.56119433124059,54.54545454545454,38.72770000000002,-15.104303514351647,7.176296477050201,-3.933981769641981,78 days 23:00:00,35 days 06:36:00,1.9790760070692794,43.90368097320041,0.5751139895134556,0.17436941889537047,1.1108965128588548,0.7969584779772152
38,50,0,7989,7990 days 00:00:00,1000.0,4899.976545237565,389.9976545237565,1227.6131034406146,100.0,402.8729410367889,46.100210865350576,3211 days 00:00:00,90,89,1,109.87696137845069,55.0561797752809,33.99909999999999,-13.431898035421112,6.908855447371752,-3.865620460770356,80 days 11:45:18.367346939,31 days 12:00:00,2.0187690155215567,42.58538858268666,0.5714139903085957,0.16333910464690765,1.1098004692324075,0.7911217597519937
9,25,0,7989,7990 days 00:00:00,1000.0,4622.446273786591,362.24462737865906,1227.6131034406146,100.0,720.8045091111487,30.696118549049185,2909 days 00:00:00,162,161,1,93.26233660819071,44.099378881987576,25.9877079796265,-8.581487390956548,5.504233250254282,-2.4070454217354524,51 days 05:04:13.521126760,15 days 14:08:00,1.7240561345272345,21.92039712533169,0.5804958585676595,0.23598866610614985,1.113594299838527,0.8231626108661476
9,24,0,7989,7990 days 00:00:00,1000.0,4607.629206256662,360.7629206256662,1227.6131034406146,100.0,748.3496996825203,32.16586967040628,3201 days 00:00:00,170,169,1,92.96338790058599,46.74556213017752,21.44387271496278,-9.419742990654187,4.983442668630101,-2.4567904502729854,46 days 17:18:59.240506329,14 days 18:40:00,1.7076355007701607,20.796839161870267,0.5789339951063003,0.2247166986005415,1.1137881257605606,0.820060349962749
36,50,0,7989,7990 days 00:00:00,1000.0,4602.6617544905885,360.26617544905884,1227.6131034406146,100.0,383.5651578931574,41.145769677935625,2948 days 00:00:00,89,88,1,103.20998134731235,53.40909090909091,38.297560160427814,-13.66541029100511,7.090216360267466,-3.7896351664045604,78 days 05:06:22.978723404,37 days 08:11:42.439024390,1.9864951022026789,39.76649742208268,0.546782857161754,0.175544762863891,1.1055785586331173,0.7555784402741906
18,27,0,7989,7990 days 00:00:00,1000.0,4536.635453896369,353.6635453896369,1227.6131034406146,100.0,701.2478154325613,35.01598497521616,2467 days 00:00:00,153,152,1,87.71642442028588,50.0,21.514445574771123,-7.957453637112717,4.694272130326792,-2.473593465273689,47 days 07:34:44.210526316,18 days 18:00:00,1.7934539639618106,22.690256772868974,0.5647796808847151,0.2042545271997446,1.1100765937556378,0.7877957596836759
9,27,0,7989,7990 days 00:00:00,1000.0,4535.962247490559,353.5962247490559,1227.6131034406146,100.0,612.1655184895959,34.45803473928144,3137 days 00:00:00,151,150,1,187.10334782201062,45.33333333333333,26.564380305602725,-7.826213204535176,5.33826932458472,-2.368592515206798,54 days 04:56:28.235294117,16 days 11:07:19.024390244,1.8530424911594738,22.325725997790315,0.5729981737851434,0.20754076900546803,1.1120309182693449,0.8093036160454677
15,32,0,7989,7990 days 00:00:00,1000.0,4487.705978726184,348.7705978726184,1227.6131034406146,100.0,563.5779115208379,34.46693750855003,3312 days 00:00:00,129,128,1,163.08785669853114,48.4375,33.134259259259274,-9.956166569786134,5.7676749870939705,-2.851706718220503,58 days 19:21:17.419354839,20 days 23:16:21.818181818,1.8073041709967497,25.973579078341025,0.5690716174788581,0.20596857302553268,1.1106540258298228,0.7936498961684294
9,26,0,7989,7990 days 00:00:00,1000.0,4448.294451363599,344.82944513636,1227.6131034406146,100.0,676.1463260539394,28.453670601721175,2701 days 00:00:00,158,157,1,89.74865469135693,47.13375796178344,26.767911714770808,-8.689782274181693,5.076754558260822,-2.482365205657917,51 days 10:22:42.162162162,15 days 00:17:20.963855421,1.760493333278407,21.39201144377225,0.5673740347443809,0.24798059856350094,1.1107870848058372,0.8028201265701569
13,37,0,7989,7990 days 00:00:00,1000.0,4372.61913466684,337.261913466684,1227.6131034406146,100.0,465.9215021562172,41.120441046399705,3514 days 00:00:00,114,113,1,164.68338992918325,48.67256637168141,31.969444444444445,-10.710306852672517,6.06602594009054,-2.8779578355039312,67 days 07:51:16.363636364,23 days 21:55:51.724137931,1.9411983755896651,28.388811900333252,0.5564307340580721,0.16955256869682997,1.1077065513105921,0.7740158280375771
