Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
9,37,0,8707,8708 days 00:00:00,1000.0,3937.9334052462864,293.79334052462866,792.7778742633021,100.0,628.0376062360218,83.97292663573012,3315 days 00:00:00,144,144,0,0.0,34.72222222222222,256.919653820231,-26.284997940881304,14.943555052276935,-4.386837870046819,69 days 01:26:24,16 days 14:17:52.340425531,1.4004032766006285,20.402315314210306,0.34145083570924933,0.07042045944222321,1.0793321117407124,0.4988561371908639
9,36,0,8707,8708 days 00:00:00,1000.0,3591.9679626515476,259.1967962651548,792.7778742633021,100.0,627.13808308344,84.32658322897603,3340 days 00:00:00,151,151,0,0.0,33.77483443708609,256.919653820231,-26.2849979408813,14.697483442727787,-4.234360426824268,67 days 22:07:03.529411765,15 days 12:43:12,1.358978830730278,17.165350746036708,0.3288226808351129,0.0652933841684805,1.0761734591705328,0.4800727862845258
9,35,0,8707,8708 days 00:00:00,1000.0,3553.4020369260384,255.34020369260384,792.7778742633021,100.0,576.6281936299373,82.59821462073451,3315 days 00:00:00,148,148,0,0.0,35.810810810810814,220.16763447262574,-24.607384393158075,13.357381546248126,-4.369697980231379,65 days 13:35:05.660377358,16 days 04:32:50.526315789,1.3773288625350184,17.252716465716468,0.3274960285303286,0.06608182468178382,1.075717695002443,0.47655433037069994
11,34,0,8707,8708 days 00:00:00,1000.0,3550.615845657868,255.06158456578677,792.7778742633021,100.0,590.3814225423595,82.13996901240411,3521 days 00:00:00,144,144,0,0.0,34.72222222222222,273.9518016001879,-26.28499794088129,15.167112408136541,-4.46756936328746,68 days 15:21:36,16 days 15:49:47.234042553,1.3626747688601013,17.712610039290738,0.3273681353677172,0.06640827305663306,1.0758646560458793,0.4770587643097851
9,39,0,8707,8708 days 00:00:00,1000.0,3525.142665012556,252.51426650125558,792.7778742633021,100.0,586.3672106528754,82.02369473624839,3500 days 00:00:00,141,141,0,0.0,34.751773049645394,273.9518016001879,-26.2849979408813,15.181858645756172,-4.450388750997907,70 days 23:30:36.734693878,16 days 16:10:26.086956521,1.3652308817791392,17.908813227039403,0.32648890801434666,0.06611445950025555,1.075509162616253,0.4759132112828523
11,33,0,8707,8708 days 00:00:00,1000.0,3523.7372171286333,252.37372171286333,792.7778742633021,100.0,579.9689709549933,81.20920579613792,3516 days 00:00:00,145,145,0,0.0,35.86206896551724,273.9518016001878,-26.28499794088129,14.639649819627898,-4.555755296863944,67 days 08:18:27.692307692,16 days 02:34:50.322580645,1.3590793013545044,17.405084256059553,0.32630665385760954,0.06675585717470041,1.0755917936219652,0.4755865495234024
10,34,0,8707,8708 days 00:00:00,1000.0,3458.817120451832,245.88171204518324,792.7778742633021,100.0,633.4207932409436,83.79614558125782,3508 days 00:00:00,151,151,0,0.0,33.77483443708609,273.9518016001878,-26.2849979408813,15.046614681493617,-4.325751867396882,68 days 04:42:21.176470589,15 days 09:50:24,1.3235204745094282,16.283557089084937,0.3236377520958589,0.06371477827693517,1.074869481118841,0.47257628068998037
13,38,0,8707,8708 days 00:00:00,1000.0,3377.6429391328943,237.76429391328944,792.7778742633021,100.0,541.1271659365553,79.1060722226265,3564 days 00:00:00,127,127,0,0.0,35.43307086614173,253.48049250901195,-27.495079847893983,15.663925614075799,-4.756030449342232,78 days 18:08:00,18 days 02:55:36.585365853,1.3570582793833086,18.721597945928266,0.3206376584599513,0.06616745116913123,1.0740616149233735,0.4658507200626362
12,32,0,8707,8708 days 00:00:00,1000.0,3368.8068726841993,236.88068726841993,792.7778742633021,100.0,539.8394782432431,82.47322275448938,3523 days 00:00:00,140,140,0,0.0,35.714285714285715,273.95180160018793,-26.28499794088129,15.048536544526236,-4.663056895676046,69 days 20:09:36,16 days 16:16:00,1.3530921749329852,16.92004909060146,0.32016577016078435,0.06332592909846356,1.0742174584074906,0.4664749558696355
11,45,0,8707,8708 days 00:00:00,1000.0,3338.550851643377,233.85508516433768,792.7778742633021,100.0,436.54617503848334,78.7031795622582,3544 days 00:00:00,119,119,0,0.0,35.294117647058826,253.48049250901195,-26.284997940881304,16.37461909967875,-4.9014744653143945,84 days 22:51:25.714285714,19 days 16:31:10.129870130,1.4252710780157596,19.651687828935977,0.3191173431481607,0.0658538919813747,1.073427521285378,0.4621690901494946
