Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Metric Type,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Most Total Return [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Most Total Fees Paid,1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Mean Max Drawdown [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Median Max Drawdown [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Most Total Trades,1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Mean Win Rate [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Median Win Rate [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Most Best Trade [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Mean Worst Trade [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
CAKE-USD,,SMA,10,11,0,,true,false,1,140,Median Worst Trade [%],1.4225971356744078,45.32374100719424,1.2047168631898901,12.854659890942433,2.307077472619663,25.688523658389215,5 days 19:51:22.014388488,0.08142940831868775,2.460456942003515,4.9033391915641475,31.628337165763455,0,1707,1708 days 00:00:00,1000.0,32085.648152853977,3108.564815285398,116.47571274735004,100.0,9480.453282096154,74.67960354238153,1375 days 00:00:00,139,-32.0856481528499,1599.1688835327222,-33.65388050297919,34.65339984864645,-5.215348231891165,6 days 21:20:00,4 days 22:44:12.631578947,223.86858849645205,1.231541270728879,1.4708858006594698,1.3538616334173652,2.714678396560469,22.201721941564834,1.7985122679220833,0.7527675276752769,-0.0569045043235339,0.003137290488306603,0.790597203053264,31.085648152853913,0.6681787302764413,0.7725960175057549,811,278,1707
