Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Stop Loss [%],Signal Entry,Total Trades,Total Return [%],Annual Returns,Sharpe Ratio,Sortino Ratio,Max Drawdown [%],Winning Trades,Losing Trades,Win Rate [%],Profit Factor,Expectancy per Trade,Score,Beats BNH [%],Has Open Trade
BTC-USD,,EMA,10,11,,true,97,29945.225544251367,0.44555462253556205,1.3524476920019688,2.1327168693448564,65.0023346401378,35,62,36.45833333333333,1.9098190812868965,3122.4240385203757,1.2699927373415736,0.2934247275285789,true
BTC-USD,,SMA,0,0,,true,416,15237.510562734704,0.4046800522989224,1.204218248481546,1.9740689409939944,66.80481648330357,161,255,38.795180722891565,1.29165992287974,367.53850779029995,0.9946816320170916,-0.3418459006530187,true
