Date,Close
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,0.999000999000999
9,1.0912176391692265
10,1.106585933486222
11,1.0796914440817267
12,1.0489548554477353
13,1.060481050535235
14,1.0374286603602358
15,0.9913168005420069
16,0.9490540168205158
17,0.9298437258750127
18,0.9797906054545072
19,0.9721065095965038
20,0.9375278217330163
21,0.9413699209625123
22,0.9605803145090042
23,0.952896116050012
24,1.0105271940884988
25,0.9797906054545072
26,0.999000999000999
27,1.0105271940884988
28,1.0066850948590025
29,0.9913168005420069
30,0.9836327046840033
31,0.952896116050012
32,0.9183174281865244
33,0.868363571739788
34,0.8184166921602936
35,0.849153280794285
36,0.8790099795588482
37,0.8790099795588482
38,0.8790099795588482
39,0.8790099795588482
40,0.8790099795588482
41,0.8790099795588482
42,0.8790099795588482
43,0.8790099795588482
44,0.8790099795588482
45,0.8790099795588482
46,0.8790099795588482
47,0.8790099795588482
48,0.8790099795588482
49,0.8790099795588482
50,0.8790099795588482
51,0.8790099795588482
52,0.8790099795588482
53,0.8790099795588482
54,0.8790099795588482
55,0.8790099795588482
56,0.8790099795588482
57,0.8790099795588482
58,0.8790099795588482
59,0.8790099795588482
60,0.8790099795588482
61,0.8790099795588482
62,0.8790099795588482
63,0.8790099795588482
64,0.8790099795588482
65,0.8790099795588482
66,0.8790099795588482
67,0.8790099795588482
68,0.8790099795588482
69,0.8790099795588482
70,0.8790099795588482
71,0.8790099795588482
72,0.8790099795588482
73,0.8790099795588482
74,0.8790099795588482
75,0.8790099795588482
76,0.8790099795588482
77,0.8790099795588482
78,0.8790099795588482
79,0.8790099795588482
80,0.8790099795588482
81,0.8790099795588482
82,0.8790099795588482
83,0.8790099795588482
84,0.8790099795588482
85,0.8790099795588482
86,0.8790099795588482
87,0.8790099795588482
88,0.8790099795588482
89,0.8790099795588482
90,0.8781318477111371
91,0.8706269560526004
92,0.8631219641858782
93,0.8481120806606192
94,0.8368547431728144
95,0.8518645765939804
96,0.8518645765939804
97,0.8481120806606192
98,0.8443596849354439
99,0.8218448596475555
100,0.8331022472394533
101,0.8406071890020826
102,0.8218448596475555
103,0.8218448596475555
104,0.8180923637141944
105,0.8068349761222967
106,0.8255973054768238
107,0.8406071890020826
108,0.8255973054768238
109,0.8518645765939804
110,0.9006534370515663
111,0.9419305916939819
112,0.9381781959688065
113,0.9907127382031197
114,0.9907127382031197
115,0.9944652341364808
116,0.9944652341364808
117,0.9456830876273431
