Stop Loss [%],Score,Total Return [%],Win Rate [%],Total Trades,Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day
0.01,1.2217257665916397,62340.24611597358,10.38961038961039,154.0,2.6327865893425484,19.11760471752912,1.4967847725452232,-0.721642036239529,29.0,0.015030150928927465
0.02,1.2217257665916397,62340.24611597358,10.38961038961039,154.0,2.6327865893425484,19.11760471752912,1.4967847725452232,-0.721642036239529,29.0,0.015030150928927465
0.03,1.220670908047096,61417.41003919623,10.596026490066226,151.0,2.5797720343379615,19.487929216343467,1.4940288623257398,-0.7257626290703396,30.0,0.014737355780961345
0.04,1.220670908047096,61417.41003919623,10.596026490066226,151.0,2.5797720343379615,19.487929216343467,1.4940288623257398,-0.7257626290703396,30.0,0.014737355780961345
0.05,1.220670908047096,61417.41003919623,10.596026490066226,151.0,2.5797720343379615,19.487929216343467,1.4940288623257398,-0.7257626290703396,30.0,0.014737355780961345
0.06,1.220670908047096,61417.41003919623,10.596026490066226,151.0,2.5797720343379615,19.487929216343467,1.4940288623257398,-0.7257626290703396,30.0,0.014737355780961345
0.07,1.220670908047096,61417.41003919623,10.596026490066226,151.0,2.5797720343379615,19.487929216343467,1.4940288623257398,-0.7257626290703396,30.0,0.014737355780961345
0.08,1.2234451448083135,62930.33106305898,10.666666666666668,150.0,2.5929407406154614,19.636050484554,1.4982760555235504,-0.7190072239866093,30.0,0.014639757398305973
0.09,1.2256900124903625,64135.96718431279,11.409395973154362,149.0,2.5980981749601217,19.780505189518088,1.5015709704543552,-0.7136238891963688,30.0,0.0145421590156506
0.1,1.2343709574612105,65458.629883539004,11.643835616438356,146.0,2.662183862801199,20.200874431457763,1.5048046085506446,-0.7077180142818935,31.0,0.014249363867684479
0.11,1.2343709574612105,65458.629883539004,11.643835616438356,146.0,2.662183862801199,20.200874431457763,1.5048046085506446,-0.7077180142818935,31.0,0.014249363867684479
0.12,1.2343709574612105,65458.629883539004,11.643835616438356,146.0,2.662183862801199,20.200874431457763,1.5048046085506446,-0.7077180142818935,31.0,0.014249363867684479
0.13,1.2381808706367716,66497.7281628873,11.805555555555555,144.0,2.677811630362471,20.494064491769638,1.507526431450772,-0.7030782943704849,32.0,0.014054167102373734
0.14,1.2416212006854992,67084.1076870699,11.888111888111888,143.0,2.7069569614650253,20.643448869097448,1.5090602188084508,-0.7004600273517977,32.0,0.01395656871971836
0.15,1.242922786068351,67314.07589614067,11.971830985915492,142.0,2.7080569015959357,20.79122998091912,1.5096514029977628,-0.6994331869654523,32.0,0.013858970337062987
0.16,1.2434847102696678,65693.5606793285,11.428571428571429,140.0,2.6964833228576994,21.070891441320768,1.505378722218868,-0.7066690152481244,32.0,0.013663773571752242
0.17,1.2434847102696678,65693.5606793285,11.428571428571429,140.0,2.6964833228576994,21.070891441320768,1.505378722218868,-0.7066690152481244,32.0,0.013663773571752242
0.18,1.2434847102696678,65693.5606793285,11.428571428571429,140.0,2.6964833228576994,21.070891441320768,1.505378722218868,-0.7066690152481244,32.0,0.013663773571752242
0.19,1.2408511559628246,63590.998410249595,11.347517730496454,141.0,2.687559677285658,20.889852462923333,1.4996661660816035,-0.716057251393545,32.0,0.013761371954407613
0.2,1.2213414171710586,59910.7363904622,11.267605633802818,142.0,2.4718990188398813,20.701387797050877,1.4893300206721516,-0.7324901387457577,32.0,0.013858970337062987
0.21,1.216412893444645,58764.132544552696,11.267605633802818,142.0,2.4218215894996473,20.687942877363913,1.4859536340326023,-0.7376098861268242,32.0,0.013858970337062987
0.22,1.216412893444645,58764.132544552696,11.267605633802818,142.0,2.4218215894996473,20.687942877363913,1.4859536340326023,-0.7376098861268242,32.0,0.013858970337062987
0.23,1.2122620577685617,58031.41772204561,11.267605633802818,142.0,2.3808831091022604,20.679221821171534,1.4837072435875687,-0.7408815608268368,32.0,0.013858970337062987
0.24,1.2122620577685617,58031.41772204561,11.267605633802818,142.0,2.3808831091022604,20.679221821171534,1.4837072435875687,-0.7408815608268368,32.0,0.013858970337062987
0.25,1.2122620577685617,58031.41772204561,11.267605633802818,142.0,2.3808831091022604,20.679221821171534,1.4837072435875687,-0.7408815608268368,32.0,0.013858970337062987
0.26,1.2122620577685617,58031.41772204561,11.267605633802818,142.0,2.3808831091022604,20.679221821171534,1.4837072435875687,-0.7408815608268368,32.0,0.013858970337062987
0.27,1.2122620577685617,58031.41772204561,11.267605633802818,142.0,2.3808831091022604,20.679221821171534,1.4837072435875687,-0.7408815608268368,32.0,0.013858970337062987
0.28,1.2122620577685617,58031.41772204561,11.267605633802818,142.0,2.3808831091022604,20.679221821171534,1.4837072435875687,-0.7408815608268368,32.0,0.013858970337062987
0.29,1.2168999031616956,60216.39519568127,11.428571428571429,140.0,2.396067218496659,21.000520350295844,1.4901294301104355,-0.7311253292057384,32.0,0.013663773571752242
0.3,1.2160371010089037,59024.67331706026,11.510791366906476,139.0,2.3806811419699536,21.137623498114174,1.4862538829489729,-0.7364465349463226,33.0,0.013566175189096868
0.31,1.2190193854617135,62549.830148857254,12.318840579710146,138.0,2.382092250188913,21.33325675260356,1.496172980417387,-0.7207062140658136,33.0,0.013468576806441495
0.32,1.2190193854617135,62549.830148857254,12.318840579710146,138.0,2.382092250188913,21.33325675260356,1.496172980417387,-0.7207062140658136,33.0,0.013468576806441495
0.33,1.2190193854617135,62549.830148857254,12.318840579710146,138.0,2.382092250188913,21.33325675260356,1.496172980417387,-0.7207062140658136,33.0,0.013468576806441495
0.34,1.2190193854617135,62549.830148857254,12.318840579710146,138.0,2.382092250188913,21.33325675260356,1.496172980417387,-0.7207062140658136,33.0,0.013468576806441495
0.35,1.2231999279793995,63647.17621720724,12.408759124087592,137.0,2.4095025864723887,21.507024223782423,1.4992047311939858,-0.715806409587047,33.0,0.013370978423786121
0.36,1.2231999279793995,63647.17621720724,12.408759124087592,137.0,2.4095025864723887,21.507024223782423,1.4992047311939858,-0.715806409587047,33.0,0.013370978423786121
0.37,1.2231999279793995,63647.17621720724,12.408759124087592,137.0,2.4095025864723887,21.507024223782423,1.4992047311939858,-0.715806409587047,33.0,0.013370978423786121
0.38,1.2231999279793995,63647.17621720724,12.408759124087592,137.0,2.4095025864723887,21.507024223782423,1.4992047311939858,-0.715806409587047,33.0,0.013370978423786121
0.39,1.2231999279793995,63647.17621720724,12.408759124087592,137.0,2.4095025864723887,21.507024223782423,1.4992047311939858,-0.715806409587047,33.0,0.013370978423786121
0.4,1.2248995450293032,64384.8320245615,12.5,136.0,2.412303577334925,21.673570831768743,1.5012589882891563,-0.7125126726950041,33.0,0.013273380041130748
0.41,1.2248995450293032,64384.8320245615,12.5,136.0,2.412303577334925,21.673570831768743,1.5012589882891563,-0.7125126726950041,33.0,0.013273380041130748
0.42,1.2248995450293032,64384.8320245615,12.5,136.0,2.412303577334925,21.673570831768743,1.5012589882891563,-0.7125126726950041,33.0,0.013273380041130748
0.43,1.226241139844868,65297.41941824167,13.23529411764706,136.0,2.419963073940822,21.683922464866537,1.503695403062235,-0.7084378416751567,33.0,0.013273380041130748
0.44,1.2293838512873725,65811.2744205608,13.333333333333334,135.0,2.439824412225201,21.850321914435206,1.505052165665098,-0.7061434068433212,34.0,0.013175781658475376
0.45,1.2313797374534308,66520.24500042938,13.432835820895523,134.0,2.4462636095641104,22.021280254052783,1.5069089343015132,-0.7029777535250594,34.0,0.013078183275820002
0.46,1.2316213886548093,65363.07113854873,13.533834586466165,133.0,2.4411601792279947,22.174250495250664,1.5038703348852165,-0.7081446975135497,34.0,0.012980584893164629
0.47,1.2316213886548093,65363.07113854873,13.533834586466165,133.0,2.4411601792279947,22.174250495250664,1.5038703348852165,-0.7081446975135497,34.0,0.012980584893164629
0.48,1.2386935396258802,66605.73481569247,13.740458015267176,131.0,2.4906104329934466,22.527064267037517,1.5070542764131003,-0.7025960294802966,35.0,0.012785388127853882
0.49,1.2394747377950999,66111.62795843283,13.740458015267176,131.0,2.502371972287089,22.514508554265426,1.505743922054621,-0.7048022860679112,35.0,0.012785388127853882
0.5,1.2394747377950999,66111.62795843283,13.740458015267176,131.0,2.502371972287089,22.514508554265426,1.505743922054621,-0.7048022860679112,35.0,0.012785388127853882
0.51,1.238801124107213,65183.63562259446,13.740458015267176,131.0,2.4985902671098588,22.50418980996295,1.5033611856574323,-0.7089459023203837,35.0,0.012785388127853882
0.52,1.2451687249051404,65966.40839871213,13.953488372093023,129.0,2.5443830176427302,22.86233824660632,1.5054128701192773,-0.7054507118195009,35.0,0.012590191362543137
0.53,1.2514403278828399,65827.82178838884,14.285714285714285,126.0,2.5808726519554184,23.404792484635717,1.5048283897578987,-0.7060695205194585,36.0,0.012297396214577016
0.54,1.2514403278828399,65827.82178838884,14.285714285714285,126.0,2.5808726519554184,23.404792484635717,1.5048283897578987,-0.7060695205194585,36.0,0.012297396214577016
0.55,1.2508939490604984,65101.43001615294,14.285714285714285,126.0,2.577571639115108,23.39612426861201,1.5028494357939166,-0.7093129619110082,36.0,0.012297396214577016
0.56,1.2612980155128306,72788.37980087449,14.87603305785124,121.0,2.597635558750537,24.45328998462789,1.5239596993215678,-0.6749896503600162,38.0,0.01180940430130015
0.57,1.2607360804070884,72313.62463599797,14.87603305785124,121.0,2.592585359717759,24.448577196113778,1.522809094595813,-0.67710949892035,38.0,0.01180940430130015
0.58,1.2504618020491705,63371.29627248469,14.399999999999999,125.0,2.5660628631414033,23.562738187844726,1.49816149468803,-0.7170382523281306,37.0,0.012199797831921644
0.59,1.2504618020491705,63371.29627248469,14.399999999999999,125.0,2.5660628631414033,23.562738187844726,1.49816149468803,-0.7170382523281306,37.0,0.012199797831921644
0.6,1.2485199023600784,62383.34151434972,14.285714285714285,126.0,2.5612987148880855,23.363038207909693,1.495310538873287,-0.7214496092266952,36.0,0.012297396214577016
0.61,1.2485199023600784,62383.34151434972,14.285714285714285,126.0,2.5612987148880855,23.363038207909693,1.495310538873287,-0.7214496092266952,36.0,0.012297396214577016
0.62,1.2485199023600784,62383.34151434972,14.285714285714285,126.0,2.5612987148880855,23.363038207909693,1.495310538873287,-0.7214496092266952,36.0,0.012297396214577016
0.63,1.2507573518586248,63768.193635079646,14.399999999999999,125.0,2.5679535937348743,23.56691503969996,1.4991279933984007,-0.7152660498015588,37.0,0.012199797831921644
0.64,1.2549629948705208,65271.176933171555,14.634146341463413,123.0,2.5845361730859775,23.968659944884305,1.5031778637449005,-0.7085550180606099,37.0,0.012004601066610898
0.65,1.2765807034095307,70002.05592758514,15.0,120.0,2.8138747972725024,24.625643781223168,1.5154038158655077,-0.6874309782030784,38.0,0.011711805918644779
0.66,1.2765807034095307,70002.05592758514,15.0,120.0,2.8138747972725024,24.625643781223168,1.5154038158655077,-0.6874309782030784,38.0,0.011711805918644779
0.67,1.2765807034095307,70002.05592758514,15.0,120.0,2.8138747972725024,24.625643781223168,1.5154038158655077,-0.6874309782030784,38.0,0.011711805918644779
0.68,1.2762374870933406,69523.97136229581,15.0,120.0,2.8113609630022007,24.620010246788837,1.5142294130412595,-0.689565693004359,38.0,0.011711805918644779
0.69,1.2762374870933406,69523.97136229581,15.0,120.0,2.8113609630022007,24.620010246788837,1.5142294130412595,-0.689565693004359,38.0,0.011711805918644779
0.7,1.2762374870933406,69523.97136229581,15.0,120.0,2.8113609630022007,24.620010246788837,1.5142294130412595,-0.689565693004359,38.0,0.011711805918644779
0.71,1.2762374870933406,69523.97136229581,15.0,120.0,2.8113609630022007,24.620010246788837,1.5142294130412595,-0.689565693004359,38.0,0.011711805918644779
0.72,1.2808868265223612,70435.28827805373,15.126050420168067,119.0,2.859921667601558,24.837752178260857,1.5164373625227585,-0.68549653484706,39.0,0.011614207535989405
0.73,1.2808868265223612,70435.28827805373,15.126050420168067,119.0,2.859921667601558,24.837752178260857,1.5164373625227585,-0.68549653484706,39.0,0.011614207535989405
0.74,1.2808868265223612,70435.28827805373,15.126050420168067,119.0,2.859921667601558,24.837752178260857,1.5164373625227585,-0.68549653484706,39.0,0.011614207535989405
0.75,1.2786575433810852,69005.60924470855,15.0,120.0,2.851517558594214,24.616447548218233,1.5129225887947306,-0.6918802527395537,38.0,0.011711805918644779
0.76,1.2861829491755679,75768.14279220159,15.126050420168067,119.0,2.9118199930652913,24.91593027172973,1.5297374988661283,-0.6616845896579525,39.0,0.011614207535989405
0.77,1.2861829491755679,75768.14279220159,15.126050420168067,119.0,2.9118199930652913,24.91593027172973,1.5297374988661283,-0.6616845896579525,39.0,0.011614207535989405
0.78,1.2861829491755679,75768.14279220159,15.126050420168067,119.0,2.9118199930652913,24.91593027172973,1.5297374988661283,-0.6616845896579525,39.0,0.011614207535989405
0.79,1.2831301766854921,72120.79217801472,15.126050420168067,119.0,2.8845548172297097,24.87558164416841,1.5208206715682175,-0.6779705229569135,39.0,0.011614207535989405
0.8,1.2831301766854921,72120.79217801472,15.126050420168067,119.0,2.8845548172297097,24.87558164416841,1.5208206715682175,-0.6779705229569135,39.0,0.011614207535989405
0.81,1.2812317405887743,66242.84297736039,15.254237288135593,118.0,2.8738215097779127,25.017936274971667,1.5040951250907524,-0.7042163925599594,39.0,0.011516609153334032
0.82,1.2654053612744933,57021.89524759053,15.0,120.0,2.7302503478602844,24.419932154215896,1.4766835216227714,-0.7453892206111274,38.0,0.011711805918644779
0.83,1.2654053612744933,57021.89524759053,15.0,120.0,2.7302503478602844,24.419932154215896,1.4766835216227714,-0.7453892206111274,38.0,0.011711805918644779
0.84,1.2654053612744933,57021.89524759053,15.0,120.0,2.7302503478602844,24.419932154215896,1.4766835216227714,-0.7453892206111274,38.0,0.011711805918644779
0.85,1.2474585387002632,54098.61661864007,14.87603305785124,121.0,2.523931898166796,24.175139734835035,1.46750408132119,-0.7584420706936464,38.0,0.01180940430130015
0.86,1.2474585387002632,54098.61661864007,14.87603305785124,121.0,2.523931898166796,24.175139734835035,1.46750408132119,-0.7584420706936464,38.0,0.01180940430130015
0.87,1.243877626610818,53435.54380390308,15.0,120.0,2.471021853206505,24.36674172054138,1.4653554196913272,-0.7614027840375072,38.0,0.011711805918644779
0.88,1.243877626610818,53435.54380390308,15.0,120.0,2.471021853206505,24.36674172054138,1.4653554196913272,-0.7614027840375072,38.0,0.011711805918644779
0.89,1.243877626610818,53435.54380390308,15.0,120.0,2.471021853206505,24.36674172054138,1.4653554196913272,-0.7614027840375072,38.0,0.011711805918644779
0.9,1.243877626610818,53435.54380390308,15.0,120.0,2.471021853206505,24.36674172054138,1.4653554196913272,-0.7614027840375072,38.0,0.011711805918644779
0.91,1.243877626610818,53435.54380390308,15.0,120.0,2.471021853206505,24.36674172054138,1.4653554196913272,-0.7614027840375072,38.0,0.011711805918644779
0.92,1.243877626610818,53435.54380390308,15.0,120.0,2.471021853206505,24.36674172054138,1.4653554196913272,-0.7614027840375072,38.0,0.011711805918644779
0.93,1.243877626610818,53435.54380390308,15.0,120.0,2.471021853206505,24.36674172054138,1.4653554196913272,-0.7614027840375072,38.0,0.011711805918644779
0.94,1.2455561119600813,54554.68198822555,15.126050420168067,119.0,2.4711683163871885,24.588619592400633,1.4689633605353316,-0.7564056746970168,39.0,0.011614207535989405
0.95,1.2455561119600813,54554.68198822555,15.126050420168067,119.0,2.4711683163871885,24.588619592400633,1.4689633605353316,-0.7564056746970168,39.0,0.011614207535989405
0.96,1.2455561119600813,54554.68198822555,15.126050420168067,119.0,2.4711683163871885,24.588619592400633,1.4689633605353316,-0.7564056746970168,39.0,0.011614207535989405
0.97,1.2481329341794547,55575.28100944569,15.254237288135593,118.0,2.4823745333326688,24.812546971226595,1.4721639129821178,-0.7518485565740908,39.0,0.011516609153334032
0.98,1.2507353710554365,55854.19207815894,15.517241379310345,116.0,2.4843307960929866,25.245242811265953,1.472736731167831,-0.750603179438222,40.0,0.011321412388023285
0.99,1.2507353710554365,55854.19207815894,15.517241379310345,116.0,2.4843307960929866,25.245242811265953,1.472736731167831,-0.750603179438222,40.0,0.011321412388023285
1.0,1.2525521912835602,56333.39779462916,15.65217391304348,115.0,2.4894798509881824,25.472218486673054,1.4742170946052167,-0.7484634585392881,40.0,0.011223814005367911
