Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Win Rate [%],2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Profit Factor,2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Expectancy,2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Sharpe Ratio,2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Calmar Ratio,2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Omega Ratio,2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Sortino Ratio,2,34,9,ARM,MACD,true,false,1,36,0.9219035726779381,62.857142857142854,2.3581756994894993,2.0852890413749723,4.723017580959968,-0.3122196568443678,0 days 23:59:59.999999999,0.055044153898960904,1.7220956719817768,3.3963553530751707,3.591067232982868,0,439,440 days 00:00:00,1000.0,1848.503901061099,84.85039010610988,123.3684430654189,100.0,99.78930720494783,13.16232704212155,137 days 00:00:00,35,-1.8485039010608943,47.64198965608284,-7.675705775547177,5.415537176631029,-3.5505154952122018,1 days 00:00:00,1 days 00:00:00,24.29578299891885,1.2484512107996113,5.050125076147236,2.5043145903720725,15.2399807616331,284.61031344136586,5.577791587646889,0.4489795918367347,-0.0009990009990009164,,,0.0016565616557209183,0.4174535372416714,0.8485039010610986,0.42172402905160666,0.40242294251786054,36,0,635.8531746031746,,
Most Avg Winning Trade [%],2,28,10,ARM,MACD,true,false,1,34,0.6580180725621464,54.54545454545454,1.8456248052722335,1.8068241322144063,3.584977887647197,-0.5009984949715488,0 days 23:59:59.999999999,0.051898773676163135,1.6264236902050113,3.20501138952164,2.938661572667622,0,439,440 days 00:00:00,1000.0,1615.6103876266084,61.56103876266082,123.3684430654189,100.0,92.4835082242971,13.162327042121541,217 days 00:00:00,33,-1.6156103876264751,47.64198965608283,-7.675705775547176,6.197475350510643,-3.461957329741076,1 days 00:00:00,1 days 00:00:00,18.703818121643472,1.0151782850314521,3.713325627162742,2.105719785505149,15.067482478563933,280.5107004174559,5.3197131423287995,0.39583333333333326,-0.0009990009990009166,,,0.0013529225674198196,0.3409364869897945,0.6156103876266077,0.3161945064832894,0.4041823309827322,34,0,635.8531746031746,,
Least Avg Losing Trade [%],2,16,17,ARM,MACD,true,false,1,34,0.6696991146891446,57.57575757575758,1.7932748747884282,1.6657277328714049,3.299362367615296,-0.5581013429644358,0 days 23:59:59.999999999,0.051898773676163135,1.6264236902050113,3.20501138952164,2.7091790461735377,0,439,440 days 00:00:00,1000.0,1545.1634931117705,54.51634931117707,123.3684430654189,100.0,87.4782837210238,13.162327042121547,137 days 00:00:00,33,-1.5451634931116587,47.64198965608284,-7.6757057755471685,5.630319924938816,-3.714790242077226,1 days 00:00:00,1 days 00:00:00,16.566928988026746,0.942513263728559,3.302652384160245,2.0160867780685385,15.361002063903486,288.87896086718104,5.093271860383678,0.39583333333333326,-0.0009990009990009268,,,0.0012471002679125675,0.314269267513967,0.5451634931117713,0.2830122852392294,0.40129209482282063,34,0,635.8531746031746,,
Least Total Trades,2,15,18,ARM,MACD,true,false,1,34,0.6126809281303746,54.54545454545454,1.68949583189761,1.4969607771877256,2.9644915335653477,-0.6241689823820448,0 days 23:59:59.999999999,0.051898773676163135,1.6264236902050113,3.20501138952164,2.4346924713258224,0,439,440 days 00:00:00,1000.0,1463.6568749921917,46.365687499219156,123.3684430654189,100.0,85.16767166995324,13.162327042121547,217 days 00:00:00,33,-1.4636568749920116,47.64198965608284,-7.6757057755471685,5.638653965635256,-3.4730710489493095,1 days 00:00:00,1 days 00:00:00,14.094561571732836,0.8513895748200528,2.823495096423956,1.9129584190320417,15.601028988504932,295.45087868712176,4.832737058607265,0.39583333333333326,-0.0009990009990009103,,,0.0011205250511498086,0.2823723128897518,0.46365687499219166,0.2438029597654887,0.39915350295340873,34,0,635.8531746031746,,
Most Best Trade [%],2,15,18,ARM,MACD,true,false,1,34,0.6126809281303746,54.54545454545454,1.68949583189761,1.4969607771877256,2.9644915335653477,-0.6241689823820448,0 days 23:59:59.999999999,0.051898773676163135,1.6264236902050113,3.20501138952164,2.4346924713258224,0,439,440 days 00:00:00,1000.0,1463.6568749921917,46.365687499219156,123.3684430654189,100.0,85.16767166995324,13.162327042121547,217 days 00:00:00,33,-1.4636568749920116,47.64198965608284,-7.6757057755471685,5.638653965635256,-3.4730710489493095,1 days 00:00:00,1 days 00:00:00,14.094561571732836,0.8513895748200528,2.823495096423956,1.9129584190320417,15.601028988504932,295.45087868712176,4.832737058607265,0.39583333333333326,-0.0009990009990009103,,,0.0011205250511498086,0.2823723128897518,0.46365687499219166,0.2438029597654887,0.39915350295340873,34,0,635.8531746031746,,
Mean Sortino Ratio,2,4,4,ARM,MACD,true,false,1,65,1.0874931243829007,56.25,1.3735104115616315,0.7106826267711588,1.6414666719042694,-0.6474995893963016,1 days 00:00:00,0.10065216712952851,3.1093394077448746,6.170842824601366,2.209753497819207,0,439,440 days 00:00:00,1000.0,1434.8742683609914,43.48742683609914,123.3684430654189,100.0,147.17194011217515,24.959020911191757,181 days 00:00:00,64,-1.4348742683607725,23.97761211862919,-15.901835558154472,3.997424726559515,-3.5151286443852987,1 days 00:00:00,1 days 00:00:00,6.817330353583628,0.9431392768955814,1.3991914489445598,1.4444914497722496,3.0688819676123176,51.26683051687171,3.7316029119116454,0.38709677419354843,-0.006968717730811556,,,0.0010315950368147203,0.25996194927730953,0.43487426836099297,0.22973509436453088,0.331726460820013,65,0,635.8531746031746,,
Mean Max Drawdown Duration,2,4,4,ARM,MACD,true,false,1,65,1.0874931243829007,56.25,1.3735104115616315,0.7106826267711588,1.6414666719042694,-0.6474995893963016,1 days 00:00:00,0.10065216712952851,3.1093394077448746,6.170842824601366,2.209753497819207,0,439,440 days 00:00:00,1000.0,1434.8742683609914,43.48742683609914,123.3684430654189,100.0,147.17194011217515,24.959020911191757,181,64,-1.4348742683607725,23.97761211862919,-15.901835558154472,3.997424726559515,-3.5151286443852987,1 days 00:00:00,1 days 00:00:00,6.817330353583628,0.9431392768955814,1.3991914489445598,1.4444914497722496,3.0688819676123176,51.26683051687171,3.7316029119116454,0.38709677419354843,-0.006968717730811556,,,0.0010315950368147203,0.25996194927730953,0.43487426836099297,0.22973509436453088,0.331726460820013,65,0,635.8531746031746,,
Median Max Drawdown Duration,2,4,4,ARM,MACD,true,false,1,65,1.0874931243829007,56.25,1.3735104115616315,0.7106826267711588,1.6414666719042694,-0.6474995893963016,1 days 00:00:00,0.10065216712952851,3.1093394077448746,6.170842824601366,2.209753497819207,0,439,440 days 00:00:00,1000.0,1434.8742683609914,43.48742683609914,123.3684430654189,100.0,147.17194011217515,24.959020911191757,181,64,-1.4348742683607725,23.97761211862919,-15.901835558154472,3.997424726559515,-3.5151286443852987,1 days 00:00:00,1 days 00:00:00,6.817330353583628,0.9431392768955814,1.3991914489445598,1.4444914497722496,3.0688819676123176,51.26683051687171,3.7316029119116454,0.38709677419354843,-0.006968717730811556,,,0.0010315950368147203,0.25996194927730953,0.43487426836099297,0.22973509436453088,0.331726460820013,65,0,635.8531746031746,,
