Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
AMAT,true,52,55,,,225,55.80357142857143,2.0253375552581505,19.794980558501237,6097.156778486065,5155.198845446146,0.4175503711558855,1,2545.8700758524797,1.1657419595505156,0,0,11316,11317 days 00:00:00,1000.0,1365397.720660219,136439.7720660219,191341.68014860456,100.0,111393.27927659014,70.10553022561096,2247 days 00:00:00,224,1,-1365.397720660083,120.60911126647851,-59.72377540588377,14.688636172233252,-7.384355685556837,35 days 21:18:43.200000,19 days 20:21:49.090909090,0.7666706334911515,0.3739716971026349,1.160551727100977,-0.28693125324259394,28 days 19:10:42.857142856,1
AAPL,true,12,15,,,467,50.0,1.7925863466046439,41.876347951114305,654.8459252154645,496.0953978905034,0.8812904385334293,2,577.1094526049659,1.075142358850136,0,0,11128,11129 days 00:00:00,1000.0,305852.34880160505,30485.234880160504,181609.1143823354,100.0,39179.076159235316,54.25598903750948,968 days 00:00:00,466,1,-305.8523488015635,103.9522598293399,-20.76686504562783,8.242391367679298,-4.804714919549333,18 days 17:12:06.180257510,7 days 19:09:31.673819742,0.703065936723621,0.3805544675020421,1.1506072458802354,-0.8321381887476142,13 days 06:10:48.927038626,1
FAST,true,72,76,,,146,58.620689655172406,1.4191965527454617,15.363424454333545,227.5465126545123,202.10505303692312,0.3248569612205976,1,73.92006863728912,0.8491985229223495,0,0,9438,9439 days 00:00:00,1000.0,33960.28405085345,3296.028405085345,118108.73659034762,100.0,6195.991595939608,57.70331803515793,2896 days 00:00:00,145,1,-33.96028405085235,85.42945285991462,-27.14916355409043,9.421527557984566,-5.716671456076201,51 days 05:21:52.941176471,27 days 04:48:00,0.579594483929941,0.25309634462654207,1.1184439844158036,-0.9720932718422227,41 days 06:47:10.344827586,1
MS,true,34,53,,,81,52.5,1.8605187096433289,9.944064636420135,110.25096372138873,87.69963023292284,0.21143567433188315,1,23.310986860171813,0.6892580299798122,0,0,8045,8046 days 00:00:00,1000.0,9810.266830880217,881.0266830880216,1720.3871204007214,100.0,555.4289439436554,89.23422452085819,4981 days 00:00:00,80,1,-9.81026683087839,52.60428571428574,-36.419847510196384,15.865756312972865,-8.528357340313477,84 days 01:42:51.428571428,33 days 05:41:03.157894737,0.4703851942640005,0.12230846494397388,1.099794022699822,-0.48789044474896537,59 days 22:12:00,1
SMCI,true,60,68,,,50,55.10204081632652,1.7947483501471297,10.903426791277258,128.4335601041255,79.60757857693727,0.23364485981308408,1,30.007841145823708,0.8580253888645009,0,0,4494,4495 days 00:00:00,1000.0,7285.95848661554,628.595848661554,3763.0137728236996,100.0,210.33588509225055,78.06348962394816,2084 days 00:00:00,49,1,-7.285958486614618,217.24151018939702,-35.46001867468714,24.710969765778408,-12.02788790877953,71 days 06:13:19.999999999,29 days 16:21:49.090909091,0.5712990718938054,0.224166811394974,1.1322557241557174,-0.8329541461683605,52 days 14:12:14.693877550,1
BKNG,true,55,56,,,207,50.48543689320388,1.2470110655210007,31.672816728167284,91.62129659776792,70.0839573857595,0.6683579335793358,2,61.2358204659436,0.9015971029328242,0,0,6504,6505 days 00:00:00,1000.0,19854.132966174027,1885.4132966174027,861.228750314228,100.0,6222.861984445796,78.86778969797186,2749 days 00:00:00,206,1,-19.854132966171164,241.4232077971202,-40.49299999999998,12.191601252081918,-6.019067610212858,25 days 18:55:23.076923077,12 days 08:28:14.117647058,0.5919345650447474,0.23147640250298562,1.142309334578687,1.1892131398649783,19 days 03:15:43.689320387,1
ALL,true,69,75,,,98,50.51546391752577,1.949799950300046,12.163009404388713,80.84597619779395,61.87836353783042,0.25805642633228837,1,20.862823700947953,0.786654184778916,0,0,7975,7976 days 00:00:00,1000.0,8833.226464721298,783.3226464721298,1206.4170545212849,100.0,663.8156293422383,47.59686952600443,3525 days 00:00:00,97,1,-8.8332264647197,64.52340701946123,-22.849303710153876,10.59436142318707,-4.8395171684583005,71 days 07:50:12.244897959,30 days 07:00:00,0.5463967630860376,0.22025160311960612,1.1116600495797868,-0.35070327169491317,51 days 00:29:41.443298968,1
PG,true,80,85,,,215,50.93457943925234,1.6006865675746198,13.475221963352434,62.37499825908215,48.13703490682494,0.28430199609596374,1,17.733336511539317,0.6045854083588855,0,0,15881,15882 days 00:00:00,1000.0,14333.915711731854,1333.3915711731854,11712.367986504027,100.0,2500.3591265786063,55.45510584733626,4288 days 00:00:00,214,1,-14.333915711729787,63.42767022551149,-16.223776440915817,6.766147720220982,-3.686064801575907,61 days 01:19:15.963302752,28 days 21:56:34.285714285,0.41518618224685994,0.11379213469974059,1.0820574408798262,-0.8861552529164357,45 days 06:50:28.037383177,1
FRT,true,81,88,,,155,53.246753246753244,1.568733148775099,11.798958014097456,58.63477496075174,47.30471809112202,0.2493870671161508,1,14.622754558477393,0.5814650007791967,0,0,13052,13053 days 00:00:00,1000.0,10019.735608347417,901.9735608347418,3180.592628761589,100.0,1383.9398812555369,60.34172610449843,1843 days 00:00:00,154,1,-10.01973560834631,47.42072853092792,-24.828398005287287,7.552738999052791,-4.484104878186261,72 days 01:10:14.634146341,29 days 13:40:00,0.4002029144615464,0.1103114957170035,1.0812620454380197,-0.7164133650193553,52 days 04:31:10.129870129,1
DLTR,true,82,87,,,88,57.47126436781609,1.6671500272920174,11.552250697118577,44.64274094642347,38.87386010660351,0.24538573894569113,1,10.954691975699186,0.580156510200328,0,0,7531,7532 days 00:00:00,1000.0,4879.039422915926,387.90394229159256,6276.1846607603,100.0,423.17553445655165,81.82537584223776,3458 days 00:00:00,87,1,-4.879039422915412,66.35986334094962,-36.96570654532101,10.863521746296202,-7.750906779673944,66 days 13:55:12,30 days 20:45:24.324324324,0.393363957398297,0.09756514944546332,1.0836380225020725,-0.9381943070099851,51 days 09:22:45.517241378,1
