Short Window,Long Window,Signal Window,Signal
2,4,5,1
2,4,6,1
2,4,7,1
2,4,8,1
2,4,9,1
2,4,10,1
2,4,11,1
2,4,12,1
2,4,13,1
2,4,14,1
2,4,15,1
2,4,16,1
2,4,17,1
2,4,18,1
2,5,4,1
2,5,5,1
2,5,6,1
2,5,7,1
2,5,8,1
2,5,9,1
2,5,10,1
2,5,11,1
2,5,12,1
2,5,13,1
2,5,14,1
2,5,15,1
2,5,16,1
2,5,17,1
2,5,18,1
2,6,4,1
2,6,5,1
2,6,6,1
2,6,7,1
2,6,8,1
2,6,9,1
2,6,10,1
2,6,11,1
2,6,12,1
2,6,13,1
2,6,14,1
2,6,15,1
2,6,16,1
2,6,17,1
2,6,18,1
2,7,3,1
2,7,4,1
2,7,5,1
2,7,6,1
2,7,7,1
2,7,8,1
2,7,9,1
2,7,10,1
2,7,11,1
2,7,12,1
2,7,13,1
2,7,14,1
2,8,3,1
2,8,4,1
2,8,5,1
2,8,6,1
2,8,7,1
2,8,8,1
2,8,9,1
2,8,10,1
2,8,11,1
2,9,3,1
2,9,4,1
2,9,5,1
2,9,6,1
2,9,7,1
2,9,8,1
2,9,9,1
2,10,3,1
2,10,4,1
2,10,5,1
2,10,6,1
2,10,7,1
2,10,8,1
2,11,3,1
2,11,4,1
2,11,5,1
2,11,6,1
2,11,7,1
2,11,8,1
2,12,2,1
2,12,3,1
2,12,4,1
2,12,5,1
2,12,6,1
2,12,7,1
2,13,2,1
2,13,3,1
2,13,4,1
2,13,5,1
2,13,6,1
2,13,7,1
2,14,2,1
2,14,3,1
2,14,4,1
2,14,5,1
2,14,6,1
2,14,7,1
2,15,2,1
2,15,3,1
2,15,4,1
2,15,5,1
2,15,6,1
2,16,2,1
2,16,3,1
2,16,4,1
2,16,5,1
2,16,6,1
2,17,2,1
2,17,3,1
2,17,4,1
2,17,5,1
2,17,6,1
2,18,2,1
2,18,3,1
2,18,4,1
2,18,5,1
2,18,6,1
2,19,2,1
2,19,3,1
2,19,4,1
2,19,5,1
2,19,6,1
2,20,2,1
2,20,3,1
2,20,4,1
2,20,5,1
2,20,6,1
2,21,2,1
2,21,3,1
2,21,4,1
2,21,5,1
2,21,6,1
2,22,2,1
2,22,3,1
2,22,4,1
2,22,5,1
2,22,6,1
2,23,2,1
2,23,3,1
2,23,4,1
2,23,5,1
2,23,6,1
2,24,2,1
2,24,3,1
2,24,4,1
2,24,5,1
2,24,6,1
2,25,2,1
2,25,3,1
2,25,4,1
2,25,5,1
2,25,6,1
2,26,2,1
2,26,3,1
2,26,4,1
2,26,5,1
2,26,6,1
2,27,2,1
2,27,3,1
2,27,4,1
2,27,5,1
2,27,6,1
2,28,2,1
2,28,3,1
2,28,4,1
2,28,5,1
2,28,6,1
2,29,2,1
2,29,3,1
2,29,4,1
2,29,5,1
2,29,6,1
2,30,2,1
2,30,3,1
2,30,4,1
2,30,5,1
2,30,6,1
2,31,2,1
2,31,3,1
2,31,4,1
2,31,5,1
2,31,6,1
2,32,2,1
2,32,3,1
2,32,4,1
2,32,5,1
2,32,6,1
2,33,2,1
2,33,3,1
2,33,4,1
2,33,5,1
2,33,6,1
2,33,18,1
2,34,2,1
2,34,3,1
2,34,4,1
2,34,5,1
2,34,6,1
2,34,18,1
2,35,2,1
2,35,3,1
2,35,4,1
2,35,5,1
2,35,6,1
2,35,17,1
2,35,18,1
2,36,2,1
2,36,3,1
2,36,4,1
2,36,5,1
2,36,6,1
2,36,16,1
2,36,17,1
2,36,18,1
3,4,4,1
3,4,5,1
3,4,6,1
3,4,7,1
3,4,8,1
3,4,9,1
3,4,10,1
3,4,11,1
3,4,12,1
3,4,13,1
3,4,14,1
3,4,15,1
3,4,16,1
3,4,17,1
3,4,18,1
3,5,3,1
3,5,4,1
3,5,5,1
3,5,6,1
3,5,7,1
3,5,8,1
3,5,9,1
3,5,10,1
3,6,3,1
3,6,4,1
3,6,5,1
3,6,6,1
3,6,7,1
3,6,8,1
3,7,2,1
3,7,3,1
3,7,4,1
3,7,5,1
3,7,6,1
3,8,2,1
3,8,3,1
3,8,4,1
3,8,5,1
3,8,6,1
3,9,2,1
3,9,3,1
3,9,4,1
3,9,5,1
3,10,2,1
3,10,3,1
3,10,4,1
3,10,5,1
3,11,2,1
3,11,3,1
3,11,4,1
3,12,2,1
3,12,3,1
3,12,4,1
3,13,2,1
3,13,3,1
3,13,4,1
3,14,2,1
3,14,3,1
3,14,4,1
3,15,2,1
3,15,3,1
3,15,4,1
3,16,2,1
3,16,3,1
3,16,4,1
3,17,2,1
3,17,3,1
3,17,4,1
3,18,2,1
3,18,3,1
3,18,4,1
3,19,2,1
3,19,3,1
3,19,4,1
3,20,2,1
3,20,3,1
3,20,4,1
3,21,2,1
3,21,3,1
3,21,4,1
3,22,2,1
3,22,3,1
3,22,4,1
3,23,2,1
3,23,3,1
3,23,4,1
3,24,2,1
3,24,3,1
3,25,2,1
3,25,3,1
3,26,2,1
3,26,3,1
3,27,2,1
3,27,3,1
3,28,2,1
3,28,3,1
3,29,2,1
3,29,3,1
3,30,2,1
3,30,3,1
3,31,2,1
3,31,3,1
3,31,4,1
3,32,2,1
3,32,3,1
3,32,4,1
3,33,2,1
3,33,3,1
3,33,4,1
3,34,2,1
3,34,3,1
3,34,4,1
3,35,2,1
3,35,3,1
3,35,4,1
3,36,2,1
3,36,3,1
3,36,4,1
4,5,2,1
4,5,3,1
4,5,4,1
4,5,5,1
4,5,6,1
4,6,2,1
4,6,3,1
4,6,4,1
4,6,5,1
4,7,2,1
4,7,3,1
4,7,4,1
4,8,2,1
4,8,3,1
4,8,4,1
4,9,2,1
4,9,3,1
4,9,4,1
4,10,2,1
4,10,3,1
4,11,2,1
4,11,3,1
4,12,2,1
4,12,3,1
4,13,2,1
4,13,3,1
4,14,2,1
4,14,3,1
4,15,2,1
4,15,3,1
4,16,2,1
4,16,3,1
4,17,2,1
4,17,3,1
4,18,2,1
4,18,3,1
4,19,2,1
4,19,3,1
4,20,2,1
4,20,3,1
4,21,2,1
4,21,3,1
4,22,2,1
4,22,3,1
4,23,2,1
4,23,3,1
4,24,2,1
4,25,2,1
4,26,2,1
4,27,2,1
4,28,2,1
4,29,2,1
4,30,2,1
4,31,2,1
4,31,3,1
4,32,2,1
4,32,3,1
4,33,2,1
4,33,3,1
4,34,2,1
4,34,3,1
4,35,2,1
4,35,3,1
4,36,2,1
4,36,3,1
5,6,2,1
5,6,3,1
5,6,4,1
5,7,2,1
5,7,3,1
5,8,2,1
5,8,3,1
5,9,2,1
5,9,3,1
5,10,2,1
5,10,3,1
5,11,2,1
5,12,2,1
5,13,2,1
5,14,2,1
5,15,2,1
5,16,2,1
5,17,2,1
5,18,2,1
5,19,2,1
5,20,2,1
5,21,2,1
5,22,2,1
5,23,2,1
5,24,2,1
5,25,2,1
5,26,2,1
5,27,2,1
5,28,2,1
5,29,2,1
5,30,2,1
5,31,2,1
5,32,2,1
5,33,2,1
5,34,2,1
5,35,2,1
5,36,2,1
6,7,2,1
6,7,3,1
6,8,2,1
6,8,3,1
6,9,2,1
6,10,2,1
6,11,2,1
6,12,2,1
6,13,2,1
6,14,2,1
6,15,2,1
6,16,2,1
6,17,2,1
6,18,2,1
6,19,2,1
6,20,2,1
6,21,2,1
6,22,2,1
6,23,2,1
6,24,2,1
6,25,2,1
6,26,2,1
6,27,2,1
6,28,2,1
6,29,2,1
6,30,2,1
6,31,2,1
6,32,2,1
6,33,2,1
6,34,2,1
6,35,2,1
6,35,18,1
6,36,2,1
6,36,18,1
7,8,2,1
7,9,2,1
7,10,2,1
7,11,2,1
7,12,2,1
7,13,2,1
7,14,2,1
7,32,18,1
7,33,18,1
7,34,17,1
7,34,18,1
7,35,17,1
7,35,18,1
7,36,16,1
7,36,17,1
7,36,18,1
8,9,2,1
8,10,2,1
8,11,2,1
8,29,18,1
8,30,18,1
8,31,17,1
8,31,18,1
8,32,17,1
8,32,18,1
8,33,16,1
8,33,17,1
8,34,16,1
8,34,17,1
8,35,15,1
8,35,16,1
8,36,15,1
8,36,16,1
9,27,18,1
9,28,18,1
9,29,17,1
9,29,18,1
9,30,16,1
9,30,17,1
9,31,16,1
9,32,15,1
9,32,16,1
9,33,15,1
9,34,14,1
9,34,15,1
9,35,14,1
9,36,13,1
9,36,14,1
10,25,18,1
10,26,17,1
10,26,18,1
10,27,17,1
10,28,16,1
10,28,17,1
10,29,15,1
10,29,16,1
10,30,15,1
10,31,14,1
10,31,15,1
10,32,14,1
10,33,13,1
10,33,14,1
10,34,13,1
10,35,13,1
10,36,12,1
10,36,13,1
11,23,18,1
11,24,18,1
11,25,17,1
11,26,16,1
11,27,15,1
11,27,16,1
11,28,15,1
11,29,14,1
11,29,15,1
11,30,14,1
11,31,13,1
11,32,13,1
11,33,12,1
11,33,13,1
11,34,12,1
11,35,11,1
11,35,12,1
11,36,11,1
12,22,18,1
12,23,17,1
12,24,16,1
12,25,16,1
12,26,15,1
12,27,14,1
12,28,14,1
12,29,13,1
12,30,13,1
12,31,12,1
12,32,12,1
12,33,11,1
12,33,12,1
12,34,11,1
12,35,11,1
12,36,10,1
13,20,18,1
13,21,18,1
13,22,17,1
13,23,16,1
13,24,15,1
13,25,14,1
13,26,14,1
13,27,13,1
13,28,13,1
13,29,12,1
13,30,12,1
13,31,11,1
13,32,11,1
13,33,10,1
13,33,11,1
13,34,10,1
13,35,10,1
13,36,9,1
13,36,10,1
14,19,18,1
14,20,17,1
14,21,16,1
14,23,15,1
14,24,14,1
14,25,13,1
14,26,13,1
14,27,12,1
14,28,12,1
14,29,11,1
14,30,11,1
14,31,10,1
14,32,10,1
14,33,10,1
14,34,9,1
14,35,9,1
14,36,9,1
15,18,18,1
15,19,17,1
15,20,16,1
15,21,15,1
15,23,14,1
15,24,13,1
15,26,12,1
15,27,11,1
15,28,11,1
15,29,10,1
15,29,11,1
15,30,10,1
15,31,10,1
15,32,9,1
15,33,9,1
15,34,9,1
15,35,8,1
15,36,8,1
16,17,18,1
16,18,17,1
16,19,16,1
16,20,15,1
16,21,14,1
16,23,13,1
16,24,12,1
16,25,12,1
16,26,11,1
16,27,11,1
16,28,10,1
16,29,10,1
16,30,9,1
16,31,9,1
16,32,9,1
16,33,8,1
16,34,8,1
16,35,8,1
16,36,2,1
16,36,7,1
16,36,8,1
17,18,16,1
17,19,15,1
17,20,14,1
17,22,13,1
17,23,12,1
17,25,11,1
17,26,10,1
17,27,10,1
17,28,10,1
17,29,9,1
17,30,9,1
17,31,8,1
17,32,8,1
17,33,8,1
17,34,7,1
17,34,8,1
17,35,2,1
17,35,7,1
17,36,2,1
17,36,7,1
18,19,14,1
18,20,13,1
18,21,13,1
18,22,12,1
18,23,11,1
18,24,11,1
18,25,10,1
18,26,10,1
18,27,9,1
18,28,9,1
18,29,8,1
18,29,9,1
18,30,8,1
18,31,8,1
18,32,7,1
18,32,8,1
18,33,2,1
18,33,7,1
18,34,2,1
18,34,7,1
18,35,2,1
18,35,6,1
18,35,7,1
18,36,2,1
18,36,6,1
18,36,7,1
