Short Window,Long Window,Signal Window,Signal
8,11,13,1
8,11,14,1
8,11,15,1
8,11,16,1
8,11,17,1
8,12,6,1
8,12,7,1
8,12,8,1
8,12,9,1
8,12,10,1
8,12,11,1
8,12,12,1
8,12,13,1
8,12,14,1
8,12,15,1
8,12,16,1
8,13,6,1
8,13,7,1
8,13,8,1
8,13,9,1
8,13,10,1
8,13,11,1
8,13,12,1
8,13,13,1
8,13,14,1
8,13,15,1
8,14,6,1
8,14,7,1
8,14,8,1
8,14,9,1
8,14,10,1
8,14,11,1
8,14,12,1
8,14,13,1
8,14,14,1
8,15,6,1
8,15,7,1
8,15,8,1
8,15,9,1
8,15,10,1
8,15,11,1
8,15,12,1
8,15,13,1
8,16,6,1
8,16,7,1
8,16,8,1
8,16,9,1
8,16,10,1
8,16,11,1
8,16,12,1
8,17,6,1
8,17,7,1
8,17,8,1
8,17,9,1
8,17,10,1
8,17,11,1
8,18,6,1
8,18,7,1
8,18,8,1
8,18,9,1
8,18,10,1
8,19,7,1
8,19,8,1
8,19,9,1
8,20,7,1
8,20,8,1
9,10,6,1
9,10,7,1
9,10,8,1
9,10,9,1
9,10,10,1
9,10,11,1
9,10,12,1
9,10,13,1
9,10,14,1
9,10,15,1
9,10,16,1
9,10,17,1
9,10,18,1
9,11,6,1
9,11,7,1
9,11,8,1
9,11,9,1
9,11,10,1
9,11,11,1
9,11,12,1
9,11,13,1
9,11,14,1
9,11,15,1
9,11,16,1
9,12,6,1
9,12,7,1
9,12,8,1
9,12,9,1
9,12,10,1
9,12,11,1
9,12,12,1
9,12,13,1
9,12,14,1
9,12,15,1
9,13,6,1
9,13,7,1
9,13,8,1
9,13,9,1
9,13,10,1
9,13,11,1
9,13,12,1
9,13,13,1
9,13,14,1
9,14,6,1
9,14,7,1
9,14,8,1
9,14,9,1
9,14,10,1
9,14,11,1
9,14,12,1
9,14,13,1
9,15,6,1
9,15,7,1
9,15,8,1
9,15,9,1
9,15,10,1
9,15,11,1
9,15,12,1
9,16,6,1
9,16,7,1
9,16,8,1
9,16,9,1
9,16,10,1
9,16,11,1
9,17,6,1
9,17,7,1
9,17,8,1
9,17,9,1
9,17,10,1
9,18,6,1
9,18,7,1
9,18,8,1
9,18,9,1
9,18,10,1
9,19,6,1
9,19,7,1
9,19,8,1
9,19,9,1
9,20,7,1
10,11,6,1
10,11,7,1
10,11,8,1
10,11,9,1
10,11,10,1
10,11,11,1
10,11,12,1
10,11,13,1
10,11,14,1
10,11,15,1
10,12,6,1
10,12,7,1
10,12,8,1
10,12,9,1
10,12,10,1
10,12,11,1
10,12,12,1
10,12,13,1
10,12,14,1
10,13,5,1
10,13,6,1
10,13,7,1
10,13,8,1
10,13,9,1
10,13,10,1
10,13,11,1
10,13,12,1
10,13,13,1
10,14,5,1
10,14,6,1
10,14,7,1
10,14,8,1
10,14,9,1
10,14,10,1
10,14,11,1
10,14,12,1
10,15,6,1
10,15,7,1
10,15,8,1
10,15,9,1
10,15,10,1
10,15,11,1
10,16,6,1
10,16,7,1
10,16,8,1
10,16,9,1
10,16,10,1
10,17,6,1
10,17,7,1
10,17,8,1
10,17,9,1
10,18,6,1
10,18,7,1
10,18,8,1
10,18,9,1
10,19,7,1
11,12,5,1
11,12,6,1
11,12,7,1
11,12,8,1
11,12,9,1
11,12,10,1
11,12,11,1
11,12,12,1
11,12,13,1
11,13,5,1
11,13,6,1
11,13,7,1
11,13,8,1
11,13,9,1
11,13,10,1
11,13,11,1
11,13,12,1
11,14,5,1
11,14,6,1
11,14,7,1
11,14,8,1
11,14,9,1
11,14,10,1
11,14,11,1
11,15,5,1
11,15,6,1
11,15,7,1
11,15,8,1
11,15,9,1
11,15,10,1
11,16,6,1
11,16,7,1
11,16,8,1
11,16,9,1
11,17,6,1
11,17,7,1
11,17,8,1
11,18,6,1
11,18,7,1
12,13,5,1
12,13,6,1
12,13,7,1
12,13,8,1
12,13,9,1
12,13,10,1
12,13,11,1
12,14,5,1
12,14,6,1
12,14,7,1
12,14,8,1
12,14,9,1
12,14,10,1
12,15,6,1
12,15,7,1
12,15,8,1
12,15,9,1
12,16,6,1
12,16,7,1
12,16,8,1
12,17,6,1
12,17,7,1
13,14,5,1
13,14,6,1
13,14,7,1
13,14,8,1
13,14,9,1
13,15,6,1
13,15,7,1
13,15,8,1
13,16,6,1
13,16,7,1
14,15,6,1
14,15,7,1
