Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Current
34,50,0,3690,3691 days 00:00:00,1000.0,427826.36811083124,42682.636811083124,14711.422214223716,100.0,5542.398743091311,63.407289508972674,755 days 00:00:00,19,18,1,28619.9036784739,50.0,1763.0722865543546,-19.736816870530564,277.14546007595527,-13.72910799419515,200 days 21:20:00,31 days 08:00:00,3.0124192818231146,22122.58135735319,1.3995256984959705,1.2941027412364097,1.3398871394847092,2.179485639521419,0
11,17,0,3690,3691 days 00:00:00,1000.0,412583.7566878227,41158.37566878227,14711.422214223716,100.0,13242.294531846455,66.13956646733496,827 days 00:00:00,63,62,1,29379.15061860066,46.774193548387096,251.6006587287988,-23.26248885577432,42.887283832463005,-7.268938725024385,59 days 06:37:14.482758621,10 days 06:32:43.636363636,2.2886054853089792,6164.590420471322,1.4456608313961423,1.2307850418901483,1.3522319773625828,2.2521630239219013,0
35,49,0,3690,3691 days 00:00:00,1000.0,411125.54076069954,41012.55407606995,14711.422214223716,100.0,5359.874889949074,63.407289508972674,755 days 00:00:00,19,18,1,27502.68392359483,50.0,1763.0722865543546,-19.736816870530564,276.6335618582684,-13.729107994195145,200 days 18:40:00,31 days 08:00:00,3.0059894946838135,21256.825379839156,1.3922702838147514,1.2828191571320133,1.338035543220356,2.167612499883165,0
36,49,0,3690,3691 days 00:00:00,1000.0,408964.7677638796,40796.47677638796,14711.422214223716,100.0,5582.471125470766,62.166286624708775,756 days 00:00:00,19,18,1,15042.205663338536,50.0,1750.721137272873,-19.736816870530557,275.0947723253679,-12.935432334216909,201 days 08:00:00,31 days 05:20:00,2.9972944111593396,21829.031227807835,1.3907186927812343,1.3069079245759863,1.3371210844960455,2.1645762837086795,0
38,45,0,3690,3691 days 00:00:00,1000.0,406540.7068671705,40554.07068671705,14711.422214223716,100.0,5209.712885039173,63.407289508972674,755 days 00:00:00,19,18,1,27195.976543696655,50.0,1750.7211372728725,-19.736816870530568,275.8045636740825,-13.942409902768707,200 days 10:40:00.000000002,31 days 08:00:00,3.112870931220885,21019.15168463744,1.3898962325619482,1.2796492631609406,1.3373031148177879,2.1633247728886227,0
39,44,0,3690,3691 days 00:00:00,1000.0,401581.9092900815,40058.190929008146,14711.422214223716,100.0,5143.4034489262485,63.407289508972674,755 days 00:00:00,19,18,1,26864.252462163277,50.0,1750.7211372728725,-19.736816870530568,275.29266545639564,-13.679430927049777,200 days 08:00:00,31 days 10:40:00,3.18884106809371,20762.092045995458,1.3877306942602252,1.2761843458632187,1.3367380014596,2.159636667408419,0
40,43,0,3690,3691 days 00:00:00,1000.0,401581.9092900815,40058.190929008146,14711.422214223716,100.0,5143.4034489262485,63.407289508972674,755 days 00:00:00,19,18,1,26864.252462163277,50.0,1750.7211372728725,-19.736816870530568,275.29266545639564,-13.679430927049777,200 days 08:00:00,31 days 10:40:00,3.18884106809371,20762.092045995458,1.3877306942602252,1.2761843458632187,1.3367380014596,2.159636667408419,0
41,42,0,3690,3691 days 00:00:00,1000.0,401581.9092900815,40058.190929008146,14711.422214223716,100.0,5143.4034489262485,63.407289508972674,755 days 00:00:00,19,18,1,26864.252462163277,50.0,1750.7211372728725,-19.736816870530568,275.29266545639564,-13.679430927049777,200 days 08:00:00,31 days 10:40:00,3.18884106809371,20762.092045995458,1.3877306942602252,1.2761843458632187,1.3367380014596,2.159636667408419,0
19,48,0,3690,3691 days 00:00:00,1000.0,401061.5966195515,40006.15966195515,14711.422214223716,100.0,6828.419376321239,56.653222198284546,753 days 00:00:00,26,25,1,25337.716297449602,56.00000000000001,357.25024661009684,-22.694287346400305,90.91110909737976,-11.02493624397098,132 days 13:42:51.428571430,19 days 10:54:32.727272727,2.549025217860101,14988.955212884079,1.400866577438285,1.4279187136810707,1.339347644073881,2.161031391907819,0
35,50,0,3690,3691 days 00:00:00,1000.0,396534.63354001066,39553.46335400106,14711.422214223716,100.0,5412.832984838217,62.16628662470879,756 days 00:00:00,19,18,1,14585.010691652598,50.0,1763.072286554355,-19.736816870530564,276.4671222455325,-13.324891834300217,201 days 10:40:00.000000002,31 days 02:40:00,2.9967624337468552,21163.867936019895,1.3851294660695663,1.2980225889018353,1.3356843348734146,2.155351247655472,0
40,44,0,3690,3691 days 00:00:00,1000.0,392277.2894754867,39127.72894754867,14711.422214223716,100.0,5215.0190046924745,63.40728950897267,755 days 00:00:00,19,18,1,14428.420564468019,50.0,1750.7211372728734,-19.73681687053056,275.24656656092196,-13.62222729745558,200 days 16:00:00,31 days 10:40:00,3.0343380324004348,20936.04827283437,1.3832515096854272,1.2695774648671414,1.3354425493636728,2.152595870064905,0
33,50,0,3690,3691 days 00:00:00,1000.0,389413.5656577962,38841.35656577962,14711.422214223716,100.0,5578.835876416295,61.82034616342777,790 days 00:00:00,20,19,1,26050.238066041842,47.368421052631575,1846.9758708839765,-19.73681687053056,286.4494555888479,-13.567781458827183,200 days 10:40:00.000000002,28 days 07:12:00,2.8166004901783,19071.754083776534,1.3804933709012197,1.3000530416687797,1.3346535441034515,2.1443558407009484,0
18,49,0,3690,3691 days 00:00:00,1000.0,389155.68675577076,38815.56867557708,14711.422214223716,100.0,7405.519230638843,56.65322219828456,752 days 00:00:00,27,26,1,24585.541147960932,57.692307692307686,357.2502466100967,-22.694287346400287,83.14951776745694,-11.088691111628297,123 days 16:00:00,19 days 13:05:27.272727272,2.5233435220200975,13983.467138761916,1.3954090505480286,1.4184173572550427,1.3378799075875796,2.1518936522717516,0
39,45,0,3690,3691 days 00:00:00,1000.0,388570.3422332296,38757.03422332296,14711.422214223716,100.0,5167.988861282327,63.40728950897267,755 days 00:00:00,19,18,1,14292.074680429942,50.0,1750.7211372728734,-19.73681687053056,275.2465665609219,-13.717352634262934,200 days 16:00:00,31 days 13:20:00,3.028440186001452,20737.681530711092,1.381446599350018,1.2669058893544516,1.3348684021670547,2.1497529369455255,0
