Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
XLU,true,80,118,false,34,64.70588235294117,4.966154734590054,0.005143721633888048,4.314312097495859,1.6481641720770694,0.10801815431164902,0.21603630862329803,0.4660240298959218,0.7455275267385308,0,0,6610,6611 days 00:00:00,1000.0,3764.1440315953955,276.4144031595396,164.58249779007096,100.0,116.18063624255346,36.700481571917464,1308 days 00:00:00,34,0,0.0,27.732441076901903,-9.97309258947212,8.915217133826946,-4.120680469111131,155 days 02:10:54.545454546,63 days 08:00:00,81.2983538704528,0.5272350264325912,0.20688493079126474,1.1050684008645129,0.034171275483649455,26.48840914782673,0.9502401065625483,0.5103952478866802,-0.013248401017451946,None,None,0.00023760532899392515,0.059876542906469134,2.7641440315953734,0.051824811296274254,0.1366780030345059,0.6794884442215294,9574.007936507936,0.4791345169203487,122 days 16:56:28.235294117
XLU,true,81,113,false,35,62.857142857142854,4.609086301334469,0.00529500756429652,4.101709683448031,1.6130318979851808,0.11119515885022693,0.22239031770045387,0.45609025980851786,0.7300199117979996,0,0,6610,6611 days 00:00:00,1000.0,3657.8369897489565,265.7836989748957,164.58249779007096,100.0,123.44079967085636,36.700481571917464,1303 days 00:00:00,35,0,0.0,25.27409690245675,-9.059331112173954,8.825605998736306,-3.892576388578279,150 days 05:27:16.363636362,64 days 22:09:13.846153846,75.93819970711306,0.5161263964551693,0.20225157626552248,1.102878575259047,0.03879607979841163,26.075778595484344,0.9513569691986832,0.5055795946253699,-0.013266174558247985,None,None,0.00023358490387572118,0.05886339577668174,2.6578369897489384,0.0506768121205714,0.13725728478481314,0.6148964959439938,9574.007936507936,0.41091594519222757,118 days 13:01:42.857142855
XLU,true,81,114,false,36,63.888888888888886,4.3167198660840045,0.005446293494704993,4.032321876208012,1.6310515454324543,0.11437216338880485,0.2287443267776097,0.46118537646191493,0.7353064415991075,0,0,6610,6611 days 00:00:00,1000.0,3696.8489877105353,269.68489877105355,164.58249779007096,100.0,128.68817958910847,36.700481571917464,1290 days 00:00:00,36,0,0.0,25.753236935233843,-10.503256043192609,8.64230619198979,-4.123804220944362,141 days 02:05:13.043478260,70 days 01:50:46.153846154,74.91247188084817,0.5197900479238989,0.20396650253353835,1.1036445185783275,0.03905819724378801,26.112810281244627,0.9522903917049523,0.5069523592432185,-0.01326617455824795,None,None,0.00023516510499300888,0.05926160645823824,2.6968489877105406,0.05110178231736251,0.1372118506260582,0.6386001087129162,9574.007936507936,0.4000792215873858,115 days 10:39:59.999999999
XLU,true,81,117,false,36,63.888888888888886,4.5887441831685285,0.005446293494704993,3.8462525888301986,1.555787564021204,0.11437216338880485,0.2287443267776097,0.4399042295243011,0.7096438345769674,0,0,6610,6611 days 00:00:00,1000.0,3494.7585961568884,249.47585961568882,164.58249779007096,100.0,114.67369048228373,36.70048157191746,1272 days 00:00:00,36,0,0.0,23.775997887035416,-9.973092589472115,8.359363131980926,-4.138481449051857,148 days 00:00:00,58 days 11:04:36.923076923,69.29884989324691,0.5027111491488699,0.19489049725484336,1.100118961267635,0.03046429849919888,26.617413561572846,0.948531653768012,0.5083276294775267,-0.013258332427606115,None,None,0.00022628414945190527,0.057023605661880125,2.494758596156878,0.04885181115201065,0.1365156117056326,0.5158103866785485,9574.007936507936,0.391508008780989,115 days 15:59:59.999999999
XLU,true,81,116,false,36,63.888888888888886,4.336022768951301,0.005446293494704993,3.9567937134556246,1.6005008279146347,0.11437216338880485,0.2287443267776097,0.45254705709114257,0.7234829970856205,0,0,6610,6611 days 00:00:00,1000.0,3599.6847551019614,259.96847551019613,164.58249779007096,100.0,121.39248517737258,36.70048157191747,1300 days 00:00:00,36,0,0.0,24.369461724309648,-12.657258616251315,8.638519178970974,-4.326259033225376,142 days 10:26:05.217391304,68 days 00:00:00,72.21346541949897,0.5121998465147667,0.19966291415867313,1.1021585785866717,0.03191172280360024,26.501569643956962,0.9501537791140268,0.5076396807297604,-0.01325833242760614,None,None,0.00023085555978644343,0.058175601066183746,2.5996847551019817,0.05003517830889481,0.13669341605117452,0.5795633132375494,9574.007936507936,0.38800012017271474,115 days 13:19:59.999999999
XLU,true,80,117,false,35,62.857142857142854,4.451781680395473,0.00529500756429652,4.040009354214345,1.5887677235674393,0.11119515885022693,0.22239031770045387,0.44922948189826684,0.7226887181609136,0,0,6610,6611 days 00:00:00,1000.0,3591.602547399601,259.1602547399601,164.58249779007096,100.0,120.34209113674692,36.70048157191747,1298 days 00:00:00,35,0,0.0,24.91474378179202,-9.97309258947211,8.788371956688632,-3.995681203819063,142 days 07:38:10.909090908,78 days 22:09:13.846153846,74.04578706856003,0.5115942130690764,0.1993000095644806,1.1020849825043364,0.02944015738662537,26.54784290392945,0.9508767415399544,0.5066089334548769,-0.013248401017452057,None,None,0.0002304845113945261,0.058082096871420574,2.5916025473996114,0.04994521360122639,0.13663527190002797,0.5746525798297546,9574.007936507936,0.38699560568239644,118 days 18:30:51.428571427
XLU,true,80,116,false,35,62.857142857142854,4.211085716678527,0.00529500756429652,4.026379488090199,1.5834076638556962,0.11119515885022693,0.22239031770045387,0.4477139067694851,0.7174832479446144,0,0,6610,6611 days 00:00:00,1000.0,3560.2839953220428,256.0283995322043,164.58249779007096,100.0,121.12240011019954,36.700481571917464,1303 days 00:00:00,35,0,0.0,25.513663111009077,-11.544573158921281,8.862808051174126,-4.158345772513369,146 days 17:27:16.363636362,71 days 00:00:00,73.15097129491552,0.5082413006651003,0.19788642821726887,1.1014526921518188,0.024303091392859813,26.434956342288757,0.9496991920174409,0.5059225512528472,-0.013252889151226495,None,None,0.00022924993749345987,0.057770984248351885,2.5602839953220613,0.04959475125764268,0.1367999613852057,0.5556234895570417,9574.007936507936,0.3622088704675933,118 days 14:23:59.999999998
XLU,true,78,118,false,35,62.857142857142854,4.1763097887117935,0.00529500756429652,4.027975164167143,1.584035176919663,0.11119515885022693,0.22239031770045387,0.44789133822433436,0.7191664288698606,0,0,6610,6611 days 00:00:00,1000.0,3560.778960989062,256.0778960989062,164.58249779007096,100.0,126.7310732748986,36.70048157191746,1782 days 00:00:00,35,0,0.0,29.650589564493053,-8.826251838566051,8.660792207574534,-3.8121767554453645,143 days 19:38:10.909090908,76 days 12:55:23.076923076,73.16511317111605,0.5088065870656436,0.19790886000479033,1.1013051674995296,0.03508448894275781,26.548167282855978,0.9521855744192975,0.5066089334548769,-0.013222381088230433,None,None,0.0002291557741621686,0.05774725508886649,2.560778960989076,0.049600313071259006,0.13659184850239103,0.5559242297169403,9574.007936507936,0.3602030835048198,118 days 19:53:08.571428570
XLU,true,79,118,false,34,64.70588235294117,4.165244585484852,0.005143721633888048,4.079982193329053,1.558644882844807,0.10801815431164902,0.21603630862329803,0.4407121461477979,0.7065152294158731,0,0,6610,6611 days 00:00:00,1000.0,3475.4291810067944,247.54291810067946,164.58249779007096,100.0,116.45844899765116,36.70048157191748,1739 days 00:00:00,34,0,0.0,28.90755707980816,-9.973092589472127,8.725245740446178,-4.4363343097190056,149 days 07:38:10.909090908,73 days 12:00:00,72.80674061784688,0.5001757524971183,0.1939965839347719,1.0994434199373257,0.03164505817069341,26.423180544089966,0.9516979895727156,0.5072959416324668,-0.01324216404193801,None,None,0.00022559264943927148,0.05684934765869641,2.475429181006811,0.04863009008853769,0.13678831921865342,0.5040658722802139,9574.007936507936,0.3601490498731872,122 days 13:24:42.352941175
XLU,true,82,112,false,35,62.857142857142854,4.272025394453874,0.00529500756429652,3.957325636027666,1.5562516546176215,0.11119515885022693,0.22239031770045387,0.44003545272017164,0.7056139344121073,0,0,6610,6611 days 00:00:00,1000.0,3490.197489303744,249.0197489303744,164.58249779007096,100.0,119.38186524629884,36.70048157191747,1738 days 00:00:00,35,0,0.0,25.27409690245675,-9.817559524532825,8.719552332678946,-4.101827235228346,157 days 06:32:43.636363638,53 days 05:32:18.461538462,71.14849969439268,0.49971442118092974,0.19467998493190258,1.0994282494153464,0.026057982087791042,25.896818223146916,0.9493711505086572,0.5055795946253699,-0.013271658213210778,None,None,0.0002266549194693586,0.05711703970627837,2.4901974893037653,0.04879959879124929,0.13755930390140061,0.5130390671795808,9574.007936507936,0.3551741033227279,118 days 15:05:08.571428572
XLU,true,81,112,false,34,61.76470588235294,4.3105750100404725,0.005143721633888048,4.088953783340459,1.562072231837928,0.10801815431164902,0.21603630862329803,0.44168124074207077,0.7065235639830741,0,0,6610,6611 days 00:00:00,1000.0,3492.9003220023137,249.2900322002314,164.58249779007096,100.0,114.09898682979663,36.70048157191746,1733 days 00:00:00,34,0,0.0,26.51186453159497,-9.817559524532825,9.168474026235343,-4.116425070566661,157 days 13:42:51.428571430,64 days 14:46:09.230769231,73.3205977059504,0.5003358577162867,0.19480476223064105,1.099609908048218,0.028390554505223688,25.98937223597745,0.9484692942786344,0.5052367941712204,-0.013266174558247985,None,None,0.00022668988420536704,0.057125850819752494,2.492900322002323,0.04883054684626176,0.13740964402921255,0.5146813029791721,9574.007936507936,0.3522911104843125,122 days 00:42:21.176470589
