Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Profit Factor Adjusted,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
CVX,true,117,120,false,247,52.03252032520326,1.404781552469143,0.015454202789295138,1.3485104707648365,1.150268827521652,0.3258575197889182,0.6503957783641161,0.4394222774128161,0.5555844308819549,0,0,15918,15919 days 00:00:00,1000.0,13463.875087585882,1246.3875087585882,5012.357483467352,100.0,3094.358867887915,48.613314905456065,2234 days 00:00:00,246,1,986.2794192283145,65.96413612565446,-18.548979591836726,5.953238151859106,-3.6464483697442027,47 days 16:41:15,27 days 01:13:13.220338983,46.65689296080309,0.38581310955548376,0.12635904429605352,1.0751042591822089,-0.08545530096020185,10.032256837249873,1.057440990959066,0.40206094768363576,-0.017949412240477434,None,None,0.00022607967302774138,0.05697207760299083,12.463875087586095,0.042017278616397924,0.17771792692016716,1.404781552469143,-0.7513370678628479,23055.833333333332,2.7757474061145118,1.8479228372919714,37 days 19:01:27.804878048
CVX,true,116,119,false,246,52.6530612244898,1.3865979749461927,0.015391380826737027,1.2730034442727463,1.0988119391849065,0.3245382585751979,0.6477572559366754,0.4131383209645061,0.5251338538450954,0,0,15918,15919 days 00:00:00,1000.0,11184.630931556127,1018.4630931556127,5012.357483467352,100.0,2563.295024937767,46.33896154774747,2329 days 00:00:00,245,1,792.7395885298156,64.83906250000001,-17.219705860203423,5.766442823551416,-3.7240110378561195,47 days 09:29:18.139534884,27 days 10:20:41.379310344,38.33425037969917,0.36569335510336176,0.12284074959776718,1.0709906915463043,-0.11657764263069677,9.799046130245356,1.058050338287291,0.4004574645904812,-0.018056379374233343,None,None,0.00021465670979438904,0.05409349086818604,10.184630931556116,0.03896239281104874,0.17802217466821965,1.3865979749461927,-0.7968095658550116,23055.833333333332,2.7701227855301975,1.741058601072062,37 days 22:37:42.857142856
CVX,true,111,116,false,196,54.35897435897436,1.3637286950649894,0.012250282698831511,1.4908906961757924,1.3285785102533332,0.25857519788918204,0.5158311345646438,0.3855073567947959,0.4934406747922493,0,0,15918,15919 days 00:00:00,1000.0,8854.867543775501,785.48675437755,5012.357483467352,100.0,1763.1382185263506,55.19245765997173,2745 days 00:00:00,195,1,526.6185890394063,61.98265306122449,-16.433749999999993,6.586342359688848,-4.577849487334137,55 days 16:31:41.886792453,38 days 02:57:58.651685393,37.58076387044149,0.3421925432879798,0.09290744629280082,1.0655818347377652,0.08575132589982218,6.264605708744567,1.0419178581967559,0.3999648227948289,-0.018062603975614232,None,None,0.00019824318484930903,0.04995728258202588,7.854867543775459,0.035127924965554946,0.17570107845300667,1.3637286950649894,-0.8432899574764207,23055.833333333332,2.4726320925322827,1.4827360453164313,47 days 16:07:23.076923077
CVX,true,115,120,false,190,50.264550264550266,1.4085317649833373,0.011873350923482849,1.658038202744026,1.3662384357765849,0.25065963060686014,0.5,0.4156032434318798,0.522738724421857,0,0,15918,15919 days 00:00:00,1000.0,11041.788310373298,1004.1788310373299,5012.357483467352,100.0,1984.2682182986039,46.33896154774749,2743 days 00:00:00,189,1,782.6152490291261,65.09921875000002,-17.219705860203433,7.3807938592832345,-4.125597833120068,63 days 11:37:15.789473684,34 days 19:24:15.319148936,48.990333657905694,0.3644132991612117,0.12216864870065908,1.0707202594969507,-0.1245526026487249,9.825804938567963,1.042296136767876,0.40119707772203156,-0.018043590082513883,None,None,0.00021377805148420484,0.05387206897401962,10.041788310373267,0.038751012425016995,0.17791624289117028,1.4085317649833373,-0.7996593749848268,23055.833333333332,2.434491522103418,1.4770376031749053,49 days 05:19:59.999999999
CVX,true,116,120,false,210,51.196172248803826,1.361718971529313,0.013129790174645056,1.4280925639850668,1.198571686770744,0.2770448548812665,0.5527704485488126,0.39564569714625863,0.503688757483055,0,0,15918,15919 days 00:00:00,1000.0,9735.444809726472,873.5444809726472,5012.357483467352,100.0,2075.701006396471,48.273365757480256,2337 days 00:00:00,209,1,713.1578977377449,65.09921875,-19.88155420650831,6.616662113596468,-4.014818630215129,58 days 06:43:44.299065420,29 days 22:35:17.647058823,38.3841479042523,0.351270246291644,0.11096309707270212,1.0681746120464664,-0.12539217989009271,9.90363321802035,1.0458622575732026,0.3999648227948289,-0.018019695296731333,None,None,0.0002055559892977975,0.05180010930304497,8.735444809726328,0.036682603553059856,0.17747430035555026,1.361718971529313,-0.8257218317221136,23055.833333333332,2.5594173719717186,1.4733248548392184,44 days 10:47:39.330143540
CVX,true,110,115,false,202,53.233830845771145,1.3435485497085429,0.012627214474180174,1.4533909774375302,1.2683535974701554,0.26649076517150394,0.5316622691292876,0.38731527367068747,0.49430919460932804,0,0,15918,15919 days 00:00:00,1000.0,8921.508849343212,792.1508849343212,5012.357483467352,100.0,1953.2065463932304,57.617421132122914,3515 days 00:00:00,201,1,530.5818951121764,62.62371134020619,-18.941932365585128,6.522640635620166,-4.316925122834195,54 days 21:58:52.710280374,36 days 11:14:02.553191489,36.770780866820985,0.34212480300870707,0.08931091689327275,1.0656760688625804,0.11392686348230424,6.320262821819361,1.0452904448539964,0.3999648227948289,-0.01813642504146786,None,None,0.00019951302496916084,0.05027728229222853,7.9215088493432475,0.03525079241586937,0.17686153728987045,1.3435485497085429,-0.8419604173191689,23055.833333333332,2.5101932114575836,1.454846217598256,46 days 06:55:31.343283582
CVX,true,108,120,false,133,53.78787878787878,1.489513373038961,0.008292499057670561,2.222511886263907,1.9597409826718504,0.17546174142480211,0.3496042216358839,0.38996580590118685,0.49756386248895756,0,0,15918,15919 days 00:00:00,1000.0,9117.52365330088,811.7523653300879,5012.357483467352,100.0,1148.9224552089386,48.007102678377734,4014 days 00:00:00,132,1,485.3702928803141,62.141687979539654,-16.20961538461538,8.621413106589193,-5.225389534114704,92 days 11:09:17.746478873,44 days 22:01:58.032786885,57.81934363954977,0.34545532538955653,0.10828133207383962,1.0662380141720842,0.07628022230508208,6.276428856306076,1.0253098166550587,0.4013204225352112,-0.018089506814197596,None,None,0.000200005786739064,0.05040145825824413,8.117523653300866,0.03560702017564088,0.17558902684433828,1.489513373038961,-0.8380497863515215,23055.833333333332,2.0368417414800275,1.3310829061161764,70 days 11:49:05.454545453
CVX,true,112,116,false,220,50.68493150684932,1.3040290713236988,0.01375800980022616,1.221791813793247,1.0151874491432775,0.29023746701846964,0.579155672823219,0.35460976125925375,0.45844753827610885,0,0,15918,15919 days 00:00:00,1000.0,7110.241705099676,611.0241705099677,5012.357483467352,100.0,1669.778691737045,52.55687602730116,3515 days 00:00:00,219,1,378.51287587333263,60.75164556962027,-16.49344419608753,6.5154698145403085,-4.218932798085678,52 days 10:22:42.162162162,32 days 00:26:40,26.172277759024396,0.3183719001936933,0.08752794356474426,1.0608932935759423,0.08232523343658112,6.261219749843233,1.043827359148655,0.3987347333274756,-0.018122405805137316,None,None,0.0001844920337082193,0.04649199249447126,6.11024170509964,0.03153851682983322,0.17574767620600487,1.3040290713236988,-0.8780964501184609,23055.833333333332,2.619647197683157,1.3012740040479396,42 days 08:46:01.643835616
CVX,true,95,107,false,143,52.816901408450704,1.3390102566838369,0.008920718683251665,2.145809516166702,1.8579509779785575,0.18865435356200527,0.3759894459102902,0.4048163071396285,0.5286234519920124,0,0,15918,15919 days 00:00:00,1000.0,11424.944931554148,1042.4944931554148,5012.357483467352,100.0,1761.1712626910196,50.132719980486584,3912 days 00:00:00,142,1,1653.3673419045917,62.3319995880127,-20.10544236468262,8.52591737766949,-4.996102269097611,85 days 02:33:36,43 days 21:51:02.686567164,61.77167316654615,0.36777309259948004,0.11457273172030752,1.0707377071583493,-0.08207404536783851,9.195429943679388,1.0345009506933849,0.40391568921421644,-0.01815537485749346,None,None,0.00021610821661672105,0.054459270587413705,10.424944931554208,0.03931208881629433,0.17821244570721428,1.3390102566838369,-0.7920151352743783,23055.833333333332,2.1120270917329615,1.2944130978300814,65 days 16:03:22.816901408
CVX,true,112,119,false,161,51.87500000000001,1.4054881452070502,0.01005151400929765,1.6918512332835145,1.4387669299439725,0.21240105540897097,0.4234828496042216,0.35935098754438766,0.4703486494344641,0,0,15918,15919 days 00:00:00,1000.0,7739.516041355178,673.9516041355178,5012.357483467352,100.0,1181.633222963421,47.80795160486079,2281 days 00:00:00,160,1,464.4237505555302,48.841818181818205,-16.374285714285698,7.76703565621039,-4.856724183637664,74 days 17:38:18.795180722,40 days 07:10:07.792207792,39.219326817497816,0.32743602299221386,0.1004807498495019,1.062847472586751,0.026564225752961648,6.824401425175955,1.0320132162391802,0.40021110036062985,-0.018038085776346007,None,None,0.0001900347325744898,0.04788875260877143,6.739516041355238,0.032924227481804236,0.17601643875168999,1.4054881452070502,-0.8655419916958309,23055.833333333332,2.241013145364273,1.2598526879568184,58 days 03:53:59.999999999
