Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration,Signal Entry
RUNE-USD,false,70,85,60,37.28813559322034,1.391755923149018,0.081267217630854,5.521177855020717,2.874932847584752,2.479338842975207,4.917355371900826,13.688870714927399,2.266416955493844,0,0,17424,726 days 01:00:00,1000.0,5321.964150407053,432.19641504070535,-11.443970292001138,100.0,587.4412703866514,50.65991936870227,195 days 15:00:00,59,1,158.0472493770394,238.7201407290732,-14.332704722237576,23.732396950192967,-5.307114579946566,10 days 10:40:54.545454545,2 days 13:27:34.054054054,70.57486272932229,1.5797355371819024,2.6006276561945847,1.0739022591462386,-0.0044562045245281545,13.15290426259136,1.0219267344440042,0.31291440626883665,-0.01081866845848848,None,None,0.00012213885712504196,0.7386958078922538,4.32196415040705,0.7865308051573308,0.5627654259140613,38.766299982689816,5 days 12:01:01.016949152,false
RUNE-USD,false,83,86,54,39.62264150943396,1.3665946159004387,0.07300275482093664,5.731729832204838,2.848907135533766,2.231404958677686,4.421487603305785,12.789810369382698,2.1442068765501383,0,0,17424,726 days 01:00:00,1000.0,4797.253334288973,379.7253334288973,-11.443970292001138,100.0,533.7916478403182,57.20054586186974,195 days 09:00:00,53,1,94.81742009922436,225.3651217665373,-15.103570353763168,23.301703697098723,-5.798565516631772,11 days 05:11:25.714285714,2 days 20:00:00,69.85728139980651,1.4994474890596234,2.0972622984543436,1.0697660020902096,-0.036314584741254055,12.939687718274206,1.0097098600712944,0.3161870231890626,-0.010887079780771605,None,None,0.00011639590410335354,0.7039624280170822,3.797253334288933,0.7233125461295415,0.5650207289317887,34.18125822943717,6 days 03:43:01.132075470,false
RUNE-USD,false,84,85,54,39.62264150943396,1.3665946159004387,0.07300275482093664,5.731729832204838,2.848907135533766,2.231404958677686,4.421487603305785,12.789810369382698,2.1442068765501383,0,0,17424,726 days 01:00:00,1000.0,4797.253334288973,379.7253334288973,-11.443970292001138,100.0,533.7916478403182,57.20054586186974,195 days 09:00:00,53,1,94.81742009922436,225.3651217665373,-15.103570353763168,23.301703697098723,-5.798565516631772,11 days 05:11:25.714285714,2 days 20:00:00,69.85728139980651,1.4994474890596234,2.0972622984543436,1.0697660020902096,-0.036314584741254055,12.939687718274206,1.0097098600712944,0.3161870231890626,-0.010887079780771605,None,None,0.00011639590410335354,0.7039624280170822,3.797253334288933,0.7233125461295415,0.5650207289317887,34.18125822943717,6 days 03:43:01.132075470,false
RUNE-USD,false,81,85,55,38.88888888888889,1.3529511695098229,0.0743801652892562,5.730315762143046,2.8482042841421062,2.272727272727273,4.5041322314049586,13.023444913961468,2.155971753023026,0,0,17424,726 days 01:00:00,1000.0,4853.1698087963,385.31698087962997,-11.443970292001138,100.0,554.087771680625,57.268293951701885,195 days 09:00:00,54,1,95.92260581371102,230.31319028895564,-15.103570353763176,23.93362585801116,-5.853608844318483,11 days 04:19:59.999999999,2 days 18:41:49.090909090,69.578651907085,1.5080196432305086,2.117223360376492,1.0701713523649303,-0.039917847654781416,12.937457973838137,1.0116403660521658,0.3162864481039432,-0.010878542548492751,None,None,0.00011706156671189876,0.7079883554735636,3.8531698087963475,0.7302580704503625,0.5650218957904154,34.669869026918974,6 days 01:06:39.999999998,false
RUNE-USD,false,82,84,55,38.88888888888889,1.3529511695098229,0.0743801652892562,5.730315762143046,2.8482042841421062,2.272727272727273,4.5041322314049586,13.023444913961468,2.155971753023026,0,0,17424,726 days 01:00:00,1000.0,4853.1698087963,385.31698087962997,-11.443970292001138,100.0,554.087771680625,57.268293951701885,195 days 09:00:00,54,1,95.92260581371102,230.31319028895564,-15.103570353763176,23.93362585801116,-5.853608844318483,11 days 04:19:59.999999999,2 days 18:41:49.090909090,69.578651907085,1.5080196432305086,2.117223360376492,1.0701713523649303,-0.039917847654781416,12.937457973838137,1.0116403660521658,0.3162864481039432,-0.010878542548492751,None,None,0.00011706156671189876,0.7079883554735636,3.8531698087963475,0.7302580704503625,0.5650218957904154,34.669869026918974,6 days 01:06:39.999999998,false
RUNE-USD,false,82,87,54,39.62264150943396,1.3665834437227447,0.07300275482093664,5.724019665014943,2.8450748630843505,2.231404958677686,4.421487603305785,12.772605864082932,2.144431264031721,0,0,17424,726 days 01:00:00,1000.0,4798.493857067753,379.8493857067753,-11.443970292001138,100.0,533.9975425343273,57.200545861869756,195 days 09:00:00,53,1,94.84193895642511,224.70074245509105,-15.103570353763175,23.2822447037147,-5.798565516631771,11 days 05:11:25.714285714,2 days 20:00:00,69.8802248700251,1.4996246093233723,2.0977621810393026,1.0697730841626816,-0.03640658277343194,12.938815143136765,1.0097165445596703,0.3161870231890626,-0.010887079780771663,None,None,0.00011641166960190648,0.7040577777523304,3.79849385706778,0.7234672062972214,0.5650305159168613,34.19209819797194,6 days 03:43:01.132075470,false
RUNE-USD,false,80,89,54,39.62264150943396,1.3581607329179777,0.07300275482093664,5.699670189937517,2.8329721654127304,2.231404958677686,4.421487603305785,12.718272324653963,2.128467101483701,0,0,17424,726 days 01:00:00,1000.0,4727.209441092418,372.7209441092418,-11.443970292001138,100.0,531.7127255881446,57.77318857421242,195 days 09:00:00,53,1,93.43300681441087,224.70074245509105,-15.103570353763157,23.282830986040935,-5.839279082505349,11 days 05:08:34.285714285,2 days 19:56:15,68.56181951467934,1.488654855957587,2.048425211959075,1.069255837851111,-0.03658788353691617,12.945301832290058,1.0094552006481623,0.3159882184125066,-0.010887079780771539,None,None,0.00011554645768496346,0.698824976078659,3.727209441092425,0.7145372341336909,0.564963722472437,33.56919885310768,6 days 03:39:37.358490564,false
RUNE-USD,false,81,88,54,39.62264150943396,1.3569490746487838,0.07300275482093664,5.689160278721318,2.8277483042165135,2.231404958677686,4.421487603305785,12.694820456650875,2.1243250201103194,0,0,17424,726 days 01:00:00,1000.0,4708.732423136441,370.8732423136441,-11.443970292001138,100.0,530.469809813946,57.838753568449384,195 days 09:00:00,53,1,93.06780967937812,224.70074245509105,-15.103570353763175,23.263438138602346,-5.843959566825603,11 days 05:05:42.857142857,2 days 19:58:07.500000,68.2200870463596,1.4857611956554022,2.0386780329803402,1.069117325682354,-0.0364938158163088,12.94547557330237,1.0098213133566836,0.31588883854402655,-0.010887079780771624,None,None,0.00011532152868533968,0.6974646054889344,3.7087324231364303,0.7122082423497966,0.5649621117409969,33.407742492382134,6 days 03:39:37.358490565,false
RUNE-USD,false,78,89,55,38.88888888888889,1.3589976453538648,0.0743801652892562,5.66838036143823,2.817419824620186,2.272727272727273,4.5041322314049586,12.882682639632343,2.1557502308303453,0,0,17424,726 days 01:00:00,1000.0,4852.444448276644,385.2444448276644,-11.443970292001138,100.0,548.7039080919914,56.629203967993924,195 days 12:00:00,54,1,95.90826910719898,224.70074245509105,-15.103570353763176,23.735141255023493,-5.828649298116029,11 days 04:37:08.571428571,2 days 18:30:54.545454545,69.5654847994341,1.507525964892673,2.140823751372748,1.070134627452419,-0.0375467990179479,12.920036963281992,1.0121029598863223,0.3161870231890626,-0.010883245886590192,None,None,0.00011707690441360518,0.7080811178934842,3.852444448276602,0.7301683070083185,0.5652809816497382,34.663530662687435,6 days 01:06:39.999999999,false
RUNE-USD,false,79,88,55,38.88888888888889,1.357911305014615,0.0743801652892562,5.660297335389277,2.813402225873961,2.272727272727273,4.5041322314049586,12.864312125884721,2.151863495895227,0,0,17424,726 days 01:00:00,1000.0,4834.665712758857,383.4665712758857,-11.443970292001138,100.0,547.3472808822683,56.629203967993924,195 days 15:00:00,54,1,95.55687348204538,224.70074245509105,-15.103570353763166,23.717264296183835,-5.830499821479988,11 days 04:34:17.142857142,2 days 18:30:54.545454545,69.24275628290394,1.5047980853246483,2.133621346548279,1.07000535477712,-0.03735901261345551,12.91920338822796,1.0122225088560663,0.3160876132930514,-0.010883245886590264,None,None,0.00011686717530543403,0.7068126762472651,3.8346657127588344,0.7279654422165254,0.5652912479323672,34.508176051794976,6 days 01:05:33.333333332,false
