Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Current
34,49,0,4425,4426 days 00:00:00,1000.0,13715.97367709585,1271.597367709585,5296.118853024271,100.0,158.23820899779105,72.27555437742241,2075 days 00:00:00,33,33,0,0.0,39.39393939393939,357.12124384216014,-21.368407411786453,68.72546535172329,-12.26054019150137,147 days 05:32:18.461538462,33 days 13:12:00,2.9241887801534587,385.33253566957126,0.6734010190685347,0.3334941524974098,1.1597259696678885,1.0537895166678504,0
38,45,0,4425,4426 days 00:00:00,1000.0,13641.442132656963,1264.1442132656962,5296.118853024271,100.0,154.0447645838859,72.714097223513,2075 days 00:00:00,32,32,0,0.0,37.5,357.1212438421601,-21.368407411786453,74.40522570587288,-12.228873249572088,155 days 16:00:00,35 days 16:48:00,2.9171918385512883,395.0450666455301,0.6725098887660829,0.3307160952692157,1.1595426579064763,1.052474693405177,0
39,44,0,4425,4426 days 00:00:00,1000.0,13641.442132656963,1264.1442132656962,5296.118853024271,100.0,154.0447645838859,72.714097223513,2075 days 00:00:00,32,32,0,0.0,37.5,357.1212438421601,-21.368407411786453,74.40522570587288,-12.228873249572088,155 days 16:00:00,35 days 16:48:00,2.9171918385512883,395.0450666455301,0.6725098887660829,0.3307160952692157,1.1595426579064763,1.052474693405177,0
40,43,0,4425,4426 days 00:00:00,1000.0,13641.442132656963,1264.1442132656962,5296.118853024271,100.0,154.0447645838859,72.714097223513,2075 days 00:00:00,32,32,0,0.0,37.5,357.1212438421601,-21.368407411786453,74.40522570587288,-12.228873249572088,155 days 16:00:00,35 days 16:48:00,2.9171918385512883,395.0450666455301,0.6725098887660829,0.3307160952692157,1.1595426579064763,1.052474693405177,0
41,42,0,4425,4426 days 00:00:00,1000.0,13641.442132656963,1264.1442132656962,5296.118853024271,100.0,154.0447645838859,72.714097223513,2075 days 00:00:00,32,32,0,0.0,37.5,357.1212438421601,-21.368407411786453,74.40522570587288,-12.228873249572088,155 days 16:00:00,35 days 16:48:00,2.9171918385512883,395.0450666455301,0.6725098887660829,0.3307160952692157,1.1595426579064763,1.052474693405177,0
33,52,0,4425,4426 days 00:00:00,1000.0,13547.391724231995,1254.7391724231995,5296.118853024271,100.0,155.18494207354055,73.14793467219766,2075 days 00:00:00,32,32,0,0.0,40.625,362.62830077374906,-21.368407411786436,68.68194743644094,-12.819871314359176,148 days 09:13:50.769230770,34 days 07:34:44.210526316,2.895740861946646,392.1059913822497,0.6714311019097724,0.32778736499308203,1.1593222367587064,1.0506631647254043,0
32,52,0,4425,4426 days 00:00:00,1000.0,13532.296557931586,1253.2296557931586,5296.118853024271,100.0,154.13326057754747,73.4779926126564,2075 days 00:00:00,32,32,0,0.0,37.5,362.6283007737491,-21.368407411786443,74.04831341245342,-11.957392069422765,155 days 18:00:00,35 days 20:24:00,2.9249870669297335,391.63426743536206,0.6712696522676921,0.3261598467477974,1.159200116918725,1.0502426369381503,0
2,41,0,4425,4426 days 00:00:00,1000.0,13503.473662517312,1250.3473662517313,5296.118853024271,100.0,945.3306259600906,74.33993974343929,2060 days 00:00:00,126,126,0,0.0,28.57142857142857,204.78841167165177,-41.05966189069066,26.506424043236226,-4.907470835714775,51 days 06:00:00,7 days 21:36:00,1.5059341794639347,99.23391795648664,0.6732719933500265,0.32208493932436305,1.1656272556794622,1.033410273439834,0
35,49,0,4425,4426 days 00:00:00,1000.0,13362.92173584891,1236.2921735848909,5296.118853024271,100.0,154.7944814166686,74.64140398343675,2075 days 00:00:00,32,32,0,0.0,37.5,362.62830077374906,-21.368407411786443,74.04831341245342,-12.005961406306247,155 days 20:00:00,35 days 13:12:00,2.8797115537289355,386.34130424527854,0.6692468735967836,0.3193519025751237,1.1588026051965015,1.0470654065552643,0
35,48,0,4425,4426 days 00:00:00,1000.0,13350.506933247812,1235.0506933247812,5296.118853024271,100.0,156.4070233608875,73.32921400426416,2075 days 00:00:00,33,33,0,0.0,39.39393939393939,357.1212438421601,-21.368407411786436,68.72546535172326,-12.371616891411755,147 days 05:32:18.461538462,33 days 15:36:00,2.8740411004658433,374.2577858559945,0.6690037373849776,0.3249371039373858,1.158494854706776,1.0465752708921645,0
3,40,0,4425,4426 days 00:00:00,1000.0,13268.146265035693,1226.8146265035693,5296.118853024271,100.0,774.2602489513037,72.20473744625167,1887 days 00:00:00,105,105,0,0.0,30.476190476190478,204.78841167165172,-41.05966189069065,29.543741760895,-5.8328685250165275,57 days 06:00:00,9 days 23:00:49.315068493,1.5112216150836542,116.83948823843525,0.6708217943926023,0.3291225370838126,1.165097243912617,1.0290949589410017,0
10,16,0,4425,4426 days 00:00:00,1000.0,13266.868582711671,1226.6868582711672,5296.118853024271,100.0,476.7505556564003,73.94482276337308,2092 days 00:00:00,97,96,1,211.48663525084703,36.45833333333333,221.59564617232257,-36.36633036569605,25.988100670230942,-6.797567070847078,51 days 13:42:51.428571428,11 days 21:38:21.639344262,1.9118737553683163,125.57689528605025,0.673873338509267,0.3213642631354702,1.163942194811963,1.0333864658996217,0
30,55,0,4425,4426 days 00:00:00,1000.0,13248.19219737901,1224.819219737901,5296.118853024271,100.0,153.01232239561838,73.62626112866579,2075 days 00:00:00,32,32,0,0.0,37.5,362.628300773749,-21.36840741178645,73.68565188010123,-11.969887203600656,155 days 20:00:00,35 days 20:24:00,2.883159342915434,382.756006168094,0.6678398596315137,0.3225594480885736,1.1583127979491072,1.0447951878545112,0
31,53,0,4425,4426 days 00:00:00,1000.0,13106.950230405493,1210.6950230405494,5296.118853024271,100.0,155.64312768420464,74.31163074588328,2075 days 00:00:00,33,33,0,0.0,36.36363636363637,362.628300773749,-21.368407411786443,74.3161336748834,-11.66238461073745,154 days 16:00:00,34 days 17:08:34.285714286,2.8549446342636706,366.87727970925755,0.6661370210221734,0.3181131931199519,1.1579546743995262,1.0420658743873905,0
3,41,0,4425,4426 days 00:00:00,1000.0,13081.203516724183,1208.1203516724183,5296.118853024271,100.0,679.9035693912826,71.46774080854958,1882 days 00:00:00,101,101,0,0.0,30.693069306930692,199.44729933626994,-41.059661890690656,30.100399186530456,-5.978564002039448,59 days 13:09:40.645161290,10 days 07:53:08.571428571,1.5494131449913597,119.61587640320977,0.6685231666484004,0.3304912513050022,1.1638372728580224,1.0248098020907104,0
7,19,0,4425,4426 days 00:00:00,1000.0,13065.810454468248,1206.5810454468249,5296.118853024271,100.0,529.5731453084486,79.07937434343077,2202 days 00:00:00,106,105,1,-18.59962703580095,35.23809523809524,221.5956461723226,-38.54792452262656,24.28349327495957,-6.010970843876729,48 days 05:50:16.216216216,10 days 17:17:38.823529411,1.953788568265961,115.08961982384812,0.6720480786883414,0.2985286688136289,1.1641553854680255,1.0306089750683545,0
37,48,0,4425,4426 days 00:00:00,1000.0,13059.835696213962,1205.9835696213963,5296.118853024271,100.0,151.56028263430582,74.243671305307,2075 days 00:00:00,32,32,0,0.0,40.625,362.628300773749,-21.368407411786446,66.5291558742144,-12.387238025654861,148 days 14:46:09.230769230,34 days 06:18:56.842105263,2.8798747369883566,376.86986550668627,0.6656372771430878,0.317909898948913,1.1575991413728994,1.0402085064315434,0
36,46,0,4425,4426 days 00:00:00,1000.0,13031.022153957167,1203.1022153957167,5296.118853024271,100.0,159.84820533473814,72.42890349064007,2075 days 00:00:00,34,34,0,0.0,41.17647058823529,285.26581890604194,-21.368407411786436,60.09483484999355,-12.232333555841075,136 days 12:00:00,33 days 12:00:00,2.8323295268216016,353.85359276344593,0.6654746731250862,0.32556459073948935,1.1578254774829324,1.039929039122344,0
32,53,0,4425,4426 days 00:00:00,1000.0,12970.999881881256,1197.0999881881257,5296.118853024271,100.0,150.94829780433736,74.75283993655015,2075 days 00:00:00,32,32,0,0.0,40.625,362.62830077374906,-21.368407411786443,68.42618754700818,-12.82186394337007,148 days 01:50:46.153846152,34 days 12:37:53.684210526,2.8392483200941068,374.09374630878926,0.6644086686931576,0.3148140529385847,1.1575183679043803,1.0391923720430958,0
40,42,0,4425,4426 days 00:00:00,1000.0,12935.915358292126,1193.5915358292127,5296.118853024271,100.0,155.61707814519562,73.47673512829104,2075 days 00:00:00,34,34,0,0.0,38.23529411764706,357.1212438421601,-21.36840741178644,69.80328659087404,-12.216087984033337,146 days 03:41:32.307692308,32 days 10:17:08.571428571,2.8120828035829692,351.05633406741543,0.6642719608607733,0.31990608687733635,1.1574955862691831,1.0380643669382636,0
33,51,0,4425,4426 days 00:00:00,1000.0,12931.767642014483,1193.1767642014483,5296.118853024271,100.0,150.10615234003657,74.59820881978926,2075 days 00:00:00,32,32,0,0.0,37.5,362.628300773749,-21.368407411786446,74.04831341245342,-12.152254147334004,155 days 20:00:00,35 days 19:12:00,2.856266403218332,372.86773881295255,0.6639067382805853,0.3150529881821205,1.1572529717495732,1.038374339358734,0
34,50,0,4425,4426 days 00:00:00,1000.0,12931.767642014483,1193.1767642014483,5296.118853024271,100.0,150.10615234003657,74.59820881978926,2075 days 00:00:00,32,32,0,0.0,37.5,362.628300773749,-21.368407411786446,74.04831341245342,-12.152254147334004,155 days 20:00:00,35 days 19:12:00,2.856266403218332,372.86773881295255,0.6639067382805853,0.3150529881821205,1.1572529717495732,1.038374339358734,0
43,47,0,4425,4426 days 00:00:00,1000.0,12866.783093114414,1186.6783093114414,5296.118853024271,100.0,146.74731363084175,73.83337911861481,2075 days 00:00:00,29,29,0,0.0,34.48275862068966,375.0529940023663,-22.111157617012534,84.03229320725438,-11.112597462645295,174 days 02:24:00,44 days 08:50:31.578947368,2.7168594665889643,409.1994170039453,0.6632767233776693,0.31762177863798724,1.1567477048233388,1.0407906959971511,0
44,46,0,4425,4426 days 00:00:00,1000.0,12866.783093114414,1186.6783093114414,5296.118853024271,100.0,146.74731363084175,73.83337911861481,2075 days 00:00:00,29,29,0,0.0,34.48275862068966,375.0529940023663,-22.111157617012534,84.03229320725438,-11.112597462645295,174 days 04:48:00,44 days 08:50:31.578947368,2.7168594665889643,409.1994170039453,0.6632772596447205,0.31762177863798724,1.1567471860478327,1.0407971292250537,0
2,43,0,4425,4426 days 00:00:00,1000.0,12848.860001489495,1184.8860001489495,5296.118853024271,100.0,900.7357064804042,78.13297269745057,2069 days 00:00:00,122,122,0,0.0,28.688524590163933,199.44729933626988,-41.05966189069066,27.27412312097562,-5.076713429024696,55 days 10:17:08.571428572,7 days 03:51:43.448275862,1.4941242336944052,97.1218032908975,0.6662459717053314,0.299961692375416,1.1632611526972632,1.0187971768434658,0
2,44,0,4425,4426 days 00:00:00,1000.0,12802.190944234722,1180.2190944234721,5296.118853024271,100.0,802.6816316595348,79.60303583802133,2074 days 00:00:00,119,119,0,0.0,28.57142857142857,199.4472993362699,-41.05966189069065,27.829808113459038,-5.117046754680235,56 days 09:10:35.294117647,7 days 14:57:52.941176470,1.5450354710907588,99.17807516163629,0.6659405808618996,0.29395692254646916,1.1630948011293478,1.017584253154814,0
31,54,0,4425,4426 days 00:00:00,1000.0,12791.736330311986,1179.1736330311985,5296.118853024271,100.0,149.22170314731488,74.75283993655017,2075 days 00:00:00,32,32,0,0.0,37.5,362.62830077374906,-21.368407411786443,74.0117034041415,-12.180909076636059,155 days 18:00:00,35 days 15:36:00,2.8335811553642176,368.49176032224943,0.6621573643362092,0.3129185457731904,1.156907086021891,1.0356302348739066,0
35,50,0,4425,4426 days 00:00:00,1000.0,12785.505262653762,1178.5505262653762,5296.118853024271,100.0,147.72988692605944,73.54218034266509,2075 days 00:00:00,32,32,0,0.0,40.625,362.62830077374906,-21.368407411786446,66.70711776175283,-12.509088126536069,148 days 11:04:36.923076922,34 days 07:34:44.210526316,2.893104380812245,368.29703945793005,0.6623939205139682,0.31800243025260255,1.1569953174757042,1.035023592081216,0
36,49,0,4425,4426 days 00:00:00,1000.0,12678.338078854755,1167.8338078854754,5296.118853024271,100.0,148.48296955980288,74.80608884682576,2075 days 00:00:00,32,32,0,0.0,40.625,362.6283007737491,-21.368407411786446,66.29811513359915,-12.424462134783761,148 days 11:04:36.923076922,34 days 07:34:44.210526316,2.856418463415514,364.94806496421114,0.6608547678297281,0.3114849825270591,1.1564161705580596,1.0326870727121016,0
39,47,0,4425,4426 days 00:00:00,1000.0,12617.146749686888,1161.7146749686888,5296.118853024271,100.0,144.1448589272822,73.2288196130699,2075 days 00:00:00,32,32,0,0.0,37.5,362.62830077374895,-21.36840741178646,71.05497086520387,-11.393556853602336,156 days 18:00:00,35 days 02:24:00,2.923722266513679,363.0358359277152,0.6598409287686522,0.31752235907737025,1.1562120207041147,1.0320417535416089,0
35,47,0,4425,4426 days 00:00:00,1000.0,12605.399484347732,1160.5399484347731,5296.118853024271,100.0,155.36773382211751,72.48713276719275,2075 days 00:00:00,34,34,0,0.0,41.17647058823529,285.26581890604194,-21.368407411786446,60.07166242527578,-12.374495717781944,136 days 13:42:51.428571430,33 days 13:12:00,2.8060729217798066,341.3352789514039,0.6600993342632616,0.32064063174224955,1.1564233112922162,1.0314465476900305,0
7,22,0,4425,4426 days 00:00:00,1000.0,12575.076147659069,1157.5076147659067,5296.118853024271,100.0,512.4126306859459,73.81970667766426,2091 days 00:00:00,99,98,1,-153.70982796119824,35.714285714285715,214.97183013920474,-37.1630004763603,25.363746803539044,-6.438592926853377,51 days 06:10:17.142857143,11 days 13:20:00,1.906247199619359,119.68148954714559,0.6659585924589256,0.3145209461217024,1.1624048286551532,1.0215077950221476,0
32,51,0,4425,4426 days 00:00:00,1000.0,12573.239484782409,1157.323948478241,5296.118853024271,100.0,157.77300935590588,72.37141069061413,2075 days 00:00:00,34,34,0,0.0,41.17647058823529,285.2658189060419,-21.36840741178645,59.503397953041045,-12.278473970489678,136 days 13:42:51.428571430,33 days 13:12:00,2.786240165392139,340.3893966112473,0.6596696269362672,0.3207946277273514,1.1562958665324328,1.0306383298045907,0
38,47,0,4425,4426 days 00:00:00,1000.0,12498.863168777478,1149.8863168777477,5296.118853024271,100.0,148.41485831148873,75.35000932834473,2076 days 00:00:00,32,32,0,0.0,40.625,362.628300773749,-21.368407411786446,66.16445104148441,-12.38723802565486,148 days 14:46:09.230769230,34 days 06:18:56.842105263,2.8271723798058273,359.33947402429624,0.658567199786712,0.3073136621802472,1.1558300203522718,1.0289659091151895,0
38,55,0,4425,4426 days 00:00:00,1000.0,12431.849895458361,1143.184989545836,5296.118853024271,100.0,110.92969049526924,76.22134437966044,2076 days 00:00:00,29,29,0,0.0,37.93103448275862,392.63693663581336,-22.11115761701254,75.45365175310482,-11.413165081763895,165 days 21:49:05.454545454,42 days 17:20:00,4.1048192524132565,394.20172053304685,0.6576612784829204,0.30308438360196016,1.1544803425778858,1.0303028512428225,0
40,46,0,4425,4426 days 00:00:00,1000.0,12423.946915349763,1142.3946915349763,5296.118853024271,100.0,143.0817625802785,73.63875283477019,2075 days 00:00:00,32,32,0,0.0,37.5,362.628300773749,-21.36840741178646,71.05497086520386,-11.46832625303703,156 days 18:00:00,35 days 02:24:00,2.8979640147425347,356.9983411046801,0.6573551867062816,0.3136262204087527,1.1555984163342574,1.028144556469311,0
41,45,0,4425,4426 days 00:00:00,1000.0,12423.946915349763,1142.3946915349763,5296.118853024271,100.0,143.0817625802785,73.63875283477019,2075 days 00:00:00,32,32,0,0.0,37.5,362.628300773749,-21.36840741178646,71.05497086520386,-11.46832625303703,156 days 18:00:00,35 days 02:24:00,2.8979640147425347,356.9983411046801,0.6573551867062816,0.3136262204087527,1.1555984163342574,1.028144556469311,0
42,44,0,4425,4426 days 00:00:00,1000.0,12423.946915349763,1142.3946915349763,5296.118853024271,100.0,143.0817625802785,73.63875283477019,2075 days 00:00:00,32,32,0,0.0,37.5,362.628300773749,-21.36840741178646,71.05497086520386,-11.46832625303703,156 days 18:00:00,35 days 02:24:00,2.8979640147425347,356.9983411046801,0.6573551867062816,0.3136262204087527,1.1555984163342574,1.028144556469311,0
44,47,0,4425,4426 days 00:00:00,1000.0,12382.184448435431,1138.2184448435432,5296.118853024271,100.0,146.3246476964244,75.74998704594013,2076 days 00:00:00,30,30,0,0.0,36.666666666666664,375.0529940023663,-22.11115761701254,77.57041335112487,-11.662696861840567,162 days 19:38:10.909090908,41 days 20:12:37.894736842,2.8095523335178245,379.406148281181,0.6575914675543775,0.3044339515205921,1.1548413795285049,1.0283849314408964,0
45,46,0,4425,4426 days 00:00:00,1000.0,12382.184448435431,1138.2184448435432,5296.118853024271,100.0,146.3246476964244,75.74998704594013,2076 days 00:00:00,30,30,0,0.0,36.666666666666664,375.0529940023663,-22.11115761701254,77.57041335112487,-11.662696861840567,162 days 19:38:10.909090908,41 days 20:12:37.894736842,2.8095523335178245,379.406148281181,0.6575914675543775,0.3044339515205921,1.1548413795285049,1.0283849314408964,0
2,47,0,4425,4426 days 00:00:00,1000.0,12381.471285999307,1138.1471285999307,5296.118853024271,100.0,714.5520462318855,79.00692567730029,2070 days 00:00:00,115,115,0,0.0,26.08695652173913,160.7430812067685,-41.05966189069068,30.164554775206014,-4.972906191542416,63 days 19:12:00,7 days 16:56:28.235294117,1.7169145013954743,98.96931553042876,0.6600540994663542,0.29187673308370515,1.1612429487733078,1.0089731025865738,0
34,48,0,4425,4426 days 00:00:00,1000.0,12365.089776417748,1136.5089776417747,5296.118853024271,100.0,152.9122101565013,72.9032516674229,2076 days 00:00:00,34,34,0,0.0,41.17647058823529,285.26581890604194,-21.36840741178646,59.86152035737883,-12.374495717781949,136 days 10:17:08.571428570,33 days 13:12:00,2.7989404205398936,334.26734636522787,0.6569901434585156,0.31612922072178457,1.1556718323440216,1.0265452529245493,0
9,18,0,4425,4426 days 00:00:00,1000.0,12349.44052300913,1134.944052300913,5296.118853024271,100.0,514.1556410487117,75.80654669979154,2170 days 00:00:00,100,99,1,196.86195029059672,35.35353535353536,221.59564617232257,-37.16300047636032,25.880070958456603,-6.545074207437722,51 days 19:53:08.571428571,11 days 07:07:30,1.832250005536088,112.65230881533873,0.6622935667584663,0.3038523612494582,1.1606159169920964,1.0160100830059735,0
33,50,0,4425,4426 days 00:00:00,1000.0,12310.73410888721,1131.0734108887211,5296.118853024271,100.0,154.94908743786272,72.48713276719276,2075 days 00:00:00,34,34,0,0.0,41.17647058823529,285.26581890604194,-21.368407411786453,59.206591222695536,-12.297591522468569,136 days 15:25:42.857142856,33 days 12:00:00,2.7745542504296816,332.6686502613885,0.6562523167332265,0.3173273711977322,1.155393234872378,1.0252431448663455,0
8,20,0,4425,4426 days 00:00:00,1000.0,12292.651697444308,1129.2651697444308,5296.118853024271,100.0,502.30238574074053,73.29961012020378,2170 days 00:00:00,99,98,1,195.9566818345429,35.714285714285715,221.5956461723226,-37.16300047636032,25.63542062481416,-6.573969561038358,51 days 19:53:08.571428571,11 days 09:31:25.714285714,1.8428225314385318,113.2315817919364,0.6616147188416098,0.3136066054901111,1.1605591242318654,1.0154065990562446,0
41,50,0,4425,4426 days 00:00:00,1000.0,12288.849936803945,1128.8849936803945,5296.118853024271,100.0,145.25263916729781,75.70934419093066,2076 days 00:00:00,30,30,0,0.0,36.666666666666664,375.05299400236635,-22.111157617012534,77.4170964714796,-11.623462488534763,162 days 15:16:21.818181818,41 days 21:28:25.263157894,2.81191774577633,376.29499789346494,0.6563657771560216,0.3035834606443506,1.1545517208276215,1.026461152124563,0
43,48,0,4425,4426 days 00:00:00,1000.0,12268.288369831831,1126.828836983183,5296.118853024271,100.0,145.14912357178616,75.74998704594013,2076 days 00:00:00,30,30,0,0.0,36.666666666666664,375.05299400236635,-22.111157617012534,77.47895359504352,-11.662696861840564,162 days 17:27:16.363636362,41 days 20:12:37.894736842,2.8067730871337186,375.60961232772763,0.6560949148887949,0.30319638088083434,1.1544872896534832,1.0260332300225945,0
41,49,0,4425,4426 days 00:00:00,1000.0,12207.382002134864,1120.7382002134864,5296.118853024271,100.0,139.95570723515127,73.83337911861486,2075 days 00:00:00,29,29,0,0.0,34.48275862068966,375.0529940023663,-22.11115761701254,84.03229320725438,-11.368433573856267,174 days 02:24:00,44 days 10:06:18.947368421,2.683139092176129,386.461448349478,0.6547107891916332,0.31038350134076953,1.1544876314347807,1.0267408501265145,0
42,48,0,4425,4426 days 00:00:00,1000.0,12207.382002134864,1120.7382002134864,5296.118853024271,100.0,139.95570723515127,73.83337911861486,2075 days 00:00:00,29,29,0,0.0,34.48275862068966,375.0529940023663,-22.11115761701254,84.03229320725438,-11.368433573856267,174 days 02:24:00,44 days 10:06:18.947368421,2.683139092176129,386.461448349478,0.6547107891916332,0.31038350134076953,1.1544876314347807,1.0267408501265145,0
34,52,0,4425,4426 days 00:00:00,1000.0,12204.536602315067,1120.4536602315068,5296.118853024271,100.0,143.39029617596307,74.62258688282522,2075 days 00:00:00,32,32,0,0.0,40.625,362.628300773749,-21.368407411786446,65.89742319032672,-12.36461306283851,148 days 20:18:27.692307692,34 days 06:18:56.842105263,2.8364949108125965,350.14176882234597,0.6546671022484105,0.30706922270084464,1.154711644397411,1.0227053188531194,0
42,49,0,4425,4426 days 00:00:00,1000.0,12195.184269572179,1119.5184269572178,5296.118853024271,100.0,144.70120506472708,75.89448767429599,2076 days 00:00:00,30,30,0,0.0,36.666666666666664,375.05299400236623,-22.111157617012534,77.41709647147957,-11.662696861840567,162 days 15:16:21.818181818,41 days 20:12:37.894736842,2.800052739373834,373.17280898573927,0.6551263687218272,0.30182072766302614,1.1542587794114512,1.0245155705293698,0
2,48,0,4425,4426 days 00:00:00,1000.0,12158.296564452618,1115.829656445262,5296.118853024271,100.0,712.5376651629643,78.7279285052872,2075 days 00:00:00,113,113,0,0.0,25.663716814159294,160.74308120676852,-41.05966189069068,30.986049896928296,-4.986983785556721,66 days 07:26:53.793103448,7 days 15:42:51.428571428,1.7001903853768845,98.74598729604088,0.6572733805508933,0.2905681489397293,1.1606361841039035,1.0045250693506997,0
39,46,0,4425,4426 days 00:00:00,1000.0,12136.629084026163,1113.6629084026163,5296.118853024271,100.0,143.390506476553,75.03223920481753,2075 days 00:00:00,32,32,0,0.0,40.625,362.62830077374895,-21.368407411786443,65.53271835759674,-12.18426511267421,148 days 20:18:27.692307692,34 days 05:03:09.473684210,2.8494853076892404,348.01965887581764,0.6537810553279099,0.30463911695752205,1.1544952448422054,1.0211652592071239,0
40,45,0,4425,4426 days 00:00:00,1000.0,12136.629084026163,1113.6629084026163,5296.118853024271,100.0,143.390506476553,75.03223920481753,2075 days 00:00:00,32,32,0,0.0,40.625,362.62830077374895,-21.368407411786443,65.53271835759674,-12.18426511267421,148 days 20:18:27.692307692,34 days 05:03:09.473684210,2.8494853076892404,348.01965887581764,0.6537810553279099,0.30463911695752205,1.1544952448422054,1.0211652592071239,0
