Ticker,Strategy Type,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Score,Avg Trade Duration
BTC-USD,EMA,5,89,false,36,47.22222222222222,4.566421004105039,0.00934094447327452,33.13816330415031,10.376658245911868,0.2802283341982356,0.5604566683964712,9.28625230111114,2.146522987272281,0,0,3854,3855 days 00:00:00,1000.0,461340.58189589554,46034.05818958955,16849.363178946536,100.0,8821.15696346767,66.56776134680048,756 days 00:00:00,36,0,0.0,370.83724307053217,-13.451918910389585,77.75550274566181,-6.782614090886291,121 days 22:35:17.647058824,11 days 07:34:44.210526315,12787.238385997096,1.3745316186275636,1.1829399349785716,1.3255883659389156,0.6149718653309323,10.975762064031635,1.1577517744450356,0.47418738049713194,-0.038458864628350554,None,None,0.0019606098651464496,0.49407368601690527,460.3405818958944,0.4932968979382557,0.43259664972905004,1.732094839472011,3854,9.422644787559292,63 days 13:19:59.999999999
BTC-USD,EMA,5,88,false,36,47.22222222222222,4.515632908785672,0.00934094447327452,33.03516784605998,10.344406951243684,0.2802283341982356,0.5604566683964712,9.257390055460503,2.1344252786445495,0,0,3854,3855 days 00:00:00,1000.0,442469.8815294059,44146.98815294059,16849.363178946536,100.0,8518.465620618777,64.85055339272442,756 days 00:00:00,36,0,0.0,370.83724307053217,-13.451918910389587,77.64580319318097,-6.879611148732488,121 days 09:52:56.470588234,11 days 18:56:50.526315789,12263.05226470572,1.3671023763895829,1.2033858862049094,1.3235850814799197,0.6160732293350966,10.986281756559366,1.1580034126910674,0.4736238532110092,-0.03845886462835051,None,None,0.001949601729991059,0.49129963595774684,441.46988152940673,0.48922559526648723,0.4325054316440071,1.6200983196862144,3854,9.236533203813948,63 days 13:19:59.999999998
BTC-USD,EMA,6,87,false,34,50.0,3.8123508882446107,0.008822003113648157,35.22283369398132,11.029437701191425,0.26466009340944474,0.5293201868188895,9.322078455594434,2.121804044362623,0,0,3854,3855 days 00:00:00,1000.0,424445.07082965336,42344.507082965334,16849.363178946536,100.0,8243.31699413163,64.52180256755722,823 days 00:00:00,34,0,0.0,389.9565614473167,-13.451918910389582,77.91528258207283,-7.469615194110195,122 days 02:49:24.705882354,12 days 02:49:24.705882352,12454.266789107452,1.3598235737818456,1.1986727998514817,1.3220597938864203,0.613364842450254,11.02037540949025,1.154128250488225,0.4719358533791524,-0.03845886462835052,None,None,0.00193857987308143,0.48852212801652034,423.44507082965436,0.48518232071917367,0.43236231773957684,1.513122106352082,3854,8.439665956643172,67 days 02:49:24.705882353
BTC-USD,EMA,8,80,false,34,47.05882352941176,2.956779468066931,0.008822003113648157,48.22697897313853,14.213145396393747,0.26466009340944474,0.5293201868188895,12.76375675988617,2.1536117482776866,0,0,3854,3855 days 00:00:00,1000.0,463875.01109909476,46287.50110990948,16849.363178946536,100.0,10121.199240633072,65.05809978214666,827 days 00:00:00,34,0,0.0,910.5866256579709,-13.62426836697767,112.06609780785371,-8.518904435497172,129 days 06:00:00,11 days 10:40:00,13613.970914679261,1.3729989928636384,1.2118153981646365,1.3268495865260699,0.6595835381985383,11.08879951173275,1.167887166624414,0.46689497716894973,-0.038458864628350554,None,None,0.0019637440357386598,0.49486349700614224,462.8750110990968,0.4938317927603557,0.43377184829206744,1.7471365308183409,3854,8.373502373009298,66 days 21:10:35.294117646
BTC-USD,EMA,10,73,false,35,42.857142857142854,3.0003917842462484,0.00908147379346134,46.15858571621806,12.753339210596259,0.27244421380384015,0.5448884276076803,12.575639595752197,2.1399420185630382,0,0,3854,3855 days 00:00:00,1000.0,444995.6594993259,44399.565949932585,16849.363178946536,100.0,9268.240907473613,63.91562120393473,824 days 00:00:00,35,0,0.0,890.7152603334797,-14.077820412504899,118.10176707554668,-7.798800303278393,134 days 04:48:00,12 days 15:36:00,12685.590271409319,1.3660000801650611,1.2224901941653914,1.3256599367739526,0.6532332490437343,11.125095149318096,1.167404539579352,0.4646656534954407,-0.03845886462835051,None,None,0.0019525548973915415,0.49204383414266845,443.99565949932384,0.48977982815280385,0.43351011076410617,1.6350886664613133,3854,7.292407737459327,64 days 17:49:42.857142856
BTC-USD,EMA,6,86,false,35,48.57142857142857,3.4560885031023516,0.00908147379346134,33.54289896263895,10.503394407162686,0.27244421380384015,0.5448884276076803,9.138568736577815,2.0922087254072066,0,0,3854,3855 days 00:00:00,1000.0,386844.03748451057,38584.403748451055,16849.363178946536,100.0,8001.114585194923,64.5218025675572,827 days 00:00:00,35,0,0.0,370.83724307053217,-13.451918910389582,76.9935225875377,-7.4938011275431995,121 days 08:28:14.117647060,12 days 02:40:00,11024.115356700302,1.3424940731969242,1.174638603332666,1.3172863584832888,0.6105178389257614,11.000716267194116,1.1519589207789076,0.47137404580152675,-0.03876602577328889,None,None,0.0019148981045997349,0.4825543223591332,385.84403748450865,0.47620379042437766,0.4325935052166236,1.289962139142605,3854,7.110202910948295,65 days 04:06:51.428571429
BTC-USD,EMA,7,80,false,34,50.0,3.2367516612815947,0.008822003113648157,35.16934493428552,11.012688596110772,0.26466009340944474,0.5293201868188895,9.307922115456988,2.101432817836961,0,0,3854,3855 days 00:00:00,1000.0,386597.94764428167,38559.79476442817,16849.363178946536,100.0,7900.506531148021,62.91139717917773,824 days 00:00:00,34,0,0.0,399.6455709396332,-13.451918910389585,78.81486421076113,-8.47617434219009,121 days 02:49:24.705882354,12 days 08:28:14.117647058,11341.116107184753,1.3450901877168249,1.2045386409114283,1.3193554119168545,0.6278152865398806,11.150772778776451,1.1660424262440283,0.46410938093429543,-0.037999313683001586,None,None,0.0019121789971147866,0.48186910727292626,385.59794764428347,0.476142384624501,0.43114548427215815,1.2885016101147997,3854,7.085850664673424,66 days 17:38:49.411764706
BTC-USD,EMA,7,61,false,38,47.368421052631575,3.6248367983811005,0.009859885832900882,28.929337791435497,9.591602141201674,0.29579657498702644,0.5915931499740529,8.557199035349369,2.118520953373531,0,0,3854,3855 days 00:00:00,1000.0,394119.5399608251,39311.95399608251,16849.363178946536,100.0,8181.848043138182,61.1905215663295,993 days 00:00:00,38,0,0.0,351.8047953818202,-15.13388860262149,68.6956611677078,-6.860353247209569,107 days 16:00:00,13 days 14:24:00,10345.251051600657,1.3703055174356495,1.243659915476527,1.3294864820224424,0.4639112624004376,10.630739378371926,1.1599769555645798,0.4519774011299435,-0.03681184954520156,None,None,0.0019005900370650504,0.4789486893403927,393.11953996082855,0.47800291717993026,0.42064695026968146,1.3331418272948874,3854,6.831641630377343,58 days 03:47:22.105263158
BTC-USD,EMA,7,82,false,35,48.57142857142857,3.2753102618888175,0.00908147379346134,33.65928771173185,10.539839585548746,0.27244421380384015,0.5448884276076803,9.170278177820041,2.102488024260596,0,0,3854,3855 days 00:00:00,1000.0,391665.15963785636,39066.515963785634,16849.363178946536,100.0,8320.171348397478,65.04940638306155,825 days 00:00:00,35,0,0.0,370.83724307053217,-13.45191891038959,77.72161126040777,-7.955128973128732,121 days 11:17:38.823529412,11 days 17:19:59.999999999,11161.861703938757,1.346659636589714,1.168282304302381,1.3191113401521146,0.6234867360496729,11.098564424148401,1.1582441035481976,0.4685714285714285,-0.03829187053625563,None,None,0.0019163070662828092,0.48290938070326794,390.66515963785554,0.4773994794260543,0.4315726957643896,1.3185752214421773,3854,6.794890062332126,65 days 00:41:08.571428570
BTC-USD,EMA,7,81,false,35,48.57142857142857,3.2083043457863667,0.00908147379346134,34.133408568750944,10.68830255422299,0.27244421380384015,0.5448884276076803,9.299449661958612,2.097682369393056,0,0,3854,3855 days 00:00:00,1000.0,382567.9195439297,38156.79195439297,16849.363178946536,100.0,8202.626559625882,62.91139717917772,825 days 00:00:00,35,0,0.0,399.6455709396332,-13.45191891038958,78.8294736681681,-8.079541802920811,121 days 04:14:07.058823530,11 days 17:19:59.999999999,10901.940558397988,1.3429815300826677,1.201767789313059,1.3185690474785885,0.6271175598697948,11.138388778680257,1.164520539480682,0.4652223489167617,-0.03799931368300147,None,None,0.0019096335010687093,0.48122764226931475,381.5679195439288,0.47513155558644615,0.43124759659642303,1.2645836254553702,3854,6.734207332602371,64 days 21:15:25.714285713
