Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
BRO,false,40,71,56,41.81818181818181,4.388026445219173,4.962555264819994,1937.051392481074,1022.7773651759574,0.1061084543896057,1,205.53752932940023,1.0148263102097737,0,0,11083,11084 days 00:00:00,1000.0,106889.10920938924,10588.910920938923,58771.17661653144,100.0,2293.441671861831,44.45160263312065,1783 days 00:00:00,55,1,-648.7173770698137,210.1117637099734,-32.66742999729229,42.12873387927757,-6.188957436128521,261 days 18:46:57.391304348,39 days 19:30:00,0.6897341707693244,0.37413415875991135,1.1633240263251345,-0.8198281618551019,132 days 15:16:21.818181817,0
BRO,false,41,70,56,41.81818181818181,4.318068180217065,4.962555264819994,1900.9433592227726,1003.7120583591314,0.1061084543896057,1,201.7061617293134,1.0107714372840229,0,0,11083,11084 days 00:00:00,1000.0,104418.81318655725,10341.881318655724,58771.17661653144,100.0,2273.0960546641863,45.00796107263634,1816 days 00:00:00,55,1,-1133.071570695247,210.1117637099734,-32.66742999729229,42.058340678958785,-6.199371512215152,261 days 21:54:46.956521740,39 days 19:30:00,0.6870319739693107,0.36751485104227366,1.1626698564246305,-0.8240314059707509,132 days 16:34:54.545454545,0
BRO,false,42,68,56,41.81818181818181,4.263869198537245,4.962555264819994,1872.264982399525,988.5696647196758,0.1061084543896057,1,198.66314349019592,1.0090358341460497,0,0,11083,11084 days 00:00:00,1000.0,103308.06655861987,10230.806655861987,58771.17661653144,100.0,2265.169320004838,44.45160263312064,1783 days 00:00:00,55,1,-666.5074733540096,210.1117637099734,-32.66742999729229,41.98696279491455,-6.221177755261677,262 days 03:07:49.565217392,39 days 16:30:00,0.6858869672710971,0.3711915440663217,1.1624664768919608,-0.8259213572902298,132 days 17:01:05.454545453,0
BRO,false,40,70,57,41.07142857142857,4.068523413229441,5.052783542362176,1831.00387271786,966.7834956958396,0.10800324821799152,1,197.7543657532508,1.0081576402713726,0,0,11083,11084 days 00:00:00,1000.0,102872.51939663368,10187.251939663367,58771.17661653144,100.0,2321.667961227174,47.55931199272083,2676 days 00:00:00,56,1,-663.6974755664996,210.11176370997342,-32.66742999729229,42.11300463230403,-6.10449481606168,261 days 22:57:23.478260868,38 days 14:32:43.636363636,0.6854685974247455,0.3465956726288791,1.1621656152865687,-0.8266624470336392,130 days 08:08:34.285714283,0
BRO,false,41,69,57,41.07142857142857,4.3324951753687415,5.052783542362176,1815.1156018880565,958.3943719794604,0.10800324821799152,1,196.03838089506485,1.00661406236383,0,0,11083,11084 days 00:00:00,1000.0,101988.47974446455,10098.847974446455,58771.17661653144,100.0,2206.5402315686756,44.72372360427631,1800 days 00:00:00,56,1,-657.9939612666058,210.11176370997342,-32.66742999729229,42.07148038394436,-6.116957856816846,262 days 01:02:36.521739132,38 days 14:32:43.636363636,0.6842866160589542,0.3678305174389205,1.1619722274983397,-0.8281666531820667,130 days 08:59:59.999999999,0
BRO,false,46,62,57,41.07142857142857,4.308209905749614,5.052783542362176,1813.5054569139784,957.5442036047177,0.10800324821799152,1,195.86448000776255,1.0072941475155675,0,0,11083,11084 days 00:00:00,1000.0,101158.68394178424,10015.868394178424,58771.17661653144,100.0,2237.63244444254,44.204600063207,1800 days 00:00:00,56,1,-1397.6216453985398,210.11176370997342,-32.66742999729229,42.386379297692216,-6.286009946358065,262 days 05:13:02.608695652,38 days 10:54:32.727272727,0.6845076666811402,0.37144158454548165,1.161979372487035,-0.82957856264254,130 days 08:34:17.142857142,0
BRO,false,39,72,57,41.07142857142857,4.019987597767819,5.052783542362176,1799.0044876136117,949.8875852872604,0.10800324821799152,1,194.29832822101355,1.0054026031197447,0,0,11083,11084 days 00:00:00,1000.0,101130.48342640302,10013.048342640303,58771.17661653144,100.0,2288.931235844664,50.10487552177471,2680 days 00:00:00,56,1,-613.7678799592395,210.11176370997342,-32.66742999729229,42.12873387927757,-6.1572289609231925,261 days 13:33:54.782608696,38 days 14:32:43.636363636,0.6837768821863606,0.32767984408137396,1.1618209947580755,-0.8296265462239566,130 days 04:17:08.571428571,0
BRO,false,43,67,57,41.07142857142857,4.410215166334159,5.052783542362176,1769.921362227301,934.5314814331479,0.10800324821799152,1,191.15725621096087,1.002129625031015,0,0,11083,11084 days 00:00:00,1000.0,99473.82598901649,9847.38259890165,58771.17661653144,100.0,2162.8100493255206,44.45160263312063,1783 days 00:00:00,56,1,-641.7702957123547,210.11176370997342,-32.66742999729229,41.986962794914554,-6.145091293000114,262 days 05:13:02.608695652,38 days 11:38:10.909090909,0.6817921545343946,0.3679294491289743,1.1613530056510994,-0.832445372616009,130 days 08:59:59.999999999,0
BRO,false,37,72,59,39.6551724137931,3.9261210807076035,5.23324009744654,1762.9508980603496,930.8510251466492,0.11179283587476314,1,197.08528040212695,1.0098073787133806,0,0,11083,11084 days 00:00:00,1000.0,101844.06118027998,10084.406118027999,58771.17661653144,100.0,2408.381003519151,46.512669199897225,2889 days 00:00:00,58,1,-1407.0909072202485,210.11176370997342,-32.66742999729229,42.59130986380166,-5.96878051163152,261 days 07:18:15.652173912,36 days 11:39:25.714285714,0.6855121023622042,0.35356639003146645,1.1619541067776349,-0.8284123834405009,125 days 15:18:37.241379309,0
BRO,false,47,61,57,41.07142857142857,4.232893707772494,5.052783542362176,1762.688990451345,930.7127360050719,0.10800324821799152,1,190.37613656683752,1.0022861210205536,0,0,11083,11084 days 00:00:00,1000.0,98351.74288566885,9735.174288566886,58771.17661653144,100.0,2193.9805627720034,44.204600063207,1800 days 00:00:00,56,1,-1358.8405796064762,210.11176370997342,-32.66742999729229,42.329129142297276,-6.335791233135639,262 days 05:13:02.608695652,38 days 11:38:10.909090909,0.6811686021603853,0.3690022044329572,1.1611098375845106,-0.8343546131110037,130 days 08:59:59.999999999,0
