Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
JKHY,true,67,69,false,211,53.55450236966824,1.784322726497007,0.021283034093201533,4.867237365092311,4.2731553279110495,0.4469437159572322,0.8938874319144644,2.1753811544002453,0.9480966923924742,0,0,9914,9915 days 00:00:00,1000.0,95450.61177602429,9445.061177602429,47523.999023438366,100.0,13822.488079963248,64.8620372267591,3687 days 00:00:00,211,0,0.0,624.1761220529702,-31.986244940141955,13.24947728740273,-4.79799846369419,36 days 02:58:24.424778761,19 days 14:41:37.959183673,447.6332311659919,0.6231791645832008,0.28170340646354236,1.1485559192584325,0.8525044017281294,20.352917185529357,1.1287671569364706,0.40220619431480703,-0.027025911037945504,None,None,0.0006678338287910496,0.1682941248553445,94.45061177602338,0.12284065207690209,0.3250140924580957,-0.8012570202069018,14359.563492063491,2.0246637198612607,3.007080763431098,28 days 10:55:09.952606634
JKHY,true,67,68,false,303,51.48514851485149,1.6029938007492694,0.030562840427678033,2.6512391953201093,2.2376957986795274,0.6418196489812387,1.2836392979624773,1.7016174097056542,0.9058999935814878,0,0,9914,9915 days 00:00:00,1000.0,73423.52787336001,7242.352787336002,47523.999023438366,100.0,15651.325166562348,66.80803873041937,4028 days 00:00:00,303,0,0.0,320.31173596422946,-45.98747506556421,8.827131224978329,-3.9027686728886146,26 days 04:36:55.384615384,13 days 03:45:18.367346938,239.02154413650175,0.601607610653823,0.25648168700928,1.141544210982062,0.6101390299885874,18.080707632104357,1.1676251859254174,0.4024045261669023,-0.027025911037945514,None,None,0.0006370513851190944,0.16053694905001178,72.42352787335984,0.11537815999754741,0.3211499400397822,-0.8476064107365177,14359.563492063491,2.426235692489195,2.973700470780592,19 days 20:49:54.059405939
JKHY,true,21,23,false,427,50.70422535211267,1.2788642714640637,0.04296953802703248,1.515558159479669,1.2597574172539387,0.9044785152309865,1.8068388137986686,1.3707897938323776,0.8725915426123393,0,0,9914,9915 days 00:00:00,1000.0,58555.72256798618,5755.572256798618,47523.999023438366,100.0,27027.59822278752,67.57884964731434,1394 days 00:00:00,426,1,-4223.488528776827,144.1003546237946,-33.10669291338582,7.242058791528347,-4.374556776341828,17 days 00:33:20,9 days 11:32:34.285714285,145.02162229287057,0.5861823407312036,0.23917860396598184,1.1412931695672108,0.6399380616239215,20.292789321618102,1.2047450357692266,0.3772746214752049,-0.02649155258764667,None,None,0.000602337558529642,0.1517890647494698,57.55572256798579,0.10898227963327733,0.31164051696898154,-0.8788912470526729,14359.563492063491,2.880219660880842,2.6716242779251576,13 days 07:19:26.197183098
JKHY,true,65,68,false,174,53.44827586206896,1.7477058299887733,0.01755093806737946,5.326962590116903,4.6674912462867155,0.36856969941496875,0.7371393988299375,1.9633570006341703,0.9469225487027999,0,0,9914,9915 days 00:00:00,1000.0,96755.54355253006,9575.554355253005,47523.999023438366,100.0,12409.103939134988,58.676051513218574,3327 days 00:00:00,174,0,0.0,493.4214050834801,-41.06812247007096,14.678225681767836,-5.4096728114082415,46 days 06:27:05.806451612,21 days 03:51:06.666666666,550.3192158191379,0.624501013003724,0.3124101184549227,1.1486939348250158,0.7955169224417891,19.97929343437611,1.1103637894760972,0.40280135823429536,-0.027027227653868918,None,None,0.0006695196967404777,0.1687189635786004,95.75554355253047,0.12322822914828158,0.325144875461032,-0.7985111827283213,14359.563492063491,1.8385959420744993,2.666078642470779,34 days 13:55:51.724137929
JKHY,true,65,67,false,217,52.07373271889401,1.6341774046327489,0.021888238854145654,4.357738002921369,3.720060393821219,0.4596530159370587,0.9193060318741174,2.0030474157063427,0.9214115530316613,0,0,9914,9915 days 00:00:00,1000.0,81459.44889821639,8045.94488982164,47523.999023438366,100.0,13329.80834295982,56.38982941836754,3180 days 00:00:00,217,0,0.0,524.2752244105941,-41.068122470070975,13.012526892365845,-5.046023001955801,37 days 02:07:26.017699115,17 days 08:04:36.923076923,370.7808704986933,0.6086243147408698,0.31182489186083634,1.1448312037855193,0.7858003899120846,20.053180925049602,1.1290599508898551,0.3996329757199323,-0.02702722765386881,None,None,0.0006516496731584037,0.16421571763591775,80.45944889821628,0.11832634964157562,0.3247219047625153,-0.8306972255038246,14359.563492063491,2.0532486220567767,2.6392666456658485,27 days 14:55:51.152073732
JKHY,true,66,69,false,176,51.70454545454546,1.76066311090713,0.01775267298769417,5.615642956493955,4.7599060082055695,0.3728061327415776,0.7456122654831552,2.093546133467991,0.9320793088340461,0,0,9914,9915 days 00:00:00,1000.0,87404.00659706334,8640.400659706334,47523.999023438366,100.0,10768.060236743435,67.99857339766406,3944 days 00:00:00,176,0,0.0,581.5684016012918,-31.986244940141944,16.02447595416073,-5.527931193949301,44 days 15:33:37.582417582,22 days 21:27:31.764705882,490.93185566513273,0.6144290084629006,0.26307958445752294,1.1464208637058846,0.8284683617813101,20.207284872644138,1.1061955702425224,0.40339702760084917,-0.0270805661318879,None,None,0.0006599650944340629,0.16631120379738384,86.40400659706378,0.1203301688933931,0.3257586507086601,-0.8181886870369437,14359.563492063491,1.849132394763741,2.572148442767192,34 days 03:24:32.727272726
JKHY,true,18,88,false,67,51.515151515151516,2.6777225543065954,0.006657252370385313,13.005437455985238,8.144867811816138,0.141920516441396,0.2817228162194876,1.8457384002997004,0.9918617804587302,0,0,9914,9915 days 00:00:00,1000.0,130089.14395644671,12908.914395644671,47523.999023438366,100.0,6001.795627125816,67.329285165912,3154 days 00:00:00,66,1,3843.7864232780266,334.75729555585514,-22.461716305457397,33.07240624645823,-8.315716883892312,140 days 14:07:03.529411766,38 days 21:00:00,1897.656932320738,0.6571846043272858,0.2915164349925533,1.1564998784326033,0.7403810624988825,18.80997974730562,1.0517298546024763,0.4073811213626685,-0.02702534677397841,None,None,0.0006923313990936143,0.1744675125715908,129.08914395644626,0.13171123525402884,0.31950183023124423,-0.7283706198782194,14359.563492063491,1.1409039256605675,2.559003933547067,91 days 06:32:43.636363637
JKHY,true,19,88,false,67,51.515151515151516,2.6548831637535306,0.006657252370385313,12.829577758402142,8.034732801357025,0.141920516441396,0.2817228162194876,1.8207803011974795,0.9758232939111878,0,0,9914,9915 days 00:00:00,1000.0,115741.12991057729,11474.11299105773,47523.999023438366,100.0,5405.217445893782,65.61921254495033,3258 days 00:00:00,66,1,2005.6021884688816,334.75729555585514,-22.061178428198776,32.74452900936552,-8.330057945746448,142 days 05:38:49.411764708,37 days 02:15:00,1708.114056395581,0.6464653729732565,0.29128738504144275,1.1539381507913096,0.7479852218665076,18.910534969923077,1.0547526912893357,0.4057847724372607,-0.026807803019605923,None,None,0.0006797853738054721,0.17130591419897895,114.74112991057682,0.12835479489343982,0.3189137551230919,-0.7585617114124,14359.563492063491,1.1409039256605675,2.4961507796326123,91 days 06:10:54.545454546
JKHY,true,18,86,false,67,53.03030303030303,2.595063803358678,0.006657252370385313,12.764097382785419,8.228834194096327,0.141920516441396,0.2817228162194876,1.8114872924731777,0.9599002110951285,0,0,9914,9915 days 00:00:00,1000.0,106367.5922624122,10536.75922624122,47523.999023438366,100.0,5051.127213468187,68.86420114729567,3261 days 00:00:00,66,1,1026.3939173781255,346.51029903804357,-22.061178428198765,31.895082529230727,-8.835401976104444,138 days 19:12:00,37 days 06:11:36.774193548,1580.927247652031,0.6378169500939342,0.27219213254128677,1.1518808303645902,0.7106623885914656,18.930678734344006,1.050492786616122,0.40598411798071465,-0.026966056726506395,None,None,0.0006723763572646136,0.16943884203068263,105.3675922624123,0.12593536291076668,0.31971504977962517,-0.7782855095791792,14359.563492063491,1.1409039256605675,2.470685551613462,91 days 02:32:43.636363636
JKHY,true,65,66,false,311,50.80385852090033,1.4862985195509026,0.03136978010893686,2.343043941214697,1.951404473733183,0.658765382287674,1.317530764575348,1.5435162376511182,0.8089332441182612,0,0,9914,9915 days 00:00:00,1000.0,39139.699645343455,3813.9699645343453,47523.999023438366,100.0,9341.30183761039,68.30741840245778,3945 days 00:00:00,311,0,0.0,307.8244514424131,-34.06445579786251,8.769855137995513,-4.29379376526484,27 days 12:27:20.506329114,10 days 21:48:14.117647058,122.63569017795331,0.5384759792880187,0.21159413099142332,1.1263887406719206,0.7315885294471733,19.50446432474194,1.149756158287833,0.40220619431480703,-0.027706124776303857,None,None,0.0005812436776838116,0.1464734067763205,38.13969964534344,0.0976857439899177,0.32736979758256113,-0.9197464429991817,14359.563492063491,2.4580565363953712,2.4613731536556758,19 days 08:20:03.858520899
