Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
DOCN,true,54,56,33,68.75,1.6981833461029503,32.786885245901644,58.285932549676374,28.259846084691578,0.7100409836065574,2,41.385400877997675,1.495735907367954,0,0,976,977 days 00:00:00,1000.0,2943.621023142884,194.36210231428842,6.447062772863266,100.0,162.9776203382357,52.568666057098426,393 days 00:00:00,32,1,78.4711815532387,30.188821809009514,-17.72587792526937,9.856381955073891,-8.799008615020663,12 days 22:54:32.727272727,18 days 19:12:00,1.018960971936316,0.9450958584325645,1.2348060862667753,29.147387913204458,14 days 18:44:59.999999999,0
DOCN,true,55,56,43,64.28571428571429,1.6340951545930955,43.0327868852459,39.17194254149057,24.280129674477624,0.9252049180327869,2,36.24207388828482,1.3962988062723445,0,0,976,977 days 00:00:00,1000.0,2669.724921937208,166.9724921937208,6.447062772863266,100.0,184.65411580479488,54.4854120061734,393 days 00:00:00,42,1,24.503335194604006,30.550844013307493,-20.868964028834995,8.385378481667683,-6.990880257488794,10 days 07:06:40,13 days 01:36:00,0.9516334305512665,0.8134179270050763,1.2192708191658823,24.899002084567122,11 days 06:51:25.714285713,0
DOCN,true,54,57,26,60.0,1.8021071480777646,25.614754098360656,63.611519901698415,21.904793354579343,0.5594262295081966,2,35.58595273189275,1.3871199006932,0,0,976,977 days 00:00:00,1000.0,2661.231219003281,166.12312190032807,6.447062772863266,100.0,109.50560972736156,50.62990591936697,393 days 00:00:00,25,1,70.94322146082095,31.1628199674914,-17.68187521812634,12.801475853995672,-7.478887480194649,17 days 16:00:00,20 days 14:24:00,0.9495771372157267,0.8719689188608533,1.21882830059809,24.767256773048228,18 days 20:09:36,0
DOCN,true,54,55,43,54.761904761904766,1.5326190700216813,43.0327868852459,30.47193329607166,16.089404632912032,0.9252049180327869,2,28.19278254749253,1.2563969460366247,0,0,976,977 days 00:00:00,1000.0,2342.2613056065275,134.2261305606528,6.447062772863266,100.0,185.74373914081656,51.44425798802706,393 days 00:00:00,42,1,62.44010717151832,29.69293742838245,-17.72587792526937,8.828584701395693,-5.282866461376238,11 days 10:26:05.217391304,11 days 00:00:00,0.8604650559496201,0.7276543331849356,1.1954744476481654,19.81973377483346,11 days 05:42:51.428571428,0
DOCN,true,55,57,32,54.83870967741935,1.5639689499713807,31.762295081967213,37.50198428439748,14.635760625223993,0.6885245901639344,2,25.821038359749085,1.1791036638082775,0,0,976,977 days 00:00:00,1000.0,2182.593849575203,118.25938495752028,6.447062772863266,100.0,117.43637650549464,51.45837489653734,393 days 00:00:00,31,1,20.03233675888032,34.41954463808279,-19.736222363651585,11.811292709019005,-7.016570510412337,18 days 09:52:56.470588235,11 days 18:51:25.714285714,0.8100361038809248,0.6579295010484268,1.1823956906747095,17.343141539631542,15 days 10:03:52.258064515,0
DOCN,true,53,57,22,57.14285714285714,1.6552861162816066,21.51639344262295,42.23640203174129,11.635372460534791,0.4733606557377049,1,19.99305096174639,1.054705094057847,0,0,976,977 days 00:00:00,1000.0,1938.644926254414,93.8644926254414,6.447062772863266,100.0,72.98762801155804,57.63354710220893,811 days 00:00:00,21,1,51.68048358784631,30.188821809009514,-17.72587792526936,12.361166822364506,-7.4992389894899825,22 days 20:00:00,21 days 18:40:00,0.7339648571930395,0.4868371827490122,1.1651471890014113,13.559264572470473,22 days 09:08:34.285714285,0
DOCN,true,8,12,43,47.61904761904761,1.4723324643527733,43.0327868852459,20.15190953603583,9.252483717188168,0.9252049180327869,2,18.644645810492168,1.2680445661989255,0,0,976,977 days 00:00:00,1000.0,2180.475452720215,118.04754527202151,6.447062772863266,100.0,128.16360827669502,52.3101365683561,811 days 00:00:00,42,1,334.09525220671026,36.82279845120605,-14.300030179418766,10.200324426639973,-5.393303497206463,14 days 14:24:00,7 days 19:38:10.909090909,0.8249387029328693,0.6462883419748873,1.1774413615863215,17.310283214381407,11 days 01:08:34.285714285,0
DOCN,true,10,11,68,50.74626865671642,1.3255444032799992,68.64754098360656,11.826259706191905,9.093008367492645,1.4631147540983604,3,17.303175061928318,1.2124759306912192,0,0,976,977 days 00:00:00,1000.0,2091.5398373134312,109.15398373134313,6.447062772863266,100.0,184.39673959160166,59.77838184820779,811 days 00:00:00,67,1,299.18043699857253,39.57721709178643,-24.874390727475777,8.040900885763046,-5.492937321796426,8 days 00:00:00,5 days 21:49:05.454545454,0.7868133236994075,0.530992281216912,1.1667635931872893,15.930808272999913,6 days 23:17:00.895522386,0
DOCN,true,3,33,21,45.0,1.5402819584193947,20.491803278688522,42.76568066302127,8.835884434508527,0.45184426229508196,1,19.323427430729897,1.1861234729213674,0,0,976,977 days 00:00:00,1000.0,2191.0253314495594,119.10253314495594,6.447062772863266,100.0,60.19203740383744,59.58695474058309,811 days 00:00:00,20,1,335.7117181891333,82.62108061147585,-22.311376156475504,22.66305705109058,-8.958236314583113,37 days 05:20:00,10 days 21:49:05.454545454,0.8186587040711502,0.5714158745893332,1.1861504641483276,17.473921744065816,22 days 17:59:59.999999999,0
DOCN,true,9,11,54,47.16981132075472,1.3881696462276072,54.303278688524586,13.556670059409356,7.780458023076994,1.1618852459016393,3,15.751294925584231,1.1635034052435687,0,0,976,977 days 00:00:00,1000.0,2005.355933459652,100.5355933459652,6.447062772863266,100.0,149.64917384535397,46.71139519680309,809 days 00:00:00,53,1,286.85242031095527,34.291547534220115,-13.980164418332377,8.403826248137314,-4.753686006436053,11 days 12:28:48,6 days 08:34:17.142857142,0.7602316604590906,0.6355412453330423,1.1614869664956515,14.59401496277279,8 days 19:01:07.924528300,0
