Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration,Signal Entry
TRX-USD,false,13,17,50,42.0,1.8986886803676821,0.018573551263001486,61.13267034160868,30.385469282219695,0.5572065378900446,1.1144130757800892,34.06352359302118,2.5086603078152283,0,0,2692,2693 days 00:00:00,1000.0,211083.5684226245,21008.35684226245,9660.835599806585,100.0,9763.02543393364,76.7070566682915,1180 days 00:00:00,50,0,0.0,2619.894062460345,-35.57639852733542,158.58815466240793,-9.438542442418358,52 days 06:51:25.714285714,13 days 07:26:53.793103448,4201.67136845249,1.0847708324952863,1.3891958815176468,1.4074273057577036,9.756045962408821,172.69217430048923,1.3783332012459157,0.40333507034914023,-0.04965085226114175,None,None,0.0033497563575552443,0.8441386021039216,210.08356842262467,0.650110403805499,0.9365304951592209,1.174590036775188,29 days 16:19:11.999999998,false
TRX-USD,false,14,16,48,41.66666666666667,2.0103410343575607,0.017830609212481426,63.992758386534554,30.292430005460147,0.5349182763744428,1.0698365527488856,34.23089601657123,2.567903053667134,0,0,2692,2693 days 00:00:00,1000.0,255889.6775545708,25488.96775545708,9660.835599806585,100.0,11174.617869323085,75.29505050098996,1180 days 00:00:00,48,0,0.0,2619.894062460345,-29.21247009905961,166.16719718553654,-8.988983612752588,53 days 16:48:00,14 days 15:25:42.857142857,5310.201615720228,1.1079508106979483,1.4877627370633364,1.418385230629668,9.767271993092182,172.9584987880905,1.3781732782149072,0.40479916536254573,-0.04924256423381437,None,None,0.003419803579998215,0.8617905021595502,254.88967755457023,0.6801025675224521,0.9361110799162197,1.6383812758357448,30 days 21:59:59.999999999,false
TRX-USD,false,12,19,48,41.66666666666667,2.0101811830722465,0.017830609212481426,63.76197405039717,30.183182982436534,0.5349182763744428,1.0698365527488856,34.107445257270406,2.540639527030502,0,0,2692,2693 days 00:00:00,1000.0,233799.0470277254,23279.90470277254,9660.835599806585,100.0,9937.324588640027,75.29505050098996,1180 days 00:00:00,48,0,0.0,2619.894062460345,-29.21247009905961,165.8156278731625,-9.133492965863795,53 days 20:24:00,14 days 12:00:00,4849.980146410946,1.0970668515894477,1.4535153304091324,1.412579923097116,9.760841016202823,172.7943227186718,1.3743035638906123,0.4040667361835245,-0.04924256423381446,None,None,0.0033871061617478672,0.8535507527604625,232.79904702772606,0.6659680956911995,0.9363590636900534,1.4097195798713948,30 days 21:29:59.999999999,false
TRX-USD,false,11,23,49,40.816326530612244,2.0374414728173567,0.018202080237741457,63.21362696682261,29.92361039849591,0.5460624071322436,1.0921248142644873,34.518585305062864,2.4705807764437804,0,0,2692,2693 days 00:00:00,1000.0,192284.5862986724,19128.45862986724,9660.835599806585,100.0,7709.333779435379,77.2976629684383,1180 days 00:00:00,49,0,0.0,2686.014639407825,-29.21247009905962,167.40287606596627,-8.641027584310953,55 days 18:00:00,12 days 19:02:04.137931034,3903.7670673198454,1.073773073542075,1.3450097518924293,1.4003477420146568,9.709426754713903,171.7574103236099,1.366060877197287,0.40479916536254573,-0.049650852261141826,None,None,0.003320349019446173,0.8367279529004357,191.28458629867148,0.6357700243950168,0.9378166318440907,0.9800004287672799,30 days 07:50:12.244897958,false
TRX-USD,false,11,20,51,41.17647058823529,1.7912192904186601,0.018945022288261514,59.79278316385004,29.719489856588183,0.5683506686478454,1.136701337295691,33.98326829148981,2.485004991182341,0,0,2692,2693 days 00:00:00,1000.0,197522.03035528457,19652.20303552846,9660.835599806585,100.0,10170.898623115156,76.7070566682915,1180 days 00:00:00,51,0,0.0,2619.894062460345,-35.57639852733542,158.4931146062638,-9.297448845839563,52 days 06:51:25.714285714,12 days 22:24:00,3853.3731442212666,1.0768395106446091,1.3650684514955704,1.4032211158173267,9.739111316967179,172.33248207689002,1.3760619974466675,0.4040667361835245,-0.04965085226114177,None,None,0.0033270626945921156,0.8384197990372131,196.52203035528473,0.6398887127789761,0.9370369255218707,1.034213586651025,29 days 03:17:38.823529411,false
TRX-USD,false,15,17,50,40.0,2.179152592394125,0.018573551263001486,62.669785268269614,29.66617054119272,0.5572065378900446,1.1144130757800892,34.92001407964503,2.577247528497026,0,0,2692,2693 days 00:00:00,1000.0,263264.8315678043,26226.483156780432,9660.835599806585,100.0,10282.537133011157,75.29505050098996,1180 days 00:00:00,50,0,0.0,2686.014639407825,-29.21247009905962,169.17350228617906,-8.332692743670021,54 days 01:12:00,13 days 08:48:00,5245.2966313560855,1.1113622019767657,1.4986279820078552,1.418731558220884,9.761793199479241,172.81047807579515,1.382119130911956,0.4040667361835245,-0.04892487704525459,None,None,0.003431015540566127,0.864615916222664,262.264831567805,0.6845756937659182,0.9362972884960292,1.7147220223171482,29 days 15:21:36,false
TRX-USD,false,14,18,50,40.0,2.162330320651524,0.018573551263001486,62.639441426962584,29.651806592645013,0.5572065378900446,1.1144130757800892,34.903106292884054,2.571705731623584,0,0,2692,2693 days 00:00:00,1000.0,258294.97555209527,25729.497555209524,9660.835599806585,100.0,10126.708183860726,75.29505050098996,1180 days 00:00:00,50,0,0.0,2686.014639407825,-29.21247009905962,169.19903582213524,-8.400288169819193,54 days 01:12:00,13 days 09:36:00,5145.899511041906,1.1090628969154097,1.4913356928123689,1.4174226417400362,9.761117757098981,172.79082010375024,1.3826729253618908,0.4040667361835245,-0.04892487704525451,None,None,0.0034240353701041086,0.8628569132662354,257.2949755520963,0.6815741108314972,0.9363296335584437,1.6632786873761356,29 days 15:50:24,false
TRX-USD,false,10,24,52,42.30769230769231,2.039490586597369,0.019316493313521546,56.853630079282254,29.604257082703185,0.5794947994056463,1.1589895988112926,32.94638295827649,2.477742851517971,0,0,2692,2693 days 00:00:00,1000.0,196439.3708279644,19543.937082796438,9660.835599806585,100.0,8354.108284456563,78.20110812780997,1180 days 00:00:00,52,0,0.0,2532.256870497004,-29.212470099059612,146.6873719090104,-9.024447262518395,52 days 09:49:05.454545454,11 days 01:36:00,3758.449438999316,1.076307042027327,1.337039126566844,1.4016801036257043,9.700146975587613,171.4736052056767,1.3709731941390557,0.40479916536254573,-0.049650852261141826,None,None,0.00332955357842589,0.8390475017633242,195.43937082796552,0.6390455018959531,0.9382023765083676,1.0230069004784346,28 days 13:23:04.615384615,false
TRX-USD,false,13,20,50,40.0,2.1530903314819163,0.018573551263001486,62.17178517354575,29.430430851382607,0.5572065378900446,1.1144130757800892,34.642525170995036,2.516865260322598,0,0,2692,2693 days 00:00:00,1000.0,216156.4374760277,21515.643747602768,9660.835599806585,100.0,8463.759148876277,77.25681521301964,1180 days 00:00:00,50,0,0.0,2686.014639407825,-29.21247009905962,167.97842684387075,-8.365975940004247,54 days 04:48:00,13 days 08:48:00,4303.128749520556,1.0876664050513452,1.3879302282590344,1.4082052053507284,9.786827812580354,173.51244945743113,1.3737259541887883,0.40479916536254573,-0.04924256423381446,None,None,0.0033546919171364574,0.8453823631183872,215.15643747602803,0.6537814680446348,0.9354134933088082,1.2270996670343424,29 days 16:48:00,false
TRX-USD,false,12,21,50,40.0,2.1477132050311143,0.018573551263001486,62.06307463326637,29.378970240599468,0.5572065378900446,1.1144130757800892,34.581950947213805,2.5012635363719613,0,0,2692,2693 days 00:00:00,1000.0,204750.6261681983,20375.06261681983,9660.835599806585,100.0,8038.674011461828,77.85936474288623,1180 days 00:00:00,50,0,0.0,2686.014639407825,-29.21247009905962,167.86445547959121,-8.471179264283538,54 days 03:36:00,13 days 09:36:00,4075.012523363964,1.0811203641865632,1.3577052962037737,1.4052711646492315,9.787214552097835,173.51217228590124,1.374445861682731,0.4040667361835245,-0.04924256423381435,None,None,0.0033345665704397984,0.8403107757508292,203.75062616819855,0.6454135474924958,0.9354316213652629,1.109037298722664,29 days 16:48:00,false
