Short Window,Long Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Current
4,5,0,1658,1659 days 00:00:00,1000.0,640147.9521140945,63914.79521140945,18342.197041646657,100.0,34484.059793034634,63.84031512593115,713 days 00:00:00,98,97,1,104924.54506965226,38.144329896907216,453.79418955903833,-25.79606203267747,44.574234439608325,-6.533837400775417,16 days 00:38:55.135135135,3 days 23:36:00,1.7756139052463125,5507.4578045818835,1.95455462167256,4.924724400593871,1.5031334703748689,3.4957933989167156,0
16,20,0,1658,1659 days 00:00:00,1000.0,639471.0237980739,63847.102379807395,18342.197041646657,100.0,8966.57459725792,66.24507674888491,715 days 00:00:00,21,20,1,104813.5919761234,35.0,1040.8291548459283,-26.110377699154537,311.613423069424,-10.403838396163287,90 days 10:17:08.571428572,15 days 03:41:32.307692307,2.7009877326180876,26682.871591097515,1.8963893462050978,4.744496086171595,1.5029127138830753,3.3502920948172483,0
15,20,0,1658,1659 days 00:00:00,1000.0,632194.9046595875,63119.490465958756,18342.197041646657,100.0,9123.244691485765,66.24507674888491,723 days 00:00:00,23,22,1,103620.98722286755,31.818181818181817,1040.8291548459283,-26.90690849185605,318.249611170462,-10.246796634265142,86 days 06:51:25.714285715,14 days 22:24:00,2.591367079921298,23980.63261075999,1.896383473042594,4.728769944385027,1.5053771457945369,3.356782727589239,0
13,23,0,1658,1659 days 00:00:00,1000.0,627058.1634539557,62605.816345395564,18342.197041646657,100.0,8743.915775783684,66.24507674888493,723 days 00:00:00,23,22,1,102779.04086911998,31.818181818181817,1040.8291548459283,-26.906908491856047,313.46435408019,-9.75353440056241,88 days 00:00:00,14 days 04:48:00,2.8824107762326165,23785.414662947085,1.8931077246779886,4.717582491581365,1.5026980477600231,3.343602821053558,0
4,31,0,1658,1659 days 00:00:00,1000.0,626711.057023754,62571.1057023754,18342.197041646657,100.0,16672.89719104215,64.23838511016112,733 days 00:00:00,39,38,1,102722.1477959493,23.684210526315788,1598.208320409336,-24.958814205654086,327.62613695003984,-7.854654778312281,68 days 02:40:00,7 days 09:06:12.413793103,2.326961849334808,13762.866032310645,1.911990315400957,4.864169042142452,1.4954740771847679,3.3438329723799596,0
4,32,0,1658,1659 days 00:00:00,1000.0,614173.6127769095,61317.36127769095,18342.197041646657,100.0,14793.15703314205,68.34355554469221,733 days 00:00:00,37,36,1,100667.17655126768,25.0,1598.2083204093365,-24.958814205654093,326.0256704884243,-8.536192189182401,68 days 13:20:00,7 days 20:26:40,2.3086574621715927,14236.289895156719,1.9063863354730672,4.545221701777977,1.4928270202753469,3.329780997939925,0
11,24,0,1658,1659 days 00:00:00,1000.0,612932.1084594629,61193.21084594628,18342.197041646657,100.0,10666.06128876538,69.06102644488182,724 days 00:00:00,27,26,1,96713.2513337215,26.923076923076923,1347.0718727325166,-26.90690849185603,354.90338723003856,-9.258268154124384,85 days 10:17:08.571428572,12 days 00:00:00,2.4725130711435233,19816.109889451596,1.9172511398879957,4.495355169998741,1.5006647103861621,3.3437331930196583,0
12,25,0,1658,1659 days 00:00:00,1000.0,610340.7996523937,60934.07996523937,18342.197041646657,100.0,8482.097829673996,66.24507674888491,723 days 00:00:00,22,21,1,100038.95276003523,33.33333333333333,1040.8291548459285,-26.906908491856036,311.5953456944385,-10.001043280934905,90 days 13:42:51.428571428,14 days 03:25:42.857142857,2.886384717900963,24252.468899636107,1.8854243170983556,4.680671266972059,1.498446205908662,3.3257249450476847,0
7,28,0,1658,1659 days 00:00:00,1000.0,609779.2430100339,60877.92430100338,18342.197041646657,100.0,10656.723586302864,67.78697334370706,724 days 00:00:00,31,30,1,96215.76741270715,30.0,1638.6150928421557,-26.664537554077693,313.17471207183354,-9.727593615904667,71 days 10:40:00,8 days 22:51:25.714285714,2.821088032231935,17085.449186577564,1.9080285380271687,4.572978742777092,1.4956272740734737,3.323427735179826,0
5,31,0,1658,1659 days 00:00:00,1000.0,605344.1801161685,60434.41801161684,18342.197041646657,100.0,13098.65637257044,65.43343187896127,733 days 00:00:00,35,34,1,95515.96828909236,26.47058823529412,1638.6150928421557,-26.66453755407771,329.5137842825709,-9.440537172523028,71 days 05:20:00.000000001,7 days 07:40:48,2.319829640799652,14965.53564197283,1.9063549745966886,4.727406889772171,1.495809960506019,3.33137185845982,0
5,28,0,1658,1659 days 00:00:00,1000.0,604272.6972026881,60327.26972026881,18342.197041646657,100.0,14682.896901154503,67.60608299968371,733 days 00:00:00,37,36,1,95346.90128333273,27.77777777777778,1598.2083204093365,-26.66453755407771,276.8711430001596,-8.93590844316762,61 days 04:48:00,8 days 02:46:09.230769230,2.3139163421760354,14109.04988664876,1.9050425420581114,4.573123116615907,1.4950662489718265,3.3357760204591402,0
7,25,0,1658,1659 days 00:00:00,1000.0,597572.7567380168,59657.27567380169,18342.197041646657,100.0,12353.092667358569,65.59464618119793,733 days 00:00:00,35,34,1,94289.73195391166,29.411764705882355,1638.6150928421557,-26.664537554077704,280.6613227019407,-9.64956633085683,63 days 19:12:00,7 days 20:00:00,2.514009304444187,14773.030140708968,1.9062015815720372,4.698073385541613,1.4960326851442538,3.3375420139908614,0
21,29,0,1658,1659 days 00:00:00,1000.0,595528.1146055828,59452.81146055828,18342.197041646657,100.0,5320.038469964674,62.101020816776064,733 days 00:00:00,15,14,1,92434.31661102001,42.857142857142854,1328.5878528889068,-35.95707011694426,437.0011177954674,-18.214344042877865,109 days 04:00:00,19 days 15:00:00,3.02246675437812,35863.84271389735,1.8727312440479953,4.957419089498433,1.4996892628072414,3.2864846499540894,0
3,36,0,1658,1659 days 00:00:00,1000.0,595494.570881255,59449.4570881255,18342.197041646657,100.0,14535.698137588905,68.65726000089984,733 days 00:00:00,41,40,1,97605.55623870407,27.500000000000004,1598.2083204093365,-19.35531815834894,263.10409357964755,-8.026419915105812,59 days 06:32:43.636363636,6 days 00:49:39.310344827,2.634274601001647,12422.225366063778,1.9035637988154985,4.483950154500472,1.4931378075764838,3.3475700917900517,0
7,24,0,1658,1659 days 00:00:00,1000.0,593480.7890624651,59248.078906246505,18342.197041646657,100.0,13745.723159643763,70.30682168794877,738 days 00:00:00,35,34,1,93644.06909371371,32.35294117647059,1638.6150928421562,-26.6645375540777,255.34242283758607,-9.916752709963431,57 days 15:16:21.818181818,8 days 03:07:49.565217391,2.347045238608002,14671.668234375036,1.9036042796394037,4.37442445607451,1.4963459336262772,3.331811446899137,0
3,6,0,1658,1659 days 00:00:00,1000.0,593421.818977548,59242.1818977548,18342.197041646657,100.0,32008.542731123347,64.53811673106046,713 days 00:00:00,101,100,1,101056.0383460854,37.0,470.02583068602445,-25.796062032677476,44.617739994276484,-6.208394088556995,16 days 00:00:00,3 days 21:20:00,1.839347568677842,4913.657806314628,1.936183212869452,4.765291984481816,1.4952526058542255,3.4540320747784667,0
12,36,0,1658,1659 days 00:00:00,1000.0,592344.1165435048,59134.41165435048,18342.197041646657,100.0,8357.898303210117,62.776953853313685,733 days 00:00:00,19,18,1,97089.17563159682,44.44444444444444,1157.4882765954424,-30.499584391840617,297.81102825429167,-15.715879776149016,83 days 09:00:00,15 days 14:24:00,2.3866259162708383,27458.607828439322,1.8742440161800487,4.896383118712075,1.5007397566611735,3.2833704335014704,0
14,16,0,1658,1659 days 00:00:00,1000.0,591838.6617120168,59083.86617120168,18342.197041646657,100.0,10796.525691295365,64.58964925142044,585 days 00:00:00,30,29,1,93384.96131819673,34.48275862068966,1347.0718727325166,-26.906908491856047,242.16255354795652,-10.193608889021014,63 days 09:36:00,9 days 15:09:28.421052631,2.5227762130117424,17153.57587564897,1.9120239960652483,4.757782617292827,1.5012915823737476,3.3351156838030493,0
13,24,0,1658,1659 days 00:00:00,1000.0,589865.1164554631,58886.51164554631,18342.197041646657,100.0,8604.118723665437,66.24507674888491,723 days 00:00:00,22,21,1,96682.85088181606,33.33333333333333,1040.8291548459285,-26.11037769915453,311.613423069424,-10.22670745940597,90 days 10:17:08.571428572,14 days 00:00:00,2.609846416360735,23437.25074160224,1.8779587559178916,4.634371594543481,1.4965023311641896,3.3113349448986242,0
22,28,0,1658,1659 days 00:00:00,1000.0,588246.0360694284,58724.603606942845,18342.197041646657,100.0,5256.3986722518775,62.101020816776064,733 days 00:00:00,15,14,1,91304.0358795335,42.857142857142854,1328.5878528889068,-36.74140563611087,437.0011177954674,-18.312385982773684,109 days 04:00:00,19 days 12:00:00,3.017351620867642,35424.42858499249,1.8700751647939877,4.939665179537691,1.4989793361849135,3.2818154222549194,0
13,22,0,1658,1659 days 00:00:00,1000.0,587044.7339999336,58604.47339999335,18342.197041646657,100.0,8488.340076034257,66.24507674888491,732 days 00:00:00,24,23,1,96220.57127115491,30.434782608695656,1040.8291548459283,-26.90690849185604,318.249611170462,-10.091694067015997,86 days 06:51:25.714285715,14 days 00:00:00,2.725222630733369,21296.702727338205,1.8787793590412853,4.627896314659126,1.4981134073813904,3.319240698955405,0
16,31,0,1658,1659 days 00:00:00,1000.0,586165.79862951,58516.579862950995,18342.197041646657,100.0,6214.15280390018,64.2179273101169,584 days 00:00:00,17,16,1,74693.73376171035,43.75,1157.4882765954426,-35.95707011694426,333.50660258726975,-15.707425850631942,92 days 20:34:17.142857143,17 days 16:00:00,3.302587937950313,31904.50405423749,1.8689320309362032,4.771897078196851,1.496350590369563,3.2673261507872517,0
3,7,0,1658,1659 days 00:00:00,1000.0,584610.5670498163,58361.05670498162,18342.197041646657,100.0,34763.528235051475,67.12212278216782,717 days 00:00:00,95,94,1,95821.59497353318,37.234042553191486,453.79418955903833,-25.796062032677465,46.067363465875594,-6.417075152270268,16 days 21:15:25.714285714,4 days 05:17:17.288135593,1.658247833813469,5189.244383790249,1.9338106214896271,4.561891432651418,1.4937743746333338,3.4528125043204474,0
20,31,0,1658,1659 days 00:00:00,1000.0,584000.6213888577,58300.06213888577,18342.197041646657,100.0,5249.91999111765,61.825586807003596,733 days 00:00:00,16,15,1,90645.08797244966,40.0,1328.5878528889068,-35.95707011694426,435.3240377269463,-16.296532233552224,109 days 08:00:00,17 days 05:20:00,2.9807773653186715,32823.702227760536,1.869000702385697,4.9511953218088935,1.4988522810258453,3.283720440337887,0
20,30,0,1658,1659 days 00:00:00,1000.0,583915.9400530342,58291.59400530342,18342.197041646657,100.0,5254.453079740637,62.101020816776064,733 days 00:00:00,15,14,1,90631.9442413401,42.857142857142854,1328.5878528889068,-35.95707011694426,435.1080542290241,-18.214344042877865,109 days 08:00:00,19 days 15:00:00,3.0039337108708115,35163.14255797814,1.868425603778489,4.929026859479463,1.4980141490122274,3.278727018350784,0
6,25,0,1658,1659 days 00:00:00,1000.0,583676.9381982654,58267.693819826534,18342.197041646657,100.0,14201.124461670526,71.5413859192184,738 days 00:00:00,38,37,1,92097.14035628666,27.027027027027028,1638.6150928421557,-26.6645375540777,281.4412494717229,-8.770746911822284,60 days 07:12:00,8 days 05:19:59.999999999,2.301592099151796,13258.91345518861,1.8976922971192351,4.278097489905262,1.4911791986141625,3.3177992841479815,0
14,34,0,1658,1659 days 00:00:00,1000.0,580703.5055469393,57970.350554693934,18342.197041646657,100.0,8007.293802198809,64.21792731011692,584 days 00:00:00,17,16,1,98890.18881268665,43.75,1157.4882765954426,-35.95707011694426,334.45022518097534,-16.288971834236975,93 days 06:51:25.714285715,19 days 02:40:00,2.331315008864157,30050.832295890785,1.8692383104086807,4.758873605345825,1.4981308822051156,3.272953035807422,0
7,53,0,1658,1659 days 00:00:00,1000.0,579505.6818877364,57850.568188773635,18342.197041646657,100.0,9134.654035333346,63.60176318715387,732 days 00:00:00,20,19,1,91438.96671132708,31.57894736842105,1345.5925623728567,-32.82584593924587,435.5771670715777,-11.740015685942497,111 days 08:00:00,11 days 01:50:46.153846153,2.6560370403718356,25635.090272442594,1.8705899589050394,4.802080374785744,1.5014856471078055,3.292725296946116,0
14,22,0,1658,1659 days 00:00:00,1000.0,579272.9950976246,57827.299509762466,18342.197041646657,100.0,8513.246300230465,66.24507674888491,723 days 00:00:00,23,22,1,94946.73111274792,31.818181818181817,1040.8291548459283,-26.11037769915454,313.46435408019,-10.220917095581077,88 days 00:00:00,14 days 04:48:00,2.5652216611496996,21969.375635676217,1.8755207120660868,4.609926851203152,1.496805429883415,3.3098439781404743,0
13,21,0,1658,1659 days 00:00:00,1000.0,577393.3780461876,57639.33780461876,18342.197041646657,100.0,10079.471633971,68.45100402293423,724 days 00:00:00,27,26,1,91105.67078914994,26.923076923076923,1347.071872732516,-26.906908491856047,354.2226114401411,-9.313934997918578,85 days 03:25:42.857142857,12 days 05:03:09.473684210,2.49454078174886,18664.911817578373,1.905268407102129,4.457132431801814,1.497062420252252,3.3266911232821226,0
5,30,0,1658,1659 days 00:00:00,1000.0,576302.6652556207,57530.26652556207,18342.197041646657,100.0,13373.8227624452,66.32562635039092,737 days 00:00:00,35,34,1,90933.56954206072,26.47058823529412,1638.6150928421562,-26.664537554077693,329.64490545502497,-9.68215381940751,71 days 08:00:00,7 days 10:33:36,2.113600305372101,14246.149873928236,1.8930821197372365,4.597419147986707,1.4892924087603827,3.304320754576867,0
15,21,0,1658,1659 days 00:00:00,1000.0,576094.0819762229,57509.408197622295,18342.197041646657,100.0,8403.226522170356,66.24507674888491,723 days 00:00:00,22,21,1,94425.6859200272,33.33333333333333,1040.8291548459283,-26.11037769915454,311.61342306942396,-10.369332050543193,90 days 10:17:08.571428572,14 days 03:25:42.857142857,2.6097146515341367,22888.971240771214,1.8727122783288053,4.602522493520354,1.4943785956016216,3.3016216143209816,0
12,23,0,1658,1659 days 00:00:00,1000.0,575936.2621151397,57493.62621151397,18342.197041646657,100.0,10110.931008521471,66.24507674888491,727 days 00:00:00,26,25,1,90875.75557127054,28.000000000000004,1040.8291548459283,-26.90690849185604,320.19250028006473,-9.517966613576636,86 days 10:17:08.571428572,12 days 10:40:00,2.4465204365022655,19362.42026175477,1.8735652261452784,4.602154068303304,1.495445680991876,3.309078418218285,0
6,27,0,1658,1659 days 00:00:00,1000.0,574165.7853731448,57316.578537314475,18342.197041646657,100.0,11781.222564925323,63.0933545871783,733 days 00:00:00,34,33,1,90596.39581875328,30.303030303030305,1638.6150928421557,-26.664537554077704,278.6202049923029,-9.697533170305386,63 days 19:12:00,8 days 04:10:26.086956521,2.5580615871448718,14623.314834981558,1.8953695784395406,4.827701657705283,1.4915212839484142,3.308543633328601,0
14,33,0,1658,1659 days 00:00:00,1000.0,573619.6548344411,57261.96548344411,18342.197041646657,100.0,8064.9793423558995,64.21792731011692,733 days 00:00:00,18,17,1,97683.85317360697,41.17647058823529,1157.4882765954424,-35.95707011694425,340.7339457639617,-16.060228039554108,92 days 03:25:42.857142857,17 days 16:48:00,2.2549783189087447,27937.40009769612,1.8682050624768147,4.741840858761244,1.4996177541596134,3.272726048230207,0
12,37,0,1658,1659 days 00:00:00,1000.0,572323.3652530786,57132.33652530787,18342.197041646657,100.0,8340.298989396233,63.76972434811181,585 days 00:00:00,21,20,1,93807.64014567807,40.0,1157.4882765954424,-30.499584391840635,294.73515043279093,-13.395048238504215,84 days 12:00:00,12 days 12:00:00,2.4337934559246337,23875.786255370047,1.8665274751657401,4.772012068627967,1.496676654658606,3.266286541871037,0
18,28,0,1658,1659 days 00:00:00,1000.0,569835.3984780731,56883.53984780731,18342.197041646657,100.0,6276.417262376954,64.6554681366935,584 days 00:00:00,17,16,1,72612.78914845327,43.75,1157.4882765954424,-36.741405636110855,333.1182615741539,-15.7926890712833,92 days 17:08:34.285714285,18 days 00:00:00,2.988653733915304,31013.913083101233,1.8624512075315922,4.700647211903328,1.4932351595153686,3.2547177604973183,0
6,31,0,1658,1659 days 00:00:00,1000.0,566828.1400255567,56582.814002555664,18342.197041646657,100.0,11398.848436766795,65.7164356524482,733 days 00:00:00,31,30,1,89438.60439470375,30.0,1638.6150928421557,-26.6645375540777,308.7316026191153,-9.720265809687932,71 days 13:20:00,8 days 17:08:34.285714285,2.5624507780430865,15879.651187695099,1.8934473729689905,4.617605660084581,1.4919528751574707,3.300368090752865,0
23,27,0,1658,1659 days 00:00:00,1000.0,564720.945555077,56372.094555507705,18342.197041646657,100.0,5074.869741619068,62.101020816776064,733 days 00:00:00,15,14,1,87652.61185508315,42.857142857142854,1328.5878528889068,-36.74140563611087,437.0011177954674,-18.7635687809453,109 days 04:00:00,19 days 12:00:00,2.9546446718233024,34004.88097857098,1.8612580080748575,4.881113358404337,1.4961729218153204,3.266075367557244,0
24,26,0,1658,1659 days 00:00:00,1000.0,564720.945555077,56372.094555507705,18342.197041646657,100.0,5074.869741619068,62.101020816776064,733 days 00:00:00,15,14,1,87652.61185508315,42.857142857142854,1328.5878528889068,-36.74140563611087,437.0011177954674,-18.7635687809453,109 days 04:00:00,19 days 12:00:00,2.9546446718233024,34004.88097857098,1.8612580080748575,4.881113358404337,1.4961729218153204,3.266075367557244,0
12,18,0,1658,1659 days 00:00:00,1000.0,560489.294027024,55948.92940270239,18342.197041646657,100.0,10382.40583825616,63.190657005763114,585 days 00:00:00,31,30,1,88438.41139166034,33.33333333333333,1638.6150928421557,-26.6645375540777,270.7998759270405,-10.608484568419996,63 days 09:36:00,9 days 06:00:00,2.464812717324911,15701.69608784545,1.8936267568531497,4.786397034166464,1.4946597591495852,3.30454429954987,0
8,22,0,1658,1659 days 00:00:00,1000.0,556128.0435388007,55512.80435388006,18342.197041646657,100.0,11006.456541437155,71.72512737411401,760 days 00:00:00,34,33,1,87750.25897024939,30.303030303030305,1638.6150928421557,-26.664537554077693,283.3582236528986,-10.841421875390857,63 days 09:36:00,8 days 09:23:28.695652174,2.356744164062569,14162.963168743974,1.8888760251195091,4.2072353361472565,1.4897343533192486,3.2994384699387624,0
6,30,0,1658,1659 days 00:00:00,1000.0,555029.410633183,55402.94106331829,18342.197041646657,100.0,11386.709660262915,67.78697334370706,733 days 00:00:00,33,32,1,87576.90802508261,28.125,1638.6150928421557,-26.664537554077693,313.17471207183354,-9.29661711437715,71 days 10:40:00,8 days 02:05:13.043478260,2.5485027934285185,14576.640706503134,1.8857944218004035,4.449080996917664,1.4884058935667595,3.278371488519041,0
13,35,0,1658,1659 days 00:00:00,1000.0,553917.3369802029,55291.73369802029,18342.197041646657,100.0,8214.573820734979,64.21792731011692,585 days 00:00:00,19,18,1,90790.76859794807,44.44444444444444,1157.4882765954424,-35.95707011694425,294.36167555156254,-15.917083908377291,84 days 09:00:00,15 days 00:00:00,2.2604274454587716,25673.69824345859,1.8595386601861357,4.693589145050644,1.4956088312775817,3.2564007259437724,0
15,33,0,1658,1659 days 00:00:00,1000.0,553677.2230151072,55267.722301510716,18342.197041646657,100.0,7595.728587126621,64.21792731011692,733 days 00:00:00,17,16,1,94287.78128983098,43.75,1157.4882765954426,-35.95707011694426,333.07079759711644,-16.840494337145262,93 days 03:25:42.857142857,19 days 00:00:00,2.30256704560248,28649.340107829757,1.859149197687021,4.692992896889815,1.4955361016960411,3.2545013246970194,0
3,58,0,1658,1659 days 00:00:00,1000.0,552856.9114636976,55185.691146369754,18342.197041646657,100.0,8705.98074032232,67.84606629422767,724 days 00:00:00,25,24,1,90616.95773979858,25.0,1040.8291548459283,-20.294361630642726,390.180301455694,-8.068430795917186,111 days 12:00:00,8 days 02:40:00,2.6320502677750723,19218.331405162455,1.8696998658065414,4.440100719831241,1.4977952365783895,3.3067751877456666,0
10,18,0,1658,1659 days 00:00:00,1000.0,552340.0909840238,55134.00909840237,18342.197041646657,100.0,12696.357287250441,72.97095893201573,613 days 00:00:00,36,35,1,87152.56600815104,31.428571428571427,1638.6150928421557,-26.66453755407771,257.28994067268945,-10.28262152019264,56 days 13:05:27.272727273,8 days 09:00:00,2.302321199301807,13262.50071359636,1.887039583092889,4.1271324633353474,1.490124595394586,3.3032573653850434,0
12,24,0,1658,1659 days 00:00:00,1000.0,551441.0566130062,55044.105661300615,18342.197041646657,100.0,8153.913733033907,66.24507674888491,732 days 00:00:00,24,23,1,90384.88962866447,30.434782608695656,1040.8291548459285,-26.906908491856047,312.4330063446453,-9.632692591551264,87 days 20:34:17.142857143,13 days 03:00:00,2.7248272364510964,20002.442042797466,1.8652125150769774,4.543991453580648,1.4945713991734426,3.2916335293782626,0
