Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],FMC,SMA,56,85,0,true,false,1,75,1.3124936142492694,48.64864864864865,2.7087656216026534,6.624573523935731,0.8723857516438485,0.06648285357457824,92 days 09:04:51.891891891,0.004482794679205415,0.13819426164780207,0.2745459331403001,0.9154780468718766,0,11397,11398 days 00:00:00,1000.0,41905.73622410882,4090.5736224108823,3835.573735386672,100.0,1644.1652798368323,65.15077914963882,4978 days 00:00:00,74,-41.905736224107386,91.62726803062637,-23.23393941631439,19.81001375859014,-5.866896172052658,132 days 03:20:00,54 days 17:03:09.473684210,553.3465129774719,0.586777980302932,0.19503763197351542,1.1216883931784312,0.32003163811171587,16.547801942913427,1.0824778936260355,1.0362229102167184,-0.020008463115909772,0.0004220397601812063,0.106354019565664,40.90573622410874,0.08609314985831151,0.21813545609609356,6837,148,16507.559523809523,,
Least Total Trades,FMC,SMA,56,85,0,true,false,1,75,1.3124936142492694,48.64864864864865,2.7087656216026534,6.624573523935731,0.8723857516438485,0.06648285357457824,92 days 09:04:51.891891891,0.004482794679205415,0.13819426164780207,0.2745459331403001,0.9154780468718766,0,11397,11398 days 00:00:00,1000.0,41905.73622410882,4090.5736224108823,3835.573735386672,100.0,1644.1652798368323,65.15077914963882,4978 days 00:00:00,74,-41.905736224107386,91.62726803062637,-23.23393941631439,19.81001375859014,-5.866896172052658,132 days 03:20:00,54 days 17:03:09.473684210,553.3465129774719,0.586777980302932,0.19503763197351542,1.1216883931784312,0.32003163811171587,16.547801942913427,1.0824778936260355,1.0362229102167184,-0.020008463115909772,0.0004220397601812063,0.106354019565664,40.90573622410874,0.08609314985831151,0.21813545609609356,6837,148,16507.559523809523,,
Most Profit Factor,FMC,SMA,56,85,0,true,false,1,75,1.3124936142492694,48.64864864864865,2.7087656216026534,6.624573523935731,0.8723857516438485,0.06648285357457824,92 days 09:04:51.891891891,0.004482794679205415,0.13819426164780207,0.2745459331403001,0.9154780468718766,0,11397,11398 days 00:00:00,1000.0,41905.73622410882,4090.5736224108823,3835.573735386672,100.0,1644.1652798368323,65.15077914963882,4978 days 00:00:00,74,-41.905736224107386,91.62726803062637,-23.23393941631439,19.81001375859014,-5.866896172052658,132 days 03:20:00,54 days 17:03:09.473684210,553.3465129774719,0.586777980302932,0.19503763197351542,1.1216883931784312,0.32003163811171587,16.547801942913427,1.0824778936260355,1.0362229102167184,-0.020008463115909772,0.0004220397601812063,0.106354019565664,40.90573622410874,0.08609314985831151,0.21813545609609356,6837,148,16507.559523809523,,
Most Expectancy,FMC,SMA,56,85,0,true,false,1,75,1.3124936142492694,48.64864864864865,2.7087656216026534,6.624573523935731,0.8723857516438485,0.06648285357457824,92 days 09:04:51.891891891,0.004482794679205415,0.13819426164780207,0.2745459331403001,0.9154780468718766,0,11397,11398 days 00:00:00,1000.0,41905.73622410882,4090.5736224108823,3835.573735386672,100.0,1644.1652798368323,65.15077914963882,4978 days 00:00:00,74,-41.905736224107386,91.62726803062637,-23.23393941631439,19.81001375859014,-5.866896172052658,132 days 03:20:00,54 days 17:03:09.473684210,553.3465129774719,0.586777980302932,0.19503763197351542,1.1216883931784312,0.32003163811171587,16.547801942913427,1.0824778936260355,1.0362229102167184,-0.020008463115909772,0.0004220397601812063,0.106354019565664,40.90573622410874,0.08609314985831151,0.21813545609609356,6837,148,16507.559523809523,,
Most Sharpe Ratio,FMC,SMA,56,85,0,true,false,1,75,1.3124936142492694,48.64864864864865,2.7087656216026534,6.624573523935731,0.8723857516438485,0.06648285357457824,92 days 09:04:51.891891891,0.004482794679205415,0.13819426164780207,0.2745459331403001,0.9154780468718766,0,11397,11398 days 00:00:00,1000.0,41905.73622410882,4090.5736224108823,3835.573735386672,100.0,1644.1652798368323,65.15077914963882,4978 days 00:00:00,74,-41.905736224107386,91.62726803062637,-23.23393941631439,19.81001375859014,-5.866896172052658,132 days 03:20:00,54 days 17:03:09.473684210,553.3465129774719,0.586777980302932,0.19503763197351542,1.1216883931784312,0.32003163811171587,16.547801942913427,1.0824778936260355,1.0362229102167184,-0.020008463115909772,0.0004220397601812063,0.106354019565664,40.90573622410874,0.08609314985831151,0.21813545609609356,6837,148,16507.559523809523,,
Most Omega Ratio,FMC,SMA,56,85,0,true,false,1,75,1.3124936142492694,48.64864864864865,2.7087656216026534,6.624573523935731,0.8723857516438485,0.06648285357457824,92 days 09:04:51.891891891,0.004482794679205415,0.13819426164780207,0.2745459331403001,0.9154780468718766,0,11397,11398 days 00:00:00,1000.0,41905.73622410882,4090.5736224108823,3835.573735386672,100.0,1644.1652798368323,65.15077914963882,4978 days 00:00:00,74,-41.905736224107386,91.62726803062637,-23.23393941631439,19.81001375859014,-5.866896172052658,132 days 03:20:00,54 days 17:03:09.473684210,553.3465129774719,0.586777980302932,0.19503763197351542,1.1216883931784312,0.32003163811171587,16.547801942913427,1.0824778936260355,1.0362229102167184,-0.020008463115909772,0.0004220397601812063,0.106354019565664,40.90573622410874,0.08609314985831151,0.21813545609609356,6837,148,16507.559523809523,,
Most Sortino Ratio,FMC,SMA,56,85,0,true,false,1,75,1.3124936142492694,48.64864864864865,2.7087656216026534,6.624573523935731,0.8723857516438485,0.06648285357457824,92 days 09:04:51.891891891,0.004482794679205415,0.13819426164780207,0.2745459331403001,0.9154780468718766,0,11397,11398 days 00:00:00,1000.0,41905.73622410882,4090.5736224108823,3835.573735386672,100.0,1644.1652798368323,65.15077914963882,4978 days 00:00:00,74,-41.905736224107386,91.62726803062637,-23.23393941631439,19.81001375859014,-5.866896172052658,132 days 03:20:00,54 days 17:03:09.473684210,553.3465129774719,0.586777980302932,0.19503763197351542,1.1216883931784312,0.32003163811171587,16.547801942913427,1.0824778936260355,1.0362229102167184,-0.020008463115909772,0.0004220397601812063,0.106354019565664,40.90573622410874,0.08609314985831151,0.21813545609609356,6837,148,16507.559523809523,,
Most Calmar Ratio,FMC,SMA,50,83,0,true,false,1,76,1.165833499775321,48.0,1.9147083730167398,6.071545942129878,0.7987365567517454,-0.2696960527666658,91 days 07:40:48,0.004543372985681164,0.1400368518031061,0.2782311134509082,0.8502401793137919,0,11397,11398 days 00:00:00,1000.0,29011.346388573904,2801.1346388573907,3835.573735386672,100.0,1951.3212148480543,57.70241743562009,4142 days 00:00:00,75,-29.011346388571837,103.5538843944418,-18.90787485767151,18.64321765653156,-5.533074101933213,128 days 15:20:00,56 days 20:55:23.076923077,373.87143646616636,0.5400816434102018,0.19734693537141218,1.111343105102681,0.2610142838569557,16.426634878843874,1.0791158162551615,1.0298645320197044,-0.020243019688170934,0.000391119808515788,0.09856219174597858,28.011346388573667,0.07729866329384971,0.2196327491876277,6850,150,16507.559523809523,,
Most Worst Trade [%],FMC,SMA,49,83,0,true,false,1,78,1.2466363146476405,51.94805194805194,2.0427518731348266,5.625817552940777,0.7682274005195031,-0.3888689272065464,88 days 21:11:41.298701298,0.004664529598632661,0.14372203211371415,0.2856014740721243,0.8085539310096511,0,11397,11398 days 00:00:00,1000.0,24440.38291685251,2344.038291685251,3835.573735386672,100.0,1581.2812545797137,59.40239536815011,4158 days 00:00:00,77,-24.440382916851377,110.19132946674772,-18.631742908876852,16.1122523444051,-5.7108687081017315,123 days 12:00:00,51 days 11:01:37.297297297,304.73796493206953,0.5203627714116464,0.18143228197944677,1.1070202847523738,0.24869130046054858,16.517886440555483,1.0765275104418321,1.0283251231527095,-0.020242873252098004,0.00037531276759105207,0.09457881743294512,23.440382916852286,0.07322276668001226,0.21874282837595593,6845,154,16507.559523809523,,
Least Max Drawdown [%],FMC,SMA,15,65,0,true,false,1,110,1.0813367045140905,51.37614678899083,1.4084181894273067,3.7234410678409513,0.6709724310161459,-0.5670169162698586,61 days 09:41:17.064220183,0.0066030354058566245,0.20268491708344302,0.403527244011582,0.7546853441004298,0,11397,11398 days 00:00:00,1000.0,17607.385438220583,1660.7385438220583,3835.573735386672,100.0,2213.2411057975137,57.519018756774024,973 days 00:00:00,109,-17.607385438219353,119.4333643833892,-36.264581614799255,13.216026089825919,-6.306460087463922,89 days 12:25:42.857142857,31 days 16:45:16.981132075,152.52286994182361,0.480436112844791,0.16725469311826568,1.102791250312076,-2.6435153852560576,98.80784787104677,1.0799702506099398,1.0211311373523928,-0.019712434837518396,0.0003556284932652069,0.08961838030283215,16.60738543822056,0.0654700460528499,0.22449548338758035,6694,218,16507.559523809523,,
