Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Metric Type,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
FMC,0.38461538461538464,EMA,28,31,0,,true,false,1,114,Standard,1.0251008245632647,48.67256637168141,1.3808670641777898,3.5675147312181266,0.643616559745195,-0.6387254505687467,60 days 11:28:08.495575220,0.00684534863175962,0.21005527770465915,0.4182679652540143,0.749375297581486,0,11397,11398 days 00:00:00,1000.0,14856.951730621688,1385.6951730621688,3835.573735386672,100.0,2096.716681748298,63.667188709296106,1778 days 00:00:00,113,-14.856951730620494,110.54813729683491,-36.49514194124792,13.94968617273722,-6.277647842636185,99 days 07:51:16.363636364,23 days 15:18:37.241379310,122.75936887037443,0.4612344790179195,0.1417638033702618,1.0968721108672277,-2.7172120351943416,99.45892346490947,1.0824266236244389,1.0133454655747651,-0.020027864796379028,0.0003398071789516223,0.08563140909580882,13.85695173062167,0.061476442799990316,0.22343823258609052,6835,226,16507.559523809523
FMC,0.38461538461538464,EMA,28,31,0,,true,false,1,114,Standard,1.0251008245632647,48.67256637168141,1.3808670641777898,3.5675147312181266,0.643616559745195,-0.6387254505687467,60 days 11:28:08.495575220,0.00684534863175962,0.21005527770465915,0.4182679652540143,0.749375297581486,0,11397,11398 days 00:00:00,1000.0,14856.951730621688,1385.6951730621688,3835.573735386672,100.0,2096.716681748298,63.667188709296106,1778 days 00:00:00,113,-14.856951730620494,110.54813729683491,-36.49514194124792,13.94968617273722,-6.277647842636185,99 days 07:51:16.363636364,23 days 15:18:37.241379310,122.75936887037443,0.4612344790179195,0.1417638033702618,1.0968721108672277,-2.7172120351943416,99.45892346490947,1.0824266236244389,1.0133454655747651,-0.020027864796379028,0.0003398071789516223,0.08563140909580882,13.85695173062167,0.061476442799990316,0.22343823258609052,6835,226,16507.559523809523
FMC,0.38461538461538464,EMA,29,30,0,,true,false,1,114,Standard,1.024581869903914,48.67256637168141,1.3799693856566257,3.5617319251399495,0.6425611192681243,-0.6411611197983348,60 days 11:40:53.097345132,0.00684534863175962,0.21005527770465915,0.4182679652540143,0.7481605886448224,0,11397,11398 days 00:00:00,1000.0,14763.529841370711,1376.3529841370712,3835.573735386672,100.0,2087.3400562811244,63.667188709296106,1778 days 00:00:00,113,-14.763529841369746,110.54813729683491,-36.49514194124792,13.937805134794784,-6.277647842636186,99 days 08:17:27.272727273,23 days 15:18:37.241379310,121.93179974523969,0.46047899935240655,0.14141792648725823,1.0966978539142715,-2.716906944694198,99.44997357930666,1.0825829159560825,1.0130382049727107,-0.020027864796379018,0.00033925769892708134,0.0854929401296245,13.763529841370715,0.061328416143015874,0.22344291383024092,6836,226,16507.559523809523
FMC,0.38461538461538464,EMA,27,32,0,,true,false,1,114,Standard,1.0134246583556847,47.78761061946903,1.3719528367283793,3.531684061663842,0.6368655223783435,-0.6538885436964398,60 days 11:02:39.292035397,0.00684534863175962,0.21005527770465915,0.4182679652540143,0.7418488763379169,0,11397,11398 days 00:00:00,1000.0,14275.360113143672,1327.5360113143672,3835.573735386672,100.0,2003.8634021250725,63.6671887092961,1954 days 00:00:00,113,-14.275360113142597,110.54813729683491,-36.49514194124791,14.191490450046581,-6.224748903974599,100 days 16:00:00,23 days 15:51:51.864406779,117.60739356864451,0.45653263728861854,0.13957538339576211,1.09585284650051,-2.7206841538225675,99.56449954516907,1.082068533965915,1.0127388535031847,-0.020027864796379084,0.0003362484751669514,0.08473461574207175,13.275360113143714,0.06053969768384193,0.22337532413211614,6833,226,16507.559523809523
FMC,0.38461538461538464,EMA,27,32,0,,true,false,1,114,Standard,1.0134246583556847,47.78761061946903,1.3719528367283793,3.531684061663842,0.6368655223783435,-0.6538885436964398,60 days 11:02:39.292035397,0.00684534863175962,0.21005527770465915,0.4182679652540143,0.7418488763379169,0,11397,11398 days 00:00:00,1000.0,14275.360113143672,1327.5360113143672,3835.573735386672,100.0,2003.8634021250725,63.6671887092961,1954 days 00:00:00,113,-14.275360113142597,110.54813729683491,-36.49514194124791,14.191490450046581,-6.224748903974599,100 days 16:00:00,23 days 15:51:51.864406779,117.60739356864451,0.45653263728861854,0.13957538339576211,1.09585284650051,-2.7206841538225675,99.56449954516907,1.082068533965915,1.0127388535031847,-0.020027864796379084,0.0003362484751669514,0.08473461574207175,13.275360113143714,0.06053969768384193,0.22337532413211614,6833,226,16507.559523809523
FMC,0.38461538461538464,EMA,25,35,0,,true,false,1,116,Standard,1.0083122575688905,47.82608695652174,1.3711460745775497,3.3981901378340122,0.6276036722471737,-0.6741485698745324,59 days 09:23:28.695652174,0.006966505244711117,0.2137404580152672,0.42563832587523037,0.7263307164836057,0,11397,11398 days 00:00:00,1000.0,13498.271870274288,1249.8271870274286,3835.573735386672,100.0,1899.6740852362782,65.64738564102359,1957 days 00:00:00,115,-13.49827187027222,101.29963756810085,-39.20534534308941,13.838285765431124,-6.171897520796675,99 days 06:58:54.545454546,22 days 19:36:00,108.79800123603957,0.4500867552792972,0.13239483095232196,1.0944600587797821,-2.731104314704431,100.04249314244996,1.081021046377875,1.0124317768344453,-0.020027864796379108,0.00033109504095484124,0.08343595032062,12.498271870274339,0.05922806827708671,0.2231018366498652,6831,230,16507.559523809523
FMC,0.38461538461538464,EMA,25,35,0,,true,false,1,116,Standard,1.0083122575688905,47.82608695652174,1.3711460745775497,3.3981901378340122,0.6276036722471737,-0.6741485698745324,59 days 09:23:28.695652174,0.006966505244711117,0.2137404580152672,0.42563832587523037,0.7263307164836057,0,11397,11398 days 00:00:00,1000.0,13498.271870274288,1249.8271870274286,3835.573735386672,100.0,1899.6740852362782,65.64738564102359,1957 days 00:00:00,115,-13.49827187027222,101.29963756810085,-39.20534534308941,13.838285765431124,-6.171897520796675,99 days 06:58:54.545454546,22 days 19:36:00,108.79800123603957,0.4500867552792972,0.13239483095232196,1.0944600587797821,-2.731104314704431,100.04249314244996,1.081021046377875,1.0124317768344453,-0.020027864796379108,0.00033109504095484124,0.08343595032062,12.498271870274339,0.05922806827708671,0.2231018366498652,6831,230,16507.559523809523
FMC,0.38461538461538464,EMA,25,34,0,,true,false,1,115,Standard,1.0071263009383333,47.368421052631575,1.3611389483584049,3.4951792889359283,0.6358112266556942,-0.6563595593408923,59 days 21:41:03.157894736,0.0069059269382353685,0.21189786785996317,0.4219531455646223,0.7406210391138254,0,11397,11398 days 00:00:00,1000.0,14180.582486087756,1318.0582486087756,3835.573735386672,100.0,2071.065875030571,63.3114527603887,1779 days 00:00:00,114,-14.180582486085768,110.54813729683492,-36.49514194124791,14.200977849457292,-6.140039415533297,100 days 14:40:00,23 days 06:24:00,115.74353568924403,0.4557780468174023,0.13999279560284358,1.0957328379045352,-2.722240325479102,99.6488147742289,1.0825984916305826,1.0121322414316045,-0.020002244741574922,0.00033562232478148794,0.08457682584493496,13.18058248608782,0.06038351557100197,0.22332849590148027,6830,228,16507.559523809523
FMC,0.38461538461538464,EMA,25,34,0,,true,false,1,115,Standard,1.0071263009383333,47.368421052631575,1.3611389483584049,3.4951792889359283,0.6358112266556942,-0.6563595593408923,59 days 21:41:03.157894736,0.0069059269382353685,0.21189786785996317,0.4219531455646223,0.7406210391138254,0,11397,11398 days 00:00:00,1000.0,14180.582486087756,1318.0582486087756,3835.573735386672,100.0,2071.065875030571,63.3114527603887,1779 days 00:00:00,114,-14.180582486085768,110.54813729683492,-36.49514194124791,14.200977849457292,-6.140039415533297,100 days 14:40:00,23 days 06:24:00,115.74353568924403,0.4557780468174023,0.13999279560284358,1.0957328379045352,-2.722240325479102,99.6488147742289,1.0825984916305826,1.0121322414316045,-0.020002244741574922,0.00033562232478148794,0.08457682584493496,13.18058248608782,0.06038351557100197,0.22332849590148027,6830,228,16507.559523809523
FMC,0.38461538461538464,EMA,25,34,0,,true,false,1,115,Standard,1.0071263009383333,47.368421052631575,1.3611389483584049,3.4951792889359283,0.6358112266556942,-0.6563595593408923,59 days 21:41:03.157894736,0.0069059269382353685,0.21189786785996317,0.4219531455646223,0.7406210391138254,0,11397,11398 days 00:00:00,1000.0,14180.582486087756,1318.0582486087756,3835.573735386672,100.0,2071.065875030571,63.3114527603887,1779 days 00:00:00,114,-14.180582486085768,110.54813729683492,-36.49514194124791,14.200977849457292,-6.140039415533297,100 days 14:40:00,23 days 06:24:00,115.74353568924403,0.4557780468174023,0.13999279560284358,1.0957328379045352,-2.722240325479102,99.6488147742289,1.0825984916305826,1.0121322414316045,-0.020002244741574922,0.00033562232478148794,0.08457682584493496,13.18058248608782,0.06038351557100197,0.22332849590148027,6830,228,16507.559523809523
