Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
MSTR,true,18,21,,,239,47.47899159663865,2.3456569247978982,35.495898583146904,5302.773791766187,3814.7023075476136,0.7485458612975391,2,3969.3693752236377,1.4867924429698693,0,0,6705,6706 days 00:00:00,1000.0,1261798.3640762777,126079.83640762776,3087.692423261814,100.0,51201.112060698426,85.9624617378018,2357 days 00:00:00,238,1,-1261.798364076065,481.51675392670165,-35.477187499999985,18.45721340488167,-5.837141095272238,20 days 15:43:00.530973451,10 days 05:57:07.200000,0.9297698076428805,0.5525326287423562,1.2542228053595914,39.83302969485478,15 days 04:32:16.134453781,1
AAPL,true,7,24,,,249,43.95161290322581,2.31546943816,22.2881279769929,3588.2734081344797,2389.5515731100822,0.4699379886761931,1,1686.2659882389858,1.2257694381828868,0,0,11127,11128 days 00:00:00,1000.0,890001.8034139371,88900.1803413937,181024.76554830125,100.0,52833.73263842605,56.319731748564465,1031 days 00:00:00,248,1,-890.0018034138484,127.74191272481536,-19.02122339917069,16.370959429677363,-5.801099338419567,42 days 13:39:04.954128440,12 days 01:12:31.079136690,0.7977977489644432,0.4430277488772936,1.1724119815787462,-0.5089059771897716,25 days 11:07:44.516129031,1
ENPH,true,5,15,,,115,41.228070175438596,1.2567608714502172,35.283194057567314,633.5668042162806,395.7687373493513,0.7474466109563603,2,473.5573606259108,1.74347058616822,0,0,3231,3232 days 00:00:00,1000.0,73153.46221843775,7215.346221843775,789.1689105297584,100.0,10666.956928510746,59.3180493360649,691 days 00:00:00,114,1,-73.15346221842628,125.72918114116298,-24.240193490274052,26.139538061472795,-8.048106961862311,24 days 06:38:17.872340425,8 days 04:39:24.179104477,1.034670255281016,1.0516281260812301,1.243457208299863,8.142968160010525,14 days 19:47:22.105263156,1
MS,true,31,53,,,83,58.536585365853654,2.2356962276289907,10.193933366484336,209.5533263730914,185.85660875662208,0.21668324216807558,1,45.40669416562635,0.8142167468639618,0,0,8044,8045 days 00:00:00,1000.0,18165.207555038454,1716.5207555038453,1692.6450667842894,100.0,865.0073398962918,82.81531325759664,4069 days 00:00:00,82,1,-18.16520755503734,56.31800859529259,-29.182617165321524,14.363556097315353,-8.669239171309131,77 days 01:30:00,32 days 11:17:38.823529411,0.551080195334237,0.16976937023977554,1.1176611159068757,0.014105549466974359,58 days 13:45:21.951219511,1
ENPH,false,,,4,15,113,37.5,1.2828575781466784,34.66419065304859,288.7108359804546,164.04024771616736,0.7344475394614671,2,212.0429631017081,1.4897891852175413,0,0,3231,3232 days 00:00:00,1000.0,33302.31131849237,3230.231131849237,789.1689105297584,100.0,4662.874264400418,71.78405800788146,867 days 00:00:00,112,1,-33.302311318489956,104.80128533656499,-26.43160442130001,27.228957100226648,-7.726013641180626,29 days 04:34:17.142857143,6 days 11:39:25.714285714,0.9131165922892417,0.676644706783024,1.21319803494987,3.0932062689606297,14 days 23:59:59.999999999,1
HOLX,true,5,38,,,169,38.69047619047619,1.35698063144578,19.095248920209137,173.96246087679248,101.98015834227553,0.40338713343941807,1,70.17421841915623,0.8381545753541824,0,0,8798,8799 days 00:00:00,1000.0,30195.497929371784,2919.549792937178,2945.2288858251563,100.0,4911.81972541051,71.34670813437451,3211 days 00:00:00,168,1,-30.195497929369594,151.0771428571429,-23.122403660390702,19.816786397716957,-6.422975510916997,54 days 01:28:36.923076923,12 days 06:31:27.378640776,0.547231670523447,0.21281539742150768,1.127595490982806,-0.008718878526408227,28 days 10:34:17.142857142,1
HOLX,false,,,9,20,183,35.16483516483517,1.373219112838595,20.6865196635599,112.70501240197177,60.04929065706122,0.43680381904978405,1,49.229979843234545,0.7890947456223273,0,0,8798,8799 days 00:00:00,1000.0,21490.82143572312,2049.082143572312,2945.2288858251563,100.0,3462.3836310868205,78.39337580814475,4238 days 00:00:00,182,1,-21.490821435720136,145.36857142857144,-22.637659318062788,19.727958546545644,-5.873055821675431,54 days 07:30:00,10 days 20:08:08.135593220,0.5126205258147828,0.17310428239991466,1.120014672259433,-0.3042706618035133,26 days 03:01:58.681318681,1
QQQ,true,17,28,,,110,55.04587155963303,2.336789588731054,16.72292114145443,67.55427856560013,56.34218395796508,0.3544031911629334,1,23.941451900358437,0.9716941258384405,0,0,6518,6519 days 00:00:00,1000.0,8355.061302348067,735.5061302348067,931.7747379895947,100.0,712.2566221407134,43.64032847939041,1836 days 00:00:00,109,1,-8.355061302347167,61.311800302571875,-13.185137393887475,7.633769785900267,-4.122948199352095,52 days 10:24:00,18 days 00:29:23.265306122,0.6867915321678109,0.2892094256973149,1.1399955133052824,-0.21063954596822274,36 days 23:07:09.357798164,1
JD,true,31,35,,,69,55.88235294117647,1.9329273993952218,25.25064983290011,65.10425514518485,55.12392369690339,0.5380616412922392,2,35.03010237852687,1.2015730069313038,0,0,2693,2694 days 00:00:00,1000.0,5421.6676821903775,442.16676821903775,90.47847894693169,100.0,353.4414018624362,47.7485833729756,907 days 00:00:00,68,1,-5.421667682189764,66.17086486597714,-17.846370581835377,10.595921927330103,-5.908425817877354,22 days 09:28:25.263157894,19 days 15:12:00,0.7808292022650855,0.5390218532186405,1.168858173142,3.886982776074095,21 days 04:14:07.058823528,1
HIG,true,10,47,,,94,43.01075268817204,1.8506473109177461,12.684124386252046,82.10318639946239,53.50484613845708,0.2692307692307692,1,22.10470403062449,0.7587962757753463,0,0,7332,7333 days 00:00:00,1000.0,8626.969365784218,762.6969365784217,356.72362054412787,100.0,619.022017062467,58.52631579598585,1389 days 00:00:00,93,1,-8.626969365783225,76.83133661073889,-17.164725609756086,14.890987722377808,-5.489939099864642,78 days 00:36:00,21 days 09:57:44.150943396,0.49711360349707007,0.19345728527166453,1.1176685791104117,1.138061212248976,45 days 18:19:21.290322579,1
HIG,false,,,18,30,92,38.46153846153847,1.7269466859488256,12.411347517730498,86.47700839453668,50.3945270364433,0.2635024549918167,1,22.786904012308355,0.781620301783242,0,0,7332,7333 days 00:00:00,1000.0,8860.547216686156,786.0547216686157,356.72362054412787,100.0,765.9748312129072,57.983465807602045,812 days 00:00:00,91,1,-8.860547216685518,64.22457761730752,-19.431772571947427,16.975180915780776,-4.985762677737866,94 days 09:36:00,18 days 16:42:51.428571428,0.5156374842351671,0.19782314734127093,1.1158090150620594,1.2035398734449045,47 days 19:30:59.340659340,1
UBER,true,12,13,,,108,51.4018691588785,1.4093549777952774,74.15107415107416,10.160493264901756,7.913156748365853,1.5717255717255718,4,15.969507085791534,1.0538554823700272,0,0,1443,1444 days 00:00:00,1000.0,2085.0876916528377,108.50876916528378,55.11186872816325,100.0,264.8615091949485,57.96088358159211,603 days 00:00:00,107,1,-2.085087691652461,31.99813484870952,-15.395225553945565,5.870796094629534,-4.200467491361142,8 days 03:03:16.363636363,5 days 18:27:41.538461538,0.6555472120915311,0.35214611979280397,1.1420049169365059,0.9688820515322802,6 days 23:33:05.046728971,1
NCLH,true,28,29,,,148,49.65986394557823,1.2541350254947068,48.51485148514852,10.222972206647633,7.691991043962864,1.0257425742574258,3,10.486137827808859,0.7357152106389938,0,0,3030,3031 days 00:00:00,1000.0,2500.2766377394582,150.02766377394585,13.47316709112012,100.0,439.4460411792165,61.4483083900653,987 days 00:00:00,147,1,-2.500276637739262,50.27971384298371,-21.25834785533984,6.719780418628858,-4.556164688310142,12 days 17:05:45.205479452,9 days 09:04:51.891891892,0.4666843376449019,0.18987439430403463,1.1119973315094316,10.135293042778777,11 days 00:48:58.775510203,1
ESS,false,,,14,24,120,35.294117647058826,1.2084777670537656,15.416504728591788,13.64719547578784,7.297965495073711,0.3264671589584143,1,4.455361134730581,0.4533164138314296,0,0,7719,7720 days 00:00:00,1000.0,2621.3948667519962,162.1394866751996,1426.6581086189522,100.0,599.7100845660543,53.34928975417388,4527 days 00:00:00,119,1,-2.6213948667518707,56.1443413729128,-16.774046995722966,10.39723885392194,-3.7939164569573114,79 days 04:00:00,18 days 09:02:20.259740260,0.318789454884154,0.08738227987189487,1.0627184133150185,-0.8863501453532161,39 days 19:57:58.991596638,1
LCID,true,4,13,,,46,35.55555555555556,1.046672864515953,40.90909090909091,4.9766311927269555,1.8279637071540698,0.8781818181818182,2,4.370387029249308,0.803163708527428,0,0,1100,1101 days 00:00:00,1000.0,1222.7256779947184,22.272567799471847,-70.57633989067179,100.0,155.48531339259443,84.70634458411892,996 days 00:00:00,45,1,-1.2227256779945037,110.44681891451201,-19.64892258096604,23.482521127827386,-8.963241177510664,17 days 19:30:00,5 days 21:31:02.068965517,0.4797014230501361,0.0813804104027949,1.1317145465673673,1.31558122501073,10 days 03:11:59.999999999,1
MS,false,,,2,3,954,36.09653725078699,1.0798695701328789,118.47339632023869,2.912351630714795,1.5928152897801036,2.490551964196917,5,7.253363074308827,0.509929150842742,0,0,8044,8045 days 00:00:00,1000.0,3771.6994046665127,277.16994046665127,1692.6450667842894,100.0,4386.562992413334,89.31475885373443,6156 days 00:00:00,953,1,-3.771699404665924,48.25,-15.356724334026342,4.753306788171148,-2.2925732755458115,8 days 05:51:37.674418604,2 days 07:10:20.689655172,0.3477031693443867,0.06950736739679413,1.0754753526312872,-0.8362504071847605,4 days 10:40:40.293809022,1
DOCN,true,53,54,,,42,46.34146341463415,1.0716649069888025,42.181069958847736,3.4443094933544387,1.5023388515549665,0.9074074074074073,2,3.1253919476734717,0.5175416112827609,0,0,972,973 days 00:00:00,1000.0,1140.0766126149176,14.007661261491764,1.058825324563606,100.0,100.94148876890358,61.64919298041912,807 days 00:00:00,41,1,-1.1400766126148483,30.05330540224609,-18.169821441932278,9.814614534392653,-6.851804414629684,13 days 16:25:15.789473684,9 days 15:16:21.818181818,0.3643628735484639,0.08176413475326991,1.078176991174768,12.229435428610486,11 days 12:17:33.658536585,1
