Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],3,5,25,0,3718,3719 days 00:00:00,1000.0,5106.62865278326,410.662865278326,16990.83034992056,100.0,2031.402224128584,35.428184056595,1081 days 00:00:00,306,305,1,-5.106628652783002,51.80327868852459,16.065467574239435,-8.732229142741573,3.0997346931129393,-2.088658918045276,1 days 00:00:00,1 days 00:00:00,1.3586303429992328,13.481099283396851,0.9013344291058322,0.48984898740736665,1.56563338925671,1.7211743294463484,14,4.621260272103813,71.18106239325245,4.413129115967354,0.0449564484405732,0.5990990838006192,-0.0009990009990009474,None,None,0.0004911422156218305,0.12376783833670128,4.1066286527832485,0.1168202638339233,0.1652600984557387,-0.9758303239558715,5385.1984126984125,0.056636724708379084,0.17313609115743425,1.7283485745024207,3.4510489510489513,1.0354520474725064,0 days 23:59:59.999999999,true
Most Sharpe Ratio,3,5,25,0,3718,3719 days 00:00:00,1000.0,5106.62865278326,410.662865278326,16990.83034992056,100.0,2031.402224128584,35.428184056595,1081 days 00:00:00,306,305,1,-5.106628652783002,51.80327868852459,16.065467574239435,-8.732229142741573,3.0997346931129393,-2.088658918045276,1 days 00:00:00,1 days 00:00:00,1.3586303429992328,13.481099283396851,0.9013344291058322,0.48984898740736665,1.56563338925671,1.7211743294463484,14,4.621260272103813,71.18106239325245,4.413129115967354,0.0449564484405732,0.5990990838006192,-0.0009990009990009474,None,None,0.0004911422156218305,0.12376783833670128,4.1066286527832485,0.1168202638339233,0.1652600984557387,-0.9758303239558715,5385.1984126984125,0.056636724708379084,0.17313609115743425,1.7283485745024207,3.4510489510489513,1.0354520474725064,0 days 23:59:59.999999999,true
Most Total Fees Paid,2,7,27,0,3718,3719 days 00:00:00,1000.0,5030.898302096019,403.08983020960187,16990.83034992056,100.0,2624.8034221388116,46.720340674462065,1081 days 00:00:00,313,312,1,-5.03089830209592,52.56410256410257,16.065467574239438,-8.732229142741575,2.998971851312264,-2.098564936839779,1 days 00:00:00,1 days 00:00:00,1.2715035386239444,12.935670514096564,0.8939723772779654,0.36777346284456514,1.5538320270371357,1.6881627382639202,14,4.537965115041221,71.06975163189396,4.261407595107833,0.047015765765765764,0.5809095287273205,-0.000999000999000949,None,None,0.0004871606391346947,0.12276448106194307,4.030898302096022,0.11569017171107032,0.1652702919953324,-0.9762760370206693,5385.1984126984125,0.05793658396398123,0.1607159478245185,1.7678859601936525,3.530123722431415,1.0269817999797413,0 days 23:59:59.999999999,true
Median Worst Trade [%],2,10,15,0,3718,3719 days 00:00:00,1000.0,3208.644051688197,220.86440516881973,16990.83034992056,100.0,1548.8733381432867,43.17883995862855,1081 days 00:00:00,303,302,1,-3.20864405168777,50.0,16.065467574239445,-10.639891415055317,3.1026132630942125,-2.198422795937515,1 days 00:00:00,1 days 00:00:00,1.2391001124146783,7.3240155488075835,0.6696154752130364,0.2807508474980676,1.393111661267605,1.2056416249862434,14,4.114646657236756,71.68360391703665,4.151839358909375,0.042612839921502665,0.4520952335783488,-0.00099900099900096,None,None,0.0003669347412501498,0.09246755479503775,2.2086440516881893,0.08220222848919234,0.16619197665151,-0.9870009646014827,5385.1984126984125,0.05607964217026388,0.07880827918779931,1.71140398063475,3.4171597633136095,0.7737175823719833,1 days 00:00:00,true
Most Expectancy,24,28,31,0,3718,3719 days 00:00:00,1000.0,1983.717067492078,98.3717067492078,16990.83034992056,100.0,184.3094274148603,9.04855974513078,503 days 00:00:00,70,70,0,0.0,55.714285714285715,15.091610186296142,-4.595189813050392,2.9187745358930437,-1.3392879842502794,1 days 00:00:00,1 days 00:00:00,2.8142319475276056,14.053100964172526,0.8005025663935365,0.7684933200703132,2.587798616550488,2.286476264459038,14,16.38103537060113,431.7096165225295,6.038196771951138,0.011422355180853957,1.0330611341152864,0.0,None,None,0.0001944642979162762,0.0490050030749016,0.9837170674920745,0.047507813940579346,0.0736756292934211,-0.994210306104924,5385.1984126984125,0.012998592556021428,0.20686962686904994,0.39537385691231847,0.7907477138246369,0.4084453650213747,0 days 23:59:59.999999999,false
Most Calmar Ratio,23,28,33,0,3718,3719 days 00:00:00,1000.0,1957.6183374647203,95.76183374647204,16990.83034992056,100.0,182.66721014334271,6.309717874461149,368 days 00:00:00,69,69,0,0.0,56.52173913043478,15.091610186296144,-4.114779901025329,2.870146297915287,-1.3736963320468987,1 days 00:00:00,1 days 00:00:00,2.733900203197811,13.878526629923481,0.8118756086544678,1.0800528452665907,2.5651632399588857,2.349144643217691,14,16.729255841841187,458.2704119975256,6.068800836000291,0.011147362697118,1.0249973283665106,0.0,None,None,0.00019019012843286438,0.04792791236508182,0.9576183374647198,0.046568200752223454,0.0710469077346892,-0.9943639108993327,5385.1984126984125,0.012812898376649694,0.20575169178482527,0.3897256589564282,0.7794513179128564,0.39946775922621675,0 days 23:59:59.999999999,false
Least Max Drawdown [%],26,28,29,0,3718,3719 days 00:00:00,1000.0,1953.2102896361534,95.32102896361535,16990.83034992056,100.0,181.20127788674947,6.309717874461125,503 days 00:00:00,68,68,0,0.0,55.88235294117647,15.091610186296148,-4.1147799010253285,2.867449267716773,-1.2844399518045804,1 days 00:00:00,1 days 00:00:00,2.824771106321367,14.017798377002256,0.8162568577705964,1.0763078787104232,2.658753619134106,2.3900695699420296,14,17.125797243265065,475.40098036530344,6.160526678481466,0.011147362697118,1.0357334355749996,0.0,None,None,0.00018939679168027205,0.04772799150342856,0.9532102896361543,0.04640834936094684,0.070370798259213,-0.994389854586238,5385.1984126984125,0.012627204197277959,0.21222779143525353,0.38407746100053797,0.7681549220010759,0.39780186820901015,0 days 23:59:59.999999999,false
Most Avg Losing Trade [%],26,28,29,0,3718,3719 days 00:00:00,1000.0,1953.2102896361534,95.32102896361535,16990.83034992056,100.0,181.20127788674947,6.309717874461125,503 days 00:00:00,68,68,0,0.0,55.88235294117647,15.091610186296148,-4.1147799010253285,2.867449267716773,-1.2844399518045804,1 days 00:00:00,1 days 00:00:00,2.824771106321367,14.017798377002256,0.8162568577705964,1.0763078787104232,2.658753619134106,2.3900695699420296,14,17.125797243265065,475.40098036530344,6.160526678481466,0.011147362697118,1.0357334355749996,0.0,None,None,0.00018939679168027205,0.04772799150342856,0.9532102896361543,0.04640834936094684,0.070370798259213,-0.994389854586238,5385.1984126984125,0.012627204197277959,0.21222779143525353,0.38407746100053797,0.7681549220010759,0.39780186820901015,0 days 23:59:59.999999999,false
Most Profit Factor,26,28,29,0,3718,3719 days 00:00:00,1000.0,1953.2102896361534,95.32102896361535,16990.83034992056,100.0,181.20127788674947,6.309717874461125,503 days 00:00:00,68,68,0,0.0,55.88235294117647,15.091610186296148,-4.1147799010253285,2.867449267716773,-1.2844399518045804,1 days 00:00:00,1 days 00:00:00,2.824771106321367,14.017798377002256,0.8162568577705964,1.0763078787104232,2.658753619134106,2.3900695699420296,14,17.125797243265065,475.40098036530344,6.160526678481466,0.011147362697118,1.0357334355749996,0.0,None,None,0.00018939679168027205,0.04772799150342856,0.9532102896361543,0.04640834936094684,0.070370798259213,-0.994389854586238,5385.1984126984125,0.012627204197277959,0.21222779143525353,0.38407746100053797,0.7681549220010759,0.39780186820901015,0 days 23:59:59.999999999,false
Most Omega Ratio,26,28,29,0,3718,3719 days 00:00:00,1000.0,1953.2102896361534,95.32102896361535,16990.83034992056,100.0,181.20127788674947,6.309717874461125,503 days 00:00:00,68,68,0,0.0,55.88235294117647,15.091610186296148,-4.1147799010253285,2.867449267716773,-1.2844399518045804,1 days 00:00:00,1 days 00:00:00,2.824771106321367,14.017798377002256,0.8162568577705964,1.0763078787104232,2.658753619134106,2.3900695699420296,14,17.125797243265065,475.40098036530344,6.160526678481466,0.011147362697118,1.0357334355749996,0.0,None,None,0.00018939679168027205,0.04772799150342856,0.9532102896361543,0.04640834936094684,0.070370798259213,-0.994389854586238,5385.1984126984125,0.012627204197277959,0.21222779143525353,0.38407746100053797,0.7681549220010759,0.39780186820901015,0 days 23:59:59.999999999,false
