Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Current
Most Avg Winning Trade [%],12,35,35,0,2652,2653 days 00:00:00,1000.0,2132.417265532723,113.24172655327229,755.0761993154946,100.0,159.52884284307873,22.220492843144488,1315 days 00:00:00,48,48,0,0.0,52.083333333333336,26.231612722672132,-10.486682494356685,5.812720879631993,-2.5812053426001653,1 days 00:00:00,1 days 00:00:00,2.115314946734709,23.592026365265074,0.673228472839523,0.49415625361225746,2.3870269172197056,1.9496234239766705,13.539960035161313,-0.8500260945108186,18.09954751131222,0.5429864253393666,2,12.810150062587372,1 days 00:00:00,0
Mean Win Rate [%],5,10,12,0,2652,2653 days 00:00:00,1000.0,2080.2214688136837,108.0221468813684,755.0761993154946,100.0,611.947863070731,36.90283061677449,1203 days 00:00:00,157,157,0,0.0,46.496815286624205,26.231612722672143,-8.068131907416339,3.964569604586253,-2.395165295809882,1 days 00:00:00,1 days 00:00:00,1.2640152821131685,6.880391521106251,0.5820896389052649,0.2873127433912147,1.4228207934278099,1.212719129383242,4.847216570553526,-0.8569387474015278,59.20060331825037,1.7760180995475112,4,12.219699873457934,0 days 23:59:59.999999999,0
Median Total Trades,5,23,34,0,2652,2653 days 00:00:00,1000.0,1866.313801405282,86.63138014052821,755.0761993154946,100.0,293.93448437672896,15.856778665981222,935 days 00:00:00,90,90,0,0.0,50.0,26.231612722672143,-7.9506035201938055,3.733935521155851,-2.1607984610544926,1 days 00:00:00,1 days 00:00:00,1.5336031192314985,9.625708904503128,0.6183625973524942,0.5652954009973262,1.6946756352371346,1.44758425016365,7.292203715532673,-0.8852680296120274,33.93665158371041,1.0180995475113122,3,9.799929880150243,1 days 00:00:00,0
Median Omega Ratio,2,30,4,0,2652,2653 days 00:00:00,1000.0,1648.8488071300153,64.88488071300152,755.0761993154946,100.0,1159.8348740523134,54.735208039609475,1209 days 00:00:00,289,289,0,0.0,45.674740484429066,26.231612722672143,-9.82434588400304,3.4384618131351,-2.4046635351962906,1 days 00:00:00,1 days 00:00:00,1.0806111698745524,2.245151581764759,0.37937318473608106,0.13012224885628706,1.19524563827728,0.7363288577731585,1.5537381188683452,-0.9140684333954346,108.97435897435898,3.269230769230769,7,7.339918632692481,0 days 23:59:59.999999999,0
Mean Avg Losing Trade [%],14,29,24,0,2652,2653 days 00:00:00,1000.0,1600.8011249977671,60.0801124997767,755.0761993154946,100.0,160.99156425793242,19.949535120862137,2022 days 00:00:00,60,60,0,0.0,53.333333333333336,26.231612722672132,-10.48668249435668,3.902619958423607,-2.5196203026237605,1 days 00:00:00,1 days 00:00:00,1.6238203963517153,10.013352083296109,0.5082279750957425,0.3352112196910888,1.736351128264934,1.1675397654486372,7.355997857334147,-0.9204317225807918,22.62443438914027,0.6787330316742082,2,6.796392816716816,1 days 00:00:00,0
Mean Best Trade [%],21,26,32,0,2652,2653 days 00:00:00,1000.0,1522.0159448770296,52.20159448770298,755.0761993154946,100.0,100.77793385429322,19.438432133512702,1980 days 00:00:00,43,43,0,0.0,48.837209302325576,19.052951252274166,-5.551200463351293,4.478319595426647,-2.1523211769629613,1 days 00:00:00,1 days 00:00:00,1.9501459213906167,12.139905694814646,0.5468810487596673,0.3060480926988574,1.9423535069824946,1.4444265642995313,5.852571615957473,-0.9308657927040666,16.214177978883864,0.4864253393665159,1,5.905157747477713,0 days 23:59:59.999999999,0
Most Max Drawdown Duration,6,10,22,0,2652,2653 days 00:00:00,1000.0,1494.869412410975,49.4869412410975,755.0761993154946,100.0,376.15101528127855,20.813947127081033,998 days 00:00:00,127,126,1,-1.4948694124107078,51.587301587301596,26.231612722672143,-10.998925515053765,3.390652057853501,-2.7540607158284316,1 days 00:00:00,1 days 00:00:00,1.1925745664850016,3.9393990620903736,0.38534906792991236,0.2732344916462581,1.299525645898203,0.7007857953424576,3.0791358710422596,-0.9344609970676346,47.511312217194565,1.4366515837104072,3,5.659543901419428,0 days 23:59:59.999999999,1
Most Worst Trade [%],20,28,31,0,2652,2653 days 00:00:00,1000.0,1476.602351790888,47.66023517908879,755.0761993154946,100.0,99.92891444495015,19.438432133512702,1980 days 00:00:00,43,43,0,0.0,46.51162790697674,19.052951252274138,-5.551200463351293,4.5913836624608155,-2.0950844349095727,1 days 00:00:00,1 days 00:00:00,1.8567722762492407,11.08377562304391,0.5123362856102249,0.28338000672774655,1.8678588737977906,1.3474613459280433,5.088969523895275,-0.9368802311312493,16.214177978883864,0.4864253393665159,1,5.391429318901451,0 days 23:59:59.999999999,0
Mean Calmar Ratio,16,30,4,0,2652,2653 days 00:00:00,1000.0,1379.0417150175413,37.90417150175413,755.0761993154946,100.0,370.3527116914818,38.22846992417357,1171 days 00:00:00,113,113,0,0.0,49.557522123893804,26.231612722672132,-8.910545782625395,3.4852648770498194,-2.665775212077744,1 days 00:00:00,1 days 00:00:00,1.147302989533415,3.3543514603322144,0.3312038860032499,0.11825960309517027,1.2743903499166653,0.6369332312709938,2.5186870713140785,-0.9498008657455821,42.60935143288084,1.2782805429864255,3,4.287802206080772,0 days 23:59:59.999999999,0
Median Expectancy,5,21,5,0,2652,2653 days 00:00:00,1000.0,1375.4532746653556,37.54532746653556,755.0761993154946,100.0,627.2268024402439,46.31569277022838,1203 days 00:00:00,189,189,0,0.0,44.44444444444444,26.231612722672143,-7.846474405910916,3.3010306006438297,-2.1996531720171664,1 days 00:00:00,1 days 00:00:00,1.0930413168748212,1.986525262779665,0.31138770267088034,0.09680138205450461,1.1934186032223038,0.6155385115331679,1.337727449683276,-0.9502761078940485,71.26696832579185,2.1380090497737556,5,4.2472089894271114,1 days 00:00:00,0
Mean Expectancy,14,34,5,0,2652,2653 days 00:00:00,1000.0,1336.6057922075486,33.660579220754855,755.0761993154946,100.0,341.9259129485842,37.9748770142952,1064 days 00:00:00,113,113,0,0.0,50.442477876106196,26.231612722672132,-9.598047283817813,3.5150665974853426,-2.8505036512071187,1 days 00:00:00,1 days 00:00:00,1.1369638859858837,2.978812320420783,0.3047933442391811,0.10723920557458391,1.2463925151482853,0.549883951256999,2.276646584392392,-0.9554209505593351,42.60935143288084,1.2782805429864255,3,3.8077578304021324,0 days 23:59:59.999999999,0
Mean Total Trades,4,22,35,0,2652,2653 days 00:00:00,1000.0,1331.878394051575,33.1878394051575,755.0761993154946,100.0,290.0327727915641,25.840591722207257,1339 days 00:00:00,102,102,0,0.0,45.09803921568628,26.231612722672143,-9.508150361352765,3.809579041577713,-2.4421116336898194,1 days 00:00:00,1 days 00:00:00,1.1650602646805452,3.2537097456036754,0.31263957506296286,0.1556340651314778,1.2719565625772586,0.6185660083831239,2.2232716621771997,-0.956047032822325,38.46153846153847,1.153846153846154,3,3.754280475696549,0 days 23:59:59.999999999,0
Median Max Drawdown [%],6,16,19,0,2652,2653 days 00:00:00,1000.0,1329.5849442702265,32.958494427022636,755.0761993154946,100.0,270.0430842184248,29.140019635309155,1101 days 00:00:00,111,111,0,0.0,51.35135135135135,9.607895949627371,-9.598047283817811,3.211554784463199,-2.7032334245437433,1 days 00:00:00,1 days 00:00:00,1.1866540033304287,2.9692337321641986,0.3299482245457373,0.1371658107479906,1.2445882020606613,0.528729317383749,2.31021461552497,-0.9563507703501968,41.8552036199095,1.255656108597285,3,3.728336473645091,0 days 23:59:59.999999999,0
Mean Worst Trade [%],2,25,4,0,2652,2653 days 00:00:00,1000.0,1316.5456026778445,31.654560267784447,755.0761993154946,100.0,1104.372428891491,60.65062090043376,1354 days 00:00:00,293,293,0,0.0,44.027303754266214,26.231612722672125,-9.824345884003053,3.3768162134896884,-2.3313999790984665,1 days 00:00:00,1 days 00:00:00,1.0415959931543042,1.080360418695701,0.2675594352761623,0.06357887954293648,1.134648089895681,0.515027008623848,0.7206872169394221,-0.9580776611731631,110.48265460030166,3.3144796380090495,7,3.580832609477832,0 days 23:59:59.999999999,0
Median Profit Factor,16,35,4,0,2652,2653 days 00:00:00,1000.0,1277.0157437378548,27.70157437378547,755.0761993154946,100.0,360.47371017013387,36.59945679052859,1036 days 00:00:00,121,121,0,0.0,45.45454545454545,26.231612722672132,-9.598047283817813,3.731194590627717,-2.556398197531648,1 days 00:00:00,1 days 00:00:00,1.108262610621666,2.2893863118831064,0.26921027098494726,0.09348277080431916,1.2093973675497187,0.49371216015329716,1.576712336007649,-0.9633128757085736,45.62594268476621,1.3687782805429864,3,3.1336622594780077,0 days 23:59:59.999999999,0
Mean Total Return [%],5,13,35,0,2652,2653 days 00:00:00,1000.0,1271.0401952639043,27.104019526390427,755.0761993154946,100.0,342.0250116095921,38.226946029620585,1351 days 00:00:00,113,113,0,0.0,47.78761061946903,26.231612722672143,-9.598047283817793,3.652587701070452,-2.7372863322442718,1 days 00:00:00,1 days 00:00:00,1.106860696038791,2.3985857987956223,0.26680425566807536,0.08775755469638927,1.214174491208187,0.48639543227633686,1.7367073362156558,-0.9641042592112409,42.60935143288084,1.2782805429864255,3,3.066065557283997,0 days 23:59:59.999999999,0
Mean Max Drawdown [%],27,35,3,0,2652,2653 days 00:00:00,1000.0,1235.6931091387455,23.569310913874563,755.0761993154946,100.0,277.350235765299,30.806788097376437,1248 days 00:00:00,109,109,0,0.0,47.706422018348626,26.23161272267211,-9.598047283817804,3.4894211586784434,-2.633685157062586,1 days 00:00:00,1 days 00:00:00,1.123027940168645,2.162322102190327,0.25083241863526146,0.09590217956246445,1.201540177509034,0.4690864208441469,1.5629795567680986,-0.9687855200107737,41.10105580693816,1.2330316742081449,3,2.6662116418410142,0 days 23:59:59.999999999,0
Mean Sortino Ratio,5,23,29,0,2652,2653 days 00:00:00,1000.0,1232.238692326594,23.2238692326594,755.0761993154946,100.0,246.2740443387248,21.669835938472133,1339 days 00:00:00,97,97,0,0.0,45.36082474226804,26.231612722672143,-9.50815036135276,3.649842539405553,-2.4662174582517795,1 days 00:00:00,1 days 00:00:00,1.1371510103321294,2.394213322954574,0.2534410247294062,0.1345092360971026,1.221123457858647,0.4930574550142541,1.6455074384567518,-0.9692430124883916,36.57616892911011,1.0972850678733033,3,2.6271345285813767,0 days 23:59:59.999999999,0
Mean Sharpe Ratio,5,9,17,0,2652,2653 days 00:00:00,1000.0,1213.060907989764,21.306090798976403,755.0761993154946,100.0,393.51334635661766,37.70179249133342,1203 days 00:00:00,152,151,1,-1.2130609079895294,43.04635761589404,26.231612722672143,-8.503603925620109,3.8150151809621162,-2.494097517380569,1 days 00:00:00,1 days 00:00:00,1.074108075149395,1.4190329066076544,0.2278079615507924,0.07142730966073288,1.1509925004002706,0.4261822290340771,0.9255181510084038,-0.9717828600367868,56.93815987933635,1.7194570135746605,4,2.4399660837597676,0 days 23:59:59.999999999,1
Median Sharpe Ratio,6,11,18,0,2652,2653 days 00:00:00,1000.0,1212.475697631708,21.247569763170816,755.0761993154946,100.0,329.73898296573117,35.16942350599441,1163 days 00:00:00,130,129,1,-1.2124756976315894,48.837209302325576,26.231612722672143,-15.809159504078153,3.39237673067792,-2.750662114586609,1 days 00:00:00,1 days 00:00:00,1.0911135194418473,1.6564974676692898,0.2308293652442151,0.07637657896021974,1.1706296328955381,0.3934280341681282,1.2257380838990515,-0.9718603635203539,48.64253393665158,1.4705882352941175,3,2.4360256877489554,0 days 23:59:59.999999999,1
Median Avg Losing Trade [%],6,8,15,0,2652,2653 days 00:00:00,1000.0,1204.953958312231,20.495395831223096,755.0761993154946,100.0,399.9939695276607,37.32593778262862,1203 days 00:00:00,153,152,1,-1.2049539583119895,42.76315789473684,26.231612722672143,-8.503603925620117,3.8834206133019427,-2.520590941909342,1 days 00:00:00,1 days 00:00:00,1.069270850357944,1.356308633358843,0.2229031329058725,0.06960957947867727,1.1462261145440273,0.418263441828855,0.878788488519984,-0.9728565198455429,57.315233785822016,1.7307692307692308,4,2.3474572500441515,0 days 23:59:59.999999999,1
Least Max Drawdown [%],28,31,33,0,2652,2653 days 00:00:00,1000.0,1203.5496178522026,20.35496178522027,755.0761993154946,100.0,75.27766773482278,8.887783108749773,739 days 00:00:00,33,33,0,0.0,57.57575757575758,6.788615780606098,-5.9770625423674995,2.483120186171536,-1.9383888133389588,1 days 00:00:00,1 days 00:00:00,1.6503992595745927,6.168170237945519,0.42259915306617873,0.2904867648919905,1.6903986906299433,0.8342902589772667,2.690432381105713,-0.9730425064335588,12.443438914027148,0.37330316742081443,1,2.302597487015861,0 days 23:59:59.999999999,0
Median Total Return [%],7,15,7,0,2652,2653 days 00:00:00,1000.0,1191.5157390628624,19.15157390628624,755.0761993154946,100.0,394.5215907504993,37.325937782628635,1203 days 00:00:00,152,151,1,-1.1915157390626518,42.384105960264904,26.231612722672143,-8.503603925620125,3.9264591634823347,-2.520590941909344,1 days 00:00:00,1 days 00:00:00,1.0652798175885596,1.2762069854431957,0.21534062373812976,0.06537164607917532,1.1412926271254968,0.4039754458750169,0.8195589711856766,-0.9746362368147111,56.93815987933635,1.7194570135746605,4,2.1943830518932774,0 days 23:59:59.999999999,1
Least Max Drawdown Duration,6,16,21,0,2652,2653 days 00:00:00,1000.0,1176.2477594682491,17.624775946824922,755.0761993154946,100.0,254.68079205617366,25.256810610678226,1000 days 00:00:00,106,106,0,0.0,52.83018867924528,9.60789594962738,-8.910545782625395,2.8653525716121444,-2.744077469138804,1 days 00:00:00,1 days 00:00:00,1.1055469590237803,1.6627147119646235,0.22946987842138689,0.08941970215102471,1.1629380549604627,0.35206539936728065,1.3309323023158792,-0.976658281690242,39.969834087481146,1.1990950226244343,3,1.9937529351612,0 days 23:59:59.999999999,0
Mean Profit Factor,9,16,32,0,2652,2653 days 00:00:00,1000.0,1169.9574690168301,16.995746901683003,755.0761993154946,100.0,180.88381604760772,14.245902360367857,1448 days 00:00:00,81,81,0,0.0,50.617283950617285,9.610258726822721,-7.950603520193809,2.80503132680383,-2.3654060505740997,1 days 00:00:00,1 days 00:00:00,1.1576257381483679,2.0982403582324647,0.24512695841187013,0.15324029137271147,1.2063940047294195,0.40166564589464077,1.6092004243832967,-0.977491348665088,30.542986425339365,0.916289592760181,2,1.9225958033578012,0 days 23:59:59.999999999,0
Mean Omega Ratio,13,33,18,0,2652,2653 days 00:00:00,1000.0,1166.0987781709518,16.609877817095196,755.0761993154946,100.0,164.61455587793535,22.549063992184415,2342 days 00:00:00,66,66,0,0.0,45.45454545454545,26.231612722672132,-10.486682494356673,3.58942971482687,-2.376730762487864,1 days 00:00:00,1 days 00:00:00,1.1513013836193073,2.5166481541053365,0.2153003151138331,0.09475398383831825,1.2495556444211682,0.4304870403173561,1.7332287562708928,-0.9780023819686638,24.886877828054295,0.7466063348416289,2,1.8789454544225361,0 days 23:59:59.999999999,0
Median Sortino Ratio,19,21,23,0,2652,2653 days 00:00:00,1000.0,1164.0108768049324,16.40108768049324,755.0761993154946,100.0,139.56141935613675,33.20072967070578,2538 days 00:00:00,61,61,0,0.0,44.26229508196721,26.231612722672132,-10.486682494356678,4.099797730317177,-2.592669683442206,1 days 00:00:00,1 days 00:00:00,1.155990623937145,2.688702898441516,0.21019993572761908,0.06359601601407976,1.2479238923077955,0.4320778183553089,1.6665513833315182,-0.9782788972882983,23.001508295625943,0.6900452488687783,2,1.8553266606892813,0 days 23:59:59.999999999,0
Mean Avg Winning Trade [%],8,32,20,0,2652,2653 days 00:00:00,1000.0,1140.1371734897393,14.013717348973934,755.0761993154946,100.0,158.8021362113042,32.680767125316834,2553 days 00:00:00,78,78,0,0.0,50.0,26.231612722672132,-12.083607627673308,3.568945853123289,-2.998061057537865,1 days 00:00:00,1 days 00:00:00,1.111746506897989,1.7966304293556306,0.18849324136502466,0.05571228196732941,1.1842104649236884,0.3265207180712658,1.3610836586027504,-0.9814406580929476,29.41176470588235,0.8823529411764706,2,1.5852621435490857,1 days 00:00:00,0
Median Calmar Ratio,25,30,34,0,2652,2653 days 00:00:00,1000.0,1067.8184053936961,6.781840539369625,755.0761993154946,100.0,78.59533423241909,10.89840668033056,2195 days 00:00:00,37,37,0,0.0,45.94594594594595,14.546279305155599,-9.056163439035112,3.0393461890007427,-2.126890013812799,1 days 00:00:00,1 days 00:00:00,1.14824137250382,1.8329298755053038,0.14683879252781562,0.08320997258469498,1.2062601210293182,0.2705961404384938,0.7153307594947237,-0.9910183362347831,13.951734539969834,0.41855203619909503,1,0.7671765316028987,0 days 23:59:59.999999999,0
Most Avg Losing Trade [%],18,31,35,0,2652,2653 days 00:00:00,1000.0,994.638296306421,-0.5361703693578989,755.0761993154946,100.0,81.01112468821336,15.974109953385263,2499 days 00:00:00,42,42,0,0.0,35.714285714285715,9.61025872682272,-5.551200463351309,3.064783201102402,-1.6556914842569725,1 days 00:00:00,1 days 00:00:00,0.9876520398010006,-0.12765961175187002,0.02452983110799255,-0.004628582836775318,1.027474586487327,0.04329681036398968,-0.0439599214021591,-1.0007100877631212,15.837104072398189,0.4751131221719457,1,-0.06065275671468937,0 days 23:59:59.999999999,0
Median Worst Trade [%],3,21,28,0,2652,2653 days 00:00:00,1000.0,984.2030047683282,-1.579699523167176,755.0761993154946,100.0,324.6159480975749,42.05179137074974,1351 days 00:00:00,129,129,0,0.0,41.86046511627907,26.23161272267214,-9.508150361352772,3.8226560199122304,-2.603556241960152,1 days 00:00:00,1 days 00:00:00,0.9937428853145028,-0.12245732737729398,0.08009451965195877,-0.005203829409243284,1.055631096508862,0.14288484197210044,-0.07766849516530273,-1.0020921061008137,48.64253393665158,1.4592760180995474,3,-0.17869904108225027,0 days 23:59:59.999999999,0
Median Avg Winning Trade [%],5,9,32,0,2652,2653 days 00:00:00,1000.0,970.6246081353654,-2.9375391864634595,755.0761993154946,100.0,306.22665862535865,32.3103408095739,1380 days 00:00:00,134,133,1,-0.9706246081352674,45.86466165413533,26.231612722672143,-10.998925515053749,3.5101227798089925,-2.8307177647490316,1 days 00:00:00,1 days 00:00:00,0.988165421896189,-0.21356967862030274,0.07225560247893818,-0.012669677835879323,1.0486501417662573,0.1230209078007489,-0.148413652265191,-1.0038903877371932,50.15082956259427,1.5158371040723981,4,-0.3237368431574725,0 days 23:59:59.999999999,1
Mean Total Fees Paid,3,21,32,0,2652,2653 days 00:00:00,1000.0,963.6638472437398,-3.633615275626016,755.0761993154946,100.0,289.14943378953626,36.063955990099764,1351 days 00:00:00,124,124,0,0.0,46.774193548387096,26.231612722672143,-9.508150361352754,3.0836155420070384,-2.603314915509514,1 days 00:00:00,1 days 00:00:00,0.9824777523979704,-0.29303348996984013,0.05498164261454265,-0.014084074966028344,1.039628736983618,0.09664078957834338,-0.20767280569710078,-1.0048122497821015,46.757164404223225,1.4027149321266967,3,-0.4110424519938934,0 days 23:59:59.999999999,0
Median Total Fees Paid,6,17,21,0,2652,2653 days 00:00:00,1000.0,934.7780078302424,-6.522199216975764,755.0761993154946,100.0,234.41845635853466,31.17355797918913,1171 days 00:00:00,105,105,0,0.0,49.523809523809526,9.607895949627371,-8.910545782625395,2.845078807745153,-2.785693554858626,1 days 00:00:00,1 days 00:00:00,0.9611169752462344,-0.6211618301881714,0.003084785703115845,-0.029628750578557846,1.0020464013210109,0.004505586355004001,-0.4660954569954533,-1.0086378026785752,39.59276018099548,1.1877828054298643,3,-0.7378053412868552,0 days 23:59:59.999999999,0
Least Avg Losing Trade [%],28,35,35,0,2652,2653 days 00:00:00,1000.0,876.6873524544047,-12.331264754559527,755.0761993154946,100.0,63.21856544161113,26.78002432291023,2354 days 00:00:00,33,33,0,0.0,48.484848484848484,9.58267289661465,-18.86794335658441,3.8499334161946583,-4.10387196107434,1 days 00:00:00,1 days 00:00:00,0.8251471012298541,-3.7367468953210796,-0.09798519549088305,-0.06700246038056527,0.8856039386383994,-0.12543807807471727,-1.372542477620231,-1.0163311527574812,12.443438914027148,0.37330316742081443,1,-1.3949394518732534,0 days 23:59:59.999999999,0
Most Best Trade [%],2,5,7,0,2652,2653 days 00:00:00,1000.0,853.1028649037394,-14.689713509626062,755.0761993154946,100.0,603.0958677480014,62.78050742416846,2588 days 00:00:00,323,323,0,0.0,45.51083591331269,26.23161272267215,-16.117233150916903,3.1858090718638743,-2.5771306622747647,1 days 00:00:00,1 days 00:00:00,0.9660225704182954,-0.45478989193890307,0.06918049132355086,-0.034438877404255615,1.031523863803654,0.108858355755616,-0.3136040628343125,-1.0194546107041154,121.7948717948718,3.6538461538461537,8,-1.661732297469069,0 days 23:59:59.999999999,0
Least Avg Winning Trade [%],21,26,20,0,2652,2653 days 00:00:00,1000.0,831.9646463521227,-16.803535364787727,755.0761993154946,100.0,93.32947916423456,27.30206412209376,2415 days 00:00:00,53,53,0,0.0,43.39622641509434,8.18439904253972,-10.486682494356685,2.232450631497201,-2.2383557364008855,1 days 00:00:00,1 days 00:00:00,0.7271764706904095,-3.1704783707146706,-0.2578528756979563,-0.09154017144064394,0.7731371775485462,-0.35428649751837016,-1.674035870671199,-1.0222540922095291,19.984917043740573,0.5995475113122172,2,-1.9008524168311938,0 days 23:59:59.999999999,0
