Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],25,32,35,0,3478,144 days 23:00:00,1000.0,926.9589979682299,-7.304100203177007,51.31647366819059,100.0,105.25000858847218,7.723943324883786,143 days 11:00:00,55,55,0,0.0,16.363636363636363,1.2014172518969406,-0.5526469749557172,0.36605876022728334,-0.23606009762602168,0 days 01:00:00,0 days 01:00:00,0.29863323050861784,-1.32801821875946,-5.273517766060746,-2.25077734150952,0.3672064006675231,-8.411817542504975,14,13.342254604846657,475.3967191911782,2.32564053756098,0.0043302540415704385,0.0001,0.0,None,None,-0.000021726763849545686,-0.1314034677620523,-0.07304100203177055,-0.12353009524163583,0.029988350271473483,0.000021301775147928993,-1.1423344139039036,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Least Max Drawdown [%],25,32,35,0,3478,144 days 23:00:00,1000.0,926.9589979682299,-7.304100203177007,51.31647366819059,100.0,105.25000858847218,7.723943324883786,143 days 11:00:00,55,55,0,0.0,16.363636363636363,1.2014172518969406,-0.5526469749557172,0.36605876022728334,-0.23606009762602168,0 days 01:00:00,0 days 01:00:00,0.29863323050861784,-1.32801821875946,-5.273517766060746,-2.25077734150952,0.3672064006675231,-8.411817542504975,14,13.342254604846657,475.3967191911782,2.32564053756098,0.0043302540415704385,0.0001,0.0,None,None,-0.000021726763849545686,-0.1314034677620523,-0.07304100203177055,-0.12353009524163583,0.029988350271473483,0.000021301775147928993,-1.1423344139039036,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Most Worst Trade [%],25,32,35,0,3478,144 days 23:00:00,1000.0,926.9589979682299,-7.304100203177007,51.31647366819059,100.0,105.25000858847218,7.723943324883786,143 days 11:00:00,55,55,0,0.0,16.363636363636363,1.2014172518969406,-0.5526469749557172,0.36605876022728334,-0.23606009762602168,0 days 01:00:00,0 days 01:00:00,0.29863323050861784,-1.32801821875946,-5.273517766060746,-2.25077734150952,0.3672064006675231,-8.411817542504975,14,13.342254604846657,475.3967191911782,2.32564053756098,0.0043302540415704385,0.0001,0.0,None,None,-0.000021726763849545686,-0.1314034677620523,-0.07304100203177055,-0.12353009524163583,0.029988350271473483,0.000021301775147928993,-1.1423344139039036,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Least Calmar Ratio,30,35,35,0,3478,144 days 23:00:00,1000.0,920.8092718843308,-7.919072811566923,51.31647366819059,100.0,92.48913636682852,7.95137934834583,140 days 20:00:00,48,48,0,0.0,16.666666666666664,0.4418579443769024,-1.1119757626457085,0.14393020894366623,-0.23477301719347596,0 days 01:00:00,0 days 01:00:00,0.12188740675934642,-1.6498068357431048,-7.4402618584682365,-2.3590895762601147,0.2133098370162987,-8.336467303305977,14,-11.597390267447377,450.7383967628383,1.2493861882383208,0.004040404040404041,0.0001,0.0,None,None,-0.000023669686149452553,-0.14315426183188903,-0.07919072811566963,-0.13361388746616387,0.023155929732169716,0.00001893491124260355,-1.1543183357214137,0.3312248418631398,6.955721679125935,13.91144335825187,0.0006955721679125935,0 days 00:59:59.999999999,false
Least Total Fees Paid,30,33,35,0,3478,144 days 23:00:00,1000.0,917.3470351290846,-8.265296487091542,51.31647366819059,100.0,91.90260665027685,8.297481551506355,140 days 21:00:00,48,48,0,0.0,14.583333333333334,0.44185794437689807,-0.5801715627473776,0.16071534615736816,-0.23766612960730826,0 days 01:00:00,0 days 01:00:00,0.11456044507789843,-1.721936768144084,-8.707134846924472,-2.353121663603094,0.18751510681743316,-10.02769708957258,14,-3.3620184199690546,159.88944866316342,1.4489803708619833,0.0031718569780853517,0.0001,0.0,None,None,-0.000024761450663991746,-0.1497572536158221,-0.08265296487091445,-0.13926914503716925,0.020699447728131783,0.000016568047337278108,-1.1610651686734066,0.3312248418631398,6.955721679125935,13.91144335825187,0.0006955721679125935,0 days 01:00:00,false
Least Total Trades,29,35,35,0,3478,144 days 23:00:00,1000.0,913.491928831093,-8.6508071168907,51.31647366819059,100.0,92.01502005517948,8.682856925137724,140 days 20:00:00,48,48,0,0.0,14.583333333333334,0.4418579443768981,-1.111975762645711,0.1607153461573665,-0.24783914392082926,0 days 01:00:00,0 days 01:00:00,0.11001042341047312,-1.80225148268555,-7.932710918125104,-2.34644266107425,0.1804177355910528,-8.788207267460928,14,-11.535169039217799,415.59113746485235,1.3941370477490447,0.0031718569780853517,0.0001,0.0,None,None,-0.00002596033996222266,-0.15700813609152264,-0.08650807116890658,-0.14554760016716206,0.023820270647234635,0.000016568047337278108,-1.1685775833473346,0.3312248418631398,6.955721679125935,13.91144335825187,0.0006955721679125935,0 days 01:00:00,false
Most Avg Losing Trade [%],27,28,28,0,3478,144 days 23:00:00,1000.0,910.3031489034421,-8.96968510965579,51.31647366819059,100.0,112.4457983164054,9.60277797432715,139 days 15:00:00,59,59,0,0.0,15.254237288135593,0.7306107092839517,-0.5624763244401331,0.24251128865925478,-0.23135019263495066,0 days 01:00:00,0 days 01:00:00,0.1870656221552683,-1.5202856118060566,-7.705918782284018,-2.1943499745033925,0.2592355115063571,-10.437990794396578,14,6.418966124858494,268.3238500261221,1.7800838456769854,0.0043302540415704385,0.0001,0.0,None,None,-0.000026958936268813314,-0.16304764655378293,-0.08969685109655667,-0.15072610984509105,0.02546456542646248,0.000021301775147928997,-1.174791533176135,0.4071305347901093,8.549741230592295,17.09948246118459,0.0008549741230592295,0 days 00:59:59.999999999,false
Most Sortino Ratio,28,33,35,0,3478,144 days 23:00:00,1000.0,901.1826758621052,-9.881732413789484,51.31647366819059,100.0,95.58855868748795,9.91335035265171,140 days 21:00:00,50,50,0,0.0,18.0,0.6305855674556807,-1.531620382764136,0.22659431070066832,-0.30282265073823195,0 days 01:00:00,0 days 01:00:00,0.1648282252035568,-1.9763464827579074,-6.399668558500122,-2.324938604732227,0.23420320007552076,-7.164127343642994,14,-13.554628816303456,486.97037600169,1.4386768004639128,0.004040404040404041,0.0001,0.0,None,None,-0.000029811396605249815,-0.1802993266685509,-0.09881732413789357,-0.16546366689339054,0.03390648613298808,0.000021301775147928993,-1.192564525724901,0.3450258769407706,7.245543415756182,14.491086831512364,0.0007245543415756182,0 days 01:00:00,false
Mean Worst Trade [%],18,24,35,0,3478,144 days 23:00:00,1000.0,846.1892520546211,-15.381074794537891,51.31647366819059,100.0,137.3697249300317,15.467885495270666,143 days 12:00:00,74,74,0,0.0,12.162162162162163,0.4669328321735745,-1.4691174458389344,0.14700536892534216,-0.276864169124408,0 days 01:00:00,0 days 01:00:00,0.07371798553944507,-2.0785236208835003,-10.000997865889508,-2.219449835465096,0.13336726118394313,-10.5201827308258,14,-13.371441079641002,342.64353574519237,0.963207997439589,0.005200809014735626,0.0001,0.0,None,None,-0.00004790379438162068,-0.2897221484200419,-0.15381074794537986,-0.2519901926490108,0.03486458694153152,0.000018711018711018714,-1.2997297689235439,0.5106382978723405,10.72340425531915,21.4468085106383,0.001072340425531915,0 days 00:59:59.999999999,false
Least Best Trade [%],14,32,35,0,3478,144 days 23:00:00,1000.0,844.1251819756336,-15.58748180243664,51.31647366819059,100.0,132.95006601986034,15.67408074986551,143 days 12:00:00,72,72,0,0.0,11.11111111111111,0.24207299257260734,-1.4691174458389145,0.077033083104783,-0.2740039608952468,0 days 01:00:00,0 days 01:00:00,0.033935162340747976,-2.1649280281162055,-10.591993665447804,-2.2159379567085065,0.09499409106586972,-10.788154093246467,14,-15.90094816416202,395.2216645548406,0.664958637461088,0.005200809014735626,0.0001,0.0,None,None,-0.00004861395810653859,-0.2940172186283454,-0.1558748180243673,-0.2551592506651863,0.03340728748238525,0.000017094017094017092,-1.3037520057053102,0.49683726279470963,10.433582518688903,20.867165037377806,0.0010433582518688904,0 days 01:00:00,false
