Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Total Return [%],TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Total Fees Paid,TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Win Rate [%],TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Expectancy,TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Sharpe Ratio,TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Calmar Ratio,TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Omega Ratio,TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Sortino Ratio,TRX-USD,MACD,6,7,10,false,false,0,186,1.5456617006870847,58.06451612903226,2.135932642173983,2.012630815433013,5.236235416093513,-0.7918338368277802,0 days 23:59:59.999999999,0.0684326710816777,2.0529801324503314,4.105960264900663,4.131891078041285,0,2718,2719 days 00:00:00,1000.0,22258.512066893385,2125.8512066893386,10212.280297113328,100.0,3611.721483197076,16.971206648919765,858 days 00:00:00,186,0.0,93.03622255826582,-10.588222956515224,5.172179862013683,-2.3621294029094546,1 days 00:00:00,1 days 00:00:00,114.29307562845919,1.0436243061645687,3.044340168179479,2.9169962624780292,24.21952136471322,777.3830207496962,6.771598466466845,0.04296125815113157,-0.0009990009990009192,None,None,0.0013768588197466765,0.34696842257616245,21.258512066893307,0.3331759411615782,0.40012153678523277,186,186,2718,14
Most Profit Factor,TRX-USD,MACD,4,10,10,false,false,0,191,1.5045320526456805,56.54450261780105,2.152679754069922,1.836664864231412,4.888608483692166,-0.8357974400868056,0 days 23:59:59.999999999,0.07027225901398086,2.1081677704194264,4.216335540838853,3.871997671834434,0,2718,2719 days 00:00:00,1000.0,17768.825673370866,1676.8825673370866,10212.280297113328,100.0,3035.1493829421415,16.97120664891982,831 days 00:00:00,191,0.0,93.03622255826579,-10.588222956515224,4.994713016576831,-2.2726026111096163,1 days 00:00:00,1 days 00:00:00,87.79489881345995,0.9840601903121653,2.7781268308696974,2.756312313711335,24.628244148750955,797.0518816343578,6.561486835295118,0.04336147352264006,-0.000999000999000925,None,None,0.001290261382814567,0.32514586846927085,16.76882567337087,0.30562899549191114,0.3976516041684043,191,191,2718,14
Most Avg Losing Trade [%],TRX-USD,MACD,5,6,14,false,false,0,190,1.4792818112380404,55.78947368421052,2.063749752373983,1.8142991646279976,4.836464273862616,-0.8458229268763557,0 days 23:59:59.999999999,0.06990434142752024,2.097130242825607,4.194260485651214,3.8048216476746086,0,2718,2719 days 00:00:00,1000.0,16744.994861271934,1574.4994861271934,10212.280297113328,100.0,3010.4437077557645,17.075778228857157,898 days 00:00:00,190,0.0,93.03622255826582,-10.588222956515224,5.024194890938047,-2.2362835376203978,1 days 00:00:00,1 days 00:00:00,82.86839400669452,0.9678091655868536,2.6927348095071353,2.7343352855091076,24.693371434132807,799.8571929693209,6.6264521783959385,0.04256134969325153,-0.0009990009990009196,None,None,0.0012678772427300506,0.3195050651679728,15.744994861271916,0.2984673982805697,0.3973142837707754,190,190,2718,14
