Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Calmar Ratio,RUNE-USD,MACD,4,5,8,false,false,0,192,1.2726496130743232,54.6875,1.1465866134832277,1.0565872558991445,1.330181782606566,-0.9510059028961708,1 days 00:00:00,0.09151572926596759,2.7454718779790275,5.490943755958055,2.9008305977021314,0,2098,2099 days 00:00:00,1000.0,4413.590855012553,341.3590855012553,6967.35128678544,100.0,1985.503683325945,53.9453554205272,1315 days 00:00:00,192,0.0,27.608038337415685,-28.657658546291902,5.877432664426554,-4.761674444047729,1 days 00:00:00,1 days 00:00:00,17.779119036523667,0.8065204034747661,0.5460462537577686,1.477544784281922,1.6442392352846746,52.99587271675867,3.8250458434214316,0.053714859437751,-0.0009990009990009652,None,None,0.0009665742446489612,0.24357670965153824,3.4135908550125507,0.19512109273798606,0.3634683191892484,192,192,2098,14
Most Total Return [%],RUNE-USD,MACD,4,9,4,false,false,0,209,1.2371494325053802,51.674641148325364,1.1382964347103444,1.0748056000193205,1.4288574120908775,-0.9412910224708188,0 days 23:59:59.999999999,0.0996186844613918,2.988560533841754,5.977121067683508,3.212121597769847,0,2098,2099 days 00:00:00,1000.0,5090.460701337984,409.04607013379837,6967.35128678544,100.0,2454.127545698183,63.19933603345954,1464 days 00:00:00,209,0.0,27.608038337415692,-28.65765854629192,6.4624099879939045,-4.686197111874295,1 days 00:00:00,1 days 00:00:00,19.57158230305265,0.8327073286384444,0.5175493280637662,1.4639149257349142,2.1732850260336103,46.58485619556512,4.04884578559117,0.05583501006036217,-0.0009990009990009955,None,None,0.001070296567531764,0.2697147350180045,4.090460701337987,0.21576953359039974,0.3898149117667814,209,209,2098,14
Most Total Fees Paid,RUNE-USD,MACD,4,9,4,false,false,0,209,1.2371494325053802,51.674641148325364,1.1382964347103444,1.0748056000193205,1.4288574120908775,-0.9412910224708188,0 days 23:59:59.999999999,0.0996186844613918,2.988560533841754,5.977121067683508,3.212121597769847,0,2098,2099 days 00:00:00,1000.0,5090.460701337984,409.04607013379837,6967.35128678544,100.0,2454.127545698183,63.19933603345954,1464 days 00:00:00,209,0.0,27.608038337415692,-28.65765854629192,6.4624099879939045,-4.686197111874295,1 days 00:00:00,1 days 00:00:00,19.57158230305265,0.8327073286384444,0.5175493280637662,1.4639149257349142,2.1732850260336103,46.58485619556512,4.04884578559117,0.05583501006036217,-0.0009990009990009955,None,None,0.001070296567531764,0.2697147350180045,4.090460701337987,0.21576953359039974,0.3898149117667814,209,209,2098,14
Most Expectancy,RUNE-USD,MACD,4,9,4,false,false,0,209,1.2371494325053802,51.674641148325364,1.1382964347103444,1.0748056000193205,1.4288574120908775,-0.9412910224708188,0 days 23:59:59.999999999,0.0996186844613918,2.988560533841754,5.977121067683508,3.212121597769847,0,2098,2099 days 00:00:00,1000.0,5090.460701337984,409.04607013379837,6967.35128678544,100.0,2454.127545698183,63.19933603345954,1464 days 00:00:00,209,0.0,27.608038337415692,-28.65765854629192,6.4624099879939045,-4.686197111874295,1 days 00:00:00,1 days 00:00:00,19.57158230305265,0.8327073286384444,0.5175493280637662,1.4639149257349142,2.1732850260336103,46.58485619556512,4.04884578559117,0.05583501006036217,-0.0009990009990009955,None,None,0.001070296567531764,0.2697147350180045,4.090460701337987,0.21576953359039974,0.3898149117667814,209,209,2098,14
Most Sharpe Ratio,RUNE-USD,MACD,4,9,4,false,false,0,209,1.2371494325053802,51.674641148325364,1.1382964347103444,1.0748056000193205,1.4288574120908775,-0.9412910224708188,0 days 23:59:59.999999999,0.0996186844613918,2.988560533841754,5.977121067683508,3.212121597769847,0,2098,2099 days 00:00:00,1000.0,5090.460701337984,409.04607013379837,6967.35128678544,100.0,2454.127545698183,63.19933603345954,1464 days 00:00:00,209,0.0,27.608038337415692,-28.65765854629192,6.4624099879939045,-4.686197111874295,1 days 00:00:00,1 days 00:00:00,19.57158230305265,0.8327073286384444,0.5175493280637662,1.4639149257349142,2.1732850260336103,46.58485619556512,4.04884578559117,0.05583501006036217,-0.0009990009990009955,None,None,0.001070296567531764,0.2697147350180045,4.090460701337987,0.21576953359039974,0.3898149117667814,209,209,2098,14
Most Sortino Ratio,RUNE-USD,MACD,4,9,4,false,false,0,209,1.2371494325053802,51.674641148325364,1.1382964347103444,1.0748056000193205,1.4288574120908775,-0.9412910224708188,0 days 23:59:59.999999999,0.0996186844613918,2.988560533841754,5.977121067683508,3.212121597769847,0,2098,2099 days 00:00:00,1000.0,5090.460701337984,409.04607013379837,6967.35128678544,100.0,2454.127545698183,63.19933603345954,1464 days 00:00:00,209,0.0,27.608038337415692,-28.65765854629192,6.4624099879939045,-4.686197111874295,1 days 00:00:00,1 days 00:00:00,19.57158230305265,0.8327073286384444,0.5175493280637662,1.4639149257349142,2.1732850260336103,46.58485619556512,4.04884578559117,0.05583501006036217,-0.0009990009990009955,None,None,0.001070296567531764,0.2697147350180045,4.090460701337987,0.21576953359039974,0.3898149117667814,209,209,2098,14
Most Win Rate [%],RUNE-USD,MACD,11,24,15,false,false,0,62,1.0011646111093386,59.67741935483871,1.3310729088415227,1.1629918739755345,0.8331803270332832,-0.9902783587617482,0 days 23:59:59.999999999,0.029551954242135366,0.886558627264061,1.773117254528122,1.0310604793110076,0,2098,2099 days 00:00:00,1000.0,1677.3408959100047,67.73408959100047,6967.35128678544,100.0,174.38013978226564,34.79252039409226,741 days 00:00:00,62,0.0,37.52095615251793,-18.184589528636625,5.907838223690401,-5.859380723602469,1 days 00:00:00,1 days 00:00:00,10.924853159838797,0.45529814822628334,0.2704814953194988,1.480173755677092,9.113118538628168,268.56307889476454,3.4804085606461337,0.017943743937924344,0.0,None,None,0.0003435525964396228,0.08657525430278494,0.6773408959100031,0.06406314679710623,0.22884638360131915,62,62,2098,14
Mean Best Trade [%],RUNE-USD,MACD,2,6,13,false,false,0,213,0.9641522809025845,51.64319248826291,1.0131235204526021,0.39372870173289565,0.4384733082132104,-0.997584355979701,0 days 23:59:59.999999999,0.10152526215443279,3.0457578646329835,6.091515729265967,1.199202289834701,0,2098,2099 days 00:00:00,1000.0,1168.306404732458,16.830640473245808,6967.35128678544,100.0,840.971414277457,83.28051073670784,1464 days 00:00:00,213,0.0,24.925829621271838,-42.66113143872863,5.651520135339458,-5.221388363283822,1 days 00:00:00,1 days 00:00:00,0.79017091423691,0.3074363203912729,0.03292369523575318,1.1527798794500135,-1.5836547479415906,73.25836734035357,3.117517760947437,0.05796370967741935,-0.0009990009990010213,None,None,0.0003996450318741582,0.10071054803228788,0.16830640473245695,0.018850993151209083,0.3942447761686129,213,213,2098,14
Most Profit Factor,RUNE-USD,MACD,16,22,17,false,false,0,52,0.9267709105936046,57.692307692307686,1.5524685206385607,1.045344373299438,0.7683640344687216,-0.9923012751779898,0 days 23:59:59.999999999,0.02478551000953289,0.7435653002859867,1.4871306005719733,0.7772818028346632,0,2098,2099 days 00:00:00,1000.0,1536.3972029523943,53.639720295239435,6967.35128678544,100.0,101.8750311139056,34.56421045439407,815 days 00:00:00,52,0.0,17.018836246850295,-18.184589528636625,5.229063645455448,-4.659727361458756,1 days 00:00:00,1 days 00:00:00,10.315330826007568,0.47226740846658954,0.22432266181136523,1.51524705554748,2.4060392338817818,149.16362274166673,3.737609403683782,0.014499758337361043,0.0,None,None,0.00025899524638764025,0.06526680208968534,0.5363972029523942,0.05290959500177439,0.16632231457358906,52,52,2098,14
Most Omega Ratio,RUNE-USD,MACD,14,25,15,false,false,0,57,0.9231477882882482,56.14035087719298,1.408838217655107,1.1722366099378014,0.8745531074651621,-0.9903069369287242,0 days 23:59:59.999999999,0.02716873212583413,0.8150619637750238,1.6301239275500476,0.955445473304881,0,2098,2099 days 00:00:00,1000.0,1675.349754625458,67.53497546254579,6967.35128678544,100.0,151.22010821752747,24.295033654363944,797 days 00:00:00,57,0.0,22.07230769806408,-18.184589528636625,5.970670425024119,-4.969758673372685,1 days 00:00:00,1 days 00:00:00,11.848241309218562,0.4974082583191216,0.38642205405395763,1.5243572417159108,4.8109403795938945,133.44215613926184,3.906165431897022,0.015481373971940009,0.0,None,None,0.00031835722283062896,0.0802260201533185,0.6753497546254559,0.06391141968935288,0.19411022753526322,57,57,2098,14
Most Worst Trade [%],RUNE-USD,MACD,10,20,18,false,false,0,60,0.84709877271477,55.00000000000001,1.2771312607384973,1.0055729212992062,0.6998525877092917,-0.9928042810896399,1 days 00:00:00,0.028598665395614873,0.8579599618684461,1.7159199237368923,0.8627413052138089,0,2098,2099 days 00:00:00,1000.0,1501.351014094438,50.13510140944379,6967.35128678544,100.0,144.79067874081903,26.0476805767065,845 days 00:00:00,60,0.0,37.52095615251795,-18.184589528636625,6.286599658205392,-5.449015312697245,1 days 00:00:00,1 days 00:00:00,8.355850234907294,0.38774177277853245,0.2811013148575817,1.4011528020482156,9.205387617999852,282.2844204734836,3.6939482963089296,0.015972894482090997,0.0,None,None,0.00028747198324891124,0.07244293977872564,0.5013510140944375,0.049996758895331395,0.22485349178322223,60,60,2098,14
