Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Expectancy,BNB-USD,MACD,3,5,11,false,false,0,239,1.311135453158213,52.30125523012552,1.3460633680224725,1.081605537524414,2.4875312792216437,-0.9742407647473496,0 days 23:59:59.999999999,0.08796466691203533,2.63894000736106,5.27788001472212,2.8542921251564404,0,2717,2718 days 00:00:00,1000.0,8638.026547595184,763.8026547595183,29651.60445440356,100.0,3418.9227870024856,44.8015407268276,1484 days 00:00:00,239,0.0,52.321634237145574,-12.703399131715884,4.420577173940724,-2.579547572581189,1 days 00:00:00,1 days 00:00:00,31.95827007362,0.9547756788833747,0.7495936538700154,1.84247637704053,13.41124535535492,304.2045795976008,4.932167532385425,0.05023183925811437,-0.0009990009990009582,None,None,0.000951168504754271,0.2396944631980763,7.6380265475951585,0.22129306389253722,0.3021362373308299,239,239,2717,14
Most Total Return [%],BNB-USD,MACD,4,5,6,false,false,0,253,1.2647541857617637,50.19762845849802,1.2729058023542266,1.0389819720270252,2.376169694362145,-0.9738023347479466,0 days 23:59:59.999999999,0.0931174089068826,2.7935222672064777,5.587044534412955,2.902419274083593,0,2717,2718 days 00:00:00,1000.0,8768.02807682758,776.8028076827582,29651.60445440356,100.0,4146.175150202551,52.91321994429933,1460 days 00:00:00,253,0.0,52.321634237145574,-13.2935050150912,4.6628602432280175,-2.6136572378342917,1 days 00:00:00,1 days 00:00:00,30.703668287856047,0.9436421966882199,0.6397491246603657,1.7681312652267367,12.347894037797332,272.0345930372623,5.113979659425033,0.05023183925811437,-0.0009990009990009823,None,None,0.0009672101311556742,0.24373695305122992,7.768028076827573,0.22298567795241553,0.310856667319125,253,253,2717,14
Most Total Fees Paid,BNB-USD,MACD,4,5,6,false,false,0,253,1.2647541857617637,50.19762845849802,1.2729058023542266,1.0389819720270252,2.376169694362145,-0.9738023347479466,0 days 23:59:59.999999999,0.0931174089068826,2.7935222672064777,5.587044534412955,2.902419274083593,0,2717,2718 days 00:00:00,1000.0,8768.02807682758,776.8028076827582,29651.60445440356,100.0,4146.175150202551,52.91321994429933,1460 days 00:00:00,253,0.0,52.321634237145574,-13.2935050150912,4.6628602432280175,-2.6136572378342917,1 days 00:00:00,1 days 00:00:00,30.703668287856047,0.9436421966882199,0.6397491246603657,1.7681312652267367,12.347894037797332,272.0345930372623,5.113979659425033,0.05023183925811437,-0.0009990009990009823,None,None,0.0009672101311556742,0.24373695305122992,7.768028076827573,0.22298567795241553,0.310856667319125,253,253,2717,14
Mean Worst Trade [%],BNB-USD,MACD,2,5,15,false,false,0,272,1.258069816748591,50.36764705882353,1.2605174239440575,0.8596793382220411,2.177689640569677,-0.9809365764069788,0 days 23:59:59.999999999,0.10011041589988959,3.0033124769966877,6.006624953993375,2.5818856826985117,0,2717,2718 days 00:00:00,1000.0,6652.6109592700805,565.261095927008,29651.60445440356,100.0,3316.3380114698107,43.462724289579604,1246 days 00:00:00,272,0.0,52.321634237145595,-12.703399131715907,4.1944352989955895,-2.524480414562967,1 days 00:00:00,1 days 00:00:00,20.7816579384929,0.8505541879195107,0.6667589536397908,1.6595112870193347,12.914257146916384,286.5861194612185,4.788875428255808,0.05430566330488751,-0.00099900099900103,None,None,0.0008604118941264439,0.21682379731986387,5.6526109592700795,0.19207589395983082,0.3067970085550904,272,272,2717,14
Mean Profit Factor,BNB-USD,MACD,5,11,7,false,false,0,190,1.2406933621131506,48.94736842105264,1.33988948149631,0.8519608352296753,1.8277775386351818,-0.9912931605026047,0 days 23:59:59.999999999,0.06993006993006994,2.097902097902098,4.195804195804196,1.7873304235587593,0,2717,2718 days 00:00:00,1000.0,3581.717608247433,258.17176082474333,29651.60445440356,100.0,1201.5310587119197,38.21110817994448,1338 days 00:00:00,190,0.0,52.321634237145595,-11.616814817175335,4.28698785987762,-2.441415590463716,1 days 00:00:00,1 days 00:00:00,13.587987411828585,0.6620802934264548,0.48908724583125995,1.6578327406219386,16.855625551532214,437.5251548691455,5.116107489876309,0.03542857142857143,-0.000999000999000933,None,None,0.000595627445594626,0.15009811628984576,2.5817176082474314,0.12557051301481614,0.2728416971641203,190,190,2717,14
Most Omega Ratio,BNB-USD,MACD,12,32,10,false,false,0,83,1.2314191355025645,53.01204819277109,2.669230263918109,1.4425765740063023,3.4089528152732305,-0.9930034185155441,0 days 23:59:59.999999999,0.0305483989694516,0.9164519690835481,1.8329039381670962,1.3220521418018745,0,2717,2718 days 00:00:00,1000.0,3074.598667100908,207.45986671009084,29651.60445440356,100.0,345.09595977432974,16.252415956267583,488 days 00:00:00,83,0.0,14.885745863974552,-5.606783471363455,4.162042761844816,-1.6255391250935596,1 days 00:00:00,1 days 00:00:00,24.995164663866376,1.1112630790243068,1.0016979899929879,2.7642759996996293,10.739469070276993,162.38896272444097,7.211154781825126,0.01721556886227545,0.0,None,None,0.00044055241850925257,0.11101920946433165,2.0745986671009042,0.10975067479538847,0.12023403080212794,83,83,2717,14
Most Sortino Ratio,BNB-USD,MACD,12,32,10,false,false,0,83,1.2314191355025645,53.01204819277109,2.669230263918109,1.4425765740063023,3.4089528152732305,-0.9930034185155441,0 days 23:59:59.999999999,0.0305483989694516,0.9164519690835481,1.8329039381670962,1.3220521418018745,0,2717,2718 days 00:00:00,1000.0,3074.598667100908,207.45986671009084,29651.60445440356,100.0,345.09595977432974,16.252415956267583,488 days 00:00:00,83,0.0,14.885745863974552,-5.606783471363455,4.162042761844816,-1.6255391250935596,1 days 00:00:00,1 days 00:00:00,24.995164663866376,1.1112630790243068,1.0016979899929879,2.7642759996996293,10.739469070276993,162.38896272444097,7.211154781825126,0.01721556886227545,0.0,None,None,0.00044055241850925257,0.11101920946433165,2.0745986671009042,0.10975067479538847,0.12023403080212794,83,83,2717,14
Most Profit Factor,BNB-USD,MACD,13,30,10,false,false,0,83,1.2313270324947998,53.01204819277109,2.7016637842866094,1.380506093719943,3.3604678274402455,-0.9934451052739873,0 days 23:59:59.999999999,0.0305483989694516,0.9164519690835481,1.8329039381670962,1.265167527921479,0,2717,2718 days 00:00:00,1000.0,2943.631456559864,194.36314565598641,29651.60445440356,100.0,324.1091269840551,14.517286661005658,435 days 00:00:00,83,0.0,11.82952330004215,-5.606783471363455,4.014731259918793,-1.5914402476326066,1 days 00:00:00,1 days 00:00:00,23.417246464576678,1.129345963833226,1.0747365384052157,2.722111995849957,9.943572649480496,140.54561102630092,7.10116172830424,0.01721556886227545,0.0,None,None,0.0004215978568324029,0.10624265992176553,1.9436314565598596,0.10528082669980532,0.11321868152284523,83,83,2717,14
Most Sharpe Ratio,BNB-USD,MACD,17,28,8,false,false,0,84,1.2158099122397865,52.38095238095239,2.6256147834689423,1.3807092247959591,3.3753990631292217,-0.993316213349301,0 days 23:59:59.999999999,0.030916451969083547,0.9274935590725065,1.854987118145013,1.2805989129502455,0,2717,2718 days 00:00:00,1000.0,2981.849980241497,198.18499802414973,29651.60445440356,100.0,338.69144812426725,14.51728666100562,435 days 00:00:00,84,0.0,11.82952330004215,-5.606783471363455,4.084050175604485,-1.5929658210934203,1 days 00:00:00,1 days 00:00:00,23.593452145732122,1.1341075810278274,1.0885431397586625,2.700879798267169,9.803741843441546,136.72770684278882,7.163202943230321,0.01721556886227545,0.0,None,None,0.0004267401268993827,0.10753851197864445,1.9818499802415,0.10660355225912888,0.11411846756452683,84,84,2717,14
Most Win Rate [%],BNB-USD,MACD,14,33,10,false,false,0,81,1.2105094264633893,56.79012345679012,1.862203796741618,0.9927485213275988,1.8220042956469393,-0.9962620346952578,0 days 23:59:59.999999999,0.02981229297018771,0.8943687891056312,1.7887375782112624,0.8878832929061705,0,2717,2718 days 00:00:00,1000.0,2108.3666868050177,110.83666868050179,29651.60445440356,100.0,281.4736924941344,13.322356613025105,409 days 00:00:00,81,0.0,11.829523300042146,-8.702924597012068,3.3145291172022904,-2.058734547536281,1 days 00:00:00,1 days 00:00:00,13.683539343271814,0.8500583884437983,0.7908311467701403,2.048756246298831,7.72368867292125,148.93750402021303,5.012914219667351,0.01759640584050917,0.0,None,None,0.00029588197989561263,0.07456225893369438,1.1083666868050162,0.07160502629231269,0.1055641515185501,81,81,2717,14
Median Sharpe Ratio,BNB-USD,MACD,5,10,11,false,false,0,158,1.1878588614666135,46.20253164556962,1.307219143411977,0.7490694706066627,1.6073777138283283,-0.99507650781931,0 days 23:59:59.999999999,0.05815237394184763,1.744571218255429,3.489142436510858,1.3068050388942147,0,2717,2718 days 00:00:00,1000.0,2459.8944267616725,145.98944267616724,29651.60445440356,100.0,773.431817718719,33.92639303622818,1424 days 00:00:00,158,0.0,52.32163423714559,-11.616814817175326,4.180463984866744,-2.1978928769343486,1 days 00:00:00,1 days 00:00:00,9.239838144061192,0.5265348157871953,0.3787196292155818,1.6091880757951493,20.79574616642182,599.6857359663717,4.994752598896628,0.029155622870124954,-0.0009990009990009192,None,None,0.0004354994870185321,0.10974587072867009,1.4598944267616711,0.08703595966352418,0.250846044567107,158,158,2717,14
Most Calmar Ratio,BNB-USD,MACD,17,21,7,false,false,0,98,1.1837260422627087,50.0,2.254358704482638,1.3104592882151942,2.707545402776345,-0.9924321595661919,1 days 00:00:00,0.0360691939639308,1.0820758189179243,2.1641516378358485,1.4180163074540564,0,2717,2718 days 00:00:00,1000.0,3243.986111173173,224.3986111173173,29651.60445440356,100.0,394.39822652248586,11.09052065808348,530 days 00:00:00,98,0.0,16.34253451846634,-7.178282283474983,4.532957061363993,-1.9120384849336043,1 days 00:00:00,1 days 00:00:00,22.89781746095075,0.9877317085148248,1.5437017626692453,2.301667803826098,9.807574402071857,144.1398061675463,6.3738493029030385,0.019504876219054765,-0.000999000999000783,None,None,0.00047253421800912143,0.1190786229382986,2.2439861111731743,0.11528229189610073,0.14509116560154145,98,98,2717,14
Median Win Rate [%],BNB-USD,MACD,4,16,6,false,false,0,198,1.1580365934661667,46.464646464646464,1.2158746926992703,0.7064376529239094,1.505345797609392,-0.9937683266097661,0 days 23:59:59.999999999,0.0728744939271255,2.1862348178137654,4.372469635627531,1.544438593436887,0,2717,2718 days 00:00:00,1000.0,2847.791144562483,184.77911445624832,29651.60445440356,100.0,1249.4269089028082,38.16204084665576,1410 days 00:00:00,198,0.0,52.32163423714559,-11.616814817175326,4.361686226491291,-2.4660422411157046,1 days 00:00:00,1 days 00:00:00,9.33227850789131,0.5653401531159182,0.39540709495999404,1.5167066233367175,16.3365208042502,418.356834354822,4.805565196045815,0.036218070911170415,-0.000999000999000942,None,None,0.000514696230679596,0.1297034501312582,1.8477911445624784,0.10189402243338552,0.27611363802087435,198,198,2717,14
Mean Avg Winning Trade [%],BNB-USD,MACD,8,24,12,false,false,0,101,1.1560029745709683,49.504950495049506,2.079892999938404,1.0078023177751247,1.9429230609528985,-0.9948849411778122,0 days 23:59:59.999999999,0.037173352962826645,1.1152005888847996,2.230401177769599,1.1239017382622851,0,2717,2718 days 00:00:00,1000.0,2516.6970095651595,151.66970095651595,29651.60445440356,100.0,307.29027678506236,13.024184931023003,550 days 00:00:00,101,0.0,16.342534518466348,-9.199207465565266,4.011136035191414,-1.936642503221237,1 days 00:00:00,1 days 00:00:00,15.01680207490257,0.8367618423446396,1.0131214201102878,1.9802608326928635,8.703620062950343,146.58425406401835,5.56714837870258,0.019887429643527205,-0.0009990009990008227,None,None,0.00037453320090278695,0.09438236662750231,1.5166970095651617,0.08933920204545376,0.13574853688464744,101,101,2717,14
Most Worst Trade [%],BNB-USD,MACD,9,36,12,false,false,0,86,1.149971201863313,50.0,2.349149868313477,1.2734923459358338,3.1137796054451723,-0.9939730305417486,1 days 00:00:00,0.03165255796834744,0.9495767390504233,1.8991534781008466,1.2092787090594226,0,2717,2718 days 00:00:00,1000.0,2787.0931443484305,178.70931443484304,29651.60445440356,100.0,340.22540957404215,21.392530232524834,682 days 00:00:00,86,0.0,14.885745863974542,-5.433425402383621,4.125769488576612,-1.5787847967049442,1 days 00:00:00,1 days 00:00:00,20.780152841260808,1.0451859966665618,0.6898223278387913,2.5157230574912375,10.770549987577166,167.00053784510487,7.099929517808611,0.016835016835016835,0.0,None,None,0.0004029762073549419,0.10155000425344536,1.7870931443484266,0.0996951835411295,0.11693177044763833,86,86,2717,14
Median Worst Trade [%],BNB-USD,MACD,3,9,17,false,false,0,186,1.1401412096980184,48.38709677419355,1.2081413470591467,0.6423941467079046,1.3157923810746193,-0.9953716251691478,0 days 23:59:59.999999999,0.06845785793154215,2.053735737946264,4.107471475892528,1.319307816941519,0,2717,2718 days 00:00:00,1000.0,2372.3873975114666,137.23873975114665,29651.60445440356,100.0,972.5133866389423,37.32333184427842,1410 days 00:00:00,186,0.0,52.321634237145574,-11.616814817175332,4.01676781426644,-2.521081166628222,1 days 00:00:00,1 days 00:00:00,7.3784268683412435,0.49657518851172777,0.32957951343520786,1.4757767042975873,17.50630233417314,466.6070155687396,4.427330112892769,0.03542857142857143,-0.000999000999000938,None,None,0.00043967583777134513,0.11079831111837897,1.3723873975114613,0.08339149185139383,0.2685309116466501,186,186,2717,14
