Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Current
Least Total Trades,27,33,35,0,2663,2664 days 00:00:00,1000.0,1046.032417934911,4.603241793491111,95.59814630599033,100.0,93.3353123774273,19.427642140367066,1235 days 00:00:00,41,41,0,0.0,60.97560975609756,8.058485575738793,-7.371773900553574,2.33888167133147,-3.2162485860327488,1 days 00:00:00,1 days 00:00:00,1.076444292015845,1.1227419008514996,0.1155451974754899,0.03183704579129652,1.129992003333029,0.17182359512527925,0.6443651864391068,-0.9518480015422364,15.396169733383402,0.4618850920015021,1,0.5185777461687362,0 days 23:59:59.999999999,0
Most Total Fees Paid,2,5,31,0,2663,2664 days 00:00:00,1000.0,991.3409707106316,-0.8659029289368391,95.59814630599033,100.0,791.467842439892,59.762098459564086,1694 days 00:00:00,284,284,0,0.0,50.70422535211267,19.054158628395488,-22.979864758922393,2.953388177526298,-2.846019067517923,1 days 00:00:00,1 days 00:00:00,0.9985205613270066,-0.0304895397512972,0.13399692535588434,-0.0019926471387637056,1.0650362440182382,0.19713651085972245,-0.02342346203684804,-1.0090577376486491,106.64663912880211,3.1993991738640633,7,-0.09754820829179578,0 days 23:59:59.999999999,0
Mean Max Drawdown [%],23,26,21,0,2663,2664 days 00:00:00,1000.0,911.2953506262551,-8.870464937374493,95.59814630599033,100.0,123.91551611161461,47.92964672882366,1879 days 00:00:00,55,55,0,0.0,50.90909090909091,9.635107542410383,-11.318212175298239,3.0387939560002932,-3.324389837120314,1 days 00:00:00,1 days 00:00:00,0.917180580252305,-1.6128118067953636,-0.05703349231915097,-0.02638483856937911,0.9495770125144013,-0.07847125729711439,-1.0367018041843477,-1.092789089330058,20.653398422831394,0.6196019526849419,2,-0.9993013448037366,0 days 23:59:59.999999999,0
Median Avg Winning Trade [%],11,13,14,0,2663,2664 days 00:00:00,1000.0,909.0763009456695,-9.092369905433054,95.59814630599033,100.0,195.40135963848198,33.51668709409067,2123 days 00:00:00,101,101,0,0.0,49.504950495049506,14.934780064425999,-14.530128293411037,2.8901906248029783,-2.8534013765880566,1 days 00:00:00,1 days 00:00:00,0.9368930372670365,-0.9002346441022713,-0.008990689757895432,-0.038714800357897636,0.9933330693483087,-0.013110445743129166,-0.6752435074274462,-1.0951103160131392,37.92714983101765,1.1378144949305296,3,-1.0243000268981908,0 days 23:59:59.999999999,0
Mean Worst Trade [%],16,27,8,0,2663,2664 days 00:00:00,1000.0,835.4776008131234,-16.452239918687656,95.59814630599033,100.0,177.166173493097,41.3119368787784,1731 days 00:00:00,92,92,0,0.0,54.347826086956516,14.934780064426011,-14.530128293411032,2.658076957006385,-3.3902902785134317,1 days 00:00:00,1 days 00:00:00,0.8889348396609332,-1.7882869476834369,-0.08511814471803131,-0.058886973316657334,0.9356835389365336,-0.12137772546261985,-1.4725683034283898,-1.172097896815147,34.547502816372514,1.0364250844911753,3,-1.853425450847272,0 days 23:59:59.999999999,0
Median Omega Ratio,27,30,15,0,2663,2664 days 00:00:00,1000.0,815.6733361244195,-18.43266638755805,95.59814630599033,100.0,120.5710355922352,47.704492056122874,1879 days 00:00:00,57,57,0,0.0,47.368421052631575,9.635107542410383,-11.318212175298232,2.836715110587667,-3.089252977214447,1 days 00:00:00,1 days 00:00:00,0.8208504551300267,-3.2338011206242214,-0.20396688038701627,-0.05770732367434657,0.8313907150207994,-0.2764763042874235,-2.004422182205096,-1.1928140565462306,21.404431092752535,0.6421329327825761,2,-2.0765301976220125,0 days 23:59:59.999999999,0
Median Max Drawdown [%],10,23,28,0,2663,2664 days 00:00:00,1000.0,805.4859674309773,-19.451403256902267,95.59814630599033,100.0,136.9822246947786,47.83703509782383,2141 days 00:00:00,76,76,0,0.0,40.78947368421053,14.934780064426015,-16.893954099976717,3.64496401132603,-2.810607932491333,1 days 00:00:00,1 days 00:00:00,0.8390090748176858,-2.5593951653818703,-0.12408277209001818,-0.06104502546588473,0.8959951787383192,-0.17484154902487162,-1.5817633597854461,-1.2034705065790947,28.539241457003378,0.8561772437101014,2,-2.191295898261609,0 days 23:59:59.999999999,0
Mean Profit Factor,13,24,30,0,2663,2664 days 00:00:00,1000.0,804.8469678346131,-19.51530321653869,95.59814630599033,100.0,118.4255386786749,41.2036734214479,2116 days 00:00:00,64,64,0,0.0,46.875,13.254769340261513,-12.00036450531572,3.4100466801488754,-3.4669913366757408,1 days 00:00:00,1 days 00:00:00,0.8276231045386223,-3.049266127584163,-0.16446895610436113,-0.0711288164748,0.8711860473835955,-0.23246900946604213,-2.1000455424133353,-1.2041389291595064,24.03304543747653,0.7209913631242959,2,-2.198494541855649,1 days 00:00:00,0
Mean Expectancy,8,18,29,0,2663,2664 days 00:00:00,1000.0,796.6277307566792,-20.337226924332082,95.59814630599033,100.0,132.90737444205362,31.59955700882034,2605 days 00:00:00,82,82,0,0.0,57.3170731707317,14.934780064426011,-14.530128293411057,2.648360082972422,-3.977945718940416,1 days 00:00:00,1 days 00:00:00,0.8323140710427376,-2.4801496249185444,-0.13764160687122387,-0.09706430927652972,0.897569906252049,-0.18177329802831368,-2.153862386754833,-1.2127366241939121,30.792339466766805,0.9237701840030041,2,-2.2910882753659854,0 days 23:59:59.999999999,0
Median Sortino Ratio,27,31,34,0,2663,2664 days 00:00:00,1000.0,796.1568851729986,-20.384311482700138,95.59814630599033,100.0,74.72162746452624,23.53487770204818,2560 days 00:00:00,43,43,0,0.0,53.48837209302325,7.562093724983092,-12.539204834727144,2.2806686960429134,-3.6010881743219523,1 days 00:00:00,1 days 00:00:00,0.6883218851952843,-4.74053755411631,-0.2883745190519069,-0.13065888451044833,0.7368401113877192,-0.35707064955031453,-2.5030386534590248,-1.213229150044961,16.147202403304547,0.48441607209913634,1,-2.29639258160347,0 days 23:59:59.999999999,0
Mean Avg Winning Trade [%],15,17,15,0,2663,2664 days 00:00:00,1000.0,749.8162833515654,-25.018371664843457,95.59814630599033,100.0,145.21598572508037,32.839045029803046,1965 days 00:00:00,85,85,0,0.0,51.76470588235295,14.934780064426015,-14.53012829341106,2.9115717704834343,-3.6043822427291703,1 days 00:00:00,1 days 00:00:00,0.8131312917859925,-2.943337842922759,-0.17062219997623243,-0.1177910852070736,0.8708336483802431,-0.23757838572282525,-2.3085002689590266,-1.2617035228357327,31.91888847164852,0.9575666541494555,2,-2.8184421702790217,0 days 23:59:59.999999999,0
Mean Calmar Ratio,4,10,7,0,2663,2664 days 00:00:00,1000.0,727.5316149877078,-27.246838501229213,95.59814630599033,100.0,448.6919830047822,51.626920087831884,1406 days 00:00:00,215,215,0,0.0,48.837209302325576,19.05415862839551,-22.979864758922382,3.04553892983146,-2.9999770653419464,1 days 00:00:00,1 days 00:00:00,0.9256855919551729,-1.2672948140106612,-0.05760673953850072,-0.08260636659902662,0.9700775442897476,-0.08266644660392258,-0.9377445769634913,-1.2850142973904284,80.73601201652272,2.4220803604956815,5,-3.06948987997325,0 days 23:59:59.999999999,0
Mean Total Return [%],4,11,32,0,2663,2664 days 00:00:00,1000.0,714.4908536834478,-28.55091463165522,95.59814630599033,100.0,284.8782486541993,50.121050389055085,2059 days 00:00:00,148,147,1,-0.7144908536834009,49.65986394557823,13.762465006808675,-14.53012829341106,2.5783634348144124,-2.8561796113280566,1 days 00:00:00,1 days 00:00:00,0.8691009336429585,-1.9373786085909455,-0.18918200826427695,-0.08981589585308486,0.8938677442650599,-0.26046952691590225,-1.4577266380863636,-1.2986555256026566,55.2009012392039,1.6672925272249344,4,-3.2301768765091246,0 days 23:59:59.999999999,1
Mean Sharpe Ratio,2,29,33,0,2663,2664 days 00:00:00,1000.0,690.4463051003271,-30.95536948996729,95.59814630599033,100.0,213.55645045838716,45.709869310832325,2616 days 00:00:00,147,146,1,-0.6904463051002949,50.68493150684932,11.184952393235085,-14.530128293411051,2.2724871398824242,-2.719580117050563,1 days 00:00:00,1 days 00:00:00,0.7995160988256892,-2.1155017027025593,-0.24026618220062945,-0.10825942078528411,0.8636577653683973,-0.31263470261342385,-1.6246069530924594,-1.3238072147433217,54.825384904243336,1.6560270371761172,4,-3.5033280168675507,0 days 23:59:59.999999999,1
Mean Sortino Ratio,2,29,34,0,2663,2664 days 00:00:00,1000.0,688.6642555842486,-31.133574441575142,95.59814630599033,100.0,208.25141909715495,50.3572596741952,2616 days 00:00:00,147,146,1,-0.6886642555841718,50.0,11.184952393235086,-14.530128293411057,2.4070877982279066,-2.7816542421590866,1 days 00:00:00,1 days 00:00:00,0.7989063313610661,-2.127719727124431,-0.23043451291271375,-0.09893656862289812,0.8697246815477959,-0.3052120817867051,-1.6119088841851748,-1.3256713194199694,54.825384904243336,1.6560270371761172,4,-3.523561395651048,1 days 00:00:00,1
Median Calmar Ratio,14,29,3,0,2663,2664 days 00:00:00,1000.0,672.3977784011773,-32.76022215988227,95.59814630599033,100.0,287.1662313645685,47.31425368665833,2059 days 00:00:00,157,156,1,-0.6723977784010913,48.07692307692308,13.762465006808696,-14.53012829341106,2.707181859550591,-2.8486792267998498,1 days 00:00:00,1 days 00:00:00,0.8542076252673197,-2.09570399884886,-0.21167783996647505,-0.11186604778544539,0.8834869563812542,-0.28971018785084773,-1.5265909082523748,-1.3426867928487172,58.580548253849045,1.7686819376642884,4,-3.7066338094547993,0 days 23:59:59.999999999,1
Median Total Return [%],8,28,13,0,2663,2664 days 00:00:00,1000.0,666.7912553275928,-33.32087446724072,95.59814630599033,100.0,159.16202020989837,42.68200999118999,1581 days 00:00:00,98,98,0,0.0,45.91836734693878,14.934780064426006,-14.53012829341105,3.096246345745221,-3.1975822873320006,1 days 00:00:00,1 days 00:00:00,0.7724602266971405,-3.4000892313510924,-0.24324598805009773,-0.12655086399434484,0.8267956613541716,-0.35966692398539263,-2.3655537323871236,-1.3485514704499326,36.80060082613594,1.1040180247840783,3,-3.753759797285848,0 days 23:59:59.999999999,0
Median Best Trade [%],5,16,22,0,2663,2664 days 00:00:00,1000.0,613.3859591432987,-38.66140408567013,95.59814630599033,100.0,190.99127189841323,49.82138486169953,2059 days 00:00:00,119,119,0,0.0,45.378151260504204,14.934780064426,-16.893954099976714,3.095037538506046,-3.132283071371758,1 days 00:00:00,1 days 00:00:00,0.773906343264017,-3.248857486190765,-0.27223819965064283,-0.13001065875961204,0.8256143629488251,-0.37288676373013147,-2.2337446429119088,-1.4044158341932993,44.68644386030792,1.3405933158092376,3,-4.355396630004142,0 days 23:59:59.999999999,0
Mean Avg Losing Trade [%],8,12,32,0,2663,2664 days 00:00:00,1000.0,608.6825220146345,-39.13174779853655,95.59814630599033,100.0,158.33157625243504,49.027330825863196,1581 days 00:00:00,102,102,0,0.0,45.09803921568628,14.93478006442601,-14.530128293411046,3.120694773368493,-3.2576944187003907,1 days 00:00:00,1 days 00:00:00,0.746206025227358,-3.83644586260162,-0.3092837228065298,-0.134127091375466,0.7921687890528705,-0.4406965356068515,-2.621457363037352,-1.4093358429072853,38.30266616597822,1.1490799849793467,3,-4.408383154172346,0 days 23:59:59.999999999,0
Median Avg Losing Trade [%],6,33,24,0,2663,2664 days 00:00:00,1000.0,599.9577045690197,-40.00422954309803,95.59814630599033,100.0,138.88291120584339,55.78699382889006,2116 days 00:00:00,88,88,0,0.0,47.72727272727273,9.401040972196192,-14.530128293411046,2.4228735128832795,-3.179873278168293,1 days 00:00:00,1 days 00:00:00,0.6811046163969355,-4.545935175352039,-0.46051148562725835,-0.12118444572102959,0.7042197203900012,-0.5659576079180004,-3.287349816886805,-1.4184623979533304,33.04543747653023,0.9913631242959069,2,-4.506672498283659,0 days 23:59:59.999999999,0
Median Total Trades,5,26,34,0,2663,2664 days 00:00:00,1000.0,585.9063451938435,-41.40936548061565,95.59814630599033,100.0,144.78272990908036,52.06932511137654,2016 days 00:00:00,90,90,0,0.0,47.77777777777778,9.401040972196192,-14.530128293411037,2.3506698560530284,-3.1468111510606662,1 days 00:00:00,1 days 00:00:00,0.6780684533796366,-4.601040608957282,-0.4822829161774394,-0.13564186904781667,0.6925145764468896,-0.5886776642387863,-3.3307196327468542,-1.4331607576162892,33.79647014645138,1.0138941043935412,3,-4.664967947497057,0 days 23:59:59.999999999,0
Mean Best Trade [%],5,16,35,0,2663,2664 days 00:00:00,1000.0,565.6043769121537,-43.43956230878463,95.59814630599033,100.0,180.49182232578022,49.45298208937856,1747 days 00:00:00,115,115,0,0.0,47.82608695652174,14.903580131298504,-16.893954099976717,2.751564735438243,-3.277889474825587,1 days 00:00:00,1 days 00:00:00,0.7430582626454584,-3.7773532442421534,-0.3503622529660258,-0.1518765077034358,0.775827552194447,-0.4636925993705648,-2.7372124958276474,-1.454397537895174,43.184378520465636,1.2955313556139691,3,-4.893679569145862,0 days 23:59:59.999999999,0
Mean Total Trades,4,21,34,0,2663,2664 days 00:00:00,1000.0,560.8798278524512,-43.91201721475488,95.59814630599033,100.0,148.3524382533667,47.71457344810622,2616 days 00:00:00,109,109,0,0.0,52.293577981651374,11.184952393235095,-14.530128293411051,2.125270968127431,-3.286714125105554,1 days 00:00:00,1 days 00:00:00,0.6560364611104315,-4.028625432546322,-0.4653437994973385,-0.15963637104829748,0.7182429525267646,-0.5693845475677485,-3.1919884578140167,-1.459339630647245,40.931280510702216,1.2279384153210664,3,-4.946903929563077,0 days 23:59:59.999999999,0
Mean Win Rate [%],3,5,21,0,2663,2664 days 00:00:00,1000.0,555.7108392122913,-44.428916078770875,95.59814630599033,100.0,382.4696592932129,62.93943673891044,1720 days 00:00:00,233,233,0,0.0,48.497854077253216,19.05415862839551,-22.97986475892239,2.951814781249223,-3.065366043640631,1 days 00:00:00,1 days 00:00:00,0.863909037439131,-1.9068204325652776,-0.18297491460447515,-0.1228815950786302,0.9096702950364822,-0.2515373071329893,-1.4011621074253893,-1.46474662737249,87.49530604581298,2.6248591813743896,6,-5.0051351196512535,0 days 23:59:59.999999999,0
Mean Total Fees Paid,5,14,25,0,2663,2664 days 00:00:00,1000.0,535.4344438184077,-46.456555618159236,95.59814630599033,100.0,182.08931417103256,50.9749302983982,2059 days 00:00:00,122,122,0,0.0,45.08196721311475,13.76246500680868,-16.89395409997672,2.89557426587982,-3.130722937486974,1 days 00:00:00,1 days 00:00:00,0.7205568442347136,-3.8079143949310854,-0.385911107119943,-0.16091802477869194,0.7656031153550856,-0.5041860291454452,-2.601034422767135,-1.4859566572500391,45.81299286518964,1.3743897859556893,3,-5.2335586501869225,0 days 23:59:59.999999999,0
Least Avg Winning Trade [%],4,23,30,0,2663,2664 days 00:00:00,1000.0,527.5630499143151,-47.24369500856849,95.59814630599033,100.0,146.3857835074994,50.8203759022612,2616 days 00:00:00,111,111,0,0.0,51.35135135135135,7.107344461155857,-14.53012829341105,1.9855374998612383,-3.146557268472842,1 days 00:00:00,1 days 00:00:00,0.6176192151765549,-4.25618873951067,-0.5625589369239853,-0.16506897465302675,0.6769567437015458,-0.6655705554888097,-3.3115309603072367,-1.4941904925368634,41.68231318062335,1.2504693954187007,3,-5.322233759883789,0 days 23:59:59.999999999,0
Median Win Rate [%],5,20,25,0,2663,2664 days 00:00:00,1000.0,520.703271778544,-47.9296728221456,95.59814630599033,100.0,161.85640020469788,51.8168843446043,2571 days 00:00:00,114,114,0,0.0,48.24561403508772,14.934780064425999,-16.893954099976703,2.7157745808149327,-3.4346150574523198,1 days 00:00:00,1 days 00:00:00,0.6976768588460612,-4.204357265100494,-0.405277565853664,-0.1650620072267111,0.7440875050739068,-0.5420195650654048,-3.0733605739038703,-1.5013661318152802,42.80886218550507,1.2842658655651522,3,-5.399512522209423,0 days 23:59:59.999999999,0
Mean Omega Ratio,2,10,25,0,2663,2664 days 00:00:00,1000.0,488.06018055453177,-51.19398194454682,95.59814630599033,100.0,407.64735357635226,69.39278868193696,1696 days 00:00:00,224,224,0,0.0,45.089285714285715,25.236383160867966,-19.462482543687308,3.124933861622819,-2.968122607426377,1 days 00:00:00,1 days 00:00:00,0.8548350331533866,-2.285445622524392,-0.27213547460172866,-0.1348927130491927,0.8682650760210272,-0.40783349687278375,-1.5613501614919074,-1.5355122868249478,84.11565903116785,2.5234697709350358,6,-5.767252941556108,0 days 23:59:59.999999999,0
Median Profit Factor,5,10,13,0,2663,2664 days 00:00:00,1000.0,467.3014662358985,-53.26985337641015,95.59814630599033,100.0,276.26824105116145,70.87905403109495,2323 days 00:00:00,162,162,0,0.0,43.82716049382716,25.23638316086801,-19.462482543687308,3.163195763794745,-3.1207452224841736,1 days 00:00:00,1 days 00:00:00,0.7974925845027808,-3.288262554099404,-0.37787096886350674,-0.13965684507534668,0.7960607615072419,-0.5557033227280059,-2.1835637985508574,-1.5572268441890507,60.83364626361247,1.8250093879083742,4,-6.001110031138981,0 days 23:59:59.999999999,0
Median Sharpe Ratio,2,35,6,0,2663,2664 days 00:00:00,1000.0,465.22457316644295,-53.47754268335571,95.59814630599033,100.0,455.32219527442277,68.75573832217975,1359 days 00:00:00,264,264,0,0.0,47.34848484848485,14.210083683976753,-22.979864758922382,2.884811769684922,-2.9574813013892642,1 days 00:00:00,1 days 00:00:00,0.8601164353488128,-2.0256644955816565,-0.2612523898789197,-0.14476925451780956,0.8809500108154517,-0.3602665762098607,-1.45321431329033,-1.559399368604752,99.13631242959069,2.9740893728877205,6,-6.024507249345369,0 days 23:59:59.999999999,0
