Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],27,35,6,0,3483,145 days 04:00:00,1000.0,1272.397701521025,27.239770152102505,1270.8649495150526,100.0,222.92615196928492,21.566205118318226,79 days 11:00:00,114,114,0,0.0,50.877192982456144,12.050938249161053,-4.048660715848638,1.5936830005788438,-1.1670126140457153,0 days 01:00:00,0 days 01:00:00,1.4225684735123114,2.389453522114267,1.712273124100772,3.8604935395538265,1.3794641232559015,4.135954199109849,14,17.721812378901795,492.50119255010503,3.61288222757498,0.01841566793335282,0.2375518214650253,0.0,None,None,0.00007776204436969526,0.4703048443479169,0.27239770152102905,0.5192127129887802,0.33056173096539265,0.19813065350836162,-0.9785659600081843,0.7855297157622739,16.496124031007753,32.992248062015506,3.918684310678867,0 days 00:59:59.999999999,false
Most Profit Factor,27,35,6,0,3483,145 days 04:00:00,1000.0,1272.397701521025,27.239770152102505,1270.8649495150526,100.0,222.92615196928492,21.566205118318226,79 days 11:00:00,114,114,0,0.0,50.877192982456144,12.050938249161053,-4.048660715848638,1.5936830005788438,-1.1670126140457153,0 days 01:00:00,0 days 01:00:00,1.4225684735123114,2.389453522114267,1.712273124100772,3.8604935395538265,1.3794641232559015,4.135954199109849,14,17.721812378901795,492.50119255010503,3.61288222757498,0.01841566793335282,0.2375518214650253,0.0,None,None,0.00007776204436969526,0.4703048443479169,0.27239770152102905,0.5192127129887802,0.33056173096539265,0.19813065350836162,-0.9785659600081843,0.7855297157622739,16.496124031007753,32.992248062015506,3.918684310678867,0 days 00:59:59.999999999,false
Most Expectancy,27,35,6,0,3483,145 days 04:00:00,1000.0,1272.397701521025,27.239770152102505,1270.8649495150526,100.0,222.92615196928492,21.566205118318226,79 days 11:00:00,114,114,0,0.0,50.877192982456144,12.050938249161053,-4.048660715848638,1.5936830005788438,-1.1670126140457153,0 days 01:00:00,0 days 01:00:00,1.4225684735123114,2.389453522114267,1.712273124100772,3.8604935395538265,1.3794641232559015,4.135954199109849,14,17.721812378901795,492.50119255010503,3.61288222757498,0.01841566793335282,0.2375518214650253,0.0,None,None,0.00007776204436969526,0.4703048443479169,0.27239770152102905,0.5192127129887802,0.33056173096539265,0.19813065350836162,-0.9785659600081843,0.7855297157622739,16.496124031007753,32.992248062015506,3.918684310678867,0 days 00:59:59.999999999,false
Most Sharpe Ratio,27,35,6,0,3483,145 days 04:00:00,1000.0,1272.397701521025,27.239770152102505,1270.8649495150526,100.0,222.92615196928492,21.566205118318226,79 days 11:00:00,114,114,0,0.0,50.877192982456144,12.050938249161053,-4.048660715848638,1.5936830005788438,-1.1670126140457153,0 days 01:00:00,0 days 01:00:00,1.4225684735123114,2.389453522114267,1.712273124100772,3.8604935395538265,1.3794641232559015,4.135954199109849,14,17.721812378901795,492.50119255010503,3.61288222757498,0.01841566793335282,0.2375518214650253,0.0,None,None,0.00007776204436969526,0.4703048443479169,0.27239770152102905,0.5192127129887802,0.33056173096539265,0.19813065350836162,-0.9785659600081843,0.7855297157622739,16.496124031007753,32.992248062015506,3.918684310678867,0 days 00:59:59.999999999,false
Most Calmar Ratio,27,35,6,0,3483,145 days 04:00:00,1000.0,1272.397701521025,27.239770152102505,1270.8649495150526,100.0,222.92615196928492,21.566205118318226,79 days 11:00:00,114,114,0,0.0,50.877192982456144,12.050938249161053,-4.048660715848638,1.5936830005788438,-1.1670126140457153,0 days 01:00:00,0 days 01:00:00,1.4225684735123114,2.389453522114267,1.712273124100772,3.8604935395538265,1.3794641232559015,4.135954199109849,14,17.721812378901795,492.50119255010503,3.61288222757498,0.01841566793335282,0.2375518214650253,0.0,None,None,0.00007776204436969526,0.4703048443479169,0.27239770152102905,0.5192127129887802,0.33056173096539265,0.19813065350836162,-0.9785659600081843,0.7855297157622739,16.496124031007753,32.992248062015506,3.918684310678867,0 days 00:59:59.999999999,false
Most Omega Ratio,27,35,6,0,3483,145 days 04:00:00,1000.0,1272.397701521025,27.239770152102505,1270.8649495150526,100.0,222.92615196928492,21.566205118318226,79 days 11:00:00,114,114,0,0.0,50.877192982456144,12.050938249161053,-4.048660715848638,1.5936830005788438,-1.1670126140457153,0 days 01:00:00,0 days 01:00:00,1.4225684735123114,2.389453522114267,1.712273124100772,3.8604935395538265,1.3794641232559015,4.135954199109849,14,17.721812378901795,492.50119255010503,3.61288222757498,0.01841566793335282,0.2375518214650253,0.0,None,None,0.00007776204436969526,0.4703048443479169,0.27239770152102905,0.5192127129887802,0.33056173096539265,0.19813065350836162,-0.9785659600081843,0.7855297157622739,16.496124031007753,32.992248062015506,3.918684310678867,0 days 00:59:59.999999999,false
Most Sortino Ratio,27,35,6,0,3483,145 days 04:00:00,1000.0,1272.397701521025,27.239770152102505,1270.8649495150526,100.0,222.92615196928492,21.566205118318226,79 days 11:00:00,114,114,0,0.0,50.877192982456144,12.050938249161053,-4.048660715848638,1.5936830005788438,-1.1670126140457153,0 days 01:00:00,0 days 01:00:00,1.4225684735123114,2.389453522114267,1.712273124100772,3.8604935395538265,1.3794641232559015,4.135954199109849,14,17.721812378901795,492.50119255010503,3.61288222757498,0.01841566793335282,0.2375518214650253,0.0,None,None,0.00007776204436969526,0.4703048443479169,0.27239770152102905,0.5192127129887802,0.33056173096539265,0.19813065350836162,-0.9785659600081843,0.7855297157622739,16.496124031007753,32.992248062015506,3.918684310678867,0 days 00:59:59.999999999,false
Most Avg Losing Trade [%],18,25,10,0,3483,145 days 04:00:00,1000.0,1071.5954043197207,7.159540431972072,1270.8649495150526,100.0,205.28836888369133,15.035541557828527,121 days 03:00:00,109,109,0,0.0,48.62385321100918,4.952257239366113,-2.831248165359559,1.1253907318771652,-0.9228581232320038,0 days 01:00:00,0 days 01:00:00,1.1466622769530623,0.6568385717405576,0.8640339352112862,1.2629640821441457,1.1392375132069044,1.5011524457894037,14,5.608293657131993,136.12619662743475,3.0701485525406396,0.017226277372262774,0.07307939347245457,0.0,None,None,0.000022894784728435296,0.13846765803757669,0.07159540431972022,0.1275391017055736,0.19286956848903955,0.05825248690088874,-0.9943664034209897,0.7510766580534023,15.772609819121447,31.545219638242894,1.1526527590590767,0 days 00:59:59.999999999,false
Mean Avg Winning Trade [%],11,19,14,0,3483,145 days 04:00:00,1000.0,1044.2599246448754,4.4259924644875355,1270.8649495150526,100.0,245.33442914170314,12.32201484291951,90 days 07:00:00,124,124,0,0.0,50.806451612903224,5.0972357285965275,-6.207982730592223,1.2032918648727156,-1.1435544320783089,0 days 01:00:00,0 days 01:00:00,1.062659772002739,0.3569348761683502,0.5168873023546995,0.9336345923584275,1.079357413536435,0.7591619575963766,14,-0.4309975276092738,151.57053747173745,2.8000721307684326,0.02020497803806735,0.04879489621132449,-0.0009323303422726332,None,None,0.000017402281121102712,0.1052489962204292,0.04425992464487627,0.07807888533647467,0.24505764792757662,0.0406409103822507,-0.9965173384739453,0.8544358311800172,17.94315245478036,35.88630490956072,0.87553426173498,0 days 00:59:59.999999999,false
Median Total Fees Paid,8,22,35,0,3483,145 days 04:00:00,1000.0,995.7403400606299,-0.4259659939370067,1270.8649495150526,100.0,214.30169142345648,16.980836136249454,73 days 01:00:00,112,112,0,0.0,48.214285714285715,12.020501366620811,-7.047256605483458,1.4117344438646706,-1.2764401694069025,0 days 01:00:00,0 days 01:00:00,0.9941348079248944,-0.03803267803008481,0.15056268977553824,-0.0628694768684197,1.0277556700636277,0.2642396693983644,14,11.459194406606072,446.80377170023945,2.8742319586525187,0.017226277372262774,0.01964401913474889,0.0,None,None,6.347069329164127e-6,0.03838707530278464,-0.004259659939368832,-0.0073829011677779555,0.3068413054197239,0.015526595920322602,-1.0003351780172234,0.7717484926787253,16.20671834625323,32.41343669250646,0.31836508530528435,0 days 00:59:59.999999999,false
Most Worst Trade [%],18,28,31,0,3483,145 days 04:00:00,1000.0,987.8054125315979,-1.2194587468402118,1270.8649495150526,100.0,157.77428070068015,18.115714733627424,92 days 03:00:00,83,83,0,0.0,45.78313253012048,8.527948842007731,-2.79449717777474,1.3105873503271228,-1.1092627630388734,0 days 01:00:00,0 days 01:00:00,0.9743175984018263,-0.14692274058315657,-0.011142877440507475,-0.16769395682565974,0.9980260801813131,-0.019603206734946175,14,11.629863524347888,417.7489532776462,3.143782152571136,0.011614401858304297,0.0001,0.0,None,None,-3.048602641417707e-7,-0.0018437948775294293,-0.012194587468403184,-0.021073927483485466,0.199141334044494,0.00006999447412046418,-1.0009595502238893,0.5719207579672696,12.010335917312661,24.020671834625322,0.0012010335917312662,0 days 00:59:59.999999999,false
Median Total Trades,5,27,32,0,3483,145 days 04:00:00,1000.0,977.4812034141869,-2.2518796585813106,1270.8649495150526,100.0,225.86045418224796,18.21635151991118,121 days 03:00:00,121,121,0,0.0,52.066115702479344,10.210400000000002,-5.95456380270187,1.0760454901110277,-1.1781378076401727,0 days 01:00:00,0 days 01:00:00,0.9649775053884725,-0.18610575690754771,-0.04447884916249775,-0.30554137502001955,0.9929384014550247,-0.07230069747645762,14,8.66091175985238,387.0505661041338,2.489541209445205,0.02020497803806735,0.0001,0.0,None,None,-1.5184817854400131e-6,-0.0091837778383412,-0.02251879658581235,-0.038766619290772186,0.2484929027493097,0.00008535428803685139,-1.001771926796345,0.8337639965546942,17.50904392764858,35.01808785529716,0.0017509043927648581,0 days 00:59:59.999999999,false
Least Max Drawdown [%],26,35,35,0,3483,145 days 04:00:00,1000.0,957.503350643369,-4.249664935663099,1270.8649495150526,100.0,110.85013259365643,9.330852090803218,145 days 03:00:00,58,58,0,0.0,53.44827586206896,3.4365297642733648,-5.198104219846416,1.1020744165777698,-1.3975854164763057,0 days 01:00:00,0 days 01:00:00,0.8833803843612384,-0.7327008509764026,-0.45413929440371575,-1.1085641550017682,0.9128130697791361,-0.6203410376509308,14,-2.8630771722321664,223.5391442703782,2.396134308170232,0.009269988412514484,0.0001,0.0,None,None,-0.000010231645020536992,-0.06188098908420773,-0.04249664935663078,-0.07261348301469095,0.16398885277866715,0.000057100755203536567,-1.003343915446944,0.3996554694229113,8.392764857881136,16.785529715762273,0.0008392764857881136,0 days 00:59:59.999999999,false
Median Avg Losing Trade [%],13,22,30,0,3483,145 days 04:00:00,1000.0,952.5623783156535,-4.743762168434648,1270.8649495150526,100.0,169.97235111734122,21.143095220794773,145 days 03:00:00,95,95,0,0.0,47.368421052631575,12.05093824916105,-7.078561018964638,1.5172341426496938,-1.4028678527638976,0 days 01:00:00,0 days 01:00:00,0.9252474816409997,-0.49934338615102014,-0.11866469214798574,-0.5440343820853178,0.9751638885223234,-0.19797702878699044,14,10.72612558951746,463.9844436186847,2.806083842482604,0.014264919941775837,0.0001,0.0,None,None,-5.334000314201873e-6,-0.032260033900292924,-0.047437621684346065,-0.08090512857957777,0.32718204637041226,0.00007765314926660915,-1.0037327035970618,0.6546080964685616,13.746770025839794,27.493540051679588,0.0013746770025839794,0 days 00:59:59.999999999,false
Mean Total Fees Paid,12,15,18,0,3483,145 days 04:00:00,1000.0,950.8805081694569,-4.91194918305431,1270.8649495150526,100.0,226.74412267922645,16.67601323592585,55 days 06:00:00,117,117,0,0.0,46.15384615384615,5.097235728596514,-6.2079827305922235,1.3176507664917503,-1.1811755982155976,0 days 01:00:00,0 days 01:00:00,0.9330262794450648,-0.4198247165003659,-0.27295893531385385,-0.713295296674574,0.959452040949902,-0.3854464120072261,14,-1.359234076093736,143.31127204403157,2.782410918754716,0.017523364485981307,0.0001,0.0,None,None,-9.326156674339521e-6,-0.056404595566405424,-0.04911949183054343,-0.08372033809364487,0.24869287094054235,0.00007566204287515763,-1.0038650441850085,0.8062015503875969,16.930232558139537,33.86046511627907,0.0016930232558139537,0 days 00:59:59.999999999,false
Least Total Trades,27,35,35,0,3483,145 days 04:00:00,1000.0,910.7464489066195,-8.925355109338046,1270.8649495150526,100.0,103.15298304308665,14.970851389121448,145 days 03:00:00,56,56,0,0.0,48.214285714285715,3.436529764273357,-5.198104219846425,1.2270823988073574,-1.4355672691891888,0 days 01:00:00,0 days 01:00:00,0.7683139307596554,-1.5938134123817997,-1.032217811737614,-1.399274853162751,0.8086045405662443,-1.4048268885135367,14,-2.1409123125284104,206.00975288184856,2.425813621698733,0.008101851851851851,0.0001,0.0,None,None,-0.0000243818359158818,-0.14746134361925314,-0.08925355109337874,-0.1498087183269443,0.1719305290986679,0.00004973291582243507,-1.0070230555282398,0.3858742463393626,8.103359173126615,16.20671834625323,0.0008103359173126615,0 days 00:59:59.999999999,false
Least Max Drawdown Duration,18,22,7,0,3483,145 days 04:00:00,1000.0,896.1043750402578,-10.389562495974223,1270.8649495150526,100.0,244.2671980079717,18.458294674974375,100 days 05:00:00,131,131,0,0.0,48.854961832061065,5.097235728596513,-7.390898583417319,1.2567823114587515,-1.3306842446829943,0 days 01:00:00,0 days 01:00:00,0.8760181601643575,-0.7930963737384893,-0.6515555056865633,-1.305920630899852,0.9091888805701578,-0.8889175272618457,14,-2.4957279207433927,146.62919549533814,2.493775215278148,0.020503807850029292,0.0001,-0.000999000999000853,None,None,-0.000024996238654746328,-0.15117725138390578,-0.10389562495974203,-0.1733958361430974,0.27924228805713497,0.00008009010136403454,-1.0081751900545677,0.9026701119724375,18.956072351421188,37.912144702842376,0.001895607235142119,0 days 00:59:59.999999999,false
Most Win Rate [%],24,34,35,0,3483,145 days 04:00:00,1000.0,861.0563889262966,-13.894361107370342,1270.8649495150526,100.0,112.89902196537915,20.187982991720023,145 days 03:00:00,62,62,0,0.0,54.83870967741935,3.166474274675546,-6.3148551315573815,1.0086657350384676,-1.719688996661277,0 days 01:00:00,0 days 01:00:00,0.6838311818767682,-2.2410259850597365,-1.485572466755457,-1.5528565744374905,0.7316869933152655,-1.8142857636225727,14,-8.388870055441851,259.4746573639399,1.788568205881761,0.010440835266821347,0.0001,0.0,None,None,-0.00003975448653563131,-0.24043513456749815,-0.138943611073703,-0.22870765086852096,0.19478264151993438,0.00006262663473936268,-1.010932995762195,0.4272179155900086,8.97157622739018,17.94315245478036,0.0008971576227390181,0 days 00:59:59.999999999,false
Most Max Drawdown Duration,24,35,35,0,3483,145 days 04:00:00,1000.0,856.118573141522,-14.388142685847798,1270.8649495150526,100.0,113.17864910454448,23.06335815142781,99 days 23:00:00,61,61,0,0.0,52.459016393442624,3.4632264567219706,-6.314855131557397,1.2066807941779663,-1.822941290841549,0 days 01:00:00,0 days 01:00:00,0.7085051369713484,-2.3587119157127585,-1.4153370206558225,-1.401990671514953,0.746418211736108,-1.7723634388559615,14,-6.3489717986297745,215.0385101670946,1.931905959787573,0.009855072463768115,0.0001,0.0,None,None,-0.000040888111695224134,-0.24729129953271556,-0.1438814268584776,-0.23636957929766322,0.21027862672517791,0.00005894271504881194,-1.0113215355347853,0.42032730404823426,8.82687338501292,17.65374677002584,0.000882687338501292,0 days 00:59:59.999999999,false
Mean Total Trades,3,29,34,0,3483,145 days 04:00:00,1000.0,847.7147231555448,-15.22852768444552,1270.8649495150526,100.0,247.21839718672823,28.067220323260667,135 days 06:00:00,141,141,0,0.0,46.09929078014184,12.050938249161046,-7.4445080132313,1.3732391493477463,-1.3482305706483502,0 days 01:00:00,0 days 01:00:00,0.8303255460573028,-1.0800374244287614,-0.8040242526592425,-1.211103167314292,0.8793224523879215,-1.228704286130319,14,6.3263429236749555,312.00393000075604,2.5646904861314397,0.021101992966002348,0.0001,-0.0009990009990008995,None,None,-0.0000378613454293489,-0.22898541715670212,-0.15228527684445436,-0.24933505124564803,0.3427558202324253,0.00007557260783629811,-1.0119828056397782,0.9715762273901809,20.4031007751938,40.8062015503876,0.00204031007751938,0 days 00:59:59.999999999,false
Median Calmar Ratio,22,25,32,0,3483,145 days 04:00:00,1000.0,830.6550985419733,-16.93449014580267,1270.8649495150526,100.0,146.69914957323283,23.099574345782347,125 days 00:00:00,82,82,0,0.0,42.68292682926829,8.527948842007737,-14.000650266467593,1.3365472183289826,-1.3450881825290575,0 days 01:00:00,0 days 01:00:00,0.7055106192289269,-2.0651817250978937,-1.2888691857263592,-1.6139490147042608,0.7539510742950409,-1.6112821565467004,14,-14.358068664979372,905.3953368938343,2.6807149308268117,0.010440835266821347,0.0001,0.0,None,None,-0.000047163605422386664,-0.28524548559459456,-0.16934490145802805,-0.2753645491771832,0.26635208511058206,0.00006446859458463806,-1.013325168934956,0.5650301464254953,11.8656330749354,23.7312661498708,0.0011865633074935402,0 days 00:59:59.999999999,false
Most Avg Winning Trade [%],16,19,27,0,3483,145 days 04:00:00,1000.0,828.448553472789,-17.155144652721106,1270.8649495150526,100.0,162.06490366340265,31.34905442719365,145 days 03:00:00,95,95,0,0.0,38.94736842105263,12.050938249161035,-7.078561018964639,1.7620461009567638,-1.3964639438882713,0 days 01:00:00,0 days 01:00:00,0.7521341882966419,-1.80580470028643,-1.0034635315791716,-1.2025752209103795,0.8139687424856515,-1.6511199626366808,14,10.710664548040493,452.47876671704284,2.9580815275698065,0.011908219575951206,0.0001,0.0,None,None,-0.000045320644376087685,-0.2740992571865783,-0.1715514465272101,-0.27870281153186793,0.32873990604152625,0.00006384814495254529,-1.0134987943913845,0.6546080964685616,13.746770025839794,27.493540051679588,0.0013746770025839794,0 days 00:59:59.999999999,false
Least Calmar Ratio,15,17,3,0,3483,145 days 04:00:00,1000.0,823.6401022917357,-17.635989770826427,1270.8649495150526,100.0,373.4699333185272,17.63598977082621,145 days 03:00:00,210,210,0,0.0,44.285714285714285,7.90781695583504,-4.506518729517328,1.2259268198104945,-1.1173236585658424,0 days 01:00:00,0 days 01:00:00,0.8501306799021934,-0.8398090367060203,-1.1318446488825171,-2.188978258935849,0.88097952961757,-1.7889558375450183,14,4.1377511233156214,109.75924303200439,2.856509383911514,0.029246676514032496,0.0001,-0.000999000999001049,None,None,-0.00004791818251678664,-0.2898091678615256,-0.17635989770826233,-0.28595482383851856,0.30815659009015883,0.00007259953161592507,-1.0138771549074166,1.4470284237726099,30.387596899224807,60.775193798449614,0.003038759689922481,0 days 00:59:59.999999999,false
