Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],30,31,31,0,3478,144 days 23:00:00,1000.0,937.5839955739201,-6.241600442607989,51.31647366819059,100.0,105.92149481202799,6.477169682551315,142 days 12:00:00,55,55,0,0.0,18.181818181818183,1.7210739347368091,-0.6769620393451821,0.36490578980217264,-0.22370267305735592,0 days 01:00:00,0 days 01:00:00,0.35695796738867236,-1.1348364441105483,-3.9615441712952233,-2.312692373108339,0.434105623490169,-7.2431646693923515,14,22.09421429444458,939.3185668021334,2.0791374598739667,0.005491329479768787,0.0001,0.0,None,None,-0.00001843077862622787,-0.11146934913142616,-0.062416004426078975,-0.10599149529733132,0.03386391180942502,0.00002366863905325444,-1.1216295664227793,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Least Max Drawdown [%],30,31,31,0,3478,144 days 23:00:00,1000.0,937.5839955739201,-6.241600442607989,51.31647366819059,100.0,105.92149481202799,6.477169682551315,142 days 12:00:00,55,55,0,0.0,18.181818181818183,1.7210739347368091,-0.6769620393451821,0.36490578980217264,-0.22370267305735592,0 days 01:00:00,0 days 01:00:00,0.35695796738867236,-1.1348364441105483,-3.9615441712952233,-2.312692373108339,0.434105623490169,-7.2431646693923515,14,22.09421429444458,939.3185668021334,2.0791374598739667,0.005491329479768787,0.0001,0.0,None,None,-0.00001843077862622787,-0.11146934913142616,-0.062416004426078975,-0.10599149529733132,0.03386391180942502,0.00002366863905325444,-1.1216295664227793,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Most Avg Losing Trade [%],30,31,31,0,3478,144 days 23:00:00,1000.0,937.5839955739201,-6.241600442607989,51.31647366819059,100.0,105.92149481202799,6.477169682551315,142 days 12:00:00,55,55,0,0.0,18.181818181818183,1.7210739347368091,-0.6769620393451821,0.36490578980217264,-0.22370267305735592,0 days 01:00:00,0 days 01:00:00,0.35695796738867236,-1.1348364441105483,-3.9615441712952233,-2.312692373108339,0.434105623490169,-7.2431646693923515,14,22.09421429444458,939.3185668021334,2.0791374598739667,0.005491329479768787,0.0001,0.0,None,None,-0.00001843077862622787,-0.11146934913142616,-0.062416004426078975,-0.10599149529733132,0.03386391180942502,0.00002366863905325444,-1.1216295664227793,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Least Calmar Ratio,30,31,31,0,3478,144 days 23:00:00,1000.0,937.5839955739201,-6.241600442607989,51.31647366819059,100.0,105.92149481202799,6.477169682551315,142 days 12:00:00,55,55,0,0.0,18.181818181818183,1.7210739347368091,-0.6769620393451821,0.36490578980217264,-0.22370267305735592,0 days 01:00:00,0 days 01:00:00,0.35695796738867236,-1.1348364441105483,-3.9615441712952233,-2.312692373108339,0.434105623490169,-7.2431646693923515,14,22.09421429444458,939.3185668021334,2.0791374598739667,0.005491329479768787,0.0001,0.0,None,None,-0.00001843077862622787,-0.11146934913142616,-0.062416004426078975,-0.10599149529733132,0.03386391180942502,0.00002366863905325444,-1.1216295664227793,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Most Sharpe Ratio,29,30,32,0,3478,144 days 23:00:00,1000.0,937.4075444874228,-6.259245551257721,51.31647366819059,100.0,105.97698838814614,6.494770457628333,142 days 12:00:00,55,55,0,0.0,18.181818181818183,1.7210739347368138,-0.676962039345177,0.4027538207231195,-0.2324584917274938,0 days 01:00:00,0 days 01:00:00,0.379196081498979,-1.1380446456832245,-3.7857443631424275,-2.31262740764399,0.4464588954396003,-7.058323367095501,14,20.879640712199656,819.2347484148077,2.4423927809342825,0.004910456383593299,0.0001,0.0,None,None,-0.000018475422290921285,-0.11173935401549193,-0.06259245551257742,-0.10628396640964188,0.03552229640316468,0.00002366863905325444,-1.1219734152375638,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 00:59:59.999999999,false
Most Sortino Ratio,24,32,35,0,3478,144 days 23:00:00,1000.0,932.8881774619422,-6.711182253805783,51.31647366819059,100.0,105.6839091777868,7.18166223554421,142 days 12:00:00,55,55,0,0.0,20.0,1.7210739347368171,-1.0651683343162774,0.3711283592981643,-0.24989068952958898,0 days 01:00:00,0 days 01:00:00,0.3649685329053572,-1.2202149552374144,-3.882217790995872,-2.2345554862253016,0.4348368617910517,-6.574347811072217,14,16.232602516601183,720.8514454893455,2.3788134203863422,0.004910456383593299,0.0001,0.0,None,None,-0.000019854222137187815,-0.12007833548571191,-0.06711182253805836,-0.11376104587664482,0.03722467592164732,0.000026035502958579885,-1.1307802694549884,0.37952846463484763,7.970097757331801,15.940195514663602,0.0007970097757331802,0 days 01:00:00,false
Most Worst Trade [%],28,31,31,0,3478,144 days 23:00:00,1000.0,918.2721917272978,-8.17278082727022,51.31647366819059,100.0,103.59214679379127,8.399105585257233,142 days 12:00:00,54,54,0,0.0,18.51851851851852,0.822550460289158,-0.5114904497933106,0.23613380175429868,-0.2471133022995541,0 days 01:00:00,0 days 01:00:00,0.21637471988428014,-1.5134779309759587,-6.779140205349484,-2.300300742295758,0.28966213366061067,-9.318463388689697,14,7.073983434304546,288.6250345221802,1.795905228695786,0.0043302540415704385,0.0001,0.0,None,None,-0.000024450280765285558,-0.14787529806844704,-0.08172780827270276,-0.13775952384745505,0.026252289137404416,0.00002366863905325444,-1.1592623234424673,0.37262794709603225,7.825186889016677,15.650373778033353,0.0007825186889016678,0 days 00:59:59.999999999,false
Most Profit Factor,18,27,34,0,3478,144 days 23:00:00,1000.0,912.0049645157034,-8.799503548429662,51.31647366819059,100.0,137.59015672763005,9.883220349535923,132 days 05:00:00,71,71,0,0.0,22.535211267605636,1.2942181476526562,-0.9928595248555048,0.3735282855119197,-0.2752641064490862,0 days 01:00:00,0 days 01:00:00,0.3989123597550086,-1.2393666969619241,-4.378894296706323,-2.094437381191997,0.4649967915352653,-6.691526982409152,14,7.210926339918088,290.6884343161481,2.2862342250483874,0.006946454413892909,0.0001,0.0,None,None,-0.000026317851047473686,-0.15917036313512087,-0.08799503548429621,-0.14796406195714107,0.04374655990894393,0.00003466955579631637,-1.171475218763603,0.4899367452558942,10.288671650373779,20.577343300747557,0.001028867165037378,0 days 00:59:59.999999999,false
Most Omega Ratio,18,27,34,0,3478,144 days 23:00:00,1000.0,912.0049645157034,-8.799503548429662,51.31647366819059,100.0,137.59015672763005,9.883220349535923,132 days 05:00:00,71,71,0,0.0,22.535211267605636,1.2942181476526562,-0.9928595248555048,0.3735282855119197,-0.2752641064490862,0 days 01:00:00,0 days 01:00:00,0.3989123597550086,-1.2393666969619241,-4.378894296706323,-2.094437381191997,0.4649967915352653,-6.691526982409152,14,7.210926339918088,290.6884343161481,2.2862342250483874,0.006946454413892909,0.0001,0.0,None,None,-0.000026317851047473686,-0.15917036313512087,-0.08799503548429621,-0.14796406195714107,0.04374655990894393,0.00003466955579631637,-1.171475218763603,0.4899367452558942,10.288671650373779,20.577343300747557,0.001028867165037378,0 days 00:59:59.999999999,false
Least Max Drawdown Duration,18,35,27,0,3478,144 days 23:00:00,1000.0,910.1980531507148,-8.980194684928518,51.31647366819059,100.0,135.40363795902658,10.061764370305667,132 days 04:00:00,70,70,0,0.0,22.857142857142858,1.294218147652647,-0.9928595248554991,0.36635059089062205,-0.2818994791385907,0 days 01:00:00,0 days 01:00:00,0.38896607103289416,-1.2828849549897903,-4.460475331720798,-2.096530730277433,0.4567686579846433,-6.732471491881906,14,6.983436775030911,287.3134862708745,2.101135826729359,0.007237984944991315,0.0001,0.0,None,None,-0.00002688694858361862,-0.16261226503372542,-0.08980194684928544,-0.15089655542104308,0.04387512018511279,0.00003516483516483517,-1.174996332425216,0.4830362277170788,10.143760782058655,20.28752156411731,0.0010143760782058656,0 days 00:59:59.999999999,false
