Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],11,20,5,0,5826,5827 days 00:00:00,1000.0,4906.530332897507,390.6530332897507,910.9452392626473,100.0,1099.7978702446944,42.91348941907222,1281 days 00:00:00,294,294,0,0.0,53.74149659863946,57.13608230223376,-35.71432415133201,3.485781616711451,-2.5195690395068007,1 days 00:00:00,1 days 00:00:00,1.549849197691904,13.287518139107188,0.5032395436621642,0.24412961722125964,1.5804891807851873,1.025186586945898,14,15.17554029735773,728.3128626057731,4.227808558600375,0.02823363331568731,0.7077962791411034,-0.000999000999000873,None,None,0.000357167456146996,0.09000619894904299,3.906530332897508,0.07120820960750618,0.21525032872937727,-0.5711564027647155,8438.45238095238,0.0348405118293526,0.1402031838109733,1.0597322348094746,2.1194644696189493,0.7500745326840322,0 days 23:59:59.999999999,false
Most Profit Factor,11,12,25,0,5826,5827 days 00:00:00,1000.0,4293.1647064703275,329.31647064703276,910.9452392626473,100.0,818.1523131673413,32.768387918699744,3571 days 00:00:00,218,218,0,0.0,52.752293577981646,47.20265976355885,-15.21722531472481,3.3086191921036914,-2.016966398728204,1 days 00:00:00,1 days 00:00:00,1.7485636342211794,15.106260121423517,0.5504151353249211,0.2916276222940273,1.7877710678842589,1.4070103032056471,14,23.48454270060181,948.7548374090732,4.8178915219253735,0.02066911893501489,0.7924021468941259,-0.000999000999000817,None,None,0.0002964912411956369,0.0747157927813005,3.2931647064703284,0.06503946664745763,0.16336845548117437,-0.638489278550274,8438.45238095238,0.025834121016322677,0.1758393142918177,0.7857878475798146,1.5715756951596291,0.6226599774255592,0 days 23:59:59.999999999,false
Most Expectancy,11,12,25,0,5826,5827 days 00:00:00,1000.0,4293.1647064703275,329.31647064703276,910.9452392626473,100.0,818.1523131673413,32.768387918699744,3571 days 00:00:00,218,218,0,0.0,52.752293577981646,47.20265976355885,-15.21722531472481,3.3086191921036914,-2.016966398728204,1 days 00:00:00,1 days 00:00:00,1.7485636342211794,15.106260121423517,0.5504151353249211,0.2916276222940273,1.7877710678842589,1.4070103032056471,14,23.48454270060181,948.7548374090732,4.8178915219253735,0.02066911893501489,0.7924021468941259,-0.000999000999000817,None,None,0.0002964912411956369,0.0747157927813005,3.2931647064703284,0.06503946664745763,0.16336845548117437,-0.638489278550274,8438.45238095238,0.025834121016322677,0.1758393142918177,0.7857878475798146,1.5715756951596291,0.6226599774255592,0 days 23:59:59.999999999,false
Most Sharpe Ratio,11,12,25,0,5826,5827 days 00:00:00,1000.0,4293.1647064703275,329.31647064703276,910.9452392626473,100.0,818.1523131673413,32.768387918699744,3571 days 00:00:00,218,218,0,0.0,52.752293577981646,47.20265976355885,-15.21722531472481,3.3086191921036914,-2.016966398728204,1 days 00:00:00,1 days 00:00:00,1.7485636342211794,15.106260121423517,0.5504151353249211,0.2916276222940273,1.7877710678842589,1.4070103032056471,14,23.48454270060181,948.7548374090732,4.8178915219253735,0.02066911893501489,0.7924021468941259,-0.000999000999000817,None,None,0.0002964912411956369,0.0747157927813005,3.2931647064703284,0.06503946664745763,0.16336845548117437,-0.638489278550274,8438.45238095238,0.025834121016322677,0.1758393142918177,0.7857878475798146,1.5715756951596291,0.6226599774255592,0 days 23:59:59.999999999,false
Most Omega Ratio,11,12,25,0,5826,5827 days 00:00:00,1000.0,4293.1647064703275,329.31647064703276,910.9452392626473,100.0,818.1523131673413,32.768387918699744,3571 days 00:00:00,218,218,0,0.0,52.752293577981646,47.20265976355885,-15.21722531472481,3.3086191921036914,-2.016966398728204,1 days 00:00:00,1 days 00:00:00,1.7485636342211794,15.106260121423517,0.5504151353249211,0.2916276222940273,1.7877710678842589,1.4070103032056471,14,23.48454270060181,948.7548374090732,4.8178915219253735,0.02066911893501489,0.7924021468941259,-0.000999000999000817,None,None,0.0002964912411956369,0.0747157927813005,3.2931647064703284,0.06503946664745763,0.16336845548117437,-0.638489278550274,8438.45238095238,0.025834121016322677,0.1758393142918177,0.7857878475798146,1.5715756951596291,0.6226599774255592,0 days 23:59:59.999999999,false
Most Sortino Ratio,11,12,25,0,5826,5827 days 00:00:00,1000.0,4293.1647064703275,329.31647064703276,910.9452392626473,100.0,818.1523131673413,32.768387918699744,3571 days 00:00:00,218,218,0,0.0,52.752293577981646,47.20265976355885,-15.21722531472481,3.3086191921036914,-2.016966398728204,1 days 00:00:00,1 days 00:00:00,1.7485636342211794,15.106260121423517,0.5504151353249211,0.2916276222940273,1.7877710678842589,1.4070103032056471,14,23.48454270060181,948.7548374090732,4.8178915219253735,0.02066911893501489,0.7924021468941259,-0.000999000999000817,None,None,0.0002964912411956369,0.0747157927813005,3.2931647064703284,0.06503946664745763,0.16336845548117437,-0.638489278550274,8438.45238095238,0.025834121016322677,0.1758393142918177,0.7857878475798146,1.5715756951596291,0.6226599774255592,0 days 23:59:59.999999999,false
Most Avg Losing Trade [%],9,18,20,0,5826,5827 days 00:00:00,1000.0,3777.8553432201206,277.78553432201204,910.9452392626473,100.0,770.4775842350181,36.29588857523221,3571 days 00:00:00,221,221,0,0.0,51.13122171945701,47.20265976355887,-15.217225314724839,3.331564213601082,-2.0041384478033932,1 days 00:00:00,1 days 00:00:00,1.663630444348436,12.569481191041266,0.5093494109742467,0.23920547488808688,1.7025287005267842,1.2891563348986321,14,23.40532272328257,945.0278808484064,4.784692727342511,0.02031167921554894,0.7240715102902974,-0.0009990009990008305,None,None,0.00027465570910628753,0.06921323869478446,2.7778553432201183,0.059166172542726825,0.16353831744684924,-0.6950579218715036,8438.45238095238,0.026189636443152805,0.1362039911702304,0.7966014418125643,1.5932028836251286,0.5767964090726518,0 days 23:59:59.999999999,false
Least Max Drawdown Duration,7,8,20,0,5826,5827 days 00:00:00,1000.0,3268.588833897548,226.85888338975477,910.9452392626473,100.0,909.8677310533934,42.10168349730536,1044 days 00:00:00,295,295,0,0.0,53.22033898305085,30.49115008023825,-35.714324151332,3.2608719982374383,-2.5615644943501046,1 days 00:00:00,1 days 00:00:00,1.380155163307359,7.690131640330673,0.43970793193120045,0.18291137617321676,1.4292085492433457,0.7739406803134066,14,5.432142980200315,367.72571937026777,3.8741439290810202,0.028052223006351445,0.5371559440778424,-0.0009990009990008852,None,None,0.0002719932624548374,0.06854230213861902,2.2685888338975464,0.05255431459922333,0.18760333258177075,-0.7509632043597014,8438.45238095238,0.03495901697162931,0.07085600324606392,1.0633367662203912,2.1266735324407824,0.5711776645317942,0 days 23:59:59.999999999,false
Most Max Drawdown Duration,6,11,18,0,5826,5827 days 00:00:00,1000.0,3081.9454097528233,208.19454097528234,910.9452392626473,100.0,921.5192041629797,43.107755670923,980 days 00:00:00,283,283,0,0.0,54.06360424028268,26.874809974315795,-35.71432415133201,3.168039527341794,-2.5831114821614922,1 days 00:00:00,1 days 00:00:00,1.3524132343926862,7.356697560964051,0.43724979659404434,0.1694576918657219,1.4239892208389402,0.7398411611100264,14,3.3159755532379114,369.323387180516,3.7425357727177304,0.02750837594780462,0.5261680388773866,-0.0009990009990008797,None,None,0.0002555926321101289,0.06440934329175248,2.0819454097528136,0.04988127426736133,0.17728231609161682,-0.7714521883403191,8438.45238095238,0.0335369552643088,0.06367790998073702,1.0200823892893922,2.0401647785787844,0.5367347502657583,0 days 23:59:59.999999999,false
Least Max Drawdown [%],10,14,15,0,5826,5827 days 00:00:00,1000.0,2927.140099110329,192.71400991103292,910.9452392626473,100.0,637.8570501029411,19.91798482714097,2676 days 00:00:00,238,238,0,0.0,50.0,47.20265976355885,-15.217225314724816,3.4335251780926113,-2.252522187211037,1 days 00:00:00,1 days 00:00:00,1.478310870001183,8.097227307186252,0.4031147797476981,0.3493879888896173,1.501644384977357,1.0119202637959288,14,22.041587614724026,780.0212437511287,4.309597299975673,0.021563814866760168,0.5905014954407872,-0.000999000999000842,None,None,0.00024122727327730102,0.06078927286587986,1.927140099110329,0.04754396915480097,0.18148652665285253,-0.7884461089373246,8438.45238095238,0.028204223861856868,0.08096264347309977,0.8578784757981462,1.7157569515962925,0.5065785228652685,1 days 00:00:00,false
