Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Profit Factor,ARM,MACD,16,22,6,false,false,0,15,2.0043021653722453,73.33333333333333,7.001494603162682,4.322359361706041,12.35185921531643,-0.05354498767101026,0 days 23:59:59.999999999,0.025634070256340704,0.7797029702970297,1.5594059405940595,3.3701564330133733,0,404,405 days 00:00:00,1000.0,1740.4644305699358,74.04644305699357,78.23556544413425,100.0,41.734256672782564,4.714049605346611,91 days 00:00:00,15,0.0,47.64198965608284,-3.746641124442647,6.788928979241956,-2.4607070865177247,1 days 00:00:00,1 days 00:00:00,49.36429537132905,1.2511680150608853,13.741196585276748,6.925869144622609,18.424054603688543,357.82247059021586,11.962864886166324,0.027918781725888325,0.0,None,None,0.0016009108377059047,0.403429531101888,0.7404644305699359,0.41171557372913425,0.38805940528658595,15,15,585.1587301587301,14
Most Omega Ratio,ARM,MACD,16,22,6,false,false,0,15,2.0043021653722453,73.33333333333333,7.001494603162682,4.322359361706041,12.35185921531643,-0.05354498767101026,0 days 23:59:59.999999999,0.025634070256340704,0.7797029702970297,1.5594059405940595,3.3701564330133733,0,404,405 days 00:00:00,1000.0,1740.4644305699358,74.04644305699357,78.23556544413425,100.0,41.734256672782564,4.714049605346611,91 days 00:00:00,15,0.0,47.64198965608284,-3.746641124442647,6.788928979241956,-2.4607070865177247,1 days 00:00:00,1 days 00:00:00,49.36429537132905,1.2511680150608853,13.741196585276748,6.925869144622609,18.424054603688543,357.82247059021586,11.962864886166324,0.027918781725888325,0.0,None,None,0.0016009108377059047,0.403429531101888,0.7404644305699359,0.41171557372913425,0.38805940528658595,15,15,585.1587301587301,14
Most Expectancy,ARM,MACD,12,21,7,false,false,0,16,1.8553196515567116,68.75,6.321121621644616,4.507908284542792,11.23108533271201,0.10107686138939077,1 days 00:00:00,0.027343008273430086,0.8316831683168318,1.6633663366336635,3.7491514445702427,0,404,405 days 00:00:00,1000.0,1861.433708482516,86.14337084825162,78.23556544413425,100.0,44.98017933040633,5.75852969745843,41 days 00:00:00,16,0.0,47.64198965608283,-3.746641124442647,7.772204452984455,-2.673543286028867,1 days 00:00:00,1 days 00:00:00,53.839606780157276,1.3590120703561692,13.035209862055277,5.986004594456746,17.279951006739218,325.08765396029725,11.427826953053788,0.027918781725888325,-0.0007992007992006563,None,None,0.0017809415050440258,0.4487972592710945,0.8614337084825154,0.4719910089539332,0.3974413450205794,16,16,585.1587301587301,14
Most Total Return [%],ARM,MACD,6,23,8,false,false,0,22,1.8040292748278635,68.18181818181817,4.614075048472852,3.6823974605355962,10.190720990438829,0.3065792974030062,0 days 23:59:59.999999999,0.037596636375966365,1.1435643564356437,2.2871287128712874,4.211058482097638,0,404,405 days 00:00:00,1000.0,2022.2097012992385,102.22097012992384,78.23556544413425,100.0,65.21173034549737,6.025807389857583,105 days 00:00:00,22,0.0,47.64198965608285,-3.935750305036103,6.7101011700087625,-2.8055390597640426,1 days 00:00:00,1 days 00:00:00,46.464077331783585,1.4908518342300923,14.709149823263537,4.832926553726033,16.188969655968613,295.446824994522,9.343658003870335,0.03846153846153846,-0.0009990009990008665,None,None,0.0020003689366415046,0.5040929720336591,1.0222097012992384,0.5498577926405754,0.40693244749296903,22,22,585.1587301587301,14
Most Win Rate [%],ARM,MACD,10,29,8,false,false,0,15,1.7030559615657468,73.33333333333333,3.483519387503416,1.6412532582156514,4.6903306442403,-0.6617294013802715,0 days 23:59:59.999999999,0.025634070256340704,0.7797029702970297,1.5594059405940595,1.2796900404404212,0,404,405 days 00:00:00,1000.0,1264.6479155614024,26.464791556140245,78.23556544413425,100.0,32.5453917042541,4.7140496053466,151 days 00:00:00,15,0.0,10.086830664864385,-3.746641124442647,3.1328752017550614,-2.4607070865177256,1 days 00:00:00,1 days 00:00:00,17.64319437076013,1.5182816381973465,4.999072876278184,3.250210689603407,8.408790054175206,98.5908540970903,5.614000282042247,0.027918781725888325,0.0,None,None,0.0006079085771539091,0.15319296144278507,0.2646479155614023,0.1573048452064758,0.12143185624928714,15,15,585.1587301587301,14
Most Sharpe Ratio,ARM,MACD,10,29,8,false,false,0,15,1.7030559615657468,73.33333333333333,3.483519387503416,1.6412532582156514,4.6903306442403,-0.6617294013802715,0 days 23:59:59.999999999,0.025634070256340704,0.7797029702970297,1.5594059405940595,1.2796900404404212,0,404,405 days 00:00:00,1000.0,1264.6479155614024,26.464791556140245,78.23556544413425,100.0,32.5453917042541,4.7140496053466,151 days 00:00:00,15,0.0,10.086830664864385,-3.746641124442647,3.1328752017550614,-2.4607070865177256,1 days 00:00:00,1 days 00:00:00,17.64319437076013,1.5182816381973465,4.999072876278184,3.250210689603407,8.408790054175206,98.5908540970903,5.614000282042247,0.027918781725888325,0.0,None,None,0.0006079085771539091,0.15319296144278507,0.2646479155614023,0.1573048452064758,0.12143185624928714,15,15,585.1587301587301,14
Most Calmar Ratio,ARM,MACD,15,32,4,false,false,0,18,1.6199753977617408,61.111111111111114,5.187986369894517,4.1692508427084904,12.078890985863985,0.1691947832365201,0 days 23:59:59.999999999,0.030760884307608843,0.9356435643564357,1.8712871287128714,3.9009327191678453,0,404,405 days 00:00:00,1000.0,1914.7261498084113,91.47261498084113,78.23556544413425,100.0,55.396319225229256,4.487672615849521,66 days 00:00:00,18,0.0,47.64198965608287,-3.746641124442647,8.151223909758404,-2.0881354055128036,1 days 00:00:00,1 days 00:00:00,50.818119433800604,1.4086689736424038,17.73176162817455,5.775539215665674,17.09542631806465,319.96406094718213,13.126225490149258,0.027918781725888325,-0.0009990009990008728,None,None,0.0018530447745815062,0.46696728319453956,0.9147261498084109,0.4980732121183775,0.39895477421161507,18,18,585.1587301587301,14
Most Sortino Ratio,ARM,MACD,4,34,17,false,false,0,17,1.5572923264253726,58.82352941176471,5.666546827162521,4.057895519978696,13.822249802198922,0.03340966007750611,0 days 23:59:59.999999999,0.029051946290519465,0.8836633663366337,1.7673267326732673,3.585813615426719,0,404,405 days 00:00:00,1000.0,1808.4938909159428,80.84938909159426,78.23556544413425,100.0,51.641937095905554,4.487672615849509,112 days 00:00:00,17,0.0,47.64198965608286,-2.641936115071248,8.042665868142162,-1.6346335488262556,1 days 00:00:00,1 days 00:00:00,47.558464171526055,1.3132243615291186,15.725332554708553,6.545163818802534,17.803072078467352,338.9414968754391,15.708393165126079,0.02531645569620253,-0.0009990009990008346,None,None,0.0017033561022552117,0.4292457377683134,0.8084938909159411,0.44580054530722224,0.39338085745613205,17,17,585.1587301587301,14
Most Best Trade [%],ARM,MACD,14,35,4,false,false,0,17,1.543369485062603,58.82352941176471,4.434943799776038,3.7655158513605325,10.304652430664994,-0.0790247336532105,0 days 23:59:59.999999999,0.029051946290519465,0.8836633663366337,1.7673267326732673,3.327448413207203,0,404,405 days 00:00:00,1000.0,1720.5302072270322,72.05302072270322,78.23556544413425,100.0,49.61328893074232,4.687164046114628,122 days 00:00:00,17,0.0,47.64198965608287,-3.746641124442647,7.863071731171869,-2.088135405512807,1 days 00:00:00,1 days 00:00:00,42.384129836884256,1.217600138250662,13.456934471642958,5.099548177157838,17.756935115819235,338.16418629019756,12.238915625178809,0.02531645569620253,-0.000999000999000851,None,None,0.0015806288339463535,0.3983184661544811,0.7205302072270328,0.4016330233148431,0.3937058917474164,17,17,585.1587301587301,14
Median Total Fees Paid,ARM,MACD,5,25,14,false,false,0,18,1.3326592323705746,55.55555555555556,2.88416756009507,3.3662381268347583,5.282169376631936,-0.1684611542642929,1 days 00:00:00,0.030760884307608843,0.9356435643564357,1.8712871287128714,3.1495990394642046,0,404,405 days 00:00:00,1000.0,1650.5591178489576,65.05591178489577,78.23556544413425,100.0,48.375663734527215,10.870496676668482,111 days 00:00:00,18,0.0,47.64198965608284,-8.675965913998535,8.67950411531,-3.2753443587592934,1 days 00:00:00,1 days 00:00:00,36.14217321383097,1.120317317886677,5.251434525285578,3.227645344382084,16.26894831502908,302.3071670007065,8.39187789539342,0.02531645569620253,-0.0009990009990008771,None,None,0.0014961502341931823,0.37702985901668196,0.6505591178489569,0.36588739351809796,0.4050240930144641,18,18,585.1587301587301,14
