Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Total Return [%],MSTR,MACD,7,8,12,false,false,0,380,1.0708081155158253,49.21052631578947,1.2901756012352537,0.6245612836354428,1.2874976069144184,-0.8075330956618766,0 days 23:59:59.999999999,0.03868418820164578,1.176644057800059,2.353288115600118,0.734886323121621,0,6782,6783 days 00:00:00,1000.0,7444.794151771798,644.4794151771798,3348.520710059151,100.0,3814.2155938849514,34.58626860874073,4366 days 00:00:00,380,0.0,26.230342502149057,-14.078528594879474,3.476790896693648,-2.1389979787577404,1 days 00:00:00,1 days 00:00:00,16.959984609925776,0.6264626296805097,0.3298336201519166,1.549610730034279,8.722868746956571,193.01328388201102,4.428582949285797,0.02991193440631643,-0.0009990009990008969,None,None,0.00034995024298898724,0.08818746123322478,6.444794151771791,0.07743433725308235,0.16941732993270806,380,380,9823.13492063492,14
Most Expectancy,MSTR,MACD,7,8,12,false,false,0,380,1.0708081155158253,49.21052631578947,1.2901756012352537,0.6245612836354428,1.2874976069144184,-0.8075330956618766,0 days 23:59:59.999999999,0.03868418820164578,1.176644057800059,2.353288115600118,0.734886323121621,0,6782,6783 days 00:00:00,1000.0,7444.794151771798,644.4794151771798,3348.520710059151,100.0,3814.2155938849514,34.58626860874073,4366 days 00:00:00,380,0.0,26.230342502149057,-14.078528594879474,3.476790896693648,-2.1389979787577404,1 days 00:00:00,1 days 00:00:00,16.959984609925776,0.6264626296805097,0.3298336201519166,1.549610730034279,8.722868746956571,193.01328388201102,4.428582949285797,0.02991193440631643,-0.0009990009990008969,None,None,0.00034995024298898724,0.08818746123322478,6.444794151771791,0.07743433725308235,0.16941732993270806,380,380,9823.13492063492,14
Most Sharpe Ratio,MSTR,MACD,7,8,12,false,false,0,380,1.0708081155158253,49.21052631578947,1.2901756012352537,0.6245612836354428,1.2874976069144184,-0.8075330956618766,0 days 23:59:59.999999999,0.03868418820164578,1.176644057800059,2.353288115600118,0.734886323121621,0,6782,6783 days 00:00:00,1000.0,7444.794151771798,644.4794151771798,3348.520710059151,100.0,3814.2155938849514,34.58626860874073,4366 days 00:00:00,380,0.0,26.230342502149057,-14.078528594879474,3.476790896693648,-2.1389979787577404,1 days 00:00:00,1 days 00:00:00,16.959984609925776,0.6264626296805097,0.3298336201519166,1.549610730034279,8.722868746956571,193.01328388201102,4.428582949285797,0.02991193440631643,-0.0009990009990008969,None,None,0.00034995024298898724,0.08818746123322478,6.444794151771791,0.07743433725308235,0.16941732993270806,380,380,9823.13492063492,14
Most Calmar Ratio,MSTR,MACD,7,8,12,false,false,0,380,1.0708081155158253,49.21052631578947,1.2901756012352537,0.6245612836354428,1.2874976069144184,-0.8075330956618766,0 days 23:59:59.999999999,0.03868418820164578,1.176644057800059,2.353288115600118,0.734886323121621,0,6782,6783 days 00:00:00,1000.0,7444.794151771798,644.4794151771798,3348.520710059151,100.0,3814.2155938849514,34.58626860874073,4366 days 00:00:00,380,0.0,26.230342502149057,-14.078528594879474,3.476790896693648,-2.1389979787577404,1 days 00:00:00,1 days 00:00:00,16.959984609925776,0.6264626296805097,0.3298336201519166,1.549610730034279,8.722868746956571,193.01328388201102,4.428582949285797,0.02991193440631643,-0.0009990009990008969,None,None,0.00034995024298898724,0.08818746123322478,6.444794151771791,0.07743433725308235,0.16941732993270806,380,380,9823.13492063492,14
Most Omega Ratio,MSTR,MACD,7,8,12,false,false,0,380,1.0708081155158253,49.21052631578947,1.2901756012352537,0.6245612836354428,1.2874976069144184,-0.8075330956618766,0 days 23:59:59.999999999,0.03868418820164578,1.176644057800059,2.353288115600118,0.734886323121621,0,6782,6783 days 00:00:00,1000.0,7444.794151771798,644.4794151771798,3348.520710059151,100.0,3814.2155938849514,34.58626860874073,4366 days 00:00:00,380,0.0,26.230342502149057,-14.078528594879474,3.476790896693648,-2.1389979787577404,1 days 00:00:00,1 days 00:00:00,16.959984609925776,0.6264626296805097,0.3298336201519166,1.549610730034279,8.722868746956571,193.01328388201102,4.428582949285797,0.02991193440631643,-0.0009990009990008969,None,None,0.00034995024298898724,0.08818746123322478,6.444794151771791,0.07743433725308235,0.16941732993270806,380,380,9823.13492063492,14
Most Sortino Ratio,MSTR,MACD,7,8,12,false,false,0,380,1.0708081155158253,49.21052631578947,1.2901756012352537,0.6245612836354428,1.2874976069144184,-0.8075330956618766,0 days 23:59:59.999999999,0.03868418820164578,1.176644057800059,2.353288115600118,0.734886323121621,0,6782,6783 days 00:00:00,1000.0,7444.794151771798,644.4794151771798,3348.520710059151,100.0,3814.2155938849514,34.58626860874073,4366 days 00:00:00,380,0.0,26.230342502149057,-14.078528594879474,3.476790896693648,-2.1389979787577404,1 days 00:00:00,1 days 00:00:00,16.959984609925776,0.6264626296805097,0.3298336201519166,1.549610730034279,8.722868746956571,193.01328388201102,4.428582949285797,0.02991193440631643,-0.0009990009990008969,None,None,0.00034995024298898724,0.08818746123322478,6.444794151771791,0.07743433725308235,0.16941732993270806,380,380,9823.13492063492,14
Most Profit Factor,MSTR,MACD,13,31,11,false,false,0,219,0.9737407084618592,47.94520547945205,1.4329459333767558,0.6554421074187766,0.8952702007959954,-0.9366808688866058,0 days 23:59:59.999999999,0.022294308463580065,0.6781185491005602,1.3562370982011205,0.44446745090223433,0,6782,6783 days 00:00:00,1000.0,3120.2542187615127,212.02542187615126,3348.520710059151,100.0,830.6790559207572,33.02398137664873,5073 days 00:00:00,219,0.0,40.53303571428572,-17.235578947368406,3.7612872115507465,-2.205204699018563,1 days 00:00:00,1 days 00:00:00,9.681526113066255,0.41391718816748363,0.19121216270572663,1.547604497610559,15.809986090493892,592.5562479704249,4.559159195663541,0.016636690647482015,0.0,None,None,0.00021165221826122647,0.05333635900182907,2.1202542187615094,0.04318179457171012,0.15508009773452344,219,219,9823.13492063492,14
Most Win Rate [%],MSTR,MACD,3,28,7,false,false,0,486,0.9092570318142098,49.794238683127574,1.1513136661845909,0.2971821381893116,0.6666752077816683,-0.9458783812108053,0 days 23:59:59.999999999,0.0494750406999996,1.5048658212916544,3.0097316425833087,0.4472192424594683,0,6782,6783 days 00:00:00,1000.0,2812.27361377545,181.227361377545,3348.520710059151,100.0,2108.8674133438312,54.817849748870906,3392 days 00:00:00,486,0.0,25.37440000000001,-13.635574837310177,2.9518803459140406,-2.3357562481606244,1 days 00:00:00,1 days 00:00:00,3.7289580530359103,0.3618606035923791,0.10437702192880846,1.2430327914973733,6.693675113743459,141.41370428210737,3.570624074380926,0.03842620943049602,-0.0009990009990009279,None,None,0.00021300172579766631,0.05367643490101191,1.8122736137754378,0.039161991257093964,0.1785206755356038,486,486,9823.13492063492,14
Least Max Drawdown [%],MSTR,MACD,15,16,15,false,false,0,222,0.8981679623160135,46.846846846846844,1.2964957240899917,0.48389331743396125,0.7289934080722126,-0.9592684570137177,0 days 23:59:59.999999999,0.022599709949382533,0.6874078442937186,1.3748156885874372,0.33263206220541536,0,6782,6783 days 00:00:00,1000.0,2363.9041524223107,136.3904152422311,3348.520710059151,100.0,786.2912134901314,23.622427972638647,2649 days 00:00:00,222,0.0,19.84166954817105,-10.658844765342941,3.5633303699322867,-2.2301867966323594,1 days 00:00:00,1 days 00:00:00,6.143712398298703,0.37241436449630444,0.20058352680346497,1.392679586646456,9.348239156770036,229.11023134311753,4.4408084932688885,0.01587539314063202,0.0,None,None,0.00015840556434102508,0.03991820221393832,1.363904152422311,0.03247842589240024,0.12900029746709382,222,222,9823.13492063492,14
Most Worst Trade [%],MSTR,MACD,8,10,18,false,false,0,304,0.8762256145243937,46.381578947368425,1.1878710612524008,0.3561903244569842,0.7318569158850419,-0.960856220635465,0 days 23:59:59.999999999,0.03094735056131662,0.9413152462400471,1.8826304924800943,0.33528738297454835,0,6782,6783 days 00:00:00,1000.0,2310.737558721312,131.0737558721312,3348.520710059151,100.0,1209.4427612775798,50.49784586251661,5860 days 00:00:00,304,0.0,25.374400000000037,-10.124383133791165,3.1203516504887467,-2.034894012785216,1 days 00:00:00,1 days 00:00:00,4.311636706320105,0.3483443157642558,0.09129379898698413,1.3129516874633351,11.053684525428302,254.97855808777825,4.044596137890417,0.022460054265902925,-0.0009990009990008624,None,None,0.00015968189335882778,0.0402398371264246,1.3107375587213115,0.031606227189618696,0.13902523820975624,304,304,9823.13492063492,14
Most Avg Losing Trade [%],MSTR,MACD,8,20,9,false,false,0,308,0.8249104714431036,44.8051948051948,1.1577818683843895,0.3020243454974043,0.6297346791816432,-0.9703930906082565,0 days 23:59:59.999999999,0.031354552542386574,0.9537009731642583,1.9074019463285166,0.28804091222017264,0,6782,6783 days 00:00:00,1000.0,1991.3934925909773,99.13934925909773,3348.520710059151,100.0,1091.4651475779824,51.43781336488994,5951 days 00:00:00,308,0.0,25.37440000000002,-10.124383133791172,3.1295291584717724,-1.993244267387671,1 days 00:00:00,1 days 00:00:00,3.2188100408798057,0.3016062129125213,0.07341374202988397,1.2636379938271536,11.185748254287168,261.0916387901885,4.067875733553175,0.021997890613228866,-0.000999000999000876,None,None,0.00013718747994098473,0.03457124494512815,0.9913934925909722,0.025921650563207388,0.13794974357501863,308,308,9823.13492063492,14
Mean Avg Winning Trade [%],MSTR,MACD,3,10,16,false,false,0,465,0.8080394308625234,46.236559139784944,1.0904888288836743,0.2269210159234023,0.5099338925592435,-0.9713931105689796,0 days 23:59:59.999999999,0.04733723029938233,1.4398407549395458,2.8796815098790915,0.32673012687880026,0,6782,6783 days 00:00:00,1000.0,1957.9076171014422,95.79076171014421,3348.520710059151,100.0,1812.2043673742846,59.72457532318045,5411 days 00:00:00,465,0.0,25.37440000000001,-12.385961177519555,3.0485518995624443,-2.199681544006174,1 days 00:00:00,1 days 00:00:00,2.0600163808632956,0.2731020783382709,0.061642721730100825,1.1846064675188352,7.347014919385723,153.38914380323865,3.711766931559036,0.0343092406221409,-0.0009990009990009366,None,None,0.00015563132235122496,0.03921909323250869,0.9579076171014318,0.02527549374522442,0.1728298308780896,465,465,9823.13492063492,14
Most Avg Winning Trade [%],MSTR,MACD,10,27,18,false,false,0,207,0.8051358622849125,43.96135265700483,1.1954107488623182,0.4589406566071139,0.5468033660544824,-0.9734630045768353,0 days 23:59:59.999999999,0.021072702520370197,0.6409613683279268,1.2819227366558537,0.29416323124021293,0,6782,6783 days 00:00:00,1000.0,1888.5967875721176,88.85967875721175,3348.520710059151,100.0,595.1236545265047,45.228409229815995,4880 days 00:00:00,207,0.0,40.53303571428573,-16.86623011198138,4.3278776778077175,-2.576173730714049,1 days 00:00:00,1 days 00:00:00,4.292738104213122,0.2667516842731935,0.07695811231994941,1.3083674266404084,15.05810810501401,537.2592271429835,4.333967100746361,0.014356213548676538,0.0,None,None,0.00014008756485088002,0.035302066342421765,0.8885967875721124,0.023903536950731885,0.15927188439492396,207,207,9823.13492063492,14
Least Max Drawdown Duration,MSTR,MACD,8,34,17,false,false,0,213,0.7982934067040234,46.948356807511736,1.1574728325502512,0.29534225956354687,0.3822550407448265,-0.9848031546284014,0 days 23:59:59.999999999,0.021683505491975133,0.6595399587142435,1.319079917428487,0.1947900216791131,0,6782,6783 days 00:00:00,1000.0,1508.869514543645,50.88695145436451,3348.520710059151,100.0,490.59186507867224,35.52236092901745,2575 days 00:00:00,213,0.0,19.46117021276598,-16.866230111981377,3.36082667284697,-2.41747580528904,1 days 00:00:00,1 days 00:00:00,2.38905875372604,0.21753902461624786,0.06300972834512646,1.2221614900764763,7.3126910602522885,250.8935904314421,3.8326035077155587,0.015419161676646706,0.0,None,None,0.00009277484889918057,0.023379261922593503,0.5088695145436444,0.015400129060472167,0.1293420623215652,213,213,9823.13492063492,14
Least Avg Losing Trade [%],MSTR,MACD,14,21,15,false,false,0,207,0.7560877664962321,48.309178743961354,1.019022978490855,0.17447996908943542,0.1858727073500967,-0.9980530252380022,0 days 23:59:59.999999999,0.021072702520370197,0.6409613683279268,1.2819227366558537,0.1118349197333789,0,6782,6783 days 00:00:00,1000.0,1065.1948531251228,6.519485312512267,3348.520710059151,100.0,433.34694467369997,42.851315779293905,5477 days 00:00:00,207,0.0,40.533035714285745,-17.235578947368406,3.518246024279422,-2.95053503576102,1 days 00:00:00,1 days 00:00:00,0.3149509812807949,0.10514257297963017,0.007944593664089221,1.1109226444517393,12.95298943889191,583.13292708764,3.354339246839719,0.015419161676646706,0.0,None,None,0.00005327735946069912,0.013425894584096178,0.06519485312512341,0.0023491726929483203,0.15367767950925235,207,207,9823.13492063492,14
Mean Max Drawdown [%],MSTR,MACD,5,10,16,false,false,0,376,0.7475593671920437,46.01063829787234,1.0378371100379382,0.1611553308607605,0.29621251910283675,-0.989895390988953,0 days 23:59:59.999999999,0.03827698622057582,1.1642583308758478,2.3285166617516957,0.18762643651969405,0,6782,6783 days 00:00:00,1000.0,1338.3549254054149,33.83549254054149,3348.520710059151,100.0,1427.616776611898,62.95358908911002,5126 days 00:00:00,376,0.0,25.37440000000001,-14.078528594879469,3.0514408693403565,-2.301994413754856,1 days 00:00:00,1 days 00:00:00,0.8998801207590859,0.1744819532588182,0.025107958476050966,1.1249876256301947,5.83593289307693,170.2685292071681,3.4727878878149636,0.02788301257766328,-0.000999000999000905,None,None,0.00008938812743801871,0.022525808114380715,0.3383549254054117,0.01088636646042529,0.15537317043841206,376,376,9823.13492063492,14
Most Total Fees Paid,MSTR,MACD,2,4,3,false,false,0,1153,0.7315768979533039,44.40589765828274,1.00153849848217,0.11822170414841371,0.3470817343455033,-0.9951975610983537,0 days 23:59:59.999999999,0.11737597104341468,3.5701857859038633,7.1403715718077265,0.4220734477359984,0,6782,6783 days 00:00:00,1000.0,1160.8106612095683,16.081066120956823,3348.520710059151,100.0,16560.338802638966,94.93591743867557,5526 days 00:00:00,1153,0.0,40.53303571428572,-23.895575528247743,3.3001514901972504,-2.4233509174693775,1 days 00:00:00,1 days 00:00:00,0.13947151882871367,0.19812245237330942,0.008486252235872252,1.0849627189595208,4.8349704832893,93.87246472898207,3.5226321796051607,0.08701923076923077,-0.013172081663324649,None,None,0.00020112753899204278,0.05068413982599478,0.160810661209545,0.005555384398154173,0.30788217585690986,1153,1153,9823.13492063492,14
