Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],8,20,8,0,3863,3864 days 00:00:00,1000.0,1955.0691459660407,95.50691459660406,18195.071700965313,100.0,534.8803370025047,27.13552262658786,1475 days 00:00:00,181,181,0,0.0,46.408839779005525,14.163371489343191,-8.071102558158303,2.967709534054439,-1.7685488921001733,1 days 00:00:00,1 days 00:00:00,1.3713907042192972,5.276625115834463,0.5084906631666821,0.2409309134851616,1.4317515164863541,0.9961672681922036,14,6.588621980243677,117.59272445216362,4.525651345215487,0.023034154090548053,0.4294936924135694,-0.000999000999000937,None,None,0.00020123302340822673,0.050710721898873136,0.9550691459660374,0.04469335920742146,0.12002258384133864,-0.9947509459612881,3863,0.04685477608076624,0.07276789034365769,1.4056432824229872,2.8112865648459744,0.6037149235841786,0 days 23:59:59.999999999,false
Most Profit Factor,8,20,8,0,3863,3864 days 00:00:00,1000.0,1955.0691459660407,95.50691459660406,18195.071700965313,100.0,534.8803370025047,27.13552262658786,1475 days 00:00:00,181,181,0,0.0,46.408839779005525,14.163371489343191,-8.071102558158303,2.967709534054439,-1.7685488921001733,1 days 00:00:00,1 days 00:00:00,1.3713907042192972,5.276625115834463,0.5084906631666821,0.2409309134851616,1.4317515164863541,0.9961672681922036,14,6.588621980243677,117.59272445216362,4.525651345215487,0.023034154090548053,0.4294936924135694,-0.000999000999000937,None,None,0.00020123302340822673,0.050710721898873136,0.9550691459660374,0.04469335920742146,0.12002258384133864,-0.9947509459612881,3863,0.04685477608076624,0.07276789034365769,1.4056432824229872,2.8112865648459744,0.6037149235841786,0 days 23:59:59.999999999,false
Most Expectancy,8,20,8,0,3863,3864 days 00:00:00,1000.0,1955.0691459660407,95.50691459660406,18195.071700965313,100.0,534.8803370025047,27.13552262658786,1475 days 00:00:00,181,181,0,0.0,46.408839779005525,14.163371489343191,-8.071102558158303,2.967709534054439,-1.7685488921001733,1 days 00:00:00,1 days 00:00:00,1.3713907042192972,5.276625115834463,0.5084906631666821,0.2409309134851616,1.4317515164863541,0.9961672681922036,14,6.588621980243677,117.59272445216362,4.525651345215487,0.023034154090548053,0.4294936924135694,-0.000999000999000937,None,None,0.00020123302340822673,0.050710721898873136,0.9550691459660374,0.04469335920742146,0.12002258384133864,-0.9947509459612881,3863,0.04685477608076624,0.07276789034365769,1.4056432824229872,2.8112865648459744,0.6037149235841786,0 days 23:59:59.999999999,false
Most Sharpe Ratio,8,20,8,0,3863,3864 days 00:00:00,1000.0,1955.0691459660407,95.50691459660406,18195.071700965313,100.0,534.8803370025047,27.13552262658786,1475 days 00:00:00,181,181,0,0.0,46.408839779005525,14.163371489343191,-8.071102558158303,2.967709534054439,-1.7685488921001733,1 days 00:00:00,1 days 00:00:00,1.3713907042192972,5.276625115834463,0.5084906631666821,0.2409309134851616,1.4317515164863541,0.9961672681922036,14,6.588621980243677,117.59272445216362,4.525651345215487,0.023034154090548053,0.4294936924135694,-0.000999000999000937,None,None,0.00020123302340822673,0.050710721898873136,0.9550691459660374,0.04469335920742146,0.12002258384133864,-0.9947509459612881,3863,0.04685477608076624,0.07276789034365769,1.4056432824229872,2.8112865648459744,0.6037149235841786,0 days 23:59:59.999999999,false
Most Omega Ratio,8,20,8,0,3863,3864 days 00:00:00,1000.0,1955.0691459660407,95.50691459660406,18195.071700965313,100.0,534.8803370025047,27.13552262658786,1475 days 00:00:00,181,181,0,0.0,46.408839779005525,14.163371489343191,-8.071102558158303,2.967709534054439,-1.7685488921001733,1 days 00:00:00,1 days 00:00:00,1.3713907042192972,5.276625115834463,0.5084906631666821,0.2409309134851616,1.4317515164863541,0.9961672681922036,14,6.588621980243677,117.59272445216362,4.525651345215487,0.023034154090548053,0.4294936924135694,-0.000999000999000937,None,None,0.00020123302340822673,0.050710721898873136,0.9550691459660374,0.04469335920742146,0.12002258384133864,-0.9947509459612881,3863,0.04685477608076624,0.07276789034365769,1.4056432824229872,2.8112865648459744,0.6037149235841786,0 days 23:59:59.999999999,false
Most Sortino Ratio,8,20,8,0,3863,3864 days 00:00:00,1000.0,1955.0691459660407,95.50691459660406,18195.071700965313,100.0,534.8803370025047,27.13552262658786,1475 days 00:00:00,181,181,0,0.0,46.408839779005525,14.163371489343191,-8.071102558158303,2.967709534054439,-1.7685488921001733,1 days 00:00:00,1 days 00:00:00,1.3713907042192972,5.276625115834463,0.5084906631666821,0.2409309134851616,1.4317515164863541,0.9961672681922036,14,6.588621980243677,117.59272445216362,4.525651345215487,0.023034154090548053,0.4294936924135694,-0.000999000999000937,None,None,0.00020123302340822673,0.050710721898873136,0.9550691459660374,0.04469335920742146,0.12002258384133864,-0.9947509459612881,3863,0.04685477608076624,0.07276789034365769,1.4056432824229872,2.8112865648459744,0.6037149235841786,0 days 23:59:59.999999999,false
Least Max Drawdown [%],10,12,10,0,3863,3864 days 00:00:00,1000.0,1941.5064063263003,94.15064063263003,18195.071700965313,100.0,559.7100670946124,16.721532236086198,1881 days 00:00:00,181,181,0,0.0,45.85635359116022,11.234747442288723,-7.4704737970819375,3.0427815182260685,-1.7903783650711582,1 days 00:00:00,1 days 00:00:00,1.3370787736253862,5.201692852631517,0.5035384125456742,0.38679180561038107,1.4194969565186588,0.9750654837924604,14,6.131997680985578,100.69641627170047,4.555594883711046,0.022763366860772898,0.42593252063972487,-0.0009990009990009804,None,None,0.0001995648761746182,0.05029034879600379,0.9415064063262959,0.044219172093202364,0.1201982661836222,-0.9948254866933206,3863,0.04685477608076624,0.06723860826839655,1.4056432824229872,2.8112865648459744,0.5987091864027196,0 days 23:59:59.999999999,false
Most Calmar Ratio,10,12,10,0,3863,3864 days 00:00:00,1000.0,1941.5064063263003,94.15064063263003,18195.071700965313,100.0,559.7100670946124,16.721532236086198,1881 days 00:00:00,181,181,0,0.0,45.85635359116022,11.234747442288723,-7.4704737970819375,3.0427815182260685,-1.7903783650711582,1 days 00:00:00,1 days 00:00:00,1.3370787736253862,5.201692852631517,0.5035384125456742,0.38679180561038107,1.4194969565186588,0.9750654837924604,14,6.131997680985578,100.69641627170047,4.555594883711046,0.022763366860772898,0.42593252063972487,-0.0009990009990009804,None,None,0.0001995648761746182,0.05029034879600379,0.9415064063262959,0.044219172093202364,0.1201982661836222,-0.9948254866933206,3863,0.04685477608076624,0.06723860826839655,1.4056432824229872,2.8112865648459744,0.5987091864027196,0 days 23:59:59.999999999,false
Mean Win Rate [%],8,12,14,0,3863,3864 days 00:00:00,1000.0,1482.700163808796,48.27001638087961,18195.071700965313,100.0,481.5302853367328,30.061207046184084,1931 days 00:00:00,176,176,0,0.0,43.75,14.163371489343197,-10.213252800060072,3.216087781786936,-1.9837112016156682,1 days 00:00:00,1 days 00:00:00,1.174005171712471,2.7426145670954263,0.31949457443508833,0.12609579678220206,1.2512323037849056,0.5674446639761317,14,4.924962270323748,106.91366409864423,4.468686799231801,0.020332717190388167,0.2912008536229711,-0.0009990009990009467,None,None,0.00013268357312428997,0.03343626042732108,0.48270016380879643,0.026019588559612172,0.1259506385185073,-0.9973470829258496,3863,0.04556044524980585,0.02138111688150368,1.3668133574941754,2.733626714988351,0.398017216445583,1 days 00:00:00,false
Least Max Drawdown Duration,4,12,18,0,3863,3864 days 00:00:00,1000.0,1455.9077016260355,45.590770162603555,18195.071700965313,100.0,514.9511817958451,26.259498881803477,1043 days 00:00:00,210,210,0,0.0,47.61904761904761,10.391206211880034,-12.95452339915685,2.7177927359421328,-2.0236914618822133,1 days 00:00:00,1 days 00:00:00,1.1638382651051664,2.170989055362064,0.31122315600387124,0.13754879874412543,1.2114331837692747,0.5275382752573474,14,3.2447717792704647,89.28944142956092,3.826209758637609,0.026840287005049163,0.23415815612937974,-0.000999000999001003,None,None,0.00012731416099417568,0.03208316857053227,0.45590770162603533,0.024800110822246868,0.12406563781230275,-0.997494334130039,3863,0.05436189490033653,0.018771778018574117,1.6308568470100957,3.2617136940201914,0.38187843220685797,0 days 23:59:59.999999999,false
