Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Current
Most Max Drawdown Duration,5,15,5,0,2657,2658 days 00:00:00,1000.0,9879.317642617361,887.931764261736,10404.844754898522,100.0,1509.7293310264693,19.625498196309525,982 days 00:00:00,191,191,0,0.0,54.973821989528794,93.03622255826582,-16.632892334693267,4.732332980280035,-2.3941353930480793,1 days 00:00:00,1 days 00:00:00,2.2301054789714194,46.48857404511703,0.8329291988586761,1.8833196470715579,2.3432634910146732,3.4191880507386863,38.722039304595334,-0.9146616998928596,71.88558524651863,2.156567557395559,5,100.25575057528062,0 days 23:59:59.999999999,0
Most Worst Trade [%],3,8,27,0,2657,2658 days 00:00:00,1000.0,5199.274270632859,419.9274270632859,10404.844754898522,100.0,1116.937525229929,55.33603375678664,1996 days 00:00:00,190,190,0,0.0,47.89473684210526,93.03622255826582,-10.588222956515224,5.115914734863523,-2.4177697580115067,1 days 00:00:00,1 days 00:00:00,1.5672172911917535,22.101443529646602,0.6485528449654826,0.4591006013405795,1.9092869630307447,2.642666196984331,16.038527601258696,-0.959641163616056,71.50922092585623,2.1452766277756865,5,47.41371024425503,0 days 23:59:59.999999999,0
Most Avg Losing Trade [%],4,16,26,0,2657,2658 days 00:00:00,1000.0,4217.87912606223,321.787912606223,10404.844754898522,100.0,523.2725103971317,23.185708330341797,1547 days 00:00:00,128,128,0,0.0,47.65625,93.03622255826583,-10.588222956515231,5.652166796746984,-2.2060697152334354,1 days 00:00:00,1 days 00:00:00,2.0929064380889097,25.139680672361223,0.5981142761723247,0.9425506288803626,2.279572293981838,2.969210481895518,18.152468288518403,-0.9690732615251441,48.174633044787356,1.4452389913436208,3,36.33284673762405,1 days 00:00:00,0
Median Worst Trade [%],2,11,29,0,2657,2658 days 00:00:00,1000.0,2965.778057341523,196.57780573415232,10404.844754898522,100.0,754.8651134791667,62.4277246649062,1622 days 00:00:00,198,198,0,0.0,43.93939393939394,93.03622255826582,-10.588222956515244,4.908100085696816,-2.3466714673636755,1 days 00:00:00,1 days 00:00:00,1.3700421098097115,9.928172006775362,0.48998170788823875,0.25790881378511893,1.6183175161636563,1.9233502754357572,6.6096645591479675,-0.981107089018161,74.52013549115544,2.2356040647346633,5,22.1954616937319,0 days 23:59:59.999999999,0
Mean Max Drawdown [%],4,20,28,0,2657,2658 days 00:00:00,1000.0,2668.9451177403116,166.89451177403114,10404.844754898522,100.0,328.8527284090795,44.44642854280112,2488 days 00:00:00,113,113,0,0.0,50.442477876106196,93.03622255826582,-13.119567676911686,5.968321855486941,-3.3335380418274827,1 days 00:00:00,1 days 00:00:00,1.5780762611114987,14.769425820710723,0.4596931564039963,0.32469378522242104,1.7977100903464662,1.713251475267604,11.287976290969578,-0.9839599229296084,42.52916823485134,1.2758750470455402,3,18.84394186383491,0 days 23:59:59.999999999,0
Most Best Trade [%],2,14,32,0,2657,2658 days 00:00:00,1000.0,2453.06693654956,145.306693654956,10404.844754898522,100.0,600.8675983327232,63.336877105388,1968 days 00:00:00,182,182,0,0.0,43.956043956043956,93.03622255826586,-10.588222956515244,4.932761489026362,-2.4323183488312514,1 days 00:00:00,1 days 00:00:00,1.3240828213353502,7.983884266755837,0.43418659742017934,0.20704761900442098,1.5720484174190739,1.6706446552831413,5.3172722389316265,-0.9860347081501099,68.49830636055702,2.0549491908167106,5,16.406476513544174,0 days 23:59:59.999999999,0
Median Win Rate [%],2,18,28,0,2657,2658 days 00:00:00,1000.0,2316.95927813688,131.69592781368803,10404.844754898522,100.0,517.1150635370084,56.6327506778919,2511 days 00:00:00,170,170,0,0.0,43.529411764705884,93.0362225582658,-10.588222956515244,5.053765604544351,-2.4416040022190058,1 days 00:00:00,1 days 00:00:00,1.341807512575614,7.746819283158125,0.416999393148922,0.21596238242186944,1.5773687554676492,1.6479187658224157,5.109310400656874,-0.9873428262587305,63.98193451260821,1.9194580353782462,4,14.869694521681009,0 days 23:59:59.999999999,0
Mean Win Rate [%],2,13,34,0,2657,2658 days 00:00:00,1000.0,2276.947238663981,127.69472386639806,10404.844754898522,100.0,599.1221422280812,65.9025794817553,2511 days 00:00:00,186,186,0,0.0,43.54838709677419,93.03622255826582,-11.066877411377195,5.121916066898584,-2.603411119157758,1 days 00:00:00,1 days 00:00:00,1.2613782797942206,6.865307734752584,0.41307580479149636,0.18151630841736197,1.5028765666984318,1.4340136228840614,4.529895132901265,-0.987727378267102,70.00376364320663,2.1001129092961985,5,14.417921400044943,0 days 23:59:59.999999999,0
Least Max Drawdown Duration,13,16,21,0,2657,2658 days 00:00:00,1000.0,2238.2326394381716,123.82326394381718,10404.844754898522,100.0,249.9848742491621,30.968046390763547,1000 days 00:00:00,84,84,0,0.0,42.857142857142854,93.0362225582658,-11.468029194261545,7.558504428562726,-3.0727885096145324,1 days 00:00:00,1 days 00:00:00,1.570366723179379,14.740864755216332,0.41450670171568854,0.3777777669744874,1.8241342481963478,1.6051071734103255,9.571990100789824,-0.9880994606973331,31.614602935641702,0.948438088069251,2,13.980797584924787,0 days 23:59:59.999999999,0
Mean Best Trade [%],3,19,35,0,2657,2658 days 00:00:00,1000.0,1988.0109152532714,98.80109152532714,10404.844754898522,100.0,431.2181131998375,38.90265551149006,2565 days 00:00:00,122,122,0,0.0,51.63934426229508,51.952065729123895,-13.119567676911693,4.2372901803260445,-2.8903737443641258,1 days 00:00:00,1 days 00:00:00,1.3100520203974941,8.098450125026808,0.43988170253776004,0.25436138697654986,1.5453157083061984,1.1884529266155055,6.336343242383121,-0.9905043185311523,45.91644712081295,1.3774934136243884,3,11.155561707790033,0 days 23:59:59.999999999,0
Median Best Trade [%],3,19,35,0,2657,2658 days 00:00:00,1000.0,1988.0109152532714,98.80109152532714,10404.844754898522,100.0,431.2181131998375,38.90265551149006,2565 days 00:00:00,122,122,0,0.0,51.63934426229508,51.952065729123895,-13.119567676911693,4.2372901803260445,-2.8903737443641258,1 days 00:00:00,1 days 00:00:00,1.3100520203974941,8.098450125026808,0.43988170253776004,0.25436138697654986,1.5453157083061984,1.1884529266155055,6.336343242383121,-0.9905043185311523,45.91644712081295,1.3774934136243884,3,11.155561707790033,0 days 23:59:59.999999999,0
Mean Total Return [%],15,19,15,0,2657,2658 days 00:00:00,1000.0,1898.7119078129447,89.87119078129446,10404.844754898522,100.0,214.2943512921643,35.271287386118765,2486 days 00:00:00,86,86,0,0.0,43.02325581395349,93.0362225582658,-11.468029194261534,7.13132620213395,-3.1776337920798134,1 days 00:00:00,1 days 00:00:00,1.4564226157218174,10.450138462941219,0.35981743010563494,0.26094747163067394,1.6780393254499737,1.3554969133132106,6.812105763369011,-0.9913625630272875,32.3673315769665,0.9710199473089951,2,10.147292899656884,0 days 23:59:59.999999999,0
Most Avg Winning Trade [%],8,29,18,0,2657,2658 days 00:00:00,1000.0,1747.8733231836077,74.78733231836075,10404.844754898522,100.0,234.0165361537507,56.74994288326756,2527 days 00:00:00,90,90,0,0.0,38.88888888888889,93.03622255826583,-11.468029194261547,8.337598888665951,-3.319972008016266,1 days 00:00:00,1 days 00:00:00,1.2946429839811684,8.309703590928972,0.3313651826630218,0.14043488458312225,1.5869177133361732,1.2723199362655115,4.8962899946551195,-0.9928122587044702,33.87278885961611,1.0161836657884833,3,8.444185056645926,0 days 23:59:59.999999999,0
Mean Calmar Ratio,8,10,28,0,2657,2658 days 00:00:00,1000.0,1596.821973308044,59.6821973308044,10404.844754898522,100.0,252.04355050344375,45.78738024447285,2488 days 00:00:00,114,114,0,0.0,45.614035087719294,93.03622255826582,-13.119567676911698,5.440004091310103,-3.0732298119036834,1 days 00:00:00,1 days 00:00:00,1.2647169830205536,5.23528046761442,0.3035213547506196,0.14497151819788506,1.4717013631864828,1.0460345889648068,3.6182161658153875,-0.9942639992487435,42.90553255551374,1.287165976665412,3,6.7386748962142695,0 days 23:59:59.999999999,0
Mean Profit Factor,27,30,3,0,2657,2658 days 00:00:00,1000.0,1507.4068106485656,50.74068106485656,10404.844754898522,100.0,346.885868853666,44.93859403733623,2527 days 00:00:00,121,121,0,0.0,52.066115702479344,51.952065729123895,-13.590132888861648,4.082880563389467,-3.2410683435521905,1 days 00:00:00,1 days 00:00:00,1.179269261448465,4.193444716103855,0.3140694043490156,0.12900630733380447,1.356237104627445,0.771075536802688,3.3081269360699084,-0.9951233601019401,45.54008280015054,1.3662024840045164,3,5.7290945876767,0 days 23:59:59.999999999,0
Mean Omega Ratio,25,28,3,0,2657,2658 days 00:00:00,1000.0,1494.5862390926236,49.458623909262364,10404.844754898522,100.0,359.0922113287951,52.15711963550883,2565 days 00:00:00,120,120,0,0.0,49.166666666666664,51.952065729123895,-13.119567676911693,4.472224470654969,-3.189348168420188,1 days 00:00:00,1 days 00:00:00,1.1533048079175043,4.121551992438533,0.30997286026160825,0.10877408615188822,1.3457898682257734,0.7515525789278376,3.0703480751751697,-0.9952465774286563,45.16371847948814,1.3549115543846442,3,5.58433841655202,1 days 00:00:00,0
Mean Sortino Ratio,14,16,22,0,2657,2658 days 00:00:00,1000.0,1493.6322053920646,49.363220539206466,10404.844754898522,100.0,279.79888380872177,26.526117686087243,2508 days 00:00:00,83,83,0,0.0,45.78313253012048,51.95206572912387,-11.468029194261543,5.555948602535878,-3.2413895007600066,1 days 00:00:00,1 days 00:00:00,1.2016512253142675,5.94737596857907,0.3109145165726331,0.21352832930818116,1.4360120863104662,0.8285403461396591,4.125598517816807,-0.9952557465582592,31.238238614979302,0.937147158449379,2,5.573566489183999,0 days 23:59:59.999999999,0
Mean Expectancy,10,19,22,0,2657,2658 days 00:00:00,1000.0,1476.5574532925307,47.655745329253065,10404.844754898522,100.0,183.16645337221627,49.6628937445562,2563 days 00:00:00,86,86,0,0.0,41.86046511627907,93.03622255826582,-11.46802919426153,6.973258907857913,-3.3700156211526973,1 days 00:00:00,1 days 00:00:00,1.2502607482179326,5.541365735959669,0.2758206853287008,0.11069392664138088,1.4794307481197626,0.9930548633439974,3.514608289192179,-0.9954198504204671,32.3673315769665,0.9710199473089951,2,5.380776664951429,0 days 23:59:59.999999999,0
Mean Sharpe Ratio,9,34,9,0,2657,2658 days 00:00:00,1000.0,1230.3654506314901,23.036545063149013,10404.844754898522,100.0,189.14613271380009,59.608303288646134,2565 days 00:00:00,108,108,0,0.0,43.51851851851852,93.03622255826582,-13.119567676911698,6.146816787442273,-3.6199231970547965,1 days 00:00:00,1 days 00:00:00,1.1064597827623235,2.1330134317730547,0.2206601639341843,0.04844516539680754,1.3019545376974175,0.7054358826635453,1.4064482504676425,-0.99778597897366,40.64734663153933,1.2194203989461798,3,2.6010400899302586,1 days 00:00:00,0
Median Profit Factor,5,19,34,0,2657,2658 days 00:00:00,1000.0,1223.27271030678,22.327271030678002,10404.844754898522,100.0,298.48274857641877,42.63616846316344,2563 days 00:00:00,104,104,0,0.0,43.269230769230774,51.952065729123895,-10.588222956515231,4.734754779269224,-2.8405808399441175,1 days 00:00:00,1 days 00:00:00,1.089475710066973,2.146852983719036,0.21562201460318028,0.06581460698530459,1.2642303660429552,0.5805786709326152,1.4074648057598576,-0.9978541466445076,39.14188934888972,1.1742566804666916,3,2.5209564581119275,0 days 23:59:59.999999999,0
Median Sortino Ratio,2,26,27,0,2657,2658 days 00:00:00,1000.0,1221.3060954554317,22.130609545543166,10404.844754898522,100.0,397.03786250262135,52.47051751795164,2565 days 00:00:00,149,149,0,0.0,47.651006711409394,51.95206572912389,-13.11956767691169,4.011876886400897,-3.0092467860964707,1 days 00:00:00,1 days 00:00:00,1.0631556963966793,1.4852758084257118,0.2210305521272865,0.05304637480579492,1.2072962973409658,0.5141760750950166,1.0723467805392062,-0.997873047597839,56.07828377869778,1.6823485133609335,4,2.498751548235955,0 days 23:59:59.999999999,0
Least Best Trade [%],3,5,11,0,2657,2658 days 00:00:00,1000.0,1198.4352297828648,19.84352297828648,10404.844754898522,100.0,539.9479345512533,47.86611118041305,1460 days 00:00:00,230,230,0,0.0,53.91304347826087,39.69460613323933,-12.099928122358184,2.973552391155347,-3.06524774818347,1 days 00:00:00,1 days 00:00:00,1.049600573730904,0.8627618686211633,0.21864617858981528,0.05258203231104337,1.1298930519483386,0.390658818251717,0.7047593656720965,-0.9980928573711834,86.56379375235228,2.5969138125705684,6,2.240518213581493,0 days 23:59:59.999999999,0
Median Total Trades,5,30,34,0,2657,2658 days 00:00:00,1000.0,1178.4868799971778,17.84868799971778,10404.844754898522,100.0,252.6098545744263,36.33136343725402,2527 days 00:00:00,92,92,0,0.0,46.73913043478261,39.69460613323935,-10.588222956515231,4.451509641057588,-3.2113954267047933,1 days 00:00:00,1 days 00:00:00,1.0799774370608433,1.94007478257803,0.20103525979620443,0.06277960188109934,1.2106847023162248,0.438028120523193,1.373900126002228,-0.9982845791148095,34.62551750094091,1.0387655250282273,3,2.0152828001186913,0 days 23:59:59.999999999,0
Median Expectancy,9,23,31,0,2657,2658 days 00:00:00,1000.0,1161.1334484904337,16.113344849043372,10404.844754898522,100.0,227.42276895030486,34.438880628907704,1481 days 00:00:00,82,82,0,0.0,48.78048780487805,39.69460613323935,-10.588222956515231,4.037458953840968,-3.1166620827205613,1 days 00:00:00,1 days 00:00:00,1.0876767856719771,1.965042054761394,0.19062384169988583,0.060185538813399816,1.22685005558921,0.4363760605737094,1.4523592422478893,-0.9984513613390091,30.861874294316898,0.9258562288295069,2,1.8193464263127697,0 days 23:59:59.999999999,0
Median Total Return [%],9,21,31,0,2657,2658 days 00:00:00,1000.0,1158.0042525445708,15.800425254457082,10404.844754898522,100.0,269.94830043700716,47.618558750428164,2296 days 00:00:00,84,84,0,0.0,47.61904761904761,51.95206572912387,-11.066877411377193,4.739703548328094,-3.4098781044447586,1 days 00:00:00,1 days 00:00:00,1.065177074195324,1.8810030064829952,0.1891085663334749,0.04273342580885247,1.2567759051712433,0.4959890006837842,1.3571450263225073,-0.9984814357516465,31.614602935641702,0.948438088069251,2,1.784014895121245,0 days 23:59:59.999999999,0
Median Sharpe Ratio,11,12,23,0,2657,2658 days 00:00:00,1000.0,1147.8849161883836,14.78849161883835,10404.844754898522,100.0,181.6652968965863,62.31605872025908,2565 days 00:00:00,93,93,0,0.0,40.86021505376344,93.03622255826582,-13.119567676911698,6.720205093771717,-3.5637408190443485,1 days 00:00:00,1 days 00:00:00,1.0710400681323002,1.5901603891224134,0.19510800657244604,0.030682278059967295,1.297101165937788,0.6508314586882847,0.9844590222654237,-0.9985786917568495,35.00188182160331,1.0500564546480993,3,1.6697581805237234,0 days 23:59:59.999999999,0
Median Omega Ratio,19,27,29,0,2657,2658 days 00:00:00,1000.0,1143.8430381934643,14.384303819346428,10404.844754898522,100.0,131.63974709296912,33.00330750659013,1521 days 00:00:00,54,54,0,0.0,38.88888888888889,39.694606133239354,-10.588222956515244,6.129721082673212,-3.0957922141611425,1 days 00:00:00,1 days 00:00:00,1.1168045999804823,2.6637599665456335,0.1797980264017793,0.056438167683571315,1.2548386507811398,0.43369827047754095,1.2841818020536804,-0.9986175378721942,20.323673315769664,0.6097101994730899,2,1.6241216205509694,0 days 23:59:59.999999999,0
Median Calmar Ratio,24,29,33,0,2657,2658 days 00:00:00,1000.0,1138.2012848529123,13.82012848529123,10404.844754898522,100.0,118.07797897501847,35.07952904878777,1672 days 00:00:00,48,48,0,0.0,41.66666666666667,39.694606133239354,-10.588222956515244,6.3963756810599515,-3.612724828424422,1 days 00:00:00,1 days 00:00:00,1.1137675431731184,2.879193434435681,0.177059197350681,0.05112687483609539,1.259579488736699,0.4020187911784647,1.3219437256362174,-0.9986717602414217,18.06548739179526,0.5419646217538577,2,1.5604209806501246,0 days 23:59:59.999999999,0
Mean Avg Winning Trade [%],7,19,31,0,2657,2658 days 00:00:00,1000.0,1062.253009771404,6.225300977140409,10404.844754898522,100.0,256.9239160654626,48.27132173489791,2527 days 00:00:00,91,91,0,0.0,40.65934065934066,51.952065729123895,-11.468029194261543,5.2778726258286035,-3.037646064816117,1 days 00:00:00,1 days 00:00:00,1.0260905323192668,0.6840990084769629,0.14854087820494183,0.017251670032396256,1.1863490925307807,0.3908102305350758,0.4214396156118486,-0.9994016920844292,34.24915318027851,1.0274745954083553,3,0.7028943519541245,0 days 23:59:59.999999999,0
Mean Avg Losing Trade [%],19,25,35,0,2657,2658 days 00:00:00,1000.0,1024.9623034917122,2.496230349171208,10404.844754898522,100.0,109.51084874746826,25.104794058992113,1481 days 00:00:00,51,50,1,-1.0249623034915203,34.0,39.694606133239354,-10.588222956515244,6.892350181809069,-3.0934593679728786,1 days 00:00:00,1 days 00:00:00,1.023606969731571,0.5197453159040784,0.1040411967809837,0.013509409152651938,1.1443109731754673,0.23660832119818043,0.2028390810461279,-0.9997600896113326,18.81821603312006,0.5758374106134738,2,0.2992887968886864,0 days 23:59:59.999999999,1
Median Avg Winning Trade [%],7,31,24,0,2657,2658 days 00:00:00,1000.0,957.6627950214474,-4.2337204978552565,10404.844754898522,100.0,252.53140886732606,58.15372176700194,2527 days 00:00:00,88,88,0,0.0,40.909090909090914,51.952065729123895,-11.066877411377215,5.241105137121338,-3.2172359703447793,1 days 00:00:00,1 days 00:00:00,0.9829096393854275,-0.48110460202900285,0.10080583593354817,-0.010184813255880427,1.1251412076858465,0.2582672591745105,-0.2982053318361588,-1.0004068989588588,33.12006021829131,0.9936018065487393,2,-0.4780264017149295,0 days 23:59:59.999999999,0
Mean Worst Trade [%],19,35,35,0,2657,2658 days 00:00:00,1000.0,942.3884667113817,-5.761153328861826,10404.844754898522,100.0,98.9430657312145,36.50940210764281,2106 days 00:00:00,47,47,0,0.0,34.04255319148936,39.694606133239354,-12.37444804975233,7.404524372533795,-3.5613410114748714,1 days 00:00:00,1 days 00:00:00,0.9513707284500483,-1.2257773040131497,0.05314127421483377,-0.02222776115732209,1.072104813939952,0.11622000522766877,-0.45023959743366376,-1.0005536991146504,17.689123071132858,0.5306736921339857,2,-0.6504877676547012,0 days 23:59:59.999999999,0
Mean Total Trades,3,33,35,0,2657,2658 days 00:00:00,1000.0,912.4987382799821,-8.750126172001785,10404.844754898522,100.0,281.6715719107306,58.918052019283216,2527 days 00:00:00,108,108,0,0.0,37.03703703703704,39.694606133239354,-10.588222956515224,4.627085331106399,-2.6061187994012007,1 days 00:00:00,1 days 00:00:00,0.9656151909167223,-0.8101968677779503,0.04734850688706575,-0.021208421845477353,1.0434663100237234,0.10134343592542144,-0.45465593029065676,-1.0008409665283937,40.64734663153933,1.2194203989461798,3,-0.9879705877307334,0 days 23:59:59.999999999,0
Least Avg Losing Trade [%],23,25,28,0,2657,2658 days 00:00:00,1000.0,892.6722994946556,-10.732770050534441,10404.844754898522,100.0,118.16123072274489,48.02176215115209,1481 days 00:00:00,54,53,1,-0.8926722994945067,45.28301886792453,39.694606133239354,-21.184995388488893,5.439055519600872,-4.344370843754347,1 days 00:00:00,1 days 00:00:00,0.927357519204776,-2.0082080793556756,0.02819029312000558,-0.032214488538595314,1.0346818605568502,0.050564583079852114,-1.1064507324273696,-1.0010315165966779,19.947308995107264,0.6097101994730899,2,-1.2244249486474197,0 days 23:59:59.999999999,1
Median Total Fees Paid,8,20,35,0,2657,2658 days 00:00:00,1000.0,859.3948415393365,-14.060515846066346,10404.844754898522,100.0,223.51091723791242,58.8049515606854,2527 days 00:00:00,86,86,0,0.0,43.02325581395349,51.95206572912387,-11.06687741137721,4.784377116604464,-3.4131215002665076,1 days 00:00:00,1 days 00:00:00,0.9375766029005983,-1.634943703030963,0.04676509853575042,-0.0350189352899244,1.0572441362189418,0.11796451843428243,-1.0657666844986897,-1.0013513431653505,32.3673315769665,0.9710199473089951,2,-1.587562948370299,0 days 23:59:59.999999999,0
Least Total Trades,29,35,35,0,2657,2658 days 00:00:00,1000.0,798.7170430380429,-20.12829569619571,10404.844754898522,100.0,65.00655197056258,29.25210750153273,2149 days 00:00:00,35,35,0,0.0,37.142857142857146,39.694606133239354,-10.588222956515244,5.9510105664981126,-4.0683230994934885,1 days 00:00:00,1 days 00:00:00,0.7659746800012704,-5.750941627484501,-0.09228864304210571,-0.10389462245047235,0.866425249256708,-0.18996702670850668,-1.7163048934182394,-1.0019345118711858,13.172751223184042,0.3951825366955213,1,-2.272671700737195,0 days 23:59:59.999999999,0
Median Avg Losing Trade [%],4,5,6,0,2657,2658 days 00:00:00,1000.0,794.2349567799431,-20.57650432200569,10404.844754898522,100.0,444.5897969488722,60.85394638320114,2588 days 00:00:00,253,253,0,0.0,50.988142292490124,39.69460613323933,-16.343850187954303,3.071655703317444,-3.13605611780143,1 days 00:00:00,1 days 00:00:00,0.9445538390835557,-0.813300566087177,0.034178305081930524,-0.05117228567704527,1.018407918329749,0.05719793172247139,-0.6283134089426629,-1.0019775887874076,95.2201731275875,2.856605193827625,6,-2.3232786212275776,0 days 23:59:59.999999999,0
