Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Total Return [%],QCOM,MACD,10,31,10,false,false,0,335,0.9668926816519479,51.34328358208955,1.227785130245242,0.3404958873109234,0.7603611598778709,-0.9940431638116415,0 days 23:59:59.999999999,0.027534246575342466,0.8375,1.675,0.2851653056228983,0,8400,8401 days 00:00:00,1000.0,2567.283287544059,156.72832875440588,26310.66623263875,100.0,1473.7530222167986,31.287754608464418,4822 days 00:00:00,335,0.0,30.678027619346672,-7.458743842364523,2.453590509566903,-1.8892726711432388,1 days 00:00:00,1 days 00:00:00,4.678457574758376,0.36614755020474804,0.13364567091804608,1.3507884566927213,15.28045654038389,547.5383064367082,3.82080163464513,0.0212740092389983,-0.000999000999000837,None,None,0.0001358166751370381,0.0342258021345336,1.5672832875440514,0.028685815896576594,0.11249770542497665,335,335,12166.666666666666,14
Most Win Rate [%],QCOM,MACD,10,31,10,false,false,0,335,0.9668926816519479,51.34328358208955,1.227785130245242,0.3404958873109234,0.7603611598778709,-0.9940431638116415,0 days 23:59:59.999999999,0.027534246575342466,0.8375,1.675,0.2851653056228983,0,8400,8401 days 00:00:00,1000.0,2567.283287544059,156.72832875440588,26310.66623263875,100.0,1473.7530222167986,31.287754608464418,4822 days 00:00:00,335,0.0,30.678027619346672,-7.458743842364523,2.453590509566903,-1.8892726711432388,1 days 00:00:00,1 days 00:00:00,4.678457574758376,0.36614755020474804,0.13364567091804608,1.3507884566927213,15.28045654038389,547.5383064367082,3.82080163464513,0.0212740092389983,-0.000999000999000837,None,None,0.0001358166751370381,0.0342258021345336,1.5672832875440514,0.028685815896576594,0.11249770542497665,335,335,12166.666666666666,14
Most Expectancy,QCOM,MACD,10,31,10,false,false,0,335,0.9668926816519479,51.34328358208955,1.227785130245242,0.3404958873109234,0.7603611598778709,-0.9940431638116415,0 days 23:59:59.999999999,0.027534246575342466,0.8375,1.675,0.2851653056228983,0,8400,8401 days 00:00:00,1000.0,2567.283287544059,156.72832875440588,26310.66623263875,100.0,1473.7530222167986,31.287754608464418,4822 days 00:00:00,335,0.0,30.678027619346672,-7.458743842364523,2.453590509566903,-1.8892726711432388,1 days 00:00:00,1 days 00:00:00,4.678457574758376,0.36614755020474804,0.13364567091804608,1.3507884566927213,15.28045654038389,547.5383064367082,3.82080163464513,0.0212740092389983,-0.000999000999000837,None,None,0.0001358166751370381,0.0342258021345336,1.5672832875440514,0.028685815896576594,0.11249770542497665,335,335,12166.666666666666,14
Most Sharpe Ratio,QCOM,MACD,10,31,10,false,false,0,335,0.9668926816519479,51.34328358208955,1.227785130245242,0.3404958873109234,0.7603611598778709,-0.9940431638116415,0 days 23:59:59.999999999,0.027534246575342466,0.8375,1.675,0.2851653056228983,0,8400,8401 days 00:00:00,1000.0,2567.283287544059,156.72832875440588,26310.66623263875,100.0,1473.7530222167986,31.287754608464418,4822 days 00:00:00,335,0.0,30.678027619346672,-7.458743842364523,2.453590509566903,-1.8892726711432388,1 days 00:00:00,1 days 00:00:00,4.678457574758376,0.36614755020474804,0.13364567091804608,1.3507884566927213,15.28045654038389,547.5383064367082,3.82080163464513,0.0212740092389983,-0.000999000999000837,None,None,0.0001358166751370381,0.0342258021345336,1.5672832875440514,0.028685815896576594,0.11249770542497665,335,335,12166.666666666666,14
Most Calmar Ratio,QCOM,MACD,10,31,10,false,false,0,335,0.9668926816519479,51.34328358208955,1.227785130245242,0.3404958873109234,0.7603611598778709,-0.9940431638116415,0 days 23:59:59.999999999,0.027534246575342466,0.8375,1.675,0.2851653056228983,0,8400,8401 days 00:00:00,1000.0,2567.283287544059,156.72832875440588,26310.66623263875,100.0,1473.7530222167986,31.287754608464418,4822 days 00:00:00,335,0.0,30.678027619346672,-7.458743842364523,2.453590509566903,-1.8892726711432388,1 days 00:00:00,1 days 00:00:00,4.678457574758376,0.36614755020474804,0.13364567091804608,1.3507884566927213,15.28045654038389,547.5383064367082,3.82080163464513,0.0212740092389983,-0.000999000999000837,None,None,0.0001358166751370381,0.0342258021345336,1.5672832875440514,0.028685815896576594,0.11249770542497665,335,335,12166.666666666666,14
Most Omega Ratio,QCOM,MACD,10,31,10,false,false,0,335,0.9668926816519479,51.34328358208955,1.227785130245242,0.3404958873109234,0.7603611598778709,-0.9940431638116415,0 days 23:59:59.999999999,0.027534246575342466,0.8375,1.675,0.2851653056228983,0,8400,8401 days 00:00:00,1000.0,2567.283287544059,156.72832875440588,26310.66623263875,100.0,1473.7530222167986,31.287754608464418,4822 days 00:00:00,335,0.0,30.678027619346672,-7.458743842364523,2.453590509566903,-1.8892726711432388,1 days 00:00:00,1 days 00:00:00,4.678457574758376,0.36614755020474804,0.13364567091804608,1.3507884566927213,15.28045654038389,547.5383064367082,3.82080163464513,0.0212740092389983,-0.000999000999000837,None,None,0.0001358166751370381,0.0342258021345336,1.5672832875440514,0.028685815896576594,0.11249770542497665,335,335,12166.666666666666,14
Most Sortino Ratio,QCOM,MACD,10,31,10,false,false,0,335,0.9668926816519479,51.34328358208955,1.227785130245242,0.3404958873109234,0.7603611598778709,-0.9940431638116415,0 days 23:59:59.999999999,0.027534246575342466,0.8375,1.675,0.2851653056228983,0,8400,8401 days 00:00:00,1000.0,2567.283287544059,156.72832875440588,26310.66623263875,100.0,1473.7530222167986,31.287754608464418,4822 days 00:00:00,335,0.0,30.678027619346672,-7.458743842364523,2.453590509566903,-1.8892726711432388,1 days 00:00:00,1 days 00:00:00,4.678457574758376,0.36614755020474804,0.13364567091804608,1.3507884566927213,15.28045654038389,547.5383064367082,3.82080163464513,0.0212740092389983,-0.000999000999000837,None,None,0.0001358166751370381,0.0342258021345336,1.5672832875440514,0.028685815896576594,0.11249770542497665,335,335,12166.666666666666,14
Least Max Drawdown Duration,QCOM,MACD,7,21,18,false,false,0,345,0.8682205387391644,49.85507246376812,1.1397346742263825,0.2181552330898382,0.5053736652089853,-0.9969077087799827,0 days 23:59:59.999999999,0.028356164383561644,0.8625,1.725,0.18815888853998544,0,8400,8401 days 00:00:00,1000.0,1813.6024218399275,81.36024218399275,26310.66623263875,100.0,1269.3576888754903,24.987678689672144,3307 days 00:00:00,345,0.0,17.96363636363636,-7.458743842364525,2.268733116931092,-1.8205695993997324,1 days 00:00:00,1 days 00:00:00,2.358267889391115,0.27520772345689576,0.1048603921630771,1.2265786844556428,8.23734498362612,209.77096519922543,3.5821672943761462,0.021398176291793313,-0.0009990009990008457,None,None,0.00008962983091353338,0.022586717390210412,0.8136024218399294,0.018017724213112762,0.09877309490253217,345,345,12166.666666666666,14
Most Profit Factor,QCOM,MACD,18,21,18,false,false,0,248,0.8461829244833252,47.17741935483871,1.2295708532933403,0.25100973208363686,0.5559693540968972,-0.9974147906842185,0 days 23:59:59.999999999,0.020383561643835618,0.62,1.24,0.15562603389185486,0,8400,8401 days 00:00:00,1000.0,1680.1857944903547,68.01857944903547,26310.66623263875,100.0,715.2662425170745,24.99039810348298,5923 days 00:00:00,248,0.0,17.96363636363637,-6.810106776283574,2.2945670359060353,-1.5741521346890397,1 days 00:00:00,1 days 00:00:00,2.7426846552030373,0.2793735360227151,0.09123906195196639,1.285639327935621,12.537732030322957,382.51174214853773,4.0729918204346935,0.014368510021733881,0.0,None,None,0.00007412830470362741,0.018680332785314106,0.6801857944903549,0.015687048287656102,0.08047213171026185,248,248,12166.666666666666,14
Most Avg Winning Trade [%],QCOM,MACD,9,33,13,false,false,0,322,0.8314413227869876,45.65217391304348,1.1699303121423104,0.2828026170256447,0.6059090629828434,-0.9960424213027887,0 days 23:59:59.999999999,0.026465753424657536,0.805,1.61,0.22765610670564398,0,8400,8401 days 00:00:00,1000.0,2041.2653219172769,104.12653219172769,26310.66623263875,100.0,1275.0520142519358,44.76872867715762,5695 days 00:00:00,322,0.0,30.678027619346647,-9.27505526056112,2.6946305126076706,-1.743132815263257,1 days 00:00:00,1 days 00:00:00,3.2337432357679425,0.29295012940013254,0.07033526835637995,1.2847290710579067,15.256080235266877,556.7595104699271,4.1945127949109295,0.0183030303030303,-0.000999000999000839,None,None,0.00010843305620095866,0.027325130162641584,1.0412653219172703,0.021635268535179053,0.11225732963019854,322,322,12166.666666666666,14
