Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Calmar Ratio,SUI-USD,MACD,18,36,2,false,false,0,43,1.5186459812857398,46.51162790697674,2.1407215584175265,15.395929196641264,9.765636909152182,6.465090973599252,0 days 23:59:59.999999999,0.05315203955500618,1.5945611866501854,3.189122373300371,24.54975112937853,0,809,810 days 00:00:00,1000.0,6300.098793474013,530.0098793474012,-96.9809801717431,100.0,165.98869998572928,43.392272077929945,209 days 00:00:00,43,0.0,662.2947610039289,-43.379000014357885,37.42943970013311,-3.763645154221208,1 days 00:00:00,1 days 00:00:00,123.25811147613983,0.6686298806155396,2.977307767595133,8.47028447015938,28.163835924760168,799.0231059337948,24.64082754955456,0.027918781725888325,-0.000999000999000914,None,None,0.008173200631603336,2.0596465591640407,5.30009879347402,0.7729065530601669,3.7072603087590617,43,43,809,14
Most Total Return [%],SUI-USD,MACD,6,8,9,true,false,1,48,1.4052049150993067,40.42553191489361,1.616501083479203,8.473609921224758,5.4127805861082905,6.650459762769967,0 days 23:59:59.999999999,0.0580964153275649,1.7799752781211373,3.522867737948084,15.082816176222067,0,809,810 days 00:00:00,1000.0,6479.871262144263,547.9871262144263,-96.9809801717431,100.0,293.08524596682133,53.33353868003535,307 days 00:00:00,47,-6.479871262143206,228.98236300163558,-43.379000014357885,26.3144833447219,-3.6326970447197278,1 days 00:00:00,1 days 00:00:00,116.73087517885963,0.892144850073713,2.477173068312778,4.835859456250732,19.142516806523275,388.628775115215,17.040647607740677,0.026615969581749048,-0.0009990009990009138,None,None,0.004915610635831591,1.238733880229561,5.4798712621442665,0.7884932998039231,1.6710475384163583,48,47,809,14
Most Total Fees Paid,SUI-USD,MACD,6,8,9,true,false,1,48,1.4052049150993067,40.42553191489361,1.616501083479203,8.473609921224758,5.4127805861082905,6.650459762769967,0 days 23:59:59.999999999,0.0580964153275649,1.7799752781211373,3.522867737948084,15.082816176222067,0,809,810 days 00:00:00,1000.0,6479.871262144263,547.9871262144263,-96.9809801717431,100.0,293.08524596682133,53.33353868003535,307 days 00:00:00,47,-6.479871262143206,228.98236300163558,-43.379000014357885,26.3144833447219,-3.6326970447197278,1 days 00:00:00,1 days 00:00:00,116.73087517885963,0.892144850073713,2.477173068312778,4.835859456250732,19.142516806523275,388.628775115215,17.040647607740677,0.026615969581749048,-0.0009990009990009138,None,None,0.004915610635831591,1.238733880229561,5.4798712621442665,0.7884932998039231,1.6710475384163583,48,47,809,14
Most Sharpe Ratio,SUI-USD,MACD,6,8,9,true,false,1,48,1.4052049150993067,40.42553191489361,1.616501083479203,8.473609921224758,5.4127805861082905,6.650459762769967,0 days 23:59:59.999999999,0.0580964153275649,1.7799752781211373,3.522867737948084,15.082816176222067,0,809,810 days 00:00:00,1000.0,6479.871262144263,547.9871262144263,-96.9809801717431,100.0,293.08524596682133,53.33353868003535,307 days 00:00:00,47,-6.479871262143206,228.98236300163558,-43.379000014357885,26.3144833447219,-3.6326970447197278,1 days 00:00:00,1 days 00:00:00,116.73087517885963,0.892144850073713,2.477173068312778,4.835859456250732,19.142516806523275,388.628775115215,17.040647607740677,0.026615969581749048,-0.0009990009990009138,None,None,0.004915610635831591,1.238733880229561,5.4798712621442665,0.7884932998039231,1.6710475384163583,48,47,809,14
Most Expectancy,SUI-USD,MACD,10,34,10,false,false,0,31,1.3223246032739129,32.25806451612903,1.942701503938852,20.55958613652524,9.790369859723167,5.225255030060116,0 days 23:59:59.999999999,0.038318912237330034,1.1495673671199012,2.2991347342398023,23.634629304040143,0,809,810 days 00:00:00,1000.0,5097.693742908178,409.76937429081784,-96.9809801717431,100.0,131.37991926493947,44.8876551857263,257 days 00:00:00,31,0.0,662.2947610039291,-43.379000014357885,70.08142173499945,-3.0222403389386674,1 days 00:00:00,1 days 00:00:00,132.1836691260702,0.6442186401372781,2.413390678833053,10.876956699004499,28.23469471242426,801.7344679052809,45.320652912518746,0.015037593984962407,-0.0009990009990008388,None,None,0.007868521816486167,1.982867497754514,4.09769374290818,0.6598614185066682,3.7043035613465487,31,31,809,14
Most Sortino Ratio,SUI-USD,MACD,10,34,10,false,false,0,31,1.3223246032739129,32.25806451612903,1.942701503938852,20.55958613652524,9.790369859723167,5.225255030060116,0 days 23:59:59.999999999,0.038318912237330034,1.1495673671199012,2.2991347342398023,23.634629304040143,0,809,810 days 00:00:00,1000.0,5097.693742908178,409.76937429081784,-96.9809801717431,100.0,131.37991926493947,44.8876551857263,257 days 00:00:00,31,0.0,662.2947610039291,-43.379000014357885,70.08142173499945,-3.0222403389386674,1 days 00:00:00,1 days 00:00:00,132.1836691260702,0.6442186401372781,2.413390678833053,10.876956699004499,28.23469471242426,801.7344679052809,45.320652912518746,0.015037593984962407,-0.0009990009990008388,None,None,0.007868521816486167,1.982867497754514,4.09769374290818,0.6598614185066682,3.7043035613465487,31,31,809,14
Least Total Fees Paid,SUI-USD,MACD,18,35,18,false,false,0,16,1.2846292549346152,43.75,4.459779729180554,3.935413423099571,5.359044249670442,1.6496099544650904,1 days 00:00:00,0.019777503090234856,0.5933250927070458,1.1866501854140916,2.3349795341011053,0,809,810 days 00:00:00,1000.0,1629.998101133459,62.99981011334589,-96.9809801717431,100.0,30.945154498946284,17.2931800452409,643 days 00:00:00,16,0.0,59.496336058386554,-5.113486382362787,11.787041827572617,-2.1714086692683527,1 days 00:00:00,1 days 00:00:00,39.37488132084116,0.6843512587015251,1.4241377430494335,4.110911786707348,25.774354138309015,702.7362412282314,14.681827809669107,0.0087173100871731,0.0,None,None,0.0007773853477924882,0.19590110764370702,0.6299981011334581,0.1641629243044742,0.34451170586284563,16,16,809,14
Least Total Trades,SUI-USD,MACD,18,35,18,false,false,0,16,1.2846292549346152,43.75,4.459779729180554,3.935413423099571,5.359044249670442,1.6496099544650904,1 days 00:00:00,0.019777503090234856,0.5933250927070458,1.1866501854140916,2.3349795341011053,0,809,810 days 00:00:00,1000.0,1629.998101133459,62.99981011334589,-96.9809801717431,100.0,30.945154498946284,17.2931800452409,643 days 00:00:00,16,0.0,59.496336058386554,-5.113486382362787,11.787041827572617,-2.1714086692683527,1 days 00:00:00,1 days 00:00:00,39.37488132084116,0.6843512587015251,1.4241377430494335,4.110911786707348,25.774354138309015,702.7362412282314,14.681827809669107,0.0087173100871731,0.0,None,None,0.0007773853477924882,0.19590110764370702,0.6299981011334581,0.1641629243044742,0.34451170586284563,16,16,809,14
Mean Best Trade [%],SUI-USD,MACD,18,35,18,false,false,0,16,1.2846292549346152,43.75,4.459779729180554,3.935413423099571,5.359044249670442,1.6496099544650904,1 days 00:00:00,0.019777503090234856,0.5933250927070458,1.1866501854140916,2.3349795341011053,0,809,810 days 00:00:00,1000.0,1629.998101133459,62.99981011334589,-96.9809801717431,100.0,30.945154498946284,17.2931800452409,643 days 00:00:00,16,0.0,59.496336058386554,-5.113486382362787,11.787041827572617,-2.1714086692683527,1 days 00:00:00,1 days 00:00:00,39.37488132084116,0.6843512587015251,1.4241377430494335,4.110911786707348,25.774354138309015,702.7362412282314,14.681827809669107,0.0087173100871731,0.0,None,None,0.0007773853477924882,0.19590110764370702,0.6299981011334581,0.1641629243044742,0.34451170586284563,16,16,809,14
Most Profit Factor,SUI-USD,MACD,18,35,18,false,false,0,16,1.2846292549346152,43.75,4.459779729180554,3.935413423099571,5.359044249670442,1.6496099544650904,1 days 00:00:00,0.019777503090234856,0.5933250927070458,1.1866501854140916,2.3349795341011053,0,809,810 days 00:00:00,1000.0,1629.998101133459,62.99981011334589,-96.9809801717431,100.0,30.945154498946284,17.2931800452409,643 days 00:00:00,16,0.0,59.496336058386554,-5.113486382362787,11.787041827572617,-2.1714086692683527,1 days 00:00:00,1 days 00:00:00,39.37488132084116,0.6843512587015251,1.4241377430494335,4.110911786707348,25.774354138309015,702.7362412282314,14.681827809669107,0.0087173100871731,0.0,None,None,0.0007773853477924882,0.19590110764370702,0.6299981011334581,0.1641629243044742,0.34451170586284563,16,16,809,14
