Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Total Return [%],AVGO,MACD,6,8,6,false,false,0,319,0.9685984084731689,50.15673981191222,1.2313094181960806,0.22967421014034362,0.8798811657033005,-0.9925845010887683,0 days 23:59:59.999999999,0.055700833558525786,1.6942336874051593,3.3884673748103187,0.3891217839479418,0,3954,3955 days 00:00:00,1000.0,1873.9655583304868,87.39655583304868,11785.660935190186,100.0,965.8759943109199,33.1576872979274,1564 days 00:00:00,319,0.0,18.444411555254277,-8.69286098889264,1.9971109873547617,-1.5488785216477494,1 days 00:00:00,1 days 00:00:00,2.73970394460968,0.47940428260266643,0.1799733530310049,1.2791997588381825,6.304827796895382,146.71328522418474,3.5499685615095133,0.04463814051769678,-0.0009990009990009467,None,None,0.00018532981331640394,0.046703112955733796,0.8739655583304851,0.04082927864311592,0.11724385280341365,319,319,5727.023809523809,14
Most Avg Winning Trade [%],AVGO,MACD,6,8,6,false,false,0,319,0.9685984084731689,50.15673981191222,1.2313094181960806,0.22967421014034362,0.8798811657033005,-0.9925845010887683,0 days 23:59:59.999999999,0.055700833558525786,1.6942336874051593,3.3884673748103187,0.3891217839479418,0,3954,3955 days 00:00:00,1000.0,1873.9655583304868,87.39655583304868,11785.660935190186,100.0,965.8759943109199,33.1576872979274,1564 days 00:00:00,319,0.0,18.444411555254277,-8.69286098889264,1.9971109873547617,-1.5488785216477494,1 days 00:00:00,1 days 00:00:00,2.73970394460968,0.47940428260266643,0.1799733530310049,1.2791997588381825,6.304827796895382,146.71328522418474,3.5499685615095133,0.04463814051769678,-0.0009990009990009467,None,None,0.00018532981331640394,0.046703112955733796,0.8739655583304851,0.04082927864311592,0.11724385280341365,319,319,5727.023809523809,14
Most Profit Factor,AVGO,MACD,6,8,6,false,false,0,319,0.9685984084731689,50.15673981191222,1.2313094181960806,0.22967421014034362,0.8798811657033005,-0.9925845010887683,0 days 23:59:59.999999999,0.055700833558525786,1.6942336874051593,3.3884673748103187,0.3891217839479418,0,3954,3955 days 00:00:00,1000.0,1873.9655583304868,87.39655583304868,11785.660935190186,100.0,965.8759943109199,33.1576872979274,1564 days 00:00:00,319,0.0,18.444411555254277,-8.69286098889264,1.9971109873547617,-1.5488785216477494,1 days 00:00:00,1 days 00:00:00,2.73970394460968,0.47940428260266643,0.1799733530310049,1.2791997588381825,6.304827796895382,146.71328522418474,3.5499685615095133,0.04463814051769678,-0.0009990009990009467,None,None,0.00018532981331640394,0.046703112955733796,0.8739655583304851,0.04082927864311592,0.11724385280341365,319,319,5727.023809523809,14
Most Expectancy,AVGO,MACD,6,8,6,false,false,0,319,0.9685984084731689,50.15673981191222,1.2313094181960806,0.22967421014034362,0.8798811657033005,-0.9925845010887683,0 days 23:59:59.999999999,0.055700833558525786,1.6942336874051593,3.3884673748103187,0.3891217839479418,0,3954,3955 days 00:00:00,1000.0,1873.9655583304868,87.39655583304868,11785.660935190186,100.0,965.8759943109199,33.1576872979274,1564 days 00:00:00,319,0.0,18.444411555254277,-8.69286098889264,1.9971109873547617,-1.5488785216477494,1 days 00:00:00,1 days 00:00:00,2.73970394460968,0.47940428260266643,0.1799733530310049,1.2791997588381825,6.304827796895382,146.71328522418474,3.5499685615095133,0.04463814051769678,-0.0009990009990009467,None,None,0.00018532981331640394,0.046703112955733796,0.8739655583304851,0.04082927864311592,0.11724385280341365,319,319,5727.023809523809,14
Most Sharpe Ratio,AVGO,MACD,6,8,6,false,false,0,319,0.9685984084731689,50.15673981191222,1.2313094181960806,0.22967421014034362,0.8798811657033005,-0.9925845010887683,0 days 23:59:59.999999999,0.055700833558525786,1.6942336874051593,3.3884673748103187,0.3891217839479418,0,3954,3955 days 00:00:00,1000.0,1873.9655583304868,87.39655583304868,11785.660935190186,100.0,965.8759943109199,33.1576872979274,1564 days 00:00:00,319,0.0,18.444411555254277,-8.69286098889264,1.9971109873547617,-1.5488785216477494,1 days 00:00:00,1 days 00:00:00,2.73970394460968,0.47940428260266643,0.1799733530310049,1.2791997588381825,6.304827796895382,146.71328522418474,3.5499685615095133,0.04463814051769678,-0.0009990009990009467,None,None,0.00018532981331640394,0.046703112955733796,0.8739655583304851,0.04082927864311592,0.11724385280341365,319,319,5727.023809523809,14
Most Omega Ratio,AVGO,MACD,6,8,6,false,false,0,319,0.9685984084731689,50.15673981191222,1.2313094181960806,0.22967421014034362,0.8798811657033005,-0.9925845010887683,0 days 23:59:59.999999999,0.055700833558525786,1.6942336874051593,3.3884673748103187,0.3891217839479418,0,3954,3955 days 00:00:00,1000.0,1873.9655583304868,87.39655583304868,11785.660935190186,100.0,965.8759943109199,33.1576872979274,1564 days 00:00:00,319,0.0,18.444411555254277,-8.69286098889264,1.9971109873547617,-1.5488785216477494,1 days 00:00:00,1 days 00:00:00,2.73970394460968,0.47940428260266643,0.1799733530310049,1.2791997588381825,6.304827796895382,146.71328522418474,3.5499685615095133,0.04463814051769678,-0.0009990009990009467,None,None,0.00018532981331640394,0.046703112955733796,0.8739655583304851,0.04082927864311592,0.11724385280341365,319,319,5727.023809523809,14
Most Sortino Ratio,AVGO,MACD,6,8,6,false,false,0,319,0.9685984084731689,50.15673981191222,1.2313094181960806,0.22967421014034362,0.8798811657033005,-0.9925845010887683,0 days 23:59:59.999999999,0.055700833558525786,1.6942336874051593,3.3884673748103187,0.3891217839479418,0,3954,3955 days 00:00:00,1000.0,1873.9655583304868,87.39655583304868,11785.660935190186,100.0,965.8759943109199,33.1576872979274,1564 days 00:00:00,319,0.0,18.444411555254277,-8.69286098889264,1.9971109873547617,-1.5488785216477494,1 days 00:00:00,1 days 00:00:00,2.73970394460968,0.47940428260266643,0.1799733530310049,1.2791997588381825,6.304827796895382,146.71328522418474,3.5499685615095133,0.04463814051769678,-0.0009990009990009467,None,None,0.00018532981331640394,0.046703112955733796,0.8739655583304851,0.04082927864311592,0.11724385280341365,319,319,5727.023809523809,14
Mean Worst Trade [%],AVGO,MACD,4,29,6,false,false,0,292,0.919026953345363,53.082191780821915,1.1524300209175347,0.12949502558956594,0.48490535914701205,-0.996937028598878,0 days 23:59:59.999999999,0.050986342943854325,1.550834597875569,3.101669195751138,0.20082536593708103,0,3954,3955 days 00:00:00,1000.0,1360.991423878071,36.09914238780709,11785.660935190186,100.0,669.638848451894,16.558339161726,1220 days 00:00:00,292,0.0,9.760562030482891,-8.69286098889266,1.5557359134204651,-1.4841351759709405,1 days 00:00:00,1 days 00:00:00,1.2362719995824367,0.3057036097047173,0.17424985709787266,1.1726768808635624,2.0886141232674893,76.93625856209992,2.977888564132317,0.043535620052770445,-0.0009990009990009229,None,None,0.00009568070366959284,0.024111537324737396,0.36099142387806826,0.019832478813738508,0.0949227903792651,292,292,5727.023809523809,14
Most Win Rate [%],AVGO,MACD,4,30,6,false,false,0,291,0.9008637648766672,53.264604810996566,1.1242697363062555,0.10877365355904445,0.40605649929438986,-0.9976059439880394,0 days 23:59:59.999999999,0.05081173218034798,1.5455235204855844,3.091047040971169,0.1681122399846537,0,3954,3955 days 00:00:00,1000.0,1282.155324168209,28.215532416820917,11785.660935190186,100.0,640.7258757497634,19.200270774037214,1220 days 00:00:00,291,0.0,9.760562030482891,-8.69286098889265,1.5129380273543815,-1.4915607430459352,1 days 00:00:00,1 days 00:00:00,0.9696059249766593,0.25961795179378816,0.12084537889428508,1.1449135931176093,1.9284612090728053,79.29215022566378,2.9181334263607313,0.043260353468741755,-0.0009990009990009316,None,None,0.00008010671078319303,0.020186891117364644,0.2821553241682091,0.01596239619020068,0.09357953505375183,291,291,5727.023809523809,14
Most Calmar Ratio,AVGO,MACD,4,9,16,false,false,0,272,0.8906793147332238,51.10294117647059,1.1645837211507482,0.14125720244441398,0.5145517862449415,-0.9968601679192769,0 days 23:59:59.999999999,0.04749412767372732,1.4446130500758727,2.8892261001517454,0.20406199806840988,0,3954,3955 days 00:00:00,1000.0,1370.049962968359,37.0049962968359,11785.660935190186,100.0,623.9760346238921,16.262544407966757,1019 days 00:00:00,272,0.0,10.076789740407314,-8.692860988892647,1.6670701276650162,-1.4533893885756137,1 days 00:00:00,1 days 00:00:00,1.3604778050307313,0.31114202608253555,0.18129364775748963,1.185399614016331,3.303954022861053,93.9614714216086,3.2013853521393414,0.03860294117647059,-0.0009990009990009253,None,None,0.00009721651552984451,0.024498561913520817,0.370049962968354,0.020263636516413053,0.09476066026216494,272,272,5727.023809523809,14
