Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Current
Most Best Trade [%],7,28,35,0,3816,3817 days 00:00:00,1000.0,3079.2979853083516,207.92979853083517,2397.7163698557124,100.0,403.0831851118786,15.59391192330239,867 days 00:00:00,103,103,0,0.0,42.71844660194174,33.48839853293605,-13.40231563045573,6.0520732168849225,-2.2142812578294113,1 days 00:00:00,1 days 00:00:00,1.8592776555541142,20.187359080663615,0.5770462641701722,0.728142372960941,2.0037169329099274,1.7495071061481866,13.066251832144735,-0.9132800688417755,26.9916142557652,0.809748427672956,2,16.34668227443673,0 days 23:59:59.999999999,0
Least Max Drawdown Duration,7,26,35,0,3816,3817 days 00:00:00,1000.0,2560.9306167031255,156.09306167031255,2397.7163698557124,100.0,398.05612800722923,20.974589307971392,1000 days 00:00:00,105,105,0,0.0,43.80952380952381,33.488398532936024,-13.40231563045574,5.751385317519839,-2.486662332785248,1 days 00:00:00,1 days 00:00:00,1.5677332827034933,14.866005873363097,0.4958173631480939,0.448589531458723,1.7783371960792822,1.3679523072681943,9.867767246388201,-0.9348992801514276,27.51572327044025,0.8254716981132075,2,12.271467112445952,0 days 23:59:59.999999999,0
Median Expectancy,2,5,4,0,3816,3817 days 00:00:00,1000.0,2532.0089457106023,153.20089457106025,2397.7163698557124,100.0,2063.8562445569555,71.75909864379013,1885 days 00:00:00,547,547,0,0.0,46.06946983546618,33.22657574707183,-35.83719145447844,3.9272385927759377,-2.7948594763228933,1 days 00:00:00,1 days 00:00:00,1.0902196947452245,2.8007476155586843,0.4223023097403554,0.12946398990672398,1.1943441198609008,0.6973841508765841,1.9549842089656764,-0.9361054975070802,143.34381551362682,4.300314465408805,9,12.04409548514623,0 days 23:59:59.999999999,0
Most Total Fees Paid,2,6,3,0,3816,3817 days 00:00:00,1000.0,2512.275894707284,151.2275894707284,2397.7163698557124,100.0,3007.355787149429,73.19931951483821,1885 days 00:00:00,574,574,0,0.0,47.73519163763066,33.22657574707183,-35.83719145447844,3.775623752021912,-2.8908833521300252,1 days 00:00:00,1 days 00:00:00,1.0603156943661665,2.6346269942635985,0.41941765596623226,0.12580011284051684,1.186889274890704,0.6878861790558268,1.905521582800723,-0.936928491054249,150.41928721174006,4.512578616352202,10,11.888961436378189,0 days 23:59:59.999999999,0
Most Avg Winning Trade [%],15,17,31,0,3816,3817 days 00:00:00,1000.0,2497.801358228383,149.7801358228383,2397.7163698557124,100.0,391.2766588973169,30.40617268468564,1163 days 00:00:00,94,94,0,0.0,35.1063829787234,33.48839853293602,-9.135940554204828,7.310547566247689,-2.1120169604046177,1 days 00:00:00,1 days 00:00:00,1.5150841905755472,15.934057002429604,0.5037314224822133,0.300865142766876,1.8501037470255928,1.6212056629715985,8.475562235334896,-0.9375321711500632,24.633123689727462,0.7389937106918238,2,11.775167910600493,0 days 23:59:59.999999999,0
Mean Worst Trade [%],2,5,31,0,3816,3817 days 00:00:00,1000.0,2437.058263296574,143.70582632965738,2397.7163698557124,100.0,1787.8587132522975,53.0532807174711,1178 days 00:00:00,378,377,1,-2.4370582632964215,43.76657824933687,33.22657574707182,-13.187479688240336,3.9209385073134246,-2.4253921129569624,1 days 00:00:00,1 days 00:00:00,1.1068265452859765,3.818289977612352,0.4260263323099359,0.16759571090749772,1.2498893210670536,0.8442781423981883,2.5320225315731775,-0.9400655439749509,98.79454926624739,2.9716981132075473,6,11.346805122149915,0 days 23:59:59.999999999,1
Mean Profit Factor,3,6,16,0,3816,3817 days 00:00:00,1000.0,2245.1878957011777,124.51878957011778,2397.7163698557124,100.0,1228.2985522110198,54.57476445530932,1099 days 00:00:00,298,297,1,-2.2451878957008375,45.79124579124579,33.2265757470718,-16.823812544214512,3.892700247361421,-2.5438837317110266,1 days 00:00:00,1 days 00:00:00,1.1450897232315187,4.200111392582066,0.40835391693879053,0.14733864086444498,1.2827740274476789,0.7708891438794152,2.914065653459652,-0.9480677568308002,77.83018867924528,2.3427672955974845,5,9.839883608407671,0 days 23:59:59.999999999,1
Most Worst Trade [%],17,18,27,0,3816,3817 days 00:00:00,1000.0,2073.088613593139,107.30886135931392,2397.7163698557124,100.0,306.0493849729714,26.972216023716705,1163 days 00:00:00,90,90,0,0.0,35.55555555555556,33.48839853293602,-6.047998364894873,6.817807102852664,-2.2088115604082526,1 days 00:00:00,1 days 00:00:00,1.4791819476496322,11.923206817701558,0.4487219722479209,0.26768953300787635,1.6851456401893248,1.3723517047449758,6.423276400108583,-0.9552453898599477,23.58490566037736,0.7075471698113208,2,8.436231238939783,0 days 23:59:59.999999999,0
Median Worst Trade [%],3,20,26,0,3816,3817 days 00:00:00,1000.0,2069.43411145284,106.943411145284,2397.7163698557124,100.0,627.6921413771029,31.03301189143341,1544 days 00:00:00,194,194,0,0.0,44.329896907216494,33.22657574707181,-13.402315630455735,3.953079572053632,-2.289282718491484,1 days 00:00:00,1 days 00:00:00,1.2539790218872613,5.512546966251751,0.43926127256409114,0.23207838721365923,1.3621883142876388,0.8767596928438899,3.7025854350019567,-0.9553978058081493,50.83857442348008,1.5251572327044025,4,8.40750087620157,0 days 23:59:59.999999999,0
Mean Omega Ratio,9,25,2,0,3816,3817 days 00:00:00,1000.0,2009.997544208481,100.99975442084809,2397.7163698557124,100.0,980.907318622735,50.16234904242106,1109 days 00:00:00,318,317,1,-2.0099975442083178,44.79495268138801,33.22657574707183,-16.403276336278353,3.7213387377723937,-2.417144128787336,1 days 00:00:00,1 days 00:00:00,1.146198326137683,3.192452813099976,0.37534046922172487,0.13762853054988444,1.240809237670858,0.7291652247745996,2.1667541318239008,-0.957876688130996,83.07127882599582,2.5,5,7.98113203274994,0 days 23:59:59.999999999,1
Median Win Rate [%],3,32,8,0,3816,3817 days 00:00:00,1000.0,1979.8013870332384,97.98013870332383,2397.7163698557124,100.0,1045.4815079391137,50.41345224472501,1185 days 00:00:00,268,268,0,0.0,43.28358208955223,33.22657574707183,-16.403276336278356,3.845662449961709,-2.282228419153891,1 days 00:00:00,1 days 00:00:00,1.1366928438566726,3.65597532475088,0.3778548528785412,0.13387582067448803,1.2764973640458632,0.7602251998450581,2.3976319407004865,-0.9591360596544536,70.23060796645703,2.106918238993711,5,7.702841093028585,0 days 23:59:59.999999999,0
Median Profit Factor,5,33,6,0,3816,3817 days 00:00:00,1000.0,1908.50168861013,90.850168861013,2397.7163698557124,100.0,844.505895820834,49.36529017845924,1185 days 00:00:00,241,241,0,0.0,40.66390041493776,33.226575747071806,-16.403276336278363,4.448851764265044,-2.387587822972359,1 days 00:00:00,1 days 00:00:00,1.1413532810495877,3.769716550249491,0.3663427920993499,0.12914728796232786,1.269129764166959,0.7300932090318362,2.3225966423013333,-0.9621097098876293,63.15513626834382,1.8946540880503147,4,7.142308872721128,0 days 23:59:59.999999999,0
Mean Expectancy,2,31,13,0,3816,3817 days 00:00:00,1000.0,1907.7964146732972,90.77964146732972,2397.7163698557124,100.0,986.0578585967584,40.06807003469129,770 days 00:00:00,258,258,0,0.0,45.348837209302324,33.22657574707183,-19.72112816047148,4.005786384042265,-2.6227111883154874,1 days 00:00:00,1 days 00:00:00,1.1195158304432336,3.518590754547656,0.3598556402808928,0.15902022908221086,1.2590678915121691,0.6699339336874917,2.4176363535475436,-0.9621391242898372,67.61006289308176,2.0283018867924527,5,7.13676426629949,0 days 23:59:59.999999999,0
Mean Best Trade [%],15,27,4,0,3816,3817 days 00:00:00,1000.0,1890.4074450430605,89.04074450430606,2397.7163698557124,100.0,479.96784952492567,33.861371933328535,1225 days 00:00:00,182,182,0,0.0,42.30769230769231,33.226575747071784,-13.402315630455753,4.243694006871778,-2.3128981070362404,1 days 00:00:00,1 days 00:00:00,1.2796720682934035,4.892348599137701,0.3950099107743351,0.18541885514922987,1.334711653759849,0.7825218149460952,3.1361208968831416,-0.9628643547569956,47.693920335429766,1.430817610062893,3,7.0000585302127485,0 days 23:59:59.999999999,0
Most Win Rate [%],21,32,27,0,3816,3817 days 00:00:00,1000.0,1784.2645014678415,78.42645014678415,2397.7163698557124,100.0,180.75433174854751,14.316640259442314,1435 days 00:00:00,71,71,0,0.0,57.74647887323944,15.7466748419044,-10.292028228924238,3.6877242734274085,-2.863549345179177,1 days 00:00:00,1 days 00:00:00,1.6923780505333692,11.045978893913263,0.5177063020256207,0.3976410543321298,1.7250327678677313,0.9629940943030737,9.664642224721378,-0.9672911895949129,18.605870020964364,0.5581761006289309,2,6.165601426633976,0 days 23:59:59.999999999,0
Mean Calmar Ratio,14,22,2,0,3816,3817 days 00:00:00,1000.0,1776.1570222533737,77.61570222533737,2397.7163698557124,100.0,1027.0115872521392,49.582264818170735,1373 days 00:00:00,263,263,0,0.0,46.38783269961977,33.22657574707183,-19.721128160471494,3.9038297610209853,-2.7190395440811828,1 days 00:00:00,1 days 00:00:00,1.0935506757553628,2.9511673849937736,0.33291108811227343,0.11388880601216708,1.2347450367101291,0.6087044545239904,2.074216044297963,-0.9676293229669997,68.92033542976938,2.0676100628930816,5,6.1018633824949875,0 days 23:59:59.999999999,0
Mean Max Drawdown [%],7,27,7,0,3816,3817 days 00:00:00,1000.0,1737.2868555055456,73.72868555055456,2397.7163698557124,100.0,581.8834387690946,36.154874447294105,1171 days 00:00:00,195,195,0,0.0,44.1025641025641,33.226575747071806,-13.402315630455744,4.3575594248489935,-2.697202006952787,1 days 00:00:00,1 days 00:00:00,1.1650788523460083,3.780958233361794,0.3383364270274873,0.15000908517890438,1.2669047475364372,0.6612715803938949,2.5265144372114547,-0.9692504557763889,51.100628930817614,1.5330188679245285,4,5.796280310578222,0 days 23:59:59.999999999,0
Most Max Drawdown Duration,6,24,33,0,3816,3817 days 00:00:00,1000.0,1621.2264097762627,62.122640977626254,2397.7163698557124,100.0,340.42002441750475,23.80119157067959,998 days 00:00:00,128,128,0,0.0,43.75,33.22657574707183,-13.402315630455735,4.169601037956601,-2.34924262138354,1 days 00:00:00,1 days 00:00:00,1.272596258100854,4.853331326377045,0.3388214985067478,0.1986805390905127,1.368179241244364,0.6877822523276212,3.2171703868029655,-0.9740909134380374,33.542976939203356,1.0062893081761006,3,4.883855422769353,1 days 00:00:00,0
Mean Total Return [%],8,19,30,0,3816,3817 days 00:00:00,1000.0,1575.8343002393958,57.58343002393958,2397.7163698557124,100.0,287.6716476750285,22.532584846062,998 days 00:00:00,127,127,0,0.0,46.45669291338583,33.22657574707184,-11.366469687924832,3.7907996858850987,-2.4143826097766907,1 days 00:00:00,1 days 00:00:00,1.3083750394277862,4.534128348341698,0.3335624094598152,0.19726196500573379,1.3496387754835801,0.7134968686464627,3.191524368314963,-0.9759840526811748,33.280922431865825,0.9984276729559748,2,4.526999215718519,0 days 23:59:59.999999999,0
Median Total Fees Paid,10,35,11,0,3816,3817 days 00:00:00,1000.0,1555.6894117732982,55.56894117732982,2397.7163698557124,100.0,302.38413142668753,25.12010750265047,1143 days 00:00:00,133,133,0,0.0,46.616541353383454,33.22657574707183,-20.2072633483197,3.812903771864552,-2.485870181716999,1 days 00:00:00,1 days 00:00:00,1.2785418702635418,4.178115877994728,0.3225414572869422,0.17183051802793523,1.3279296156797968,0.5738362824832384,2.9510501758449883,-0.9768242224660318,34.85324947589098,1.0455974842767295,3,4.368627451047946,0 days 23:59:59.999999999,0
Median Calmar Ratio,20,24,20,0,3816,3817 days 00:00:00,1000.0,1472.925319289157,47.2925319289157,2397.7163698557124,100.0,254.17501781452629,38.971257336351854,1354 days 00:00:00,88,87,1,-1.472925319289061,36.7816091954023,21.71645720559015,-7.022077718099047,5.250199714682475,-2.1694620802948807,1 days 00:00:00,1 days 00:00:00,1.262188351505891,5.452853386303978,0.3275585151535609,0.09680195843431502,1.396330840349469,0.7689304397254272,3.038859428103924,-0.9802760107394347,22.79874213836478,0.6918238993710691,2,3.772414292411557,0 days 23:59:59.999999999,1
Most Total Trades,2,5,2,0,3816,3817 days 00:00:00,1000.0,1454.7104466942899,45.47104466942899,2397.7163698557124,100.0,2900.2407073317427,77.5953755084767,2598 days 00:00:00,676,676,0,0.0,48.07692307692308,33.22657574707181,-35.837191454478436,3.5582131010516895,-2.9383634084754724,1 days 00:00:00,1 days 00:00:00,1.0179878576957315,0.672648589784437,0.29142185605772736,0.04702712180867327,1.1175589532437555,0.4579993668265524,0.48998294710404794,-0.9810356866053489,177.14884696016773,5.314465408805032,11,3.574767662690876,0 days 23:59:59.999999999,0
Median Best Trade [%],2,5,2,0,3816,3817 days 00:00:00,1000.0,1454.7104466942899,45.47104466942899,2397.7163698557124,100.0,2900.2407073317427,77.5953755084767,2598 days 00:00:00,676,676,0,0.0,48.07692307692308,33.22657574707181,-35.837191454478436,3.5582131010516895,-2.9383634084754724,1 days 00:00:00,1 days 00:00:00,1.0179878576957315,0.672648589784437,0.29142185605772736,0.04702712180867327,1.1175589532437555,0.4579993668265524,0.48998294710404794,-0.9810356866053489,177.14884696016773,5.314465408805032,11,3.574767662690876,0 days 23:59:59.999999999,0
Most Avg Winning Trade Duration,2,5,2,0,3816,3817 days 00:00:00,1000.0,1454.7104466942899,45.47104466942899,2397.7163698557124,100.0,2900.2407073317427,77.5953755084767,2598 days 00:00:00,676,676,0,0.0,48.07692307692308,33.22657574707181,-35.837191454478436,3.5582131010516895,-2.9383634084754724,1 days 00:00:00,1 days 00:00:00,1.0179878576957315,0.672648589784437,0.29142185605772736,0.04702712180867327,1.1175589532437555,0.4579993668265524,0.48998294710404794,-0.9810356866053489,177.14884696016773,5.314465408805032,11,3.574767662690876,0 days 23:59:59.999999999,0
Least Avg Winning Trade Duration,2,5,2,0,3816,3817 days 00:00:00,1000.0,1454.7104466942899,45.47104466942899,2397.7163698557124,100.0,2900.2407073317427,77.5953755084767,2598 days 00:00:00,676,676,0,0.0,48.07692307692308,33.22657574707181,-35.837191454478436,3.5582131010516895,-2.9383634084754724,1 days 00:00:00,1 days 00:00:00,1.0179878576957315,0.672648589784437,0.29142185605772736,0.04702712180867327,1.1175589532437555,0.4579993668265524,0.48998294710404794,-0.9810356866053489,177.14884696016773,5.314465408805032,11,3.574767662690876,0 days 23:59:59.999999999,0
Most Avg Losing Trade Duration,2,5,2,0,3816,3817 days 00:00:00,1000.0,1454.7104466942899,45.47104466942899,2397.7163698557124,100.0,2900.2407073317427,77.5953755084767,2598 days 00:00:00,676,676,0,0.0,48.07692307692308,33.22657574707181,-35.837191454478436,3.5582131010516895,-2.9383634084754724,1 days 00:00:00,1 days 00:00:00,1.0179878576957315,0.672648589784437,0.29142185605772736,0.04702712180867327,1.1175589532437555,0.4579993668265524,0.48998294710404794,-0.9810356866053489,177.14884696016773,5.314465408805032,11,3.574767662690876,0 days 23:59:59.999999999,0
Least Avg Losing Trade Duration,2,5,2,0,3816,3817 days 00:00:00,1000.0,1454.7104466942899,45.47104466942899,2397.7163698557124,100.0,2900.2407073317427,77.5953755084767,2598 days 00:00:00,676,676,0,0.0,48.07692307692308,33.22657574707181,-35.837191454478436,3.5582131010516895,-2.9383634084754724,1 days 00:00:00,1 days 00:00:00,1.0179878576957315,0.672648589784437,0.29142185605772736,0.04702712180867327,1.1175589532437555,0.4579993668265524,0.48998294710404794,-0.9810356866053489,177.14884696016773,5.314465408805032,11,3.574767662690876,0 days 23:59:59.999999999,0
Median Sortino Ratio,10,31,33,0,3816,3817 days 00:00:00,1000.0,1407.9019432373511,40.79019432373512,2397.7163698557124,100.0,190.28532045305747,42.18903572511199,1936 days 00:00:00,86,86,0,0.0,44.18604651162791,21.716457205590146,-16.403276336278363,4.437879154667089,-2.5537228834287897,1 days 00:00:00,1 days 00:00:00,1.29946845019458,4.743045851597104,0.2874957686524078,0.0788220867827208,1.3644677142542685,0.5230133985467241,3.1754006758402036,-0.982987898470164,22.536687631027256,0.6761006289308177,2,3.206776283312508,0 days 23:59:59.999999999,0
Median Total Return [%],18,30,17,0,3816,3817 days 00:00:00,1000.0,1383.3199896642927,38.331998966429275,2397.7163698557124,100.0,284.18951395932845,44.55298794335904,1354 days 00:00:00,91,91,0,0.0,36.26373626373626,33.48839853293604,-9.135940554204817,5.563769736967515,-2.368041454983115,1 days 00:00:00,1 days 00:00:00,1.169317901883778,4.212307578728499,0.2584461592515993,0.07073683803828316,1.3289079520441802,0.6401886173473452,2.314454713587087,-0.9840131220488202,23.846960167714883,0.7154088050314465,2,3.0135219313230612,0 days 23:59:59.999999999,0
Mean Sortino Ratio,8,26,26,0,3816,3817 days 00:00:00,1000.0,1352.9917063763296,35.29917063763295,2397.7163698557124,100.0,236.27311664870862,24.425051191875003,1504 days 00:00:00,115,115,0,0.0,43.47826086956522,33.22657574707182,-11.366469687924841,4.113913770205631,-2.480619359861279,1 days 00:00:00,1 days 00:00:00,1.2107537779060564,3.0694930989245996,0.24706818026743965,0.12008595156446591,1.2673045555530287,0.5207425105592922,2.022063965035968,-0.9852780040702824,30.136268343815516,0.9040880503144655,2,2.775092031260448,0 days 23:59:59.999999999,0
Median Omega Ratio,14,31,10,0,3816,3817 days 00:00:00,1000.0,1347.5329085473375,34.75329085473375,2397.7163698557124,100.0,285.3794159164055,34.71893994627217,1363 days 00:00:00,127,127,0,0.0,42.51968503937008,33.22657574707182,-11.366469687924832,4.2845682788009976,-2.5492892615310674,1 days 00:00:00,1 days 00:00:00,1.1595498367402677,2.736479594860924,0.24289653643215536,0.08333550338757581,1.236394199962605,0.48056195918029415,1.7629431892446898,-0.9855056706073934,33.280922431865825,0.9984276729559748,2,2.732176953988501,0 days 23:59:59.999999999,0
Median Sharpe Ratio,28,30,11,0,3816,3817 days 00:00:00,1000.0,1322.0190244773494,32.20190244773492,2397.7163698557124,100.0,244.42513032263855,39.787841940593474,1367 days 00:00:00,89,89,0,0.0,43.82022471910113,21.71645720559015,-9.135940554204826,3.9154552591102996,-2.3178239466682835,1 days 00:00:00,1 days 00:00:00,1.192822506288058,3.618191286262352,0.26262162528829697,0.06799598638643241,1.307313934247018,0.5381979428500427,2.4022720491016636,-0.9865697616062601,23.32285115303983,0.699685534591195,2,2.531596104381677,0 days 23:59:59.999999999,0
Mean Sharpe Ratio,16,35,16,0,3816,3817 days 00:00:00,1000.0,1309.8279880517043,30.982798805170432,2397.7163698557124,100.0,245.22319950325016,39.047773853177155,1162 days 00:00:00,92,92,0,0.0,36.95652173913043,33.48839853293604,-9.276109291868053,5.137655309644126,-2.315013609441424,1 days 00:00:00,1 days 00:00:00,1.1669273578677641,3.3676955223011333,0.22910132686806514,0.06695560477767963,1.2934833816231188,0.5460243823063669,1.8857320118286975,-0.9870782052478397,24.10901467505241,0.7232704402515724,2,2.43575462304799,0 days 23:59:59.999999999,0
Least Win Rate [%],13,23,28,0,3816,3817 days 00:00:00,1000.0,1286.5219238345426,28.652192383454267,2397.7163698557124,100.0,249.34451805481385,41.61104140525099,1163 days 00:00:00,93,93,0,0.0,30.107526881720432,33.488398532936024,-9.276109291868053,6.840396708112106,-2.3053987307717216,1 days 00:00:00,1 days 00:00:00,1.1368201028460612,3.0808809014467045,0.21253916369183473,0.05860104691989135,1.272897870614856,0.5305081559739694,1.4054197660558443,-0.9880502161374581,24.371069182389938,0.7311320754716981,2,2.2525308477558452,0 days 23:59:59.999999999,0
Median Avg Losing Trade [%],10,16,13,0,3816,3817 days 00:00:00,1000.0,1279.369868097559,27.936986809755897,2397.7163698557124,100.0,441.7704078716424,43.80521275436604,2796 days 00:00:00,155,155,0,0.0,43.87096774193549,33.2265757470718,-12.413248598752887,3.8628068538980624,-2.5459652064034897,1 days 00:00:00,1 days 00:00:00,1.0827051167580248,1.8023862457907,0.2142856673842767,0.054419482370231524,1.1803974899625675,0.40432203250306825,1.1980671037513941,-0.9883485022828462,40.61844863731656,1.2185534591194969,3,2.1963039944776614,0 days 23:59:59.999999999,0
Mean Avg Winning Trade [%],2,25,26,0,3816,3817 days 00:00:00,1000.0,1262.0573517153684,26.205735171536844,2397.7163698557124,100.0,469.4681634488783,49.14302238195453,1858 days 00:00:00,221,221,0,0.0,44.34389140271493,33.22657574707182,-16.40327633627836,4.198836428397239,-2.9227814719702536,1 days 00:00:00,1 days 00:00:00,1.067205774995014,1.185779872015246,0.20748447206221973,0.045796011646932096,1.140786332546062,0.35952609116865497,0.7966983920025646,-0.9890705441640232,57.914046121593294,1.7374213836477987,4,2.0601993059384385,0 days 23:59:59.999999999,0
Median Total Trades,5,25,35,0,3816,3817 days 00:00:00,1000.0,1249.387620042261,24.93876200422609,2397.7163698557124,100.0,285.5684746268076,27.878289969591286,1546 days 00:00:00,131,131,0,0.0,41.221374045801525,33.22657574707183,-13.402315630455753,4.090995644550013,-2.37639213234365,1 days 00:00:00,1 days 00:00:00,1.1240643930307248,1.9037222903989406,0.2019879727038981,0.07719082507866232,1.2013448047838706,0.4008909531466269,1.189000736543405,-0.9895989524375116,34.329140461215935,1.029874213836478,3,1.9605944971875884,0 days 23:59:59.999999999,0
