Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],2,10,35,0,6594,6595 days 00:00:00,1000.0,5507.788775120289,450.7788775120288,278644.875986693,100.0,2895.7516731750748,40.36646483088573,2052 days 00:00:00,481,480,1,-5.507788775119479,53.75,18.13010030374827,-31.919345596646153,2.716721934715783,-2.2301928199278476,1 days 00:00:00,1 days 00:00:00,1.3100631763333155,9.402701174782084,0.5829544379609205,0.24532620623818235,1.3948170419101793,0.9236566966714783,14,-0.8194490530977478,214.29931761891334,3.7408886181499312,0.04120618882222924,0.42877386069310397,-0.0009990009990009344,None,None,0.00031199318435290755,0.0786222824569327,4.507788775120276,0.06736586361736974,0.16231445447924908,-0.9983822459468676,9550.833333333334,0.050257394642701333,0.10584655988366247,1.5318471337579618,3.0605095541401273,0.656816009533067,1 days 00:00:00,true
Most Expectancy,2,10,35,0,6594,6595 days 00:00:00,1000.0,5507.788775120289,450.7788775120288,278644.875986693,100.0,2895.7516731750748,40.36646483088573,2052 days 00:00:00,481,480,1,-5.507788775119479,53.75,18.13010030374827,-31.919345596646153,2.716721934715783,-2.2301928199278476,1 days 00:00:00,1 days 00:00:00,1.3100631763333155,9.402701174782084,0.5829544379609205,0.24532620623818235,1.3948170419101793,0.9236566966714783,14,-0.8194490530977478,214.29931761891334,3.7408886181499312,0.04120618882222924,0.42877386069310397,-0.0009990009990009344,None,None,0.00031199318435290755,0.0786222824569327,4.507788775120276,0.06736586361736974,0.16231445447924908,-0.9983822459468676,9550.833333333334,0.050257394642701333,0.10584655988366247,1.5318471337579618,3.0605095541401273,0.656816009533067,1 days 00:00:00,true
Most Sharpe Ratio,2,10,35,0,6594,6595 days 00:00:00,1000.0,5507.788775120289,450.7788775120288,278644.875986693,100.0,2895.7516731750748,40.36646483088573,2052 days 00:00:00,481,480,1,-5.507788775119479,53.75,18.13010030374827,-31.919345596646153,2.716721934715783,-2.2301928199278476,1 days 00:00:00,1 days 00:00:00,1.3100631763333155,9.402701174782084,0.5829544379609205,0.24532620623818235,1.3948170419101793,0.9236566966714783,14,-0.8194490530977478,214.29931761891334,3.7408886181499312,0.04120618882222924,0.42877386069310397,-0.0009990009990009344,None,None,0.00031199318435290755,0.0786222824569327,4.507788775120276,0.06736586361736974,0.16231445447924908,-0.9983822459468676,9550.833333333334,0.050257394642701333,0.10584655988366247,1.5318471337579618,3.0605095541401273,0.656816009533067,1 days 00:00:00,true
Most Sortino Ratio,2,10,35,0,6594,6595 days 00:00:00,1000.0,5507.788775120289,450.7788775120288,278644.875986693,100.0,2895.7516731750748,40.36646483088573,2052 days 00:00:00,481,480,1,-5.507788775119479,53.75,18.13010030374827,-31.919345596646153,2.716721934715783,-2.2301928199278476,1 days 00:00:00,1 days 00:00:00,1.3100631763333155,9.402701174782084,0.5829544379609205,0.24532620623818235,1.3948170419101793,0.9236566966714783,14,-0.8194490530977478,214.29931761891334,3.7408886181499312,0.04120618882222924,0.42877386069310397,-0.0009990009990009344,None,None,0.00031199318435290755,0.0786222824569327,4.507788775120276,0.06736586361736974,0.16231445447924908,-0.9983822459468676,9550.833333333334,0.050257394642701333,0.10584655988366247,1.5318471337579618,3.0605095541401273,0.656816009533067,1 days 00:00:00,true
Most Calmar Ratio,2,10,33,0,6594,6595 days 00:00:00,1000.0,5321.610075045669,432.1610075045669,278644.875986693,100.0,2715.7231916665587,37.53440112421345,2933 days 00:00:00,482,481,1,-5.3216100750451005,53.222453222453225,18.13010030374827,-31.91934559664614,2.701254316194753,-2.1774504236965937,1 days 00:00:00,1 days 00:00:00,1.3227698472075127,8.995699969065978,0.5775052515320356,0.2582693960307761,1.3907043207679417,0.9173446213515304,14,-0.8348590201251564,222.47085823889586,3.76025052884565,0.04104183109707971,0.4191159243536866,-0.000999000999000937,None,None,0.0003055995624901819,0.07701108974752584,4.321610075045658,0.06596430201794212,0.16048834294071784,-0.9984490617099121,9550.833333333334,0.05036209754820696,0.10262176854855516,1.535031847133758,3.06687898089172,0.643356291523812,0 days 23:59:59.999999999,true
Most Profit Factor,2,11,29,0,6594,6595 days 00:00:00,1000.0,5115.967331116762,411.5967331116762,278644.875986693,100.0,2483.0086537141933,41.54628132104073,3111 days 00:00:00,473,472,1,-5.115967331115826,53.17796610169492,18.130100303748257,-31.91934559664614,2.655759460773464,-2.1289900674025626,1 days 00:00:00,1 days 00:00:00,1.3382687678131018,8.731108683152279,0.5758293373314282,0.22757735903491963,1.3952926225468318,0.9079348764238175,14,-1.2485849266958593,239.79794011086636,3.775497684538511,0.04022082018927445,0.41544241474189225,-0.000999000999000934,None,None,0.0002972495413274091,0.07490688441450709,4.115967331116747,0.06436031322808455,0.1565575831294762,-0.9985228627239091,9550.833333333334,0.04941977139865631,0.09984605217185046,1.5063694267515924,3.0095541401273884,0.6258097521430415,0 days 23:59:59.999999999,true
Most Omega Ratio,2,11,29,0,6594,6595 days 00:00:00,1000.0,5115.967331116762,411.5967331116762,278644.875986693,100.0,2483.0086537141933,41.54628132104073,3111 days 00:00:00,473,472,1,-5.115967331115826,53.17796610169492,18.130100303748257,-31.91934559664614,2.655759460773464,-2.1289900674025626,1 days 00:00:00,1 days 00:00:00,1.3382687678131018,8.731108683152279,0.5758293373314282,0.22757735903491963,1.3952926225468318,0.9079348764238175,14,-1.2485849266958593,239.79794011086636,3.775497684538511,0.04022082018927445,0.41544241474189225,-0.000999000999000934,None,None,0.0002972495413274091,0.07490688441450709,4.115967331116747,0.06436031322808455,0.1565575831294762,-0.9985228627239091,9550.833333333334,0.04941977139865631,0.09984605217185046,1.5063694267515924,3.0095541401273884,0.6258097521430415,0 days 23:59:59.999999999,true
Most Total Fees Paid,2,35,3,0,6594,6595 days 00:00:00,1000.0,3801.991117559165,280.19911175591653,278644.875986693,100.0,5252.526751929161,60.93766158945299,4668 days 00:00:00,811,810,1,-3.8019911175588277,50.74074074074074,14.86640400246031,-11.704149186216132,2.580243943631606,-2.2097245932333145,1 days 00:00:00,1 days 00:00:00,1.0965418003243343,3.463942109477422,0.43897889776762167,0.1258906498516152,1.1935876937496939,0.7215119576422905,14,2.194119636797826,38.99060391259066,3.3804209387993738,0.06853532080362928,0.22074092362036746,-0.0036537233260656044,None,None,0.0002710859243571149,0.06831365293799295,2.8019911175591563,0.05235596766011774,0.18728803242134387,-0.9989944221627484,9550.833333333334,0.08480935345955849,0.05563598583702681,2.582802547770701,5.162420382165605,0.5701302199239427,1 days 00:00:00,true
Most Win Rate [%],4,11,28,0,6594,6595 days 00:00:00,1000.0,2109.03061661227,110.90306166122701,278644.875986693,100.0,1140.4066022885895,57.40430699286422,5859 days 00:00:00,366,365,1,-2.109030616612017,55.342465753424655,20.2689656321895,-31.919345596646142,2.708221625186169,-2.701715717859763,1 days 00:00:00,1 days 00:00:00,1.1531238114466764,3.0442182115859815,0.31749723150642767,0.07345213306581157,1.2314539608711073,0.47196589884239565,14,-1.5877019014748344,266.25838439891385,3.2249462638654345,0.031597059283591425,0.29227700349716357,-0.0009990009990009055,None,None,0.00016166439683552313,0.04073942800255183,1.1090306166122628,0.028924373779888546,0.15442625738184407,-0.999601991383231,9550.833333333334,0.03821656050955414,0.02565732473472608,1.1656050955414012,2.328025477707006,0.3406795645858658,0 days 23:59:59.999999999,true
Median Max Drawdown [%],4,21,9,0,6594,6595 days 00:00:00,1000.0,1910.8761793282372,91.08761793282372,278644.875986693,100.0,1069.0769120901837,53.152638163237754,5791 days 00:00:00,411,410,1,-1.9108761793279427,52.926829268292686,17.335666843959082,-31.91934559664615,2.474329957004406,-2.3031265622511876,1 days 00:00:00,1 days 00:00:00,1.150646968878786,2.2263098914818453,0.29835974511761004,0.06864993845687478,1.1980223730609911,0.4287611780912084,14,-4.323428526448206,301.04190432666564,3.272779300952998,0.034509803921568626,0.2254296930621389,-0.0009990009990009118,None,None,0.00014005645655274684,0.035294227051292204,0.9108761793282354,0.025052504204261083,0.14236709048880838,-0.9996731049957037,9550.833333333334,0.04292819125730739,0.018995391603363464,1.3089171974522293,2.6146496815286624,0.2950688020654111,0 days 23:59:59.999999999,true
