Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],8,13,8,0,5757,5758 days 00:00:00,1000.0,9206.962662013364,820.6962662013364,78924.32651473526,100.0,2703.068509913113,20.363127827193445,706 days 00:00:00,311,311,0,0.0,52.41157556270096,24.217836267250554,-12.582579890908066,3.08999139755291,-1.7419588753552075,1 days 00:00:00,1 days 00:00:00,1.7892881638953542,26.388947466280896,0.8686785504186633,0.7420580102242469,1.8960252967931737,2.060791184277442,14,11.182539131487019,250.79224706246012,5.082245322173421,0.030237967436035074,0.790542393082166,-0.000999000999000893,None,None,0.0004270402104543637,0.10761413303449965,8.206962662013341,0.10203336325012935,0.14909269843556114,-0.9896014790059929,8338.511904761905,0.037296822688757704,0.17696928130322162,1.1344450234497132,2.2688900468994264,0.8968268836580902,0 days 23:59:59.999999999,false
Most Profit Factor,8,13,8,0,5757,5758 days 00:00:00,1000.0,9206.962662013364,820.6962662013364,78924.32651473526,100.0,2703.068509913113,20.363127827193445,706 days 00:00:00,311,311,0,0.0,52.41157556270096,24.217836267250554,-12.582579890908066,3.08999139755291,-1.7419588753552075,1 days 00:00:00,1 days 00:00:00,1.7892881638953542,26.388947466280896,0.8686785504186633,0.7420580102242469,1.8960252967931737,2.060791184277442,14,11.182539131487019,250.79224706246012,5.082245322173421,0.030237967436035074,0.790542393082166,-0.000999000999000893,None,None,0.0004270402104543637,0.10761413303449965,8.206962662013341,0.10203336325012935,0.14909269843556114,-0.9896014790059929,8338.511904761905,0.037296822688757704,0.17696928130322162,1.1344450234497132,2.2688900468994264,0.8968268836580902,0 days 23:59:59.999999999,false
Most Expectancy,8,13,8,0,5757,5758 days 00:00:00,1000.0,9206.962662013364,820.6962662013364,78924.32651473526,100.0,2703.068509913113,20.363127827193445,706 days 00:00:00,311,311,0,0.0,52.41157556270096,24.217836267250554,-12.582579890908066,3.08999139755291,-1.7419588753552075,1 days 00:00:00,1 days 00:00:00,1.7892881638953542,26.388947466280896,0.8686785504186633,0.7420580102242469,1.8960252967931737,2.060791184277442,14,11.182539131487019,250.79224706246012,5.082245322173421,0.030237967436035074,0.790542393082166,-0.000999000999000893,None,None,0.0004270402104543637,0.10761413303449965,8.206962662013341,0.10203336325012935,0.14909269843556114,-0.9896014790059929,8338.511904761905,0.037296822688757704,0.17696928130322162,1.1344450234497132,2.2688900468994264,0.8968268836580902,0 days 23:59:59.999999999,false
Most Omega Ratio,8,13,8,0,5757,5758 days 00:00:00,1000.0,9206.962662013364,820.6962662013364,78924.32651473526,100.0,2703.068509913113,20.363127827193445,706 days 00:00:00,311,311,0,0.0,52.41157556270096,24.217836267250554,-12.582579890908066,3.08999139755291,-1.7419588753552075,1 days 00:00:00,1 days 00:00:00,1.7892881638953542,26.388947466280896,0.8686785504186633,0.7420580102242469,1.8960252967931737,2.060791184277442,14,11.182539131487019,250.79224706246012,5.082245322173421,0.030237967436035074,0.790542393082166,-0.000999000999000893,None,None,0.0004270402104543637,0.10761413303449965,8.206962662013341,0.10203336325012935,0.14909269843556114,-0.9896014790059929,8338.511904761905,0.037296822688757704,0.17696928130322162,1.1344450234497132,2.2688900468994264,0.8968268836580902,0 days 23:59:59.999999999,false
Most Calmar Ratio,7,10,11,0,5757,5758 days 00:00:00,1000.0,9109.0411803011,810.90411803011,78924.32651473526,100.0,2892.2464422700955,14.794648312340216,536 days 00:00:00,321,321,0,0.0,52.95950155763239,24.21783626725057,-11.161183674403778,3.1039029124216357,-1.8670024943293804,1 days 00:00:00,1 days 00:00:00,1.6754174556856334,25.261810530533005,0.8517766450821307,1.0160854163152404,1.8217065600395388,1.9792328033261966,14,10.764841975878795,232.28539842884865,4.8997624718304955,0.031160458452722063,0.7655642319873569,-0.0009990009990008895,None,None,0.0004268464508510061,0.10756530561445353,8.109041180301084,0.10151777454576871,0.1519821729009945,-0.989725549094439,8338.511904761905,0.038496077437592355,0.15626303752100806,1.170922355393434,2.341844710786868,0.8964162737236013,0 days 23:59:59.999999999,false
Most Sharpe Ratio,7,16,7,0,5757,5758 days 00:00:00,1000.0,9008.930909081524,800.8930909081524,78924.32651473526,100.0,2956.45354062519,18.333282186412767,967 days 00:00:00,321,321,0,0.0,51.71339563862928,24.21783626725057,-11.161183674403773,3.0128219599754655,-1.6610034690593138,1 days 00:00:00,1 days 00:00:00,1.7017029699060215,24.949940526733727,0.8750919901955192,0.8155697945589573,1.8845755161100508,2.1347751938570023,14,11.801723414748647,264.30414695258014,5.149712166114671,0.03079126387397064,0.7559903665163039,-0.0009990009990008943,None,None,0.00042150916218096753,0.10622030886960382,8.008930909081522,0.10098515286884702,0.1460831123415406,-0.9898523924590142,8338.511904761905,0.038496077437592355,0.163775178278212,1.170922355393434,2.341844710786868,0.885206020616016,0 days 23:59:59.999999999,false
Most Sortino Ratio,7,16,7,0,5757,5758 days 00:00:00,1000.0,9008.930909081524,800.8930909081524,78924.32651473526,100.0,2956.45354062519,18.333282186412767,967 days 00:00:00,321,321,0,0.0,51.71339563862928,24.21783626725057,-11.161183674403773,3.0128219599754655,-1.6610034690593138,1 days 00:00:00,1 days 00:00:00,1.7017029699060215,24.949940526733727,0.8750919901955192,0.8155697945589573,1.8845755161100508,2.1347751938570023,14,11.801723414748647,264.30414695258014,5.149712166114671,0.03079126387397064,0.7559903665163039,-0.0009990009990008943,None,None,0.00042150916218096753,0.10622030886960382,8.008930909081522,0.10098515286884702,0.1460831123415406,-0.9898523924590142,8338.511904761905,0.038496077437592355,0.163775178278212,1.170922355393434,2.341844710786868,0.885206020616016,0 days 23:59:59.999999999,false
Most Avg Winning Trade [%],5,15,5,0,5757,5758 days 00:00:00,1000.0,8035.18733760834,703.518733760834,78924.32651473526,100.0,3341.553868822233,31.32480211055474,686 days 00:00:00,435,434,1,-8.035187337607567,45.39170506912442,41.981286532694575,-21.13864421356486,3.300204302710324,-1.7067575907378094,1 days 00:00:00,1 days 00:00:00,1.4901812628130855,16.228623329368524,0.6884483647615645,0.4508113061886769,1.5782442412181439,1.5576651692444434,14,12.689961777132625,390.78058362625745,5.0794948151826835,0.03710374639769452,0.5659877848596151,-0.000999000999000949,None,None,0.0004265060006469771,0.10747951216303823,7.035187337608313,0.09548725129462854,0.1878886195857733,-0.9910861610757047,8338.511904761905,0.05204765609942393,0.06555241923198489,1.5867639395518498,3.1698801459093273,0.8980890072420676,0 days 23:59:59.999999999,true
Most Total Fees Paid,2,10,3,0,5757,5758 days 00:00:00,1000.0,6127.106173107976,512.7106173107976,78924.32651473526,100.0,14238.709454609407,78.45745889064507,2715 days 00:00:00,813,813,0,0.0,48.708487084870846,41.98128653269455,-35.281485920121504,2.6708551375348164,-1.9474864349400889,1 days 00:00:00,1 days 00:00:00,1.0715388767723986,6.306403656959247,0.5343293467257157,0.15520628370022527,1.2882480540339267,0.9822339441780151,14,6.418915305247859,244.90860014037486,3.8457993377777577,0.07626168224299065,0.3020378734240714,-0.0071301432594652395,None,None,0.00042660300429835346,0.10750395708318507,5.127106173108001,0.08256601047009848,0.2421372383342269,-0.9935037694972908,8338.511904761905,0.09749941108025727,0.017485995970809194,2.9656070870244915,5.931214174048983,0.8957256579762325,0 days 23:59:59.999999999,false
Median Worst Trade [%],5,7,22,0,5757,5758 days 00:00:00,1000.0,5995.833719499821,499.58337194998205,78924.32651473526,100.0,2156.662232186688,14.951299205277133,598 days 00:00:00,342,341,1,-5.995833719499387,48.97360703812317,24.21783626725056,-11.161183674403778,2.9864505818390894,-1.698712442277496,1 days 00:00:00,1 days 00:00:00,1.5776176851652026,14.66812185694815,0.7159480594263221,0.8041568829108008,1.649453169614156,1.6485408608301866,14,11.09515147580237,245.46686818697606,4.825124501917279,0.031160458452722063,0.5957808862488084,-0.0009990009990009116,None,None,0.0003527187357502772,0.08888512140906984,4.9958337194997995,0.0815403819671705,0.14941483361293575,-0.9936700964834118,8338.511904761905,0.040894586935261656,0.08586312361784113,1.2475247524752475,2.4914017717561228,0.7432514026470284,0 days 23:59:59.999999999,true
