Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],3,8,4,0,3718,3719 days 00:00:00,1000.0,1794.0494386363698,79.40494386363697,16990.83034992056,100.0,1063.265680681154,36.15510727468073,1619 days 00:00:00,409,409,0,0.0,50.61124694376527,14.903174597986588,-17.564480631986022,2.692728858985498,-2.333970369515673,1 days 00:00:00,1 days 00:00:00,1.1270261271976398,1.9414411702600862,0.36377771413634197,0.16329729786653324,1.1746013175287926,0.5478084025057366,14,0.055433812873972706,63.5116829015829,3.315229886856971,0.06105563480741798,0.2101047901413986,-0.0010089604533789077,None,None,0.00023117428961735268,0.05825592098357287,0.7940494386363721,0.04039883596939897,0.19273036536332028,-0.9953266001585375,5385.1984126984125,0.07594891936303949,0.02076885724283961,2.310112963959118,4.620225927918236,0.4853657994955548,0 days 23:59:59.999999999,false
Most Win Rate [%],27,28,31,0,3718,3719 days 00:00:00,1000.0,1510.7732534095946,51.07732534095947,16990.83034992056,100.0,147.9212823845684,21.815960428221672,2225 days 00:00:00,67,67,0,0.0,56.71641791044776,7.655120849452282,-5.237126887485923,2.6150426121616377,-1.8978178409138318,1 days 00:00:00,1 days 00:00:00,1.8524705804735004,7.623481394173046,0.5544384654192391,0.1894382699971536,1.7533459308941697,1.090139591964791,14,7.534711893298785,168.27763450341837,4.270970857306313,0.010597826086956521,0.6617149533677777,0.0,None,None,0.00011922988755669422,0.030045931664286943,0.5107732534095935,0.028353831930931328,0.065219653055713,-0.9969938299489172,5385.1984126984125,0.012441510017906224,0.04073771697433847,0.3784292630446477,0.7568585260892954,0.25041230214859156,0 days 23:59:59.999999999,false
Most Profit Factor,27,28,31,0,3718,3719 days 00:00:00,1000.0,1510.7732534095946,51.07732534095947,16990.83034992056,100.0,147.9212823845684,21.815960428221672,2225 days 00:00:00,67,67,0,0.0,56.71641791044776,7.655120849452282,-5.237126887485923,2.6150426121616377,-1.8978178409138318,1 days 00:00:00,1 days 00:00:00,1.8524705804735004,7.623481394173046,0.5544384654192391,0.1894382699971536,1.7533459308941697,1.090139591964791,14,7.534711893298785,168.27763450341837,4.270970857306313,0.010597826086956521,0.6617149533677777,0.0,None,None,0.00011922988755669422,0.030045931664286943,0.5107732534095935,0.028353831930931328,0.065219653055713,-0.9969938299489172,5385.1984126984125,0.012441510017906224,0.04073771697433847,0.3784292630446477,0.7568585260892954,0.25041230214859156,0 days 23:59:59.999999999,false
Most Expectancy,27,28,31,0,3718,3719 days 00:00:00,1000.0,1510.7732534095946,51.07732534095947,16990.83034992056,100.0,147.9212823845684,21.815960428221672,2225 days 00:00:00,67,67,0,0.0,56.71641791044776,7.655120849452282,-5.237126887485923,2.6150426121616377,-1.8978178409138318,1 days 00:00:00,1 days 00:00:00,1.8524705804735004,7.623481394173046,0.5544384654192391,0.1894382699971536,1.7533459308941697,1.090139591964791,14,7.534711893298785,168.27763450341837,4.270970857306313,0.010597826086956521,0.6617149533677777,0.0,None,None,0.00011922988755669422,0.030045931664286943,0.5107732534095935,0.028353831930931328,0.065219653055713,-0.9969938299489172,5385.1984126984125,0.012441510017906224,0.04073771697433847,0.3784292630446477,0.7568585260892954,0.25041230214859156,0 days 23:59:59.999999999,false
Most Sharpe Ratio,27,28,31,0,3718,3719 days 00:00:00,1000.0,1510.7732534095946,51.07732534095947,16990.83034992056,100.0,147.9212823845684,21.815960428221672,2225 days 00:00:00,67,67,0,0.0,56.71641791044776,7.655120849452282,-5.237126887485923,2.6150426121616377,-1.8978178409138318,1 days 00:00:00,1 days 00:00:00,1.8524705804735004,7.623481394173046,0.5544384654192391,0.1894382699971536,1.7533459308941697,1.090139591964791,14,7.534711893298785,168.27763450341837,4.270970857306313,0.010597826086956521,0.6617149533677777,0.0,None,None,0.00011922988755669422,0.030045931664286943,0.5107732534095935,0.028353831930931328,0.065219653055713,-0.9969938299489172,5385.1984126984125,0.012441510017906224,0.04073771697433847,0.3784292630446477,0.7568585260892954,0.25041230214859156,0 days 23:59:59.999999999,false
Most Omega Ratio,27,28,31,0,3718,3719 days 00:00:00,1000.0,1510.7732534095946,51.07732534095947,16990.83034992056,100.0,147.9212823845684,21.815960428221672,2225 days 00:00:00,67,67,0,0.0,56.71641791044776,7.655120849452282,-5.237126887485923,2.6150426121616377,-1.8978178409138318,1 days 00:00:00,1 days 00:00:00,1.8524705804735004,7.623481394173046,0.5544384654192391,0.1894382699971536,1.7533459308941697,1.090139591964791,14,7.534711893298785,168.27763450341837,4.270970857306313,0.010597826086956521,0.6617149533677777,0.0,None,None,0.00011922988755669422,0.030045931664286943,0.5107732534095935,0.028353831930931328,0.065219653055713,-0.9969938299489172,5385.1984126984125,0.012441510017906224,0.04073771697433847,0.3784292630446477,0.7568585260892954,0.25041230214859156,0 days 23:59:59.999999999,false
Most Sortino Ratio,27,28,31,0,3718,3719 days 00:00:00,1000.0,1510.7732534095946,51.07732534095947,16990.83034992056,100.0,147.9212823845684,21.815960428221672,2225 days 00:00:00,67,67,0,0.0,56.71641791044776,7.655120849452282,-5.237126887485923,2.6150426121616377,-1.8978178409138318,1 days 00:00:00,1 days 00:00:00,1.8524705804735004,7.623481394173046,0.5544384654192391,0.1894382699971536,1.7533459308941697,1.090139591964791,14,7.534711893298785,168.27763450341837,4.270970857306313,0.010597826086956521,0.6617149533677777,0.0,None,None,0.00011922988755669422,0.030045931664286943,0.5107732534095935,0.028353831930931328,0.065219653055713,-0.9969938299489172,5385.1984126984125,0.012441510017906224,0.04073771697433847,0.3784292630446477,0.7568585260892954,0.25041230214859156,0 days 23:59:59.999999999,false
Least Max Drawdown [%],30,35,35,0,3718,3719 days 00:00:00,1000.0,1381.255240466965,38.125524046696505,16990.83034992056,100.0,158.6817543104013,10.855304415959475,1451 days 00:00:00,64,64,0,0.0,50.0,7.655120849452282,-6.455405637469151,2.950541152007322,-1.8454962512152555,1 days 00:00:00,1 days 00:00:00,1.5075215521791454,5.957113132296325,0.4427442466541755,0.2967010701246064,1.5681626059693499,0.8673493512270122,14,7.93911140009999,186.40328135707205,4.704487817908047,0.008679142934635205,0.5525224503960333,0.0,None,None,0.00009510037760618404,0.023965295156758378,0.38125524046696646,0.022127288695181102,0.06514423937462656,-0.9977561117813837,5385.1984126984125,0.01188442747979102,0.01780582696516287,0.3614846691769769,0.7229693383539538,0.19972839519426275,1 days 00:00:00,false
Most Calmar Ratio,30,35,35,0,3718,3719 days 00:00:00,1000.0,1381.255240466965,38.125524046696505,16990.83034992056,100.0,158.6817543104013,10.855304415959475,1451 days 00:00:00,64,64,0,0.0,50.0,7.655120849452282,-6.455405637469151,2.950541152007322,-1.8454962512152555,1 days 00:00:00,1 days 00:00:00,1.5075215521791454,5.957113132296325,0.4427442466541755,0.2967010701246064,1.5681626059693499,0.8673493512270122,14,7.93911140009999,186.40328135707205,4.704487817908047,0.008679142934635205,0.5525224503960333,0.0,None,None,0.00009510037760618404,0.023965295156758378,0.38125524046696646,0.022127288695181102,0.06514423937462656,-0.9977561117813837,5385.1984126984125,0.01188442747979102,0.01780582696516287,0.3614846691769769,0.7229693383539538,0.19972839519426275,1 days 00:00:00,false
Most Worst Trade [%],22,34,34,0,3718,3719 days 00:00:00,1000.0,1361.4901351044302,36.14901351044303,16990.83034992056,100.0,154.86857596063874,13.96815988835953,2210 days 00:00:00,68,68,0,0.0,54.41176470588235,7.655120849452282,-5.1107017269183315,2.3238008530079064,-1.6959185845385853,1 days 00:00:00,1 days 00:00:00,1.6007343816461965,5.316031398594559,0.4589339498827395,0.22013442589057056,1.5938496267590256,0.8732284474397107,14,7.574429692947601,191.41505098011015,4.264624677003881,0.010048886474741987,0.4912816976558292,0.0,None,None,0.00008984659491097014,0.022641341917564475,0.3614901351044304,0.02112954624883301,0.05937425030927915,-0.9978724398533817,5385.1984126984125,0.012627204197277959,0.02012719794600141,0.38407746100053797,0.7681549220010759,0.1886902270716848,0 days 23:59:59.999999999,false
