Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Current
Most Profit Factor,13,30,10,0,2657,2658 days 00:00:00,1000.0,3064.5636822000006,206.45636822000006,33562.49688543967,100.0,312.15468032833223,14.517286661005658,435 days 00:00:00,81,81,0,0.0,54.32098765432099,11.82952330004215,-5.606783471363455,4.014731259918793,-1.5699029674314815,1 days 00:00:00,1 days 00:00:00,3.0215797741384547,25.488440520987652,1.1858035610616253,1.1451331002072425,2.895267925336986,3.623899808503955,20.97814034649189,-0.9938485992587289,30.485509973654498,0.9145652992096349,2,23.310843231464055,0 days 23:59:59.999999999,0
Most Calmar Ratio,15,30,9,0,2657,2658 days 00:00:00,1000.0,3047.87551223039,204.787551223039,33562.49688543967,100.0,346.36168628385406,10.209109736649637,523 days 00:00:00,81,81,0,0.0,55.55555555555556,11.829523300042155,-5.606783471363457,3.987536425038898,-1.7034277790029355,1 days 00:00:00,1 days 00:00:00,2.5653501566325203,25.28241373123939,1.1732312240172833,1.619809197748562,2.793840439341797,3.442905071995817,21.281493039763795,-0.9938983219299193,30.485509973654498,0.9145652992096349,2,23.122418278852734,1 days 00:00:00,0
Mean Calmar Ratio,2,22,4,0,2657,2658 days 00:00:00,1000.0,2906.9477113009702,190.69477113009702,33562.49688543967,100.0,1867.3346203540539,56.41227468364542,1450 days 00:00:00,286,286,0,0.0,46.85314685314685,52.32163423714559,-13.293505015091212,3.9699876492005925,-2.515727124997264,1 days 00:00:00,1 days 00:00:00,1.1476659021113542,6.667649340213195,0.5604690075173517,0.27975590894247815,1.3779497653728139,1.3054744792611532,4.733338692459038,-0.9943182185824552,107.64019570944674,3.229205871283402,7,21.531212397075354,0 days 23:59:59.999999999,0
Most Worst Trade [%],14,35,8,0,2657,2658 days 00:00:00,1000.0,2761.390012950774,176.13900129507735,33562.49688543967,100.0,333.02644077555215,19.76389670025797,681 days 00:00:00,86,86,0,0.0,51.162790697674424,11.829523300042155,-5.433425402383621,3.9309638892672463,-1.5494167166271116,1 days 00:00:00,1 days 00:00:00,2.427835262442566,20.481279220357834,1.1012722329895328,0.7573305797996619,2.5513462462621455,3.2569419970172278,15.876960635936307,-0.9947519100889215,32.3673315769665,0.9710199473089951,2,19.88773066937268,0 days 23:59:59.999999999,0
Mean Profit Factor,3,26,9,0,2657,2658 days 00:00:00,1000.0,2653.8770092012037,165.38770092012035,33562.49688543967,100.0,966.9383700119572,32.94253356971532,1168 days 00:00:00,168,168,0,0.0,44.642857142857146,52.321634237145595,-11.616814817175339,4.42606915383599,-2.212980339291338,1 days 00:00:00,1 days 00:00:00,1.2714879957122158,9.844506007150024,0.5673368408462616,0.4353807875200566,1.591029271689056,1.6390475787627918,6.658892050290872,-0.9950722468151091,63.229205871283405,1.896876176138502,4,18.67380891081525,0 days 23:59:59.999999999,0
Most Avg Losing Trade [%],8,35,14,0,2657,2658 days 00:00:00,1000.0,2536.335648409394,153.63356484093936,33562.49688543967,100.0,304.1990550275543,19.763896700257973,681 days 00:00:00,85,85,0,0.0,50.588235294117645,11.82952330004218,-5.433425402383632,3.8158216013699437,-1.5494167166271116,1 days 00:00:00,1 days 00:00:00,2.3522011356070487,18.074537040110503,1.0427632354110357,0.689815868098585,2.4256840276625296,2.988922721856379,13.853923221475071,-0.9954224631926123,31.990967256304106,0.9597290176891231,2,17.346657678690924,0 days 23:59:59.999999999,0
Mean Max Drawdown [%],6,10,15,0,2657,2658 days 00:00:00,1000.0,2397.2789933260333,139.72789933260333,33562.49688543967,100.0,589.1161823372786,27.4217834221831,2307 days 00:00:00,132,132,0,0.0,43.18181818181818,52.32163423714559,-11.616814817175335,5.0162925346375165,-2.2865985186984585,1 days 00:00:00,1 days 00:00:00,1.3602886799399847,10.5854469191366,0.5268103287790955,0.465213466702901,1.6452318997310813,1.6047625116201811,6.925740064173396,-0.9958367847359646,49.68009032743696,1.4904027098231087,3,15.776578772969868,0 days 23:59:59.999999999,0
Median Total Trades,6,21,30,0,2657,2658 days 00:00:00,1000.0,2182.520407162476,118.25204071624762,33562.49688543967,100.0,292.92270755001414,15.395800595941711,954 days 00:00:00,85,85,0,0.0,49.411764705882355,11.82952330004216,-9.199207465565262,4.088530934913236,-2.0124923260528518,1 days 00:00:00,1 days 00:00:00,1.7664943514350275,13.912004790146785,0.8231629793234146,0.7348158692552526,1.9384495763709086,1.7390673316164242,10.415404655724865,-0.9964766614021633,31.990967256304106,0.9597290176891231,2,13.35175469133395,0 days 23:59:59.999999999,0
Median Calmar Ratio,6,21,2,0,2657,2658 days 00:00:00,1000.0,2117.9498580360523,111.7949858036052,33562.49688543967,100.0,1195.463094536541,51.47526278502631,1442 days 00:00:00,247,247,0,0.0,47.77327935222672,52.32163423714561,-12.703399131715889,3.881713213138141,-2.6729257723601405,1 days 00:00:00,1 days 00:00:00,1.1289819667185927,4.526112785571037,0.44862044276154134,0.21087737542857962,1.3174281129188308,1.0217008762908317,3.2761704618904575,-0.9966690503932052,92.96198720361309,2.7888596161083927,6,12.622693165630931,0 days 23:59:59.999999999,0
Median Total Fees Paid,12,13,24,0,2657,2658 days 00:00:00,1000.0,1964.3877561314757,96.43877561314758,33562.49688543967,100.0,231.03192260207942,18.060551972077043,409 days 00:00:00,83,83,0,0.0,53.01204819277109,14.88574586397454,-13.124960635789556,3.6254687551850644,-2.1668462621858042,1 days 00:00:00,1 days 00:00:00,1.8800612459276773,11.619129591945493,0.707564388027834,0.5379173525449583,1.8428663140714627,1.3986003833441192,9.332634210397986,-0.9971265911489742,31.238238614979302,0.937147158449379,2,10.888834280746812,0 days 23:59:59.999999999,0
Median Win Rate [%],2,9,20,0,2657,2658 days 00:00:00,1000.0,1840.0779225013985,84.00779225013984,33562.49688543967,100.0,868.1476486770287,54.06516331937014,2534 days 00:00:00,216,216,0,0.0,46.2962962962963,52.32163423714559,-11.616814817175323,4.019857824998374,-2.628869715938536,1 days 00:00:00,1 days 00:00:00,1.1287977067549868,3.8892496412101885,0.3929589992962082,0.16155638982565546,1.3080437596234413,0.9657984961536586,2.7281492993898624,-0.9974969743003066,81.29469326307866,2.4388407978923596,5,9.48526069817163,0 days 23:59:59.999999999,0
Mean Total Return [%],15,29,32,0,2657,2658 days 00:00:00,1000.0,1661.9306715501702,66.19306715501703,33562.49688543967,100.0,144.21981876263578,9.735226378143661,547 days 00:00:00,53,53,0,0.0,50.943396226415096,10.357773553842758,-6.540011669055932,4.149519773331516,-2.1790359376915958,1 days 00:00:00,1 days 00:00:00,1.8737642932563412,12.489257953776779,0.6652611915285459,0.7421196050456434,1.93323892965247,1.554056177598494,7.7412755911839515,-0.9980277669036081,19.947308995107264,0.5984192698532179,2,7.473812625707595,0 days 23:59:59.999999999,0
Mean Omega Ratio,12,32,4,0,2657,2658 days 00:00:00,1000.0,1654.504934577852,65.45049345778521,33562.49688543967,100.0,355.0169377918922,24.93091330503102,1781 days 00:00:00,129,129,0,0.0,44.18604651162791,23.884996690084183,-11.61681481717533,3.839259374396521,-2.179004164454631,1 days 00:00:00,1 days 00:00:00,1.3032821585879262,5.073681663394197,0.4650652867733342,0.287144926969854,1.3809099680612353,0.92590837812201,3.3967565752110547,-0.9980498920065098,48.55099736544975,1.4565299209634925,3,7.389969152177471,0 days 23:59:59.999999999,0
Mean Expectancy,23,35,3,0,2657,2658 days 00:00:00,1000.0,1623.094312557837,62.30943125578371,33562.49688543967,100.0,289.88614844557827,23.646457382028338,474 days 00:00:00,114,114,0,0.0,47.368421052631575,13.620341650407774,-11.616814817175335,3.8199779580748667,-2.461880745348329,1 days 00:00:00,1 days 00:00:00,1.337138304921463,5.46573958384068,0.47771806432666397,0.29083019655815323,1.3824328467591933,0.8201376898438468,3.922779605627282,-0.998143480460692,42.90553255551374,1.287165976665412,3,7.035314029633091,0 days 23:59:59.999999999,0
Mean Total Fees Paid,3,16,33,0,2657,2658 days 00:00:00,1000.0,1613.87086786575,61.387086786575004,33562.49688543967,100.0,359.9253975570452,31.68096297001216,2040 days 00:00:00,121,121,0,0.0,41.32231404958678,23.884996690084165,-11.61681481717533,4.388616510881073,-2.2377996211289735,1 days 00:00:00,1 days 00:00:00,1.2569433680822126,5.073312957568188,0.43377473895167296,0.21443469279443392,1.369070418249529,0.8848161417288078,3.176379262188948,-0.9981709618626972,45.54008280015054,1.3662024840045164,3,6.931172764761958,0 days 23:59:59.999999999,0
Median Sortino Ratio,2,15,22,0,2657,2658 days 00:00:00,1000.0,1605.2359671992158,60.52359671992158,33562.49688543967,100.0,763.7839575059356,45.56465413576335,1480 days 00:00:00,180,180,0,0.0,42.77777777777778,52.32163423714559,-20.49413038589388,4.450017070573044,-2.5695490288344245,1 days 00:00:00,1 days 00:00:00,1.1062207187307758,3.362422039995643,0.3438940242571994,0.14736975083328288,1.2863173984324758,0.7677640800045231,2.1793476185156946,-0.9981966896882998,67.74557771923222,2.0323673315769666,5,6.833676709061525,1 days 00:00:00,0
Median Omega Ratio,4,11,32,0,2657,2658 days 00:00:00,1000.0,1600.283975867984,60.02839758679841,33562.49688543967,100.0,362.16355765265655,20.840312236507373,884 days 00:00:00,129,129,0,0.0,43.41085271317829,37.40574372745659,-11.616814817175317,3.9355158562297836,-2.179671525759983,1 days 00:00:00,1 days 00:00:00,1.268721705293145,4.653364154015382,0.40402659243688555,0.32003285669342546,1.371886213046075,0.9097124863328034,3.0607046350112914,-0.9982114442262238,48.55099736544975,1.4565299209634925,3,6.777764123462373,0 days 23:59:59.999999999,0
Least Total Trades,29,35,35,0,2657,2658 days 00:00:00,1000.0,1593.641952191275,59.36419521912752,33562.49688543967,100.0,107.89750382277884,10.507467710086537,1170 days 00:00:00,39,39,0,0.0,56.41025641025641,11.302760533471309,-6.54001166905592,4.0465729070427905,-2.278113754583015,1 days 00:00:00,1 days 00:00:00,2.0983552830766583,15.221588517724971,0.6737393116280851,0.6289506432742684,2.2281570166340305,1.5011730083709223,7.687670968547965,-0.9982312342427396,14.678208505833647,0.4403462551750094,1,6.702769501595113,0 days 23:59:59.999999999,0
Most Win Rate [%],28,32,35,0,2657,2658 days 00:00:00,1000.0,1583.4584684741694,58.34584684741694,33562.49688543967,100.0,109.58942804841395,16.143214203825085,928 days 00:00:00,42,42,0,0.0,61.904761904761905,11.302760533471309,-10.201947094878522,3.6653593417839456,-2.815153160491243,1 days 00:00:00,1 days 00:00:00,2.000672968348205,13.89186829700403,0.6281833941773857,0.4035671758488219,2.0543468749480596,1.1832264911799415,8.291748753950982,-0.9982615760964813,15.807301467820851,0.4742190440346255,1,6.587788503660173,0 days 23:59:59.999999999,0
Mean Sortino Ratio,9,20,24,0,2657,2658 days 00:00:00,1000.0,1493.2097510183273,49.32097510183273,33562.49688543967,100.0,190.04018300660928,19.445864907995634,476 days 00:00:00,78,78,0,0.0,50.0,10.845976108030568,-13.124960635789536,3.560151838599119,-2.362749305668825,1 days 00:00:00,1 days 00:00:00,1.451720880729643,6.323201936132403,0.47263304406831025,0.29106307047000585,1.4861521711731556,0.8144723595869652,4.790304497070002,-0.9985304736036125,29.356417011667293,0.8806925103500188,2,5.568796586582545,1 days 00:00:00,0
Least Max Drawdown [%],30,35,35,0,2657,2658 days 00:00:00,1000.0,1477.30688828871,47.73068882887101,33562.49688543967,100.0,100.76164622613175,8.802009805849215,395 days 00:00:00,39,39,0,0.0,58.97435897435898,11.302760533471309,-6.540011669055924,3.5686257514165924,-2.47291941312716,1 days 00:00:00,1 days 00:00:00,1.9438000381796494,12.238638161248986,0.585986514949783,0.6253949047676902,2.0148147972915007,1.2480862659829584,6.462090856490512,-0.9985778564392335,14.678208505833647,0.4403462551750094,1,5.389238482747954,0 days 23:59:59.999999999,0
Median Sharpe Ratio,6,15,25,0,2657,2658 days 00:00:00,1000.0,1471.0797849015885,47.10797849015885,33562.49688543967,100.0,217.8006740934361,20.62009976819009,841 days 00:00:00,102,102,0,0.0,44.11764705882353,16.34253451846635,-11.61681481717533,3.9167607689301285,-2.2422209783332017,1 days 00:00:00,1 days 00:00:00,1.35670251397039,4.618429263741069,0.39763320558126086,0.2639924735738076,1.3660917720837022,0.7445070504756085,3.087185336725313,-0.9985964101940641,38.38916070756492,1.1516748212269476,3,5.318928696668299,0 days 23:59:59.999999999,0
Median Expectancy,6,19,24,0,2657,2658 days 00:00:00,1000.0,1464.6568330630823,46.46568330630823,33562.49688543967,100.0,221.24934413126573,22.231588340783333,1869 days 00:00:00,95,95,0,0.0,48.421052631578945,11.829523300042162,-9.199207465565266,3.23850411268368,-2.1305250318182876,1 days 00:00:00,1 days 00:00:00,1.3799531348347058,4.891124558558763,0.45548294638632875,0.24200751670233683,1.408829679611687,0.8316976162846181,3.5883848435997305,-0.9986155474825098,35.75461046292811,1.0726383138878433,3,5.246407599507894,0 days 23:59:59.999999999,0
Median Total Return [%],20,30,23,0,2657,2658 days 00:00:00,1000.0,1435.1307814552881,43.51307814552881,33562.49688543967,100.0,130.9092740829739,11.38280335227857,803 days 00:00:00,56,56,0,0.0,46.42857142857143,10.357773553842767,-6.540011669055923,4.279731442932562,-2.33966192114317,1 days 00:00:00,1 days 00:00:00,1.5428962005571107,7.770192525987291,0.4747520556134827,0.44680755121705606,1.564527996366991,1.0145436971186779,4.637855961333094,-0.9987035208287972,21.07640195709447,0.632292058712834,2,4.91303102885158,0 days 23:59:59.999999999,0
Least Max Drawdown Duration,3,24,33,0,2657,2658 days 00:00:00,1000.0,1421.7471520765,42.17471520765,33562.49688543967,100.0,253.51253830877863,24.177785011403575,1007 days 00:00:00,113,113,0,0.0,45.13274336283185,13.620341650407763,-11.616814817175339,3.826358457158749,-2.422623765232954,1 days 00:00:00,1 days 00:00:00,1.2527531976259896,3.7322756820929293,0.37392334383188836,0.20476660104819933,1.2893462320624018,0.6279643644299248,2.5522400078672485,-0.9987433975680771,42.52916823485134,1.2758750470455402,3,4.761917411477242,0 days 23:59:59.999999999,0
Median Avg Losing Trade [%],5,24,25,0,2657,2658 days 00:00:00,1000.0,1406.066077350997,40.60660773509969,33562.49688543967,100.0,231.87462040203457,21.019849598884747,1493 days 00:00:00,95,95,0,0.0,47.368421052631575,14.885745863974552,-11.616814817175328,3.661919414064204,-2.4472512962829516,1 days 00:00:00,1 days 00:00:00,1.273016066896956,4.274379761589435,0.38076957065750366,0.2279314761474502,1.3343260182535837,0.6525188443179265,3.067736670997202,-0.9987901195827681,35.75461046292811,1.0726383138878433,3,4.584863500387613,0 days 23:59:59.999999999,0
Median Profit Factor,8,14,16,0,2657,2658 days 00:00:00,1000.0,1392.5383664642936,39.25383664642935,33562.49688543967,100.0,255.1570033746162,36.864614439599755,2077 days 00:00:00,105,105,0,0.0,44.761904761904766,13.620341650407758,-9.199207465565268,3.575605576845193,-2.184618866853889,1 days 00:00:00,1 days 00:00:00,1.2477644635571365,3.73846063299327,0.3723428596594517,0.1261931339423655,1.3143711726372977,0.6688903512624165,2.5354639213662873,-0.9988304256152212,39.518253669552124,1.1855476100865638,3,4.432123068847874,0 days 23:59:59.999999999,0
Most Max Drawdown Duration,18,27,35,0,2657,2658 days 00:00:00,1000.0,1307.2455845147495,30.72455845147494,33562.49688543967,100.0,129.25488289399135,14.410901584300772,995 days 00:00:00,54,54,0,0.0,48.148148148148145,10.355286722815336,-6.540011669055929,3.688548010883425,-2.321261286767045,1 days 00:00:00,1 days 00:00:00,1.398596782503384,5.6897330465694225,0.3925770109556525,0.2600574373092268,1.4573511288011682,0.8044467693751337,3.3960757394583325,-0.9990845568326949,20.323673315769664,0.6097101994730899,2,3.469088270772474,1 days 00:00:00,0
Mean Sharpe Ratio,11,17,24,0,2657,2658 days 00:00:00,1000.0,1296.8508688954034,29.685086889540358,33562.49688543967,100.0,174.20538584017882,19.445864907995634,755 days 00:00:00,77,77,0,0.0,50.649350649350644,10.845976108030566,-13.124960635789536,3.2011380211057032,-2.444918970831564,1 days 00:00:00,1 days 00:00:00,1.285012161417138,3.855206089550707,0.34236230312684457,0.18687710089777015,1.329806501628366,0.5416444782110973,2.958540682654025,-0.9991155280552914,28.980052691004893,0.8694015807301467,2,3.3517222682958723,0 days 23:59:59.999999999,0
Mean Worst Trade [%],2,23,17,0,2657,2658 days 00:00:00,1000.0,1226.3622624506015,22.63622624506014,33562.49688543967,100.0,468.7705024317235,33.689532518889656,2118 days 00:00:00,169,169,0,0.0,43.19526627218935,37.405743727456596,-11.616814817175348,3.861365100050667,-2.5303957782887414,1 days 00:00:00,1 days 00:00:00,1.0664257028785318,1.339421671305331,0.22794256285259515,0.08434962949306513,1.1557617858787288,0.4371425684189224,0.8766162991329494,-0.999325549993425,63.60557019194581,1.9081671057583742,4,2.555840373924738,0 days 23:59:59.999999999,0
Mean Total Trades,3,31,35,0,2657,2658 days 00:00:00,1000.0,1211.2271158570065,21.122711585700664,33562.49688543967,100.0,237.038028427599,33.50602363981125,1590 days 00:00:00,101,101,0,0.0,42.57425742574257,13.620341650407752,-11.61681481717532,4.028664516409687,-2.4962283477045553,1 days 00:00:00,1 days 00:00:00,1.1226906511990666,2.091357582742642,0.24283202264253614,0.07958191682631352,1.1907225212384704,0.3985670752012113,1.3490605469236965,-0.9993706454064546,38.012796386902515,1.1403838916070757,3,2.3849504989500208,0 days 23:59:59.999999999,0
Least Avg Winning Trade [%],12,13,20,0,2657,2658 days 00:00:00,1000.0,1116.7783622197244,11.677836221972427,33562.49688543967,100.0,171.28169513691026,22.10592025162254,2032 days 00:00:00,90,90,0,0.0,48.888888888888886,10.845976108030552,-13.12496063578954,2.7230096028980157,-2.240537022790538,1 days 00:00:00,1 days 00:00:00,1.1168247234208197,1.2975373579969354,0.1831099387302356,0.06913294518997282,1.1557226888222096,0.2881319007752364,0.9611387837014336,-0.9996520569890306,33.87278885961611,1.0161836657884833,3,1.3185362689468294,1 days 00:00:00,0
Most Max Drawdown [%],2,6,2,0,2657,2658 days 00:00:00,1000.0,1106.697933212322,10.669793321232191,33562.49688543967,100.0,1965.3172715138428,83.08133089110264,1387 days 00:00:00,463,463,0,0.0,46.220302375809936,52.32163423714559,-20.49413038589388,3.489132782679763,-2.7202205977059744,1 days 00:00:00,1 days 00:00:00,1.006393232565488,0.23044909981067008,0.2264527360601628,0.016873940073176975,1.099277268278532,0.4186221469628363,0.1613852587194299,-0.9996820917896051,174.25668046669176,5.227700414000753,11,1.204718854486341,0 days 23:59:59.999999999,0
Median Max Drawdown [%],11,17,25,0,2657,2658 days 00:00:00,1000.0,1096.6264482243298,9.66264482243298,33562.49688543967,100.0,144.81370849932512,25.76013791159616,1680 days 00:00:00,74,74,0,0.0,52.702702702702695,10.845976108030566,-16.669608271575868,3.151605111611105,-3.039154794491241,1 days 00:00:00,1 days 00:00:00,1.0895631037523426,1.305762813842291,0.16190933945233768,0.04948297212600363,1.150045001807981,0.22485307287547077,1.0426852936087088,-0.9997120999413298,27.85095972901769,0.8355287918705306,2,1.091002426319114,0 days 23:59:59.999999999,0
Median Best Trade [%],8,34,35,0,2657,2658 days 00:00:00,1000.0,1067.164149192693,6.716414919269312,33562.49688543967,100.0,124.97499390914766,20.03651530637124,2236 days 00:00:00,64,64,0,0.0,46.875,11.883240418016651,-16.66960827157587,3.676739495786699,-2.8617303897158695,1 days 00:00:00,1 days 00:00:00,1.069489654825024,1.0494398311358353,0.13371494840545647,0.04475081542854973,1.129663861780887,0.20586650665902792,0.722754704639005,-0.9997998833357902,24.087316522393678,0.7226194956718104,2,0.7583456815132872,1 days 00:00:00,0
Most Best Trade [%],2,9,34,0,2657,2658 days 00:00:00,1000.0,1004.3694435723884,0.4369443572388377,33562.49688543967,100.0,575.0074144277709,51.449861937604325,2534 days 00:00:00,199,199,0,0.0,42.211055276381906,52.32163423714561,-20.494130385893882,3.92255498536284,-2.5943945041904595,1 days 00:00:00,1 days 00:00:00,1.0009673975751234,0.02195700287634139,0.13746902761668628,0.0011640261434067228,1.1015486076268546,0.2894240902846402,0.014042852456317017,-0.9999869811725055,74.89649981181785,2.2468949943545353,5,0.04933507985387961,0 days 23:59:59.999999999,0
Mean Avg Winning Trade [%],21,34,2,0,2657,2658 days 00:00:00,1000.0,995.0214634413726,-0.4978536558627411,33562.49688543967,100.0,281.9496410534608,32.28388272087669,2534 days 00:00:00,136,136,0,0.0,39.705882352941174,10.845976108030559,-11.616814817175324,3.8940768249503406,-2.4355411225497097,1 days 00:00:00,1 days 00:00:00,0.9976523191727141,-0.0366068864604987,0.08275837779630074,-0.0021222098958397794,1.051505103684437,0.13275432612420443,-0.02202285950163692,-1.0000148336298567,51.185547610086566,1.535566428302597,4,-0.056212305893426684,0 days 23:59:59.999999999,0
