Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Win Rate [%],ATOM-USD,MACD,5,8,5,false,false,0,191,1.7172439643591026,59.16230366492147,1.4800952769105877,1.0387636714909885,2.165941595811877,13.765745837207554,0 days 23:59:59.999999999,0.08572710951526032,2.5718132854578095,5.143626570915619,2.671506210791456,0,2228,2229 days 00:00:00,1000.0,5635.105756152312,463.5105756152312,-36.308930283122564,100.0,1474.096729216605,26.244365374688172,393 days 00:00:00,191,0.0,23.062024816659388,-15.591805779525108,3.9544813516340565,-3.1852888651265334,1 days 00:00:00,1 days 00:00:00,24.26756940393878,1.1031014353157071,1.247026333080653,1.763937852662726,4.431745721849703,67.77962477686759,4.146801267663253,0.05390070921985815,-0.0009990009990009405,None,None,0.0008901881658764443,0.22432741780086396,4.635105756152302,0.21588743387230602,0.2447445724129729,191,191,2228,14
Most Expectancy,ATOM-USD,MACD,5,8,5,false,false,0,191,1.7172439643591026,59.16230366492147,1.4800952769105877,1.0387636714909885,2.165941595811877,13.765745837207554,0 days 23:59:59.999999999,0.08572710951526032,2.5718132854578095,5.143626570915619,2.671506210791456,0,2228,2229 days 00:00:00,1000.0,5635.105756152312,463.5105756152312,-36.308930283122564,100.0,1474.096729216605,26.244365374688172,393 days 00:00:00,191,0.0,23.062024816659388,-15.591805779525108,3.9544813516340565,-3.1852888651265334,1 days 00:00:00,1 days 00:00:00,24.26756940393878,1.1031014353157071,1.247026333080653,1.763937852662726,4.431745721849703,67.77962477686759,4.146801267663253,0.05390070921985815,-0.0009990009990009405,None,None,0.0008901881658764443,0.22432741780086396,4.635105756152302,0.21588743387230602,0.2447445724129729,191,191,2228,14
Most Sharpe Ratio,ATOM-USD,MACD,5,8,5,false,false,0,191,1.7172439643591026,59.16230366492147,1.4800952769105877,1.0387636714909885,2.165941595811877,13.765745837207554,0 days 23:59:59.999999999,0.08572710951526032,2.5718132854578095,5.143626570915619,2.671506210791456,0,2228,2229 days 00:00:00,1000.0,5635.105756152312,463.5105756152312,-36.308930283122564,100.0,1474.096729216605,26.244365374688172,393 days 00:00:00,191,0.0,23.062024816659388,-15.591805779525108,3.9544813516340565,-3.1852888651265334,1 days 00:00:00,1 days 00:00:00,24.26756940393878,1.1031014353157071,1.247026333080653,1.763937852662726,4.431745721849703,67.77962477686759,4.146801267663253,0.05390070921985815,-0.0009990009990009405,None,None,0.0008901881658764443,0.22432741780086396,4.635105756152302,0.21588743387230602,0.2447445724129729,191,191,2228,14
Most Calmar Ratio,ATOM-USD,MACD,5,8,5,false,false,0,191,1.7172439643591026,59.16230366492147,1.4800952769105877,1.0387636714909885,2.165941595811877,13.765745837207554,0 days 23:59:59.999999999,0.08572710951526032,2.5718132854578095,5.143626570915619,2.671506210791456,0,2228,2229 days 00:00:00,1000.0,5635.105756152312,463.5105756152312,-36.308930283122564,100.0,1474.096729216605,26.244365374688172,393 days 00:00:00,191,0.0,23.062024816659388,-15.591805779525108,3.9544813516340565,-3.1852888651265334,1 days 00:00:00,1 days 00:00:00,24.26756940393878,1.1031014353157071,1.247026333080653,1.763937852662726,4.431745721849703,67.77962477686759,4.146801267663253,0.05390070921985815,-0.0009990009990009405,None,None,0.0008901881658764443,0.22432741780086396,4.635105756152302,0.21588743387230602,0.2447445724129729,191,191,2228,14
Most Total Return [%],ATOM-USD,MACD,2,5,5,false,false,0,321,1.4675637558826653,48.90965732087228,1.165466536816933,0.7026441936473884,1.7577115722606513,14.333501820983788,0 days 23:59:59.999999999,0.1440754039497307,4.322262118491921,8.644524236983843,3.037012380980409,0,2228,2229 days 00:00:00,1000.0,5841.251880479881,484.1251880479881,-36.308930283122564,100.0,3771.5502044944647,49.7434202173144,862 days 00:00:00,321,0.0,32.2035692700861,-14.02567874238898,4.655450752504591,-3.081445012087862,1 days 00:00:00,1 days 00:00:00,15.081781559127435,0.894788936124688,0.6736691753585434,1.4328263091220406,4.838122876840817,62.740378744654016,4.352547844691499,0.07681159420289856,-0.013865782431880335,None,None,0.0010120271605781926,0.25503084446570456,4.841251880479878,0.22083639453708037,0.34301907012263194,321,321,2228,14
Most Total Fees Paid,ATOM-USD,MACD,2,5,5,false,false,0,321,1.4675637558826653,48.90965732087228,1.165466536816933,0.7026441936473884,1.7577115722606513,14.333501820983788,0 days 23:59:59.999999999,0.1440754039497307,4.322262118491921,8.644524236983843,3.037012380980409,0,2228,2229 days 00:00:00,1000.0,5841.251880479881,484.1251880479881,-36.308930283122564,100.0,3771.5502044944647,49.7434202173144,862 days 00:00:00,321,0.0,32.2035692700861,-14.02567874238898,4.655450752504591,-3.081445012087862,1 days 00:00:00,1 days 00:00:00,15.081781559127435,0.894788936124688,0.6736691753585434,1.4328263091220406,4.838122876840817,62.740378744654016,4.352547844691499,0.07681159420289856,-0.013865782431880335,None,None,0.0010120271605781926,0.25503084446570456,4.841251880479878,0.22083639453708037,0.34301907012263194,321,321,2228,14
Median Win Rate [%],ATOM-USD,MACD,3,6,6,false,false,0,247,1.3221349647287057,47.368421052631575,1.1543563711228255,0.5705030559309627,1.126220980751751,5.641582952578973,0 days 23:59:59.999999999,0.11086175942549371,3.3258527827648114,6.651705565529623,1.8974091761438212,0,2228,2229 days 00:00:00,1000.0,2685.309118285201,168.5309118285201,-36.308930283122564,100.0,1226.802510784407,47.6503576875362,887 days 00:00:00,247,0.0,32.20356927008612,-15.591805779525108,4.855354175298734,-3.2858629515000306,1 days 00:00:00,1 days 00:00:00,6.823113839211352,0.6057552183214597,0.36845223986340586,1.3210889175354847,4.551457064296382,68.44595251537854,4.163095328368136,0.05639810426540284,-0.007001497468266589,None,None,0.0006322966807520097,0.15933876354950646,1.6853091182851991,0.11814989413092558,0.31657049880191024,247,247,2228,14
Mean Win Rate [%],ATOM-USD,MACD,2,4,17,false,false,0,275,1.2971368912092294,47.27272727272727,1.1072792341009559,0.5241657684594434,1.0519624855517753,5.692161611248914,0 days 23:59:59.999999999,0.12342908438061041,3.7028725314183126,7.405745062836625,1.9409190259382443,0,2228,2229 days 00:00:00,1000.0,2703.6736881998086,170.36736881998084,-36.308930283122564,100.0,1788.3739517905653,57.852361113261296,887 days 00:00:00,275,0.0,32.20356927008609,-15.591805779525117,4.777579874775157,-3.289239982030507,1 days 00:00:00,1 days 00:00:00,6.19517704799928,0.6059102057168324,0.3057464677994679,1.2942215352848683,3.3587439353441777,56.48871378118335,4.098368195068763,0.06294706723891273,-0.009174519995526709,None,None,0.0006468060065222935,0.16299511364361796,1.7036736881998027,0.11901180721174853,0.32375201438178336,275,275,2228,14
Least Max Drawdown Duration,ATOM-USD,MACD,6,7,6,false,false,0,182,1.2205550586968894,53.84615384615385,1.176856145114407,0.4803676747554293,0.8219595282001009,3.4061673385022004,0 days 23:59:59.999999999,0.08168761220825853,2.4506283662477557,4.901256732495511,1.177202649984131,0,2228,2229 days 00:00:00,1000.0,1873.6536214320297,87.36536214320297,-36.308930283122564,100.0,601.5111432199093,37.061813468886506,1025 days 00:00:00,182,0.0,23.062024816659385,-15.591805779525119,3.896682825545155,-3.5053333344992508,1 days 00:00:00,1 days 00:00:00,4.800294623252917,0.49895290496357914,0.2921848673394881,1.2873930434556944,2.6246286916358903,65.25811588413482,3.3987176347230372,0.046970408642555195,-0.0009990009990009454,None,None,0.000392306409258277,0.0988612151330858,0.8736536214320263,0.07356647031844465,0.23845835878784893,182,182,2228,14
Median Best Trade [%],ATOM-USD,MACD,2,10,16,false,false,0,185,1.1982076015629368,51.891891891891895,1.1777815696618321,0.507028519677247,0.8814945980185396,3.6837957009560447,0 days 23:59:59.999999999,0.08303411131059246,2.4910233393177736,4.982046678635547,1.2630198762157634,0,2228,2229 days 00:00:00,1000.0,1974.4575100015707,97.44575100015706,-36.308930283122564,100.0,612.0058511272581,56.117170363671406,1194 days 00:00:00,185,0.0,23.062024816659385,-15.591805779525117,4.1675462527404745,-3.4413951025033134,1 days 00:00:00,1 days 00:00:00,5.267337891900386,0.5220515061564945,0.2099896437089797,1.2969865735156485,3.0714410192500963,63.58413168363921,3.6502817996883743,0.04549718574108818,-0.0009990009990009628,None,None,0.00042090066244401933,0.10606696693589288,0.9744575100015658,0.07994566084839083,0.24451919582978957,185,185,2228,14
