Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],5,31,6,0,6594,6595 days 00:00:00,1000.0,2551.2108721629806,155.12108721629806,278644.875986693,100.0,1821.634977814374,37.71001073012525,2771 days 00:00:00,401,401,0,0.0,51.12219451371571,13.606891758182659,-15.424659539669141,2.6235994066812025,-2.154430875977602,1 days 00:00:00,1 days 00:00:00,1.1628704046415408,3.8683562896832413,0.40835923653729644,0.14107987539273545,1.2610017684125723,0.6656131695543397,14,2.4076799830110893,86.41076623288977,3.509391713978384,0.033213222622591264,0.2882030590474727,-0.0009990009990010497,None,None,0.00017529869085382418,0.04417527009516369,1.551210872162971,0.036435045929694265,0.13019160834952456,-0.9994433018491117,9550.833333333334,0.04198586510775674,0.035493351444690645,1.2770700636942676,2.554140127388535,0.3680554989746387,0 days 23:59:59.999999999,false
Most Profit Factor,5,31,6,0,6594,6595 days 00:00:00,1000.0,2551.2108721629806,155.12108721629806,278644.875986693,100.0,1821.634977814374,37.71001073012525,2771 days 00:00:00,401,401,0,0.0,51.12219451371571,13.606891758182659,-15.424659539669141,2.6235994066812025,-2.154430875977602,1 days 00:00:00,1 days 00:00:00,1.1628704046415408,3.8683562896832413,0.40835923653729644,0.14107987539273545,1.2610017684125723,0.6656131695543397,14,2.4076799830110893,86.41076623288977,3.509391713978384,0.033213222622591264,0.2882030590474727,-0.0009990009990010497,None,None,0.00017529869085382418,0.04417527009516369,1.551210872162971,0.036435045929694265,0.13019160834952456,-0.9994433018491117,9550.833333333334,0.04198586510775674,0.035493351444690645,1.2770700636942676,2.554140127388535,0.3680554989746387,0 days 23:59:59.999999999,false
Most Expectancy,5,31,6,0,6594,6595 days 00:00:00,1000.0,2551.2108721629806,155.12108721629806,278644.875986693,100.0,1821.634977814374,37.71001073012525,2771 days 00:00:00,401,401,0,0.0,51.12219451371571,13.606891758182659,-15.424659539669141,2.6235994066812025,-2.154430875977602,1 days 00:00:00,1 days 00:00:00,1.1628704046415408,3.8683562896832413,0.40835923653729644,0.14107987539273545,1.2610017684125723,0.6656131695543397,14,2.4076799830110893,86.41076623288977,3.509391713978384,0.033213222622591264,0.2882030590474727,-0.0009990009990010497,None,None,0.00017529869085382418,0.04417527009516369,1.551210872162971,0.036435045929694265,0.13019160834952456,-0.9994433018491117,9550.833333333334,0.04198586510775674,0.035493351444690645,1.2770700636942676,2.554140127388535,0.3680554989746387,0 days 23:59:59.999999999,false
Most Sharpe Ratio,5,31,6,0,6594,6595 days 00:00:00,1000.0,2551.2108721629806,155.12108721629806,278644.875986693,100.0,1821.634977814374,37.71001073012525,2771 days 00:00:00,401,401,0,0.0,51.12219451371571,13.606891758182659,-15.424659539669141,2.6235994066812025,-2.154430875977602,1 days 00:00:00,1 days 00:00:00,1.1628704046415408,3.8683562896832413,0.40835923653729644,0.14107987539273545,1.2610017684125723,0.6656131695543397,14,2.4076799830110893,86.41076623288977,3.509391713978384,0.033213222622591264,0.2882030590474727,-0.0009990009990010497,None,None,0.00017529869085382418,0.04417527009516369,1.551210872162971,0.036435045929694265,0.13019160834952456,-0.9994433018491117,9550.833333333334,0.04198586510775674,0.035493351444690645,1.2770700636942676,2.554140127388535,0.3680554989746387,0 days 23:59:59.999999999,false
Most Calmar Ratio,5,31,6,0,6594,6595 days 00:00:00,1000.0,2551.2108721629806,155.12108721629806,278644.875986693,100.0,1821.634977814374,37.71001073012525,2771 days 00:00:00,401,401,0,0.0,51.12219451371571,13.606891758182659,-15.424659539669141,2.6235994066812025,-2.154430875977602,1 days 00:00:00,1 days 00:00:00,1.1628704046415408,3.8683562896832413,0.40835923653729644,0.14107987539273545,1.2610017684125723,0.6656131695543397,14,2.4076799830110893,86.41076623288977,3.509391713978384,0.033213222622591264,0.2882030590474727,-0.0009990009990010497,None,None,0.00017529869085382418,0.04417527009516369,1.551210872162971,0.036435045929694265,0.13019160834952456,-0.9994433018491117,9550.833333333334,0.04198586510775674,0.035493351444690645,1.2770700636942676,2.554140127388535,0.3680554989746387,0 days 23:59:59.999999999,false
Most Omega Ratio,5,31,6,0,6594,6595 days 00:00:00,1000.0,2551.2108721629806,155.12108721629806,278644.875986693,100.0,1821.634977814374,37.71001073012525,2771 days 00:00:00,401,401,0,0.0,51.12219451371571,13.606891758182659,-15.424659539669141,2.6235994066812025,-2.154430875977602,1 days 00:00:00,1 days 00:00:00,1.1628704046415408,3.8683562896832413,0.40835923653729644,0.14107987539273545,1.2610017684125723,0.6656131695543397,14,2.4076799830110893,86.41076623288977,3.509391713978384,0.033213222622591264,0.2882030590474727,-0.0009990009990010497,None,None,0.00017529869085382418,0.04417527009516369,1.551210872162971,0.036435045929694265,0.13019160834952456,-0.9994433018491117,9550.833333333334,0.04198586510775674,0.035493351444690645,1.2770700636942676,2.554140127388535,0.3680554989746387,0 days 23:59:59.999999999,false
Most Sortino Ratio,5,31,6,0,6594,6595 days 00:00:00,1000.0,2551.2108721629806,155.12108721629806,278644.875986693,100.0,1821.634977814374,37.71001073012525,2771 days 00:00:00,401,401,0,0.0,51.12219451371571,13.606891758182659,-15.424659539669141,2.6235994066812025,-2.154430875977602,1 days 00:00:00,1 days 00:00:00,1.1628704046415408,3.8683562896832413,0.40835923653729644,0.14107987539273545,1.2610017684125723,0.6656131695543397,14,2.4076799830110893,86.41076623288977,3.509391713978384,0.033213222622591264,0.2882030590474727,-0.0009990009990010497,None,None,0.00017529869085382418,0.04417527009516369,1.551210872162971,0.036435045929694265,0.13019160834952456,-0.9994433018491117,9550.833333333334,0.04198586510775674,0.035493351444690645,1.2770700636942676,2.554140127388535,0.3680554989746387,0 days 23:59:59.999999999,false
Most Total Fees Paid,3,28,12,0,6594,6595 days 00:00:00,1000.0,2416.9446910219085,141.69446910219085,278644.875986693,100.0,2145.2168583394614,49.769068057533495,5203 days 00:00:00,398,398,0,0.0,49.74874371859296,19.508431409427317,-12.12882879103449,2.819364676738662,-2.223123862849721,1 days 00:00:00,1 days 00:00:00,1.1155549630402681,3.5601625402560373,0.3724617206572669,0.1005737059321322,1.2445878344322576,0.6064070751602366,14,3.0446144761476037,101.25456191342211,3.5413634515970993,0.03240450845335003,0.28545083774952507,-0.0009990009990010654,None,None,0.00017232629820177538,0.04342622714684739,1.4169446910218988,0.03429616537602831,0.14031904371033294,-0.9994914872609789,9550.833333333334,0.04167175639123986,0.029395784649264515,1.267515923566879,2.535031847133758,0.36181348224302856,0 days 23:59:59.999999999,false
Least Max Drawdown Duration,5,8,18,0,6594,6595 days 00:00:00,1000.0,1924.046216718973,92.4046216718973,278644.875986693,100.0,1566.0384543220787,38.93679075072946,1519 days 00:00:00,400,400,0,0.0,49.5,13.606891758182668,-11.14085905024623,2.595385514933128,-2.1151779984200516,1 days 00:00:00,1 days 00:00:00,1.112332321273105,2.310115541797426,0.31103898403204766,0.09472618450878711,1.193760381910053,0.5015667842535123,14,2.7545317800846347,82.0961959998205,3.4876528804823175,0.03191988734157409,0.21655094068977232,-0.0009990009990010365,None,None,0.00013140308766621648,0.03311357809188655,0.9240462167189822,0.025321565342194097,0.12812605315859615,-0.9996683785361397,9550.833333333334,0.04188116220225111,0.018359007064936993,1.2738853503184713,2.5477707006369426,0.2758610709423851,1 days 00:00:00,false
Most Worst Trade [%],28,30,32,0,6594,6595 days 00:00:00,1000.0,1117.5343849193562,11.753438491935617,278644.875986693,100.0,307.8061632791995,34.10340182529948,3909 days 00:00:00,118,118,0,0.0,50.847457627118644,13.606891758182673,-8.97197236181836,2.358554656865808,-2.144261734285808,1 days 00:00:00,1 days 00:00:00,1.0712530831432665,0.9960541094860691,0.11479446792580175,0.01808954329634275,1.1315334335493248,0.19591757580282737,14,8.717519049944809,361.43070043178164,3.2462024732972403,0.009335782063054791,0.1453059222319626,0.0,None,None,0.000026016508013888287,0.006556160019499848,0.11753438491935486,0.004255192060570456,0.0687344952018851,-0.9999578192907717,9550.833333333334,0.012354942849664078,0.001417556738743353,0.37579617834394907,0.7515923566878981,0.05460541026551461,0 days 23:59:59.999999999,false
