Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
Most Total Return [%],TSM,MACD,8,34,17,false,false,0,254,0.8849644491689558,50.0,1.1781144634852518,0.21737993025032498,0.55259155430777,-0.9759615848749227,1 days 00:00:00,0.02531241102217723,0.769919168591224,1.539838337182448,0.16736497516674848,0,6928,6929 days 00:00:00,1000.0,1603.5731425868626,60.357314258686266,2510.8691211393643,100.0,885.7552414028864,23.443099580849474,2283 days 00:00:00,254,0.0,13.016331142740501,-7.827785996176654,1.9807889234735925,-1.5460290629729425,1 days 00:00:00,1 days 00:00:00,2.376272214908898,0.3137325391713454,0.10744291742525201,1.2639556973863262,6.259123045246231,179.64769243863077,3.5277569464364578,0.01972038263428992,-0.0009990009990008045,None,None,0.00007972272609172657,0.020090126975115096,0.6035731425868629,0.017322968647203396,0.07706714649716218,254,254,10034.603174603175,14
Most Profit Factor,TSM,MACD,8,34,17,false,false,0,254,0.8849644491689558,50.0,1.1781144634852518,0.21737993025032498,0.55259155430777,-0.9759615848749227,1 days 00:00:00,0.02531241102217723,0.769919168591224,1.539838337182448,0.16736497516674848,0,6928,6929 days 00:00:00,1000.0,1603.5731425868626,60.357314258686266,2510.8691211393643,100.0,885.7552414028864,23.443099580849474,2283 days 00:00:00,254,0.0,13.016331142740501,-7.827785996176654,1.9807889234735925,-1.5460290629729425,1 days 00:00:00,1 days 00:00:00,2.376272214908898,0.3137325391713454,0.10744291742525201,1.2639556973863262,6.259123045246231,179.64769243863077,3.5277569464364578,0.01972038263428992,-0.0009990009990008045,None,None,0.00007972272609172657,0.020090126975115096,0.6035731425868629,0.017322968647203396,0.07706714649716218,254,254,10034.603174603175,14
Most Expectancy,TSM,MACD,8,34,17,false,false,0,254,0.8849644491689558,50.0,1.1781144634852518,0.21737993025032498,0.55259155430777,-0.9759615848749227,1 days 00:00:00,0.02531241102217723,0.769919168591224,1.539838337182448,0.16736497516674848,0,6928,6929 days 00:00:00,1000.0,1603.5731425868626,60.357314258686266,2510.8691211393643,100.0,885.7552414028864,23.443099580849474,2283 days 00:00:00,254,0.0,13.016331142740501,-7.827785996176654,1.9807889234735925,-1.5460290629729425,1 days 00:00:00,1 days 00:00:00,2.376272214908898,0.3137325391713454,0.10744291742525201,1.2639556973863262,6.259123045246231,179.64769243863077,3.5277569464364578,0.01972038263428992,-0.0009990009990008045,None,None,0.00007972272609172657,0.020090126975115096,0.6035731425868629,0.017322968647203396,0.07706714649716218,254,254,10034.603174603175,14
Most Sharpe Ratio,TSM,MACD,8,34,17,false,false,0,254,0.8849644491689558,50.0,1.1781144634852518,0.21737993025032498,0.55259155430777,-0.9759615848749227,1 days 00:00:00,0.02531241102217723,0.769919168591224,1.539838337182448,0.16736497516674848,0,6928,6929 days 00:00:00,1000.0,1603.5731425868626,60.357314258686266,2510.8691211393643,100.0,885.7552414028864,23.443099580849474,2283 days 00:00:00,254,0.0,13.016331142740501,-7.827785996176654,1.9807889234735925,-1.5460290629729425,1 days 00:00:00,1 days 00:00:00,2.376272214908898,0.3137325391713454,0.10744291742525201,1.2639556973863262,6.259123045246231,179.64769243863077,3.5277569464364578,0.01972038263428992,-0.0009990009990008045,None,None,0.00007972272609172657,0.020090126975115096,0.6035731425868629,0.017322968647203396,0.07706714649716218,254,254,10034.603174603175,14
Most Omega Ratio,TSM,MACD,8,34,17,false,false,0,254,0.8849644491689558,50.0,1.1781144634852518,0.21737993025032498,0.55259155430777,-0.9759615848749227,1 days 00:00:00,0.02531241102217723,0.769919168591224,1.539838337182448,0.16736497516674848,0,6928,6929 days 00:00:00,1000.0,1603.5731425868626,60.357314258686266,2510.8691211393643,100.0,885.7552414028864,23.443099580849474,2283 days 00:00:00,254,0.0,13.016331142740501,-7.827785996176654,1.9807889234735925,-1.5460290629729425,1 days 00:00:00,1 days 00:00:00,2.376272214908898,0.3137325391713454,0.10744291742525201,1.2639556973863262,6.259123045246231,179.64769243863077,3.5277569464364578,0.01972038263428992,-0.0009990009990008045,None,None,0.00007972272609172657,0.020090126975115096,0.6035731425868629,0.017322968647203396,0.07706714649716218,254,254,10034.603174603175,14
Most Sortino Ratio,TSM,MACD,8,34,17,false,false,0,254,0.8849644491689558,50.0,1.1781144634852518,0.21737993025032498,0.55259155430777,-0.9759615848749227,1 days 00:00:00,0.02531241102217723,0.769919168591224,1.539838337182448,0.16736497516674848,0,6928,6929 days 00:00:00,1000.0,1603.5731425868626,60.357314258686266,2510.8691211393643,100.0,885.7552414028864,23.443099580849474,2283 days 00:00:00,254,0.0,13.016331142740501,-7.827785996176654,1.9807889234735925,-1.5460290629729425,1 days 00:00:00,1 days 00:00:00,2.376272214908898,0.3137325391713454,0.10744291742525201,1.2639556973863262,6.259123045246231,179.64769243863077,3.5277569464364578,0.01972038263428992,-0.0009990009990008045,None,None,0.00007972272609172657,0.020090126975115096,0.6035731425868629,0.017322968647203396,0.07706714649716218,254,254,10034.603174603175,14
Most Win Rate [%],TSM,MACD,15,23,7,false,false,0,302,0.8544784231577544,53.973509933774835,1.0508671463302708,0.08013193981263189,0.17887083074631965,-0.9941573768484512,0 days 23:59:59.999999999,0.030095858774399697,0.9154157043879907,1.8308314087759814,0.0733540361275565,0,6928,6929 days 00:00:00,1000.0,1146.7006205767784,14.67006205767783,2510.8691211393643,100.0,682.6971355087776,35.82215174742112,3127 days 00:00:00,302,0.0,9.983697706432729,-16.915713967403466,1.7274943235000961,-1.8516671144395744,1 days 00:00:00,1 days 00:00:00,0.48576364429396257,0.12148283155342392,0.020202508556120456,1.0884858738743484,-0.7035458091175912,222.12885211221712,2.824880006007237,0.024848395207809494,-0.0009990009990008594,None,None,0.00003496899358289017,0.008812186382888323,0.1467006205767747,0.0049909059831387825,0.0873001379525092,302,302,10034.603174603175,14
Most Calmar Ratio,TSM,MACD,18,36,6,false,false,0,277,0.8537344192612988,49.458483754512635,1.1601129937143817,0.18258226025871105,0.4712599624256812,-0.9795698301243883,0 days 23:59:59.999999999,0.027604479736783826,0.8396362586605081,1.6792725173210161,0.1533026859014033,0,6928,6929 days 00:00:00,1000.0,1512.9748268030526,51.29748268030524,2510.8691211393643,100.0,799.4092553479113,17.19154363130116,1457 days 00:00:00,277,0.0,13.016331142740484,-8.822320204232664,1.9813738216179335,-1.5776637676428136,1 days 00:00:00,1 days 00:00:00,1.8518946815994592,0.2680715437076595,0.12827277607016252,1.2156597773361002,6.505985901343108,185.97112454878786,3.5607623265234674,0.02077195050088391,-0.0009990009990008427,None,None,0.00007303068035695685,0.018403731449953126,0.5129748268030545,0.01517351388254018,0.08262307114813347,277,277,10034.603174603175,14
Least Max Drawdown [%],TSM,MACD,6,36,18,false,false,0,278,0.8259779412456201,48.92086330935252,1.136638557564477,0.15451584380156858,0.40452173408625003,-0.9837887634458994,0 days 23:59:59.999999999,0.027704134898288463,0.8426674364896073,1.6853348729792146,0.13020546999329638,0,6928,6929 days 00:00:00,1000.0,1407.042932791768,40.704293279176795,2510.8691211393643,100.0,745.5361945489088,17.1915436313011,1457 days 00:00:00,278,0.0,13.016331142740517,-8.822320204232673,1.9387294291855244,-1.5543084351577132,1 days 00:00:00,1 days 00:00:00,1.4641832114811884,0.23237213589931,0.1055839366909093,1.1833899482472732,6.477580249683204,192.8908625004391,3.516358703363324,0.020621593754603037,-0.0009990009990008433,None,None,0.00006203373763112741,0.015632501883044107,0.40704293279176373,0.012497064697820637,0.08096374746349384,278,278,10034.603174603175,14
Least Max Drawdown Duration,TSM,MACD,6,36,18,false,false,0,278,0.8259779412456201,48.92086330935252,1.136638557564477,0.15451584380156858,0.40452173408625003,-0.9837887634458994,0 days 23:59:59.999999999,0.027704134898288463,0.8426674364896073,1.6853348729792146,0.13020546999329638,0,6928,6929 days 00:00:00,1000.0,1407.042932791768,40.704293279176795,2510.8691211393643,100.0,745.5361945489088,17.1915436313011,1457 days 00:00:00,278,0.0,13.016331142740517,-8.822320204232673,1.9387294291855244,-1.5543084351577132,1 days 00:00:00,1 days 00:00:00,1.4641832114811884,0.23237213589931,0.1055839366909093,1.1833899482472732,6.477580249683204,192.8908625004391,3.516358703363324,0.020621593754603037,-0.0009990009990008433,None,None,0.00006203373763112741,0.015632501883044107,0.40704293279176373,0.012497064697820637,0.08096374746349384,278,278,10034.603174603175,14
