Metric Type,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Expectancy Adjusted,Beats BNH [%],Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
Most Total Return [%],25,29,33,0,17425,726 days 02:00:00,1000.0,664.1542490214605,-33.58457509785395,224.88076302386864,100.0,503.1002032573854,35.1543479653067,635 days 12:00:00,299,299,0,0.0,28.762541806020064,3.4030447749970008,-2.7113278297738077,0.4715204965327934,-0.38032326879345474,0 days 01:00:00,0 days 01:00:00,0.5059527199823652,-1.1232299363830802,-2.8722931611017524,-0.5289315459962449,0.5542961550131472,-4.530271578350025,14,10.530934330929513,626.6649067531009,2.5435459075836957,0.006178185807494659,0.0001,0.0,None,None,-0.000023199944577824184,-0.14031326480668066,-0.33584575097853986,-0.13240845121283806,0.058791714794787564,0.000047151707878721416,-1.1493439218466601,0.4118220946915352,12.354662840746053,24.709325681492107,0.0012354662840746054,0 days 00:59:59.999999999,false
Most Win Rate [%],25,29,33,0,17425,726 days 02:00:00,1000.0,664.1542490214605,-33.58457509785395,224.88076302386864,100.0,503.1002032573854,35.1543479653067,635 days 12:00:00,299,299,0,0.0,28.762541806020064,3.4030447749970008,-2.7113278297738077,0.4715204965327934,-0.38032326879345474,0 days 01:00:00,0 days 01:00:00,0.5059527199823652,-1.1232299363830802,-2.8722931611017524,-0.5289315459962449,0.5542961550131472,-4.530271578350025,14,10.530934330929513,626.6649067531009,2.5435459075836957,0.006178185807494659,0.0001,0.0,None,None,-0.000023199944577824184,-0.14031326480668066,-0.33584575097853986,-0.13240845121283806,0.058791714794787564,0.000047151707878721416,-1.1493439218466601,0.4118220946915352,12.354662840746053,24.709325681492107,0.0012354662840746054,0 days 00:59:59.999999999,false
Most Profit Factor,25,29,33,0,17425,726 days 02:00:00,1000.0,664.1542490214605,-33.58457509785395,224.88076302386864,100.0,503.1002032573854,35.1543479653067,635 days 12:00:00,299,299,0,0.0,28.762541806020064,3.4030447749970008,-2.7113278297738077,0.4715204965327934,-0.38032326879345474,0 days 01:00:00,0 days 01:00:00,0.5059527199823652,-1.1232299363830802,-2.8722931611017524,-0.5289315459962449,0.5542961550131472,-4.530271578350025,14,10.530934330929513,626.6649067531009,2.5435459075836957,0.006178185807494659,0.0001,0.0,None,None,-0.000023199944577824184,-0.14031326480668066,-0.33584575097853986,-0.13240845121283806,0.058791714794787564,0.000047151707878721416,-1.1493439218466601,0.4118220946915352,12.354662840746053,24.709325681492107,0.0012354662840746054,0 days 00:59:59.999999999,false
Most Sharpe Ratio,25,29,33,0,17425,726 days 02:00:00,1000.0,664.1542490214605,-33.58457509785395,224.88076302386864,100.0,503.1002032573854,35.1543479653067,635 days 12:00:00,299,299,0,0.0,28.762541806020064,3.4030447749970008,-2.7113278297738077,0.4715204965327934,-0.38032326879345474,0 days 01:00:00,0 days 01:00:00,0.5059527199823652,-1.1232299363830802,-2.8722931611017524,-0.5289315459962449,0.5542961550131472,-4.530271578350025,14,10.530934330929513,626.6649067531009,2.5435459075836957,0.006178185807494659,0.0001,0.0,None,None,-0.000023199944577824184,-0.14031326480668066,-0.33584575097853986,-0.13240845121283806,0.058791714794787564,0.000047151707878721416,-1.1493439218466601,0.4118220946915352,12.354662840746053,24.709325681492107,0.0012354662840746054,0 days 00:59:59.999999999,false
Most Omega Ratio,25,29,33,0,17425,726 days 02:00:00,1000.0,664.1542490214605,-33.58457509785395,224.88076302386864,100.0,503.1002032573854,35.1543479653067,635 days 12:00:00,299,299,0,0.0,28.762541806020064,3.4030447749970008,-2.7113278297738077,0.4715204965327934,-0.38032326879345474,0 days 01:00:00,0 days 01:00:00,0.5059527199823652,-1.1232299363830802,-2.8722931611017524,-0.5289315459962449,0.5542961550131472,-4.530271578350025,14,10.530934330929513,626.6649067531009,2.5435459075836957,0.006178185807494659,0.0001,0.0,None,None,-0.000023199944577824184,-0.14031326480668066,-0.33584575097853986,-0.13240845121283806,0.058791714794787564,0.000047151707878721416,-1.1493439218466601,0.4118220946915352,12.354662840746053,24.709325681492107,0.0012354662840746054,0 days 00:59:59.999999999,false
Most Sortino Ratio,25,29,33,0,17425,726 days 02:00:00,1000.0,664.1542490214605,-33.58457509785395,224.88076302386864,100.0,503.1002032573854,35.1543479653067,635 days 12:00:00,299,299,0,0.0,28.762541806020064,3.4030447749970008,-2.7113278297738077,0.4715204965327934,-0.38032326879345474,0 days 01:00:00,0 days 01:00:00,0.5059527199823652,-1.1232299363830802,-2.8722931611017524,-0.5289315459962449,0.5542961550131472,-4.530271578350025,14,10.530934330929513,626.6649067531009,2.5435459075836957,0.006178185807494659,0.0001,0.0,None,None,-0.000023199944577824184,-0.14031326480668066,-0.33584575097853986,-0.13240845121283806,0.058791714794787564,0.000047151707878721416,-1.1493439218466601,0.4118220946915352,12.354662840746053,24.709325681492107,0.0012354662840746054,0 days 00:59:59.999999999,false
Least Max Drawdown [%],22,31,35,0,17425,726 days 02:00:00,1000.0,651.544227537641,-34.845577246235905,224.88076302386864,100.0,507.435220951549,35.03737465997087,635 days 12:00:00,302,302,0,0.0,28.47682119205298,3.4030447749970154,-2.7113278297738126,0.42375755768720563,-0.3651295623793159,0 days 01:00:00,0 days 01:00:00,0.4714690695399881,-1.1538270611336379,-3.1756471173533933,-0.552978769687374,0.5217221176165385,-4.891498756727615,14,10.334243178662991,703.348552674884,2.369288515781528,0.006294392793208986,0.0001,0.0,None,None,-0.00002432839761429144,-0.14713814877123463,-0.3484557724623625,-0.13816137018400831,0.055762111756573585,0.000046683313429595056,-1.1549513474504594,0.41595408895265423,12.478622668579627,24.957245337159254,0.0012478622668579628,0 days 00:59:59.999999999,false
Most Calmar Ratio,29,35,35,0,17425,726 days 02:00:00,1000.0,647.3535421116476,-35.26464578883524,224.88076302386864,100.0,438.62166231165,38.321368876296695,637 days 20:00:00,269,269,0,0.0,25.27881040892193,3.4030447749970034,-1.7628658874600862,0.49344647277852033,-0.38125799400199734,0 days 01:00:00,0 days 01:00:00,0.43608908401736,-1.3109533750496383,-3.2657194268590293,-0.5124041535982423,0.48946329347759987,-5.152663670338551,14,13.453394637292886,712.2957151288251,2.537332705268937,0.0050175904031374355,0.0001,0.0,None,None,-0.00002470539625765497,-0.14941823656629724,-0.3526464578883505,-0.14008931858657014,0.05506439838782098,0.000041440672801511365,-1.1568148618612268,0.37050215208034437,11.11506456241033,22.23012912482066,0.001111506456241033,0 days 00:59:59.999999999,false
Least Total Trades,30,35,35,0,17425,726 days 02:00:00,1000.0,613.2698857791096,-38.67301142208904,224.88076302386864,100.0,422.98821446527927,39.4747565144192,637 days 20:00:00,265,265,0,0.0,21.88679245283019,3.403044774997014,-1.762865887460088,0.49412391307508396,-0.3728885017718773,0 days 01:00:00,0 days 01:00:00,0.37228297922293074,-1.4593589215882687,-3.8728928257321806,-0.5520402857733512,0.4232334722487387,-5.806801928403525,14,12.416341687799052,756.6707971327731,2.31229994594433,0.004727859778597786,0.0001,0.0,None,None,-0.00002783327176744567,-0.16833562764951143,-0.38673011422088965,-0.1560810011466407,0.05231024155646424,0.000035879987627590475,-1.1719711855388197,0.3649928263988522,10.949784791965566,21.899569583931132,0.0010949784791965567,0 days 00:59:59.999999999,false
Least Max Drawdown Duration,19,35,35,0,17425,726 days 02:00:00,1000.0,607.4798531006313,-39.25201468993687,224.88076302386864,100.0,505.3566167548142,39.73518626128766,635 days 12:00:00,307,307,0,0.0,25.732899022801302,3.403044774997007,-1.3616170937831618,0.43099963306426675,-0.366282800193836,0 days 01:00:00,0 days 01:00:00,0.4247956421732636,-1.2785672537438735,-3.8595256335726105,-0.5577856086072647,0.4664068886355376,-5.884424702397501,14,12.158133347234982,643.1127418359102,2.2871876269627345,0.006003925643690105,0.0001,0.0,None,None,-0.000028367289166446204,-0.17156536487866664,-0.39252014689936765,-0.1588548816148153,0.05349853018132412,0.00004218508036524804,-1.1745458978444088,0.4228407460545194,12.685222381635581,25.370444763271163,0.0012685222381635581,0 days 00:59:59.999999999,false
