Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Win Rate [%],TSM,SMA,68,76,0,false,false,None,1,79,1.4615722090670784,57.692307692307686,2.1577699095684535,7.3205473579389855,1.06079392821283,-0.12671653315105036,53 days 02:09:13.846153846,0.007689855032774603,0.23689847208339282,0.47079822933028703,1.7342264839098638,0,7003,7004 days 00:00:00,1000.0,33469.54801498977,3246.954801498977,3718.099477154761,100.0,1479.4614338756405,49.78943386779407,1725 days 00:00:00,78,3541.0750629607974,250.17002894901043,-23.088580307135242,17.88817481947842,-7.089853725978422,72 days 05:20:00.000000001,27 days 00:00:00,370.8778583593456,0.6866004760055763,0.4032068899772168,1.1414637027600565,0.7676537132752828,9.788213668610947,1.1219607633678577,1.0173829068083051,-0.028210614945652086,,,0.0006776456725901387,0.17076670949271494,32.4695480149899,0.13463466588418282,0.2993265718123948,0,79,10143.234126984127,,,,
Mean Best Trade [%],TSM,SMA,68,76,0,false,false,None,1,79,1.4615722090670784,57.692307692307686,2.1577699095684535,7.3205473579389855,1.06079392821283,-0.12671653315105036,53 days 02:09:13.846153846,0.007689855032774603,0.23689847208339282,0.47079822933028703,1.7342264839098638,0,7003,7004 days 00:00:00,1000.0,33469.54801498977,3246.954801498977,3718.099477154761,100.0,1479.4614338756405,49.78943386779407,1725 days 00:00:00,78,3541.0750629607974,250.17002894901043,-23.088580307135242,17.88817481947842,-7.089853725978422,72 days 05:20:00.000000001,27 days 00:00:00,370.8778583593456,0.6866004760055763,0.4032068899772168,1.1414637027600565,0.7676537132752828,9.788213668610947,1.1219607633678577,1.0173829068083051,-0.028210614945652086,,,0.0006776456725901387,0.17076670949271494,32.4695480149899,0.13463466588418282,0.2993265718123948,0,79,10143.234126984127,,,,
Mean Worst Trade [%],TSM,SMA,68,76,0,false,false,None,1,79,1.4615722090670784,57.692307692307686,2.1577699095684535,7.3205473579389855,1.06079392821283,-0.12671653315105036,53 days 02:09:13.846153846,0.007689855032774603,0.23689847208339282,0.47079822933028703,1.7342264839098638,0,7003,7004 days 00:00:00,1000.0,33469.54801498977,3246.954801498977,3718.099477154761,100.0,1479.4614338756405,49.78943386779407,1725 days 00:00:00,78,3541.0750629607974,250.17002894901043,-23.088580307135242,17.88817481947842,-7.089853725978422,72 days 05:20:00.000000001,27 days 00:00:00,370.8778583593456,0.6866004760055763,0.4032068899772168,1.1414637027600565,0.7676537132752828,9.788213668610947,1.1219607633678577,1.0173829068083051,-0.028210614945652086,,,0.0006776456725901387,0.17076670949271494,32.4695480149899,0.13463466588418282,0.2993265718123948,0,79,10143.234126984127,,,,
Mean Avg Winning Trade [%],TSM,SMA,68,76,0,false,false,None,1,79,1.4615722090670784,57.692307692307686,2.1577699095684535,7.3205473579389855,1.06079392821283,-0.12671653315105036,53 days 02:09:13.846153846,0.007689855032774603,0.23689847208339282,0.47079822933028703,1.7342264839098638,0,7003,7004 days 00:00:00,1000.0,33469.54801498977,3246.954801498977,3718.099477154761,100.0,1479.4614338756405,49.78943386779407,1725 days 00:00:00,78,3541.0750629607974,250.17002894901043,-23.088580307135242,17.88817481947842,-7.089853725978422,72 days 05:20:00.000000001,27 days 00:00:00,370.8778583593456,0.6866004760055763,0.4032068899772168,1.1414637027600565,0.7676537132752828,9.788213668610947,1.1219607633678577,1.0173829068083051,-0.028210614945652086,,,0.0006776456725901387,0.17076670949271494,32.4695480149899,0.13463466588418282,0.2993265718123948,0,79,10143.234126984127,,,,
Mean Avg Losing Trade [%],TSM,SMA,68,76,0,false,false,None,1,79,1.4615722090670784,57.692307692307686,2.1577699095684535,7.3205473579389855,1.06079392821283,-0.12671653315105036,53 days 02:09:13.846153846,0.007689855032774603,0.23689847208339282,0.47079822933028703,1.7342264839098638,0,7003,7004 days 00:00:00,1000.0,33469.54801498977,3246.954801498977,3718.099477154761,100.0,1479.4614338756405,49.78943386779407,1725 days 00:00:00,78,3541.0750629607974,250.17002894901043,-23.088580307135242,17.88817481947842,-7.089853725978422,72 days 05:20:00.000000001,27 days 00:00:00,370.8778583593456,0.6866004760055763,0.4032068899772168,1.1414637027600565,0.7676537132752828,9.788213668610947,1.1219607633678577,1.0173829068083051,-0.028210614945652086,,,0.0006776456725901387,0.17076670949271494,32.4695480149899,0.13463466588418282,0.2993265718123948,0,79,10143.234126984127,,,,
Mean Profit Factor,TSM,SMA,68,76,0,false,false,None,1,79,1.4615722090670784,57.692307692307686,2.1577699095684535,7.3205473579389855,1.06079392821283,-0.12671653315105036,53 days 02:09:13.846153846,0.007689855032774603,0.23689847208339282,0.47079822933028703,1.7342264839098638,0,7003,7004 days 00:00:00,1000.0,33469.54801498977,3246.954801498977,3718.099477154761,100.0,1479.4614338756405,49.78943386779407,1725 days 00:00:00,78,3541.0750629607974,250.17002894901043,-23.088580307135242,17.88817481947842,-7.089853725978422,72 days 05:20:00.000000001,27 days 00:00:00,370.8778583593456,0.6866004760055763,0.4032068899772168,1.1414637027600565,0.7676537132752828,9.788213668610947,1.1219607633678577,1.0173829068083051,-0.028210614945652086,,,0.0006776456725901387,0.17076670949271494,32.4695480149899,0.13463466588418282,0.2993265718123948,0,79,10143.234126984127,,,,
Mean Expectancy,TSM,SMA,68,76,0,false,false,None,1,79,1.4615722090670784,57.692307692307686,2.1577699095684535,7.3205473579389855,1.06079392821283,-0.12671653315105036,53 days 02:09:13.846153846,0.007689855032774603,0.23689847208339282,0.47079822933028703,1.7342264839098638,0,7003,7004 days 00:00:00,1000.0,33469.54801498977,3246.954801498977,3718.099477154761,100.0,1479.4614338756405,49.78943386779407,1725 days 00:00:00,78,3541.0750629607974,250.17002894901043,-23.088580307135242,17.88817481947842,-7.089853725978422,72 days 05:20:00.000000001,27 days 00:00:00,370.8778583593456,0.6866004760055763,0.4032068899772168,1.1414637027600565,0.7676537132752828,9.788213668610947,1.1219607633678577,1.0173829068083051,-0.028210614945652086,,,0.0006776456725901387,0.17076670949271494,32.4695480149899,0.13463466588418282,0.2993265718123948,0,79,10143.234126984127,,,,
Least Worst Trade [%],NTES,SMA,59,65,0,false,false,None,1,87,1.3402115305851003,55.81395348837209,1.4750940019587944,17.55927320448103,0.8623728890075045,-0.9339778443461177,41 days 22:53:01.395348836,0.00940078253099326,0.28926535782140594,0.5752058264724509,5.079289446578031,0,6316,6317 days 00:00:00,1000.0,15624.928062690538,1462.4928062690537,22151.54582252805,100.0,1441.3535930477838,84.25835759107046,1753 days 00:00:00,86,1816.2555525751359,1325.363794273822,-76.56799965449173,39.61372770006624,-10.29898510573187,56 days 13:00:00,23 days 12:37:53.684210526,148.93805244320225,0.5667175152100461,0.2043002902589705,1.1301594830212909,0.7454565245622162,26.29824209145849,1.1516337402991135,0.9813532232285561,-0.033412320500516485,,,0.0007764537033734311,0.19566633325010463,14.624928062690566,0.11589726020083813,0.4155235407377867,0,87,9148.174603174602,,,,
Most Total Return [%],NTES,SMA,12,67,0,false,false,None,1,62,1.3148930308176958,50.81967213114754,1.9760197133446546,24.184165899788958,1.3908951902531803,-0.12342014846887447,58 days 10:13:46.229508196,0.006667996911518475,0.20614312856238126,0.4089613679544015,4.985399620254152,0,6316,6317 days 00:00:00,1000.0,195175.9874829656,19417.59874829656,22151.54582252805,100.0,8547.155234913705,48.154219786079494,1418 days 00:00:00,61,41138.34473920605,1065.3999007582704,-20.30603031229308,55.97699209684161,-8.66842117049879,88 days 13:09:40.645161290,27 days 07:12:00,2508.813815471469,0.873650322645468,0.7398263866077538,1.2064128205557434,1.359359862882755,23.82118018454285,1.1855112448882923,1.0176308539944903,-0.03176539010909047,,,0.0011419200711486196,0.28776385792945214,194.17598748296368,0.2341572536737111,0.39641015135029134,0,62,9148.174603174602,,,,
