Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Most Total Fees Paid,AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Least Max Drawdown [%],AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Most Total Trades,AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Mean Avg Winning Trade [%],AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Median Avg Winning Trade [%],AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Median Avg Losing Trade [%],AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Most Profit Factor,AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Most Expectancy,AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
Most Sharpe Ratio,AAPL,SMA,2,3,0,true,false,None,1,69,0.8863422896512296,44.11764705882353,1.1388107427539207,0.23633773597879704,0.9224893966651628,2.214737824659892,2 days 14:07:03.529411764,0.12897787144362488,3.980769230769231,7.903846153846154,0.9408059874540574,0,364,365 days 00:00:00,1000.0,1130.5498228814056,13.05498228814056,-10.747160435047586,100.0,155.4550717154773,16.056636883636166,202 days 00:00:00,68,-1.1305498228812212,10.017836442689838,-5.9027841721559815,3.287860422039627,-2.1727591214376476,3 days 16:48:00,1 days 17:03:09.473684210,1.9364760691806762,0.5927907398941323,0.8130583249002288,1.1142979200299195,0.6216695265320852,3.4962422232925463,1.9880087891442895,0.5605095541401274,-0.02165115292115923,,,0.00043262618801200205,0.10902179937902451,0.1305498228814046,0.08840818032787445,0.22133907808062592,0,69,527.2222222222222,,,,
