Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Win Rate [%],SOL-USD,SMA,83,87,0,false,false,None,0,65,1.509998541713251,70.76923076923077,2.0048253807068632,4.02032706065561,1.1360598062273897,0.030980520811623915,36 days 23:15:41.538461537,0.014850354123829106,0.4455106237148732,0.8910212474297464,1.7910984163304637,0,4377,4378 days 00:00:00,1000.0,7321.550123426109,632.1550123426109,613.1590263654607,100.0,693.5948958264258,43.732504858256405,2022 days 00:00:00,65,0.0,100.14973166465724,-14.23003991521873,8.10966698787209,-5.880180131552713,40 days 21:54:46.956521739,27 days 10:06:18.947368421,97.25461728347868,0.7485301893879377,0.4128432409040252,1.1634187413784365,0.23649453357311653,16.265859460171754,1.1428603379163207,1.0179885527391659,-0.020914118346389347,,,0.0005551007814507157,0.13988539692558036,6.321550123426076,0.12141667386536548,0.22491023561465048,0,65,4377,,,,
Median Omega Ratio,SOL-USD,SMA,87,88,0,false,false,None,0,117,1.147127936953492,52.991452991452995,1.3719014697779792,1.910081656188747,0.8894119504554457,-0.43933264710291126,20 days 12:55:23.076923076,0.026730637422892393,0.8019191226867717,1.6038382453735434,1.531731005990976,0,4377,4378 days 00:00:00,1000.0,4437.782482172791,343.7782482172791,613.1590263654607,100.0,1012.5795407472643,43.52361115195148,2275 days 00:00:00,117,0.0,95.75871190778032,-19.031832341086286,6.8529668027494415,-3.661897963570581,27 days 02:42:34.838709677,13 days 03:03:16.363636363,29.38275625788711,0.5936195870266119,0.3039347849382201,1.1270922855840775,0.13607638638951988,16.35477707218557,1.1745872603412588,0.9595645412130638,-0.021201320783477022,,,0.0004412937978302794,0.11120603705323041,3.437782482172776,0.08956016948347778,0.22545833937370255,0,117,4377,,,,
Most Max Drawdown Duration,SOL-USD,SMA,11,36,0,false,false,None,1,72,1.0999345727678103,46.478873239436616,1.827468332818985,3.3121231999412584,1.0934757983819812,-0.11277804867913482,31 days 06:45:38.028169012,0.016221156042951792,0.4934886908841672,0.980123372172721,1.6344953419860904,0,4377,4378 days 00:00:00,1000.0,6440.081478419659,544.0081478419659,613.1590263654607,100.0,542.3854795611045,33.77019518459218,935 days 00:00:00,71,419.81743784731043,85.65851581013439,-9.416117079722891,12.014330183783105,-4.245056549184557,49 days 04:21:49.090909090,15 days 17:41:03.157894736,70.7079442334134,0.7137115543127214,0.4974447742031051,1.1616395252395015,0.2866255194362647,18.193627421797494,1.176699674659197,0.9872013651877131,-0.019965439997617483,,,0.0005236337033574955,0.13195569324608888,5.440081478419684,0.11316672399055694,0.22251104167328134,0,72,4377,,,,
Least Total Trades,SOL-USD,SMA,36,40,0,false,false,None,1,100,1.0753939417614344,48.484848484848484,1.4517266996883975,2.4118964795928783,1.0590895057359186,-0.15662847449308145,23 days 08:14:32.727272727,0.022618231665524333,0.6854009595613434,1.3639479095270732,1.653116161475585,0,4377,4378 days 00:00:00,1000.0,6171.208634441754,517.1208634441755,613.1590263654607,100.0,1031.5963547277966,45.66104194629966,1229 days 00:00:00,99,-61.87598507541861,80.40615002092515,-15.788028028307963,9.194769314731678,-3.971983835831875,31 days 04:00:00,15 days 23:31:45.882352941,52.85944060118358,0.6967729699354125,0.3588237581226284,1.1540763344430491,0.20903255632323553,17.146884657550174,1.1995047998691943,0.9621273166800965,-0.02070572299354269,,,0.000515676590906811,0.12995050090851637,5.171208634441717,0.11043752438475907,0.22445682998733688,0,100,4377,,,,
Most Sharpe Ratio,SOL-USD,SMA,25,49,0,false,false,None,1,46,1.0734978158461024,55.55555555555556,2.0650169109355327,6.828177500317013,1.2473090044781507,0.2997375848124455,50 days 16:00:00,0.01028101439342015,0.31528444139821793,0.6237148732008224,2.1528181289553294,0,4377,4378 days 00:00:00,1000.0,8969.458320341944,796.9458320341945,613.1590263654607,100.0,515.8227992519172,43.959525560056164,2527 days 00:00:00,45,52.7161918805341,135.0132356138689,-14.49544635531933,16.933861128589406,-5.80392703502348,66 days 18:14:24,30 days 13:12:00,175.92760285469805,0.8169061143798565,0.45654970281563934,1.1852360475010595,0.20373205346760842,17.703733649785647,1.1543860748121089,1.0267241379310343,-0.020007068183555472,,,0.0005994314139390664,0.15105671631264472,7.969458320341982,0.1345972544160916,0.2225430597510298,0,46,4377,,,,
Most Omega Ratio,SOL-USD,SMA,25,49,0,false,false,None,1,46,1.0734978158461024,55.55555555555556,2.0650169109355327,6.828177500317013,1.2473090044781507,0.2997375848124455,50 days 16:00:00,0.01028101439342015,0.31528444139821793,0.6237148732008224,2.1528181289553294,0,4377,4378 days 00:00:00,1000.0,8969.458320341944,796.9458320341945,613.1590263654607,100.0,515.8227992519172,43.959525560056164,2527 days 00:00:00,45,52.7161918805341,135.0132356138689,-14.49544635531933,16.933861128589406,-5.80392703502348,66 days 18:14:24,30 days 13:12:00,175.92760285469805,0.8169061143798565,0.45654970281563934,1.1852360475010595,0.20373205346760842,17.703733649785647,1.1543860748121089,1.0267241379310343,-0.020007068183555472,,,0.0005994314139390664,0.15105671631264472,7.969458320341982,0.1345972544160916,0.2225430597510298,0,46,4377,,,,
Most Sortino Ratio,SOL-USD,SMA,25,49,0,false,false,None,1,46,1.0734978158461024,55.55555555555556,2.0650169109355327,6.828177500317013,1.2473090044781507,0.2997375848124455,50 days 16:00:00,0.01028101439342015,0.31528444139821793,0.6237148732008224,2.1528181289553294,0,4377,4378 days 00:00:00,1000.0,8969.458320341944,796.9458320341945,613.1590263654607,100.0,515.8227992519172,43.959525560056164,2527 days 00:00:00,45,52.7161918805341,135.0132356138689,-14.49544635531933,16.933861128589406,-5.80392703502348,66 days 18:14:24,30 days 13:12:00,175.92760285469805,0.8169061143798565,0.45654970281563934,1.1852360475010595,0.20373205346760842,17.703733649785647,1.1543860748121089,1.0267241379310343,-0.020007068183555472,,,0.0005994314139390664,0.15105671631264472,7.969458320341982,0.1345972544160916,0.2225430597510298,0,46,4377,,,,
Median Profit Factor,SOL-USD,SMA,82,84,0,false,false,None,0,85,1.0387782816460025,45.88235294117647,1.5756024876369374,2.454596870310437,0.8987888570170427,-0.43972884513303256,28 days 11:00:42.352941176,0.019419693854238064,0.5825908156271419,1.1651816312542838,1.4300255927099874,0,4377,4378 days 00:00:00,1000.0,4435.35315818882,343.535315818882,613.1590263654607,100.0,665.5105283774403,44.85108176617667,2152 days 00:00:00,85,0.0,96.89828924350428,-10.984872239667718,9.049679565308642,-3.1368862841445613,39 days 00:00:00,19 days 12:31:18.260869565,40.41591950810377,0.5945054920443149,0.2948238915189899,1.127070238246127,0.25926535971430603,16.309694812835822,1.1562500502395485,0.9747634069400629,-0.020962753190630144,,,0.0004402960684053944,0.11095460923815938,3.4353531581888497,0.08952582891486904,0.22461338822835478,0,85,4377,,,,
Mean Worst Trade [%],SOL-USD,SMA,74,75,0,false,false,None,0,128,1.0302902117094774,51.5625,1.2312181084359892,1.1271925318321028,0.6147108434509669,-0.7599884540431261,18 days 15:11:14.999999998,0.02924377427461732,0.8773132282385195,1.754626456477039,0.9889009189479723,0,4377,4378 days 00:00:00,1000.0,2471.6524583538585,147.16524583538583,613.1590263654607,100.0,710.6211889147582,46.94896355788592,3071 days 00:00:00,128,0.0,94.30913591203611,-15.4623370721369,5.51447192805496,-3.5431371480180363,22 days 19:16:21.818181818,14 days 04:38:42.580645161,11.49728483088952,0.41432684263814346,0.16690538859844548,1.0874926770382363,0.10871706280546233,16.54626448929381,1.1654909152099748,0.9330769230769231,-0.02119144519093232,,,0.0003068688820278404,0.07733095827101577,1.4716524583538564,0.05346609621203591,0.22462416891207404,0,128,4377,,,,
Least Max Drawdown Duration,SOL-USD,SMA,10,38,0,false,false,None,1,72,1.0047803034567886,42.25352112676056,1.738571651233908,3.210840334955558,1.0217503527568936,-0.24978912283441762,31 days 11:29:34.647887323,0.016221156042951792,0.4934886908841672,0.980123372172721,1.5845133935352993,0,4377,4378 days 00:00:00,1000.0,5599.985710116267,459.9985710116267,613.1590263654607,100.0,468.87076198928725,38.74301543440503,1009 days 00:00:00,71,234.68149149407145,85.6585158101344,-11.880735390109539,13.478789640281127,-4.3022933030875405,53 days 14:24:00,15 days 07:01:27.804878048,61.48315800876331,0.6691852594810034,0.39866803918181815,1.1504857761690843,0.2790469552724806,18.077231242940705,1.1783522136541438,0.9763513513513514,-0.020040841833906538,,,0.0004921942454322972,0.12403294984893888,4.5999857101162664,0.10424651049032496,0.22306779196797638,0,72,4377,,,,
