Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Best Trade [%],TSLA,SMA,14,25,0,false,false,None,1,85,1.4277178573256368,48.80952380952381,2.35732983183645,10.47424558022731,1.8088557117885586,-0.5007020295887143,25 days 06:34:17.142857141,0.015237656476075988,0.46899632159747767,0.9324750394114556,4.912382648635246,0,3806,3807 days 00:00:00,1000.0,104130.61184704355,10313.061184704355,20655.123384958282,100.0,4034.938843285639,63.22857669265994,654 days 00:00:00,84,-2885.323734776277,422.1821879319978,-19.823638251583834,29.651101978749097,-7.810664009060907,39 days 05:16:05.853658536,11 days 23:26:30.697674418,1262.0944712121402,1.1399876426486533,0.8874530673843084,1.2605468707717082,0.9069378385448672,12.750866901375073,1.2178925688221782,1.0350230414746542,-0.03651309580514521,,,0.0015573281970671891,0.39244670566093165,103.13061184704426,0.3600387745311455,0.41431123084503657,0,85,5512.65873015873,,,,
Median Win Rate [%],TSLA,SMA,14,26,0,false,false,None,1,77,1.415435917531451,47.368421052631575,2.7108447561623024,10.900706784467205,1.7698000347696434,-0.5521638382992943,27 days 20:50:31.578947367,0.013786451097402085,0.42485549132947975,0.8441933788754598,4.631225136753408,0,3806,3807 days 00:00:00,1000.0,93501.11176174205,9250.111176174205,20655.123384958282,100.0,2721.7175312854074,61.916730286759616,755 days 00:00:00,76,2556.681039591509,379.5311065571733,-19.823638251583827,31.78841890315067,-7.898234122347909,43 days 06:00:00,14 days 00:36:00,1183.4793516072434,1.118557977561795,0.8803614189370169,1.2547372323058303,0.8954104373558354,12.694187890664619,1.2078520332339089,1.0388170055452868,-0.03662774904385402,,,0.0015298881067343768,0.38553180289706296,92.50111176174215,0.3503798743140911,0.4148087143598434,0,77,5512.65873015873,,,,
Median Total Fees Paid,TSLA,SMA,25,31,0,false,false,None,1,81,1.407085870802676,55.00000000000001,2.0159381037095336,8.432437552825446,1.484649672969328,-0.8022958949879405,26 days 04:30:00,0.014512053786739035,0.4469259064634787,0.8883342091434577,3.7686747969931904,0,3806,3807 days 00:00:00,1000.0,41836.02682736835,4083.602682736835,20655.123384958282,100.0,2101.320276329254,58.46060069337079,1475 days 00:00:00,80,-1114.8804124614762,258.6297682766669,-22.038066993360175,21.72583391529539,-7.815046890193377,34 days 21:16:21.818181818,15 days 13:20:00,524.3863404978731,0.9593525637040017,0.7362803478731743,1.2181196494827808,0.6759253518210837,13.014910062628172,1.218119649482785,1.0,-0.036679861830526544,,,0.0013281568348781274,0.3346955223892881,40.836026827368215,0.28037348449502764,0.4198728796767698,0,81,5512.65873015873,,,,
Mean Sortino Ratio,TSLA,SMA,31,38,0,false,false,None,0,67,1.4001299278765462,55.223880597014926,2.163629470540126,10.082655206114747,1.4797302758790893,-0.7896972556201343,31 days 17:11:38.507462685,0.012153845046393942,0.3696794534944824,0.7393589069889648,3.7273504663697974,0,3806,3807 days 00:00:00,1000.0,44438.291333614696,4343.829133361469,20655.123384958282,100.0,1667.8958504192562,60.62653853820689,1476 days 00:00:00,67,0.0,244.66598798317403,-36.08446131274682,25.241457039917208,-8.61320038890829,41 days 22:03:14.594594594,19 days 03:12:00,648.3327064718616,0.9620543442607119,0.7236660716673478,1.2173923039814034,0.6156861113951972,12.832597879646968,1.197525521142183,1.016589861751152,-0.038072740474215445,,,0.0013582298079098556,0.34227391159328363,43.43829133361469,0.28549800987204765,0.4281740619164973,0,67,5512.65873015873,,,,
Most Total Return [%],TSLA,SMA,10,20,0,false,false,None,1,106,1.3940656308779107,41.904761904761905,2.063863581522388,9.650126902810674,2.1478131963165,0.4891713794464642,20 days 06:23:59.999999999,0.019047070595094986,0.5848660010509722,1.1642143983184445,5.644031131281283,0,3806,3807 days 00:00:00,1000.0,308590.1858381525,30759.018583815247,20655.123384958282,100.0,15249.776275536431,68.09828928354644,655 days 00:00:00,105,-4999.625015913916,304.81715436949213,-18.820153875529176,31.837922494895338,-6.35418467180777,34 days 07:05:27.272727273,10 days 03:32:27.540983606,2977.045817657774,1.3336222467279315,1.07564407574148,1.3111907691050624,0.9241743467721639,12.333843748482048,1.292526131822431,1.0144404332129966,-0.03625557662929933,,,0.0018552110562095531,0.4675131861648074,307.59018583815083,0.46144270751135985,0.4218977360533047,0,106,5512.65873015873,,,,
Most Expectancy,TSLA,SMA,10,20,0,false,false,None,1,106,1.3940656308779107,41.904761904761905,2.063863581522388,9.650126902810674,2.1478131963165,0.4891713794464642,20 days 06:23:59.999999999,0.019047070595094986,0.5848660010509722,1.1642143983184445,5.644031131281283,0,3806,3807 days 00:00:00,1000.0,308590.1858381525,30759.018583815247,20655.123384958282,100.0,15249.776275536431,68.09828928354644,655 days 00:00:00,105,-4999.625015913916,304.81715436949213,-18.820153875529176,31.837922494895338,-6.35418467180777,34 days 07:05:27.272727273,10 days 03:32:27.540983606,2977.045817657774,1.3336222467279315,1.07564407574148,1.3111907691050624,0.9241743467721639,12.333843748482048,1.292526131822431,1.0144404332129966,-0.03625557662929933,,,0.0018552110562095531,0.4675131861648074,307.59018583815083,0.46144270751135985,0.4218977360533047,0,106,5512.65873015873,,,,
Most Sharpe Ratio,TSLA,SMA,10,20,0,false,false,None,1,106,1.3940656308779107,41.904761904761905,2.063863581522388,9.650126902810674,2.1478131963165,0.4891713794464642,20 days 06:23:59.999999999,0.019047070595094986,0.5848660010509722,1.1642143983184445,5.644031131281283,0,3806,3807 days 00:00:00,1000.0,308590.1858381525,30759.018583815247,20655.123384958282,100.0,15249.776275536431,68.09828928354644,655 days 00:00:00,105,-4999.625015913916,304.81715436949213,-18.820153875529176,31.837922494895338,-6.35418467180777,34 days 07:05:27.272727273,10 days 03:32:27.540983606,2977.045817657774,1.3336222467279315,1.07564407574148,1.3111907691050624,0.9241743467721639,12.333843748482048,1.292526131822431,1.0144404332129966,-0.03625557662929933,,,0.0018552110562095531,0.4675131861648074,307.59018583815083,0.46144270751135985,0.4218977360533047,0,106,5512.65873015873,,,,
Most Omega Ratio,TSLA,SMA,10,20,0,false,false,None,1,106,1.3940656308779107,41.904761904761905,2.063863581522388,9.650126902810674,2.1478131963165,0.4891713794464642,20 days 06:23:59.999999999,0.019047070595094986,0.5848660010509722,1.1642143983184445,5.644031131281283,0,3806,3807 days 00:00:00,1000.0,308590.1858381525,30759.018583815247,20655.123384958282,100.0,15249.776275536431,68.09828928354644,655 days 00:00:00,105,-4999.625015913916,304.81715436949213,-18.820153875529176,31.837922494895338,-6.35418467180777,34 days 07:05:27.272727273,10 days 03:32:27.540983606,2977.045817657774,1.3336222467279315,1.07564407574148,1.3111907691050624,0.9241743467721639,12.333843748482048,1.292526131822431,1.0144404332129966,-0.03625557662929933,,,0.0018552110562095531,0.4675131861648074,307.59018583815083,0.46144270751135985,0.4218977360533047,0,106,5512.65873015873,,,,
Most Sortino Ratio,TSLA,SMA,10,20,0,false,false,None,1,106,1.3940656308779107,41.904761904761905,2.063863581522388,9.650126902810674,2.1478131963165,0.4891713794464642,20 days 06:23:59.999999999,0.019047070595094986,0.5848660010509722,1.1642143983184445,5.644031131281283,0,3806,3807 days 00:00:00,1000.0,308590.1858381525,30759.018583815247,20655.123384958282,100.0,15249.776275536431,68.09828928354644,655 days 00:00:00,105,-4999.625015913916,304.81715436949213,-18.820153875529176,31.837922494895338,-6.35418467180777,34 days 07:05:27.272727273,10 days 03:32:27.540983606,2977.045817657774,1.3336222467279315,1.07564407574148,1.3111907691050624,0.9241743467721639,12.333843748482048,1.292526131822431,1.0144404332129966,-0.03625557662929933,,,0.0018552110562095531,0.4675131861648074,307.59018583815083,0.46144270751135985,0.4218977360533047,0,106,5512.65873015873,,,,
Mean Best Trade [%],TSLA,SMA,21,38,0,false,false,None,1,54,1.3823759036920766,56.60377358490566,2.5532278705117366,12.232204075273048,1.4325847909297589,-0.8213013129094466,40 days 03:10:11.320754716,0.00961423563371461,0.2979506043089858,0.5903836048344718,3.6445925962584433,0,3806,3807 days 00:00:00,1000.0,37910.43430585431,3691.043430585431,20655.123384958282,100.0,985.240278152278,62.357811358943984,1486 days 00:00:00,53,66.55814307672699,261.9777652046775,-24.45371164717935,29.792448874632882,-10.672463054326737,54 days 10:24:00,21 days 11:28:41.739130435,695.1674747693887,0.9354761972986442,0.6686965145555893,1.2099180056976562,0.5676563326601736,12.639181185557094,1.1652675662434708,1.0383177570093458,-0.03695501240668295,,,0.0013120345466075157,0.33063270574509396,36.910434305854196,0.2720498349268172,0.42536253098536236,0,54,5512.65873015873,,,,
