Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Median Worst Trade [%],HYPE32196-USD,MACD,6,31,9,false,false,None,0,74,0.9395571357610927,51.35135135135135,1.278058398397492,0.41207391434903906,0.847354349313583,-0.9704896992786372,0 days 23:59:59.999999999,0.047865459249676584,1.4359637774902976,2.871927554980595,0.5917232146538595,0,1546,1547 days 00:00:00,1000.0,1286.2724108752975,28.627241087529754,970.0762238185582,100.0,181.26660835783514,15.209594988554626,1149 days 00:00:00,74,0.0,18.276531909853514,-8.485283975050164,2.9983831596204142,-2.3179191778818566,1 days 00:00:00,1 days 00:00:00,3.868546092909421,0.4448213068720496,0.4023588452227281,1.3496293808718134,8.01086736281256,180.01233793902455,3.906821891997355,0.34545454545454546,-0.0009990009990008641,,,0.00019716135920634488,0.04968466251999891,0.28627241087529587,0.04186126790506983,0.1344258911950766,0,74,1546,,,,
Mean Calmar Ratio,HYPE32196-USD,MACD,5,29,13,false,false,None,0,68,0.8862566851314333,50.0,1.263578886368411,0.43061193343297965,0.76163261531561,-0.9724323160395961,1 days 00:00:00,0.04398447606727038,1.3195342820181113,2.6390685640362226,0.5682072084109175,0,1546,1547 days 00:00:00,1000.0,1267.4275475573202,26.74275475573202,970.0762238185582,100.0,168.5927568098498,21.28510443909121,1420 days 00:00:00,68,0.0,18.276531909853514,-12.281178874635266,3.2020298019120417,-2.3408059350460824,1 days 00:00:00,1 days 00:00:00,3.9327580523135204,0.4186551569497795,0.27018045970002585,1.3529548069090707,6.575209250965831,185.36859525932564,4.058864420727214,0.3333333333333333,-0.0009990009990008607,,,0.00018932388287159588,0.04770961848364216,0.26742754755731846,0.03935943004605802,0.13714995212641196,0,68,1546,,,,
Mean Omega Ratio,HYPE32196-USD,MACD,21,28,6,false,false,None,0,57,0.7618028986979701,47.368421052631575,1.2532598825908303,0.3954274782938292,0.6326715783517277,-0.979832755006987,0 days 23:59:59.999999999,0.03686934023285899,1.1060802069857698,2.2121604139715396,0.4373745070390996,0,1546,1547 days 00:00:00,1000.0,1195.637648676458,19.563764867645798,970.0762238185582,100.0,132.76151285100946,26.519106586549167,1334 days 00:00:00,57,0.0,18.276531909853514,-12.281178874635248,3.200648724430909,-2.129271643229542,1 days 00:00:00,1 days 00:00:00,3.43223945046417,0.3522118824985468,0.16236982966095578,1.3386544866255214,7.417446694720463,250.5616421319894,4.313442234682236,0.31034482758620685,-0.0009990009990008177,,,0.00014573406960854965,0.03672498554135451,0.19563764867645772,0.029533910500101124,0.12548846060266308,0,57,1546,,,,
Mean Profit Factor,HYPE32196-USD,MACD,16,33,7,false,false,None,0,55,0.7495482200098164,47.27272727272727,1.2747311383290625,0.40066510219005513,0.6616787104521668,-0.9800164458654924,0 days 23:59:59.999999999,0.03557567917205692,1.0672703751617076,2.1345407503234153,0.4276179939285841,0,1546,1547 days 00:00:00,1000.0,1193.8557073327686,19.385570733276857,970.0762238185582,100.0,129.19978475925964,23.96736407942515,1334 days 00:00:00,55,0.0,18.276531909853514,-12.281178874635255,3.0814546584802995,-2.0028013965529223,1 days 00:00:00,1 days 00:00:00,3.524649224232167,0.35754160139576835,0.17812571863277699,1.3632765409745602,8.457726596226616,287.0899670698129,4.40443190161012,0.3095238095238095,-0.0009990009990007997,,,0.00014248270928214306,0.035905642739100053,0.19385570733276736,0.029283809297597108,0.12085991548078781,0,55,1546,,,,
