Metric Type,Ticker,Strategy Type,Fast Period,Slow Period,Signal Period,Signal Entry,Signal Exit,Signal Unconfirmed,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
"Most Avg Losing Trade Duration, Most Avg Losing Trade [%], Most Calmar Ratio, Most Expectancy, Most Max Drawdown Duration, Most Omega Ratio, Most Profit Factor, Most Sharpe Ratio, Most Sortino Ratio, Most Total Fees Paid, Most Total Return [%], Most Total Trades, Most Worst Trade [%], Mean Avg Losing Trade [%], Mean Avg Winning Trade [%], Mean Best Trade [%], Mean Calmar Ratio, Mean Expectancy, Mean Max Drawdown [%], Mean Omega Ratio, Mean Profit Factor, Mean Sharpe Ratio, Mean Total Fees Paid, Mean Total Return [%], Mean Win Rate [%], Mean Worst Trade [%], Median Avg Losing Trade [%], Median Avg Winning Trade [%], Median Best Trade [%], Median Calmar Ratio, Median Expectancy, Median Max Drawdown [%], Median Omega Ratio, Median Profit Factor, Median Sharpe Ratio, Median Total Fees Paid, Median Total Return [%], Median Win Rate [%], Median Worst Trade [%], Least Avg Winning Trade Duration, Least Avg Winning Trade [%], Least Best Trade [%], Least Max Drawdown Duration, Least Max Drawdown [%], Least Win Rate [%]",AAVE-USD_BTC-USD,SMA,19,22,0,false,false,None,0,64,0.8318943989323527,42.1875,1.3232662251698648,2.1273553359775,0.919372608311151,-0.9805527524061323,12 days 04:07:29.999999999,0.035975267003934795,1.0792580101180438,2.1585160202360876,2.295965286721079,0,1779,1780 days 00:00:00,1000.0,1986.4992125379936,98.64992125379935,5072.69323217269,100.0,157.3888628542656,76.31788335737517,1551 days 00:00:00,64,0.0,66.51188078793683,-25.7929612121418,13.715373523703786,-6.328766044255195,15 days 20:26:40,9 days 11:40:32.432432432,15.414050195906185,0.5264591339009094,0.19802870178690649,1.1288407462286139,2.2041516225088325,17.8554360647577,1.590052822544874,0.7099391480730223,-0.0454254586126453,,,0.0009165644283772371,0.23097423595106376,0.9864992125379906,0.10204994876528328,0.5280135115840402,0,64,1779,,,,
